"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","20",20,0,0,0,0
"2","Akron, OH","90",76,0,3,11,1
"3","Albany, GA","56",24,2,0,30,1
"4","Albany-Schenectady-Troy, NY","299",81,0,4,214,3
"5","Albuquerque,* NM","164",164,0,0,0,0
"6","Alexandria, LA","29",29,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","217",197,2,3,15,3
"8","Altoona, PA","2",2,0,0,0,0
"9","Amarillo, TX","30",30,0,0,0,0
"10","Ames, IA","10",10,0,0,0,0
"11","Anchorage,* AK","85",42,0,0,43,3
"12","Anderson, IN","10",10,0,0,0,0
"13","Anderson, SC","83",83,0,0,0,0
"14","Ann Arbor, MI","25",20,0,0,5,1
"15","Anniston-Oxford, AL","8",8,0,0,0,0
"16","Appleton, WI","51",51,0,0,0,0
"17","Asheville, NC","217",205,2,3,7,1
"18","Athens-Clarke County, GA","36",32,0,4,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","2847",1936,4,26,881,16
"20","Atlantic City,* NJ","42",42,0,0,0,0
"21","Auburn-Opelika,* AL","79",77,2,0,0,0
"22","Augusta-Richmond County, GA-SC","187",187,0,0,0,0
"23","Austin-Round Rock,* TX","947",803,30,8,106,3
"24","Bakersfield, CA","228",183,2,38,5,1
"25","Baltimore-Towson,* MD","355",350,0,0,5,1
"26","Bangor, ME","23",19,4,0,0,0
"27","Barnstable Town, MA","72",64,0,3,5,1
"28","Baton Rouge, LA","890",329,4,0,557,22
"29","Battle Creek, MI","3",3,0,0,0,0
"30","Bay City, MI","2",2,0,0,0,0
"31","Beaumont-Port Arthur, TX","27",27,0,0,0,0
"32","Bellingham, WA","23",23,0,0,0,0
"33","Bend,* OR","125",110,2,13,0,0
"34","Billings, MT","43",43,0,0,0,0
"35","Binghamton, NY","6",6,0,0,0,0
"36","Birmingham-Hoover,* AL","280",268,0,4,8,1
"37","Bismarck, ND","164",44,0,4,116,4
"38","Bloomington, IN","36",28,4,4,0,0
"39","Bloomington-Normal, IL","39",30,0,0,9,1
"40","Boise City-Nampa,* ID","275",233,6,36,0,0
"41","Boston-Cambridge-Quincy,* MA-NH","678",388,28,10,252,21
"42","Boulder, CO","34",16,0,3,15,2
"43","Bowling Green, KY","59",37,4,0,18,2
"44","Bremerton-Silverdale, WA","58",58,0,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","88",51,2,0,35,2
"46","Brownsville-Harlingen, TX","134",116,10,0,8,1
"47","Brunswick, GA","44",44,0,0,0,0
"48","Buffalo-Niagara Falls, NY","69",59,0,0,10,1
"49","Burlington, NC","92",92,0,0,0,0
"50","Burlington-South Burlington, VT","90",23,2,4,61,2
"51","Canton-Massillon, OH","32",32,0,0,0,0
"52","Cape Coral-Fort Myers,* FL","149",147,2,0,0,0
"53","Carson City,* NV","3",3,0,0,0,0
"54","Casper, WY","15",15,0,0,0,0
"55","Cedar Rapids, IA","81",62,0,19,0,0
"56","Champaign-Urbana, IL","47",23,0,0,24,3
"57","Charleston, WV","17",17,0,0,0,0
"58","Charleston-North Charleston,* SC","599",379,0,3,217,8
"59","Charlotte-Gastonia-Concord,* NC-SC","1552",992,10,7,543,12
"60","Charlottesville, VA","49",49,0,0,0,0
"61","Chattanooga, TN-GA","148",133,0,0,15,1
"62","Cheyenne, WY","19",19,0,0,0,0
"63","Chicago-Naperville-Joliet,* IL-IN-WI","2741",1247,66,90,1338,NA
"64","Cincinnati-Middletown,* OH-KY-IN","474",337,34,57,46,6
"65","Clarksville, TN-KY","86",54,4,28,0,0
"66","Cleveland, TN","24",24,0,0,0,0
"67","Cleveland-Elyria-Mentor,* OH","365",271,2,0,92,10
"68","Coeur dAlene, ID","133",59,2,0,72,5
"69","College Station-Bryan, TX","131",50,0,0,81,8
