"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","23",23,0,0,0,0
"2","Albany* GA MSA","37",37,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","133",88,0,36,9,1
"4","Albuquerque* NM MSA","527",443,0,11,73,1
"5","Alexandria* LA MSA","96",92,0,4,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","96",92,0,4,0,0
"7","Altoona* PA MSA","2",2,0,0,0,0
"8","Amarillo* TX MSA","53",53,0,0,0,0
"9","Anchorage* AK MSA","174",52,48,0,74,11
"10","Anniston* AL MSA","10",10,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","197",103,6,4,84,4
"12","Asheville* NC MSA","117",109,8,0,0,0
"13","Athens* GA MSA","129",85,14,0,30,3
"14","Atlanta  GA MSA","4260",4139,6,4,111,10
"15","Auburn-Opelika* AL MSA","124",22,16,14,72,4
"16","Augusta-Aiken* GA-SC MSA","301",301,0,0,0,0
"17","Austin-San Marcos* TX MSA","606",513,30,50,13,2
"18","Bakersfield* CA MSA","351",347,0,4,0,0
"19","Bangor* ME MSA","16",11,2,3,0,0
"20","Barnstable-Yarmouth* MA MSA","37",37,0,0,0,0
"21","Baton Rouge* LA MSA","121",121,0,0,0,0
"22","Beaumont-Port Arthur* TX MSA","30",28,2,0,0,0
"23","Bellingham* WA MSA","115",77,2,0,36,3
"24","Benton Harbor* MI MSA","4",4,0,0,0,0
"25","Billings* MT MSA","46",46,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","191",187,4,0,0,0
"27","Binghamton* NY MSA","3",3,0,0,0,0
"28","Birmingham* AL MSA","429",429,0,0,0,0
"29","Bismarck* ND MSA","11",11,0,0,0,0
"30","Bloomington* IN MSA","53",26,4,11,12,1
"31","Bloomington-Normal* IL MSA","86",42,6,12,26,4
"32","Boise City* ID MSA","579",432,0,3,144,6
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1126",606,40,36,444,21
"34","Brownsville-Harlingen-San  Benito* TX MSA","226",216,6,4,0,0
"35","Bryan-College Station* TX MSA","305",77,0,0,228,20
"36","Buffalo-Niagara Falls* NY MSA","64",62,2,0,0,0
"37","Burlington* VT MSA","35",33,2,0,0,0
"38","Canton-Massillon* OH MSA","62",55,4,3,0,0
