"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","25",25,0,0,0,0
"2","Akron, OH","220",194,2,11,13,1
"3","Albany, GA","68",58,6,4,0,0
"4","Albany-Schenectady-Troy, NY","275",151,2,8,114,11
"5","Albuquerque,* NM","732",700,0,6,26,1
"6","Alexandria, LA","64",64,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","518",500,4,0,14,2
"8","Altoona, PA","2",2,0,0,0,0
"9","Amarillo, TX","83",83,0,0,0,0
"10","Ames, IA","42",42,0,0,0,0
"11","Anchorage,* AK","209",104,50,9,46,4
"12","Anderson, IN","66",66,0,0,0,0
"13","Anderson, SC","256",105,4,0,147,7
"14","Ann Arbor, MI","77",72,0,0,5,1
"15","Anniston-Oxford, AL","15",15,0,0,0,0
"16","Appleton, WI","94",92,2,0,0,0
"17","Asheville, NC","334",261,12,28,33,3
"18","Athens-Clarke County, GA","144",129,0,15,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","5883",5354,32,4,493,18
"20","Atlantic City,* NJ","195",188,4,3,0,0
"21","Auburn-Opelika,* AL","74",62,12,0,0,0
"22","Augusta-Richmond County, GA-SC","320",320,0,0,0,0
"23","Austin-Round Rock,* TX","1676",1526,68,20,62,5
"24","Bakersfield, CA","702",574,26,88,14,1
"25","Baltimore-Towson,* MD","957",854,2,8,93,9
"26","Bangor, ME","88",39,0,49,0,0
"27","Barnstable Town, MA","116",97,0,0,19,1
"28","Baton Rouge, LA","458",440,0,3,15,2
"29","Battle Creek, MI","13",13,0,0,0,0
"30","Bay City, MI","7",7,0,0,0,0
"31","Beaumont-Port Arthur, TX","138",42,0,0,96,1
"32","Bellingham, WA","304",124,0,4,176,7
"33","Bend,* OR","462",374,10,6,72,1
"34","Billings, MT","45",45,0,0,0,0
"35","Binghamton, NY","11",11,0,0,0,0
"36","Birmingham-Hoover,* AL","597",592,0,0,5,1
