"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture","Monthly_Coverage_Percent"
"55","Carson City,  NV","2",2,0,0,0,0,100
"56","Casper, WY","2",2,0,0,0,0,85
"57","Cedar Rapids, IA","18",14,0,4,0,0,91
"58","Champaign-Urbana, IL","24",12,0,0,12,1,83
"59","Charleston, WV","10",10,0,0,0,0,47
"60","Charleston-North Charleston-Summerville,  SC","197",189,0,0,8,1,NA
"61","Charlottesville, VA","39",32,2,0,5,1,70
"62","Chattanooga, TN-GA","70",65,0,0,5,1,75
"63","Cheyenne, WY","10",10,0,0,0,0,98
"64","Chicago-Naperville-Joliet,  IL-IN-WI","472",413,6,12,41,5,NA
"65","Cincinnati-Middletown,  OH-KY-IN","192",174,0,13,5,1,100
"66","Clarksville, TN-KY","154",126,0,0,28,1,22
"67","Cleveland, TN","15",7,4,4,0,0,74
"68","Cleveland-Elyria-Mentor,  OH","75",75,0,0,0,0,100
"69","Coeur dAlene, ID","46",36,10,0,0,0,99
"70","College Station-Bryan, TX","83",59,0,0,24,1,99
"71","Colorado Springs,  CO","81",77,4,0,0,0,100
"72","Columbia, MO","118",76,0,0,42,1,100
"73","Columbia,  SC","165",146,0,0,19,1,100
"74","Columbus, GA-AL","84",71,0,3,10,1,73
"75","Columbus, IN","10",10,0,0,0,0,99
"76","Columbus,  OH","206",146,0,0,60,4,100
"77","Corpus Christi, TX","61",61,0,0,0,0,83
"78","Corvallis, OR","3",3,0,0,0,0,54
"79","Cumberland, MD-WV","4",4,0,0,0,0,5
"80","Dallas-Fort Worth-Arlington,  TX","1806",902,12,0,892,34,100
"81","Dalton,  GA","17",17,0,0,0,0,100
"82","Danville, IL","0",0,0,0,0,0,4
"83","Danville, VA","4",4,0,0,0,0,55
"84","Davenport-Moline-Rock Island,  IA-IL","12",12,0,0,0,0,NA
"85","Decatur, AL","3",3,0,0,0,0,67
"86","Decatur, IL","0",0,0,0,0,0,18
"87","Deltona-Daytona Beach-Ormond Beach,  FL","49",41,0,0,8,1,NA
"88","Des Moines-West Des Moines,  IA","49",47,2,0,0,0,100
"89","Detroit-Warren-Livonia,  MI","57",49,0,3,5,1,100
"90","Dothan, AL","22",22,0,0,0,0,85
"91","Dover,  DE","38",38,0,0,0,0,100
"92","Dubuque, IA","10",6,4,0,0,0,84
"93","Duluth, MN-WI","6",6,0,0,0,0,69
"94","Durham-Chapel Hill,  NC","129",102,0,12,15,3,100
"95","Eau Claire, WI","2",2,0,0,0,0,91
"96","El Centro, CA","25",21,0,4,0,0,71
"97","El Paso, TX","198",184,0,0,14,1,96
"98","Elizabethtown, KY","10",10,0,0,0,0,62
"99","Elkhart-Goshen, IN","5",5,0,0,0,0,97
"100","Elmira, NY","0",0,0,0,0,0,11
"101","Erie, PA","18",4,0,0,14,1,74
"102","Eugene-Springfield, OR","29",21,0,0,8,1,100
"103","Evansville, IN-KY","26",16,0,0,10,2,89
"104","Fairbanks,  AK","1",1,0,0,0,0,100
"105","Fargo, ND-MN","62",2,0,0,60,1,78
"106","Farmington,  NM","6",6,0,0,0,0,100
"107","Fayetteville, NC","127",103,0,0,24,1,93
"108","Fayetteville-Springdale-Rogers,  AR-MO","96",55,6,9,26,3,93
"109","Flagstaff, AZ","5",5,0,0,0,0,91
"110","Flint, MI","6",6,0,0,0,0,63
"111","Florence, SC","36",26,0,0,10,1,99
"112","Florence-Muscle Shoals, AL","3",3,0,0,0,0,88
"113","Fond du Lac, WI","1",1,0,0,0,0,44
"114","Fort Collins-Loveland,  CO","17",17,0,0,0,0,100
"115","Fort Smith, AR-OK","37",31,6,0,0,0,92
"116","Fort Walton Beach-Crestview-Destin,  FL","20",15,0,0,5,1,77
"117","Fort Wayne,  IN","26",26,0,0,0,0,100
"118","Fresno, CA","117",117,0,0,0,0,81
"119","Gadsden, AL","8",8,0,0,0,0,62
"120","Gainesville, FL","38",22,0,0,16,1,99
"121","Gainesville, GA","10",10,0,0,0,0,94
"122","Glens Falls, NY","9",9,0,0,0,0,77
"123","Goldsboro, NC","12",12,0,0,0,0,79
"124","Grand Forks, ND-MN","0",0,0,0,0,0,221
"125","Grand Junction,  CO","37",37,0,0,0,0,100
"126","Grand Rapids-Wyoming,  MI","41",37,0,4,0,0,100
"127","Great Falls, MT","12",12,0,0,0,0,91
"128","Greeley,  CO","46",41,0,0,5,1,100
"129","Green Bay, WI","30",30,0,0,0,0,80
"130","Greensboro-High Point,  NC","156",92,2,0,62,5,100
"131","Greenville, NC","17",17,0,0,0,0,99
"132","Greenville,  SC","143",143,0,0,0,0,100
"133","Gulfport-Biloxi, MS","115",105,10,0,0,0,93
"134","Hagerstown-Martinsburg, MD-WV","41",41,0,0,0,0,96
"135","Hanford-Corcoran, CA","9",9,0,0,0,0,78
"136","Harrisburg-Carlisle, PA","36",36,0,0,0,0,54
"137","Harrisonburg,  VA","102",66,0,0,36,3,100
"138","Hartford-West Hartford-East Hartford,  CT","48",30,0,0,18,3,88
"139","Hattiesburg, MS","2",2,0,0,0,0,92
"140","Hickory-Lenoir-Morganton, NC","52",52,0,0,0,0,98
"141","Hinesville-Fort Stewart, GA","10",10,0,0,0,0,68
"142","Holland-Grand Haven, MI","12",12,0,0,0,0,77
"143","Honolulu,  HI","80",36,0,0,44,1,100
"144","Hot Springs, AR","3",3,0,0,0,0,97
"145","Houma-Bayou Cane-Thibodaux, LA","32",32,0,0,0,0,94
"146","Houston-Sugar Land-Baytown,  TX","2078",1381,10,4,683,18,100
"147","Huntington-Ashland, WV-KY-OH","2",2,0,0,0,0,8
"148","Huntsville, AL","182",182,0,0,0,0,98
"149","Idaho Falls, ID","12",12,0,0,0,0,97
"150","Indianapolis-Carmel,  IN","296",238,2,0,56,5,100
"151","Iowa City, IA","18",18,0,0,0,0,94
"152","Ithaca, NY","1",1,0,0,0,0,58
"153","Jackson, MI","6",1,0,0,5,1,61
"154","Jackson, MS","62",62,0,0,0,0,94
"155","Jackson, TN","16",16,0,0,0,0,92
"156","Jacksonville,  FL","1301",191,8,0,1102,43,100
"157","Jacksonville, NC","297",105,0,0,192,8,97
"158","Janesville, WI","2",2,0,0,0,0,79
"159","Jefferson City, MO","3",3,0,0,0,0,70
"160","Johnson City, TN","37",37,0,0,0,0,99
"161","Johnstown, PA","0",0,0,0,0,0,7
"162","Jonesboro, AR","21",21,0,0,0,0,92
"163","Joplin, MO","4",4,0,0,0,0,49
"164","Kalamazoo-Portage, MI","24",13,0,0,11,1,70
"165","Kankakee-Bradley, IL","0",0,0,0,0,0,30
"166","Kansas City,  MO-KS","132",107,0,20,5,1,100
"167","Kennewick-Pasco-Richland, WA","38",33,0,0,5,1,89
"168","Killeen-Temple-Fort Hood, TX","147",137,10,0,0,0,81
"169","Kingsport-Bristol-Bristol, TN-VA","24",22,2,0,0,0,58
"170","Kingston, NY","6",4,2,0,0,0,70
"171","Knoxville, TN","104",87,0,0,17,1,84
"172","Kokomo, IN","0",0,0,0,0,0,79
"173","La Crosse, WI-MN","4",4,0,0,0,0,3
"174","Lafayette, IN","14",14,0,0,0,0,90
"175","Lafayette, LA","44",35,0,0,9,1,85
"176","Lake Charles, LA","31",31,0,0,0,0,83
"177","Lake Havasu City-Kingman, AZ","20",20,0,0,0,0,100
"178","Lakeland-Winter Haven,  FL","92",92,0,0,0,0,100
"179","Lancaster, PA","40",26,0,0,14,1,63
"180","Lansing-East Lansing, MI","14",14,0,0,0,0,81
"181","Laredo,  TX","53",41,2,4,6,1,100
"182","Las Cruces,  NM","146",53,0,0,93,13,100
"183","Las Vegas-Paradise,  NV","155",131,0,24,0,0,100
"184","Lawrence, KS","9",7,2,0,0,0,96
"185","Lawton, OK","16",16,0,0,0,0,89
"186","Lebanon, PA","15",15,0,0,0,0,92
"187","Lewiston, ID-WA","1",1,0,0,0,0,55
"188","Lewiston-Auburn, ME","3",3,0,0,0,0,71
"189","Lexington-Fayette, KY","125",123,2,0,0,0,98
"190","Lima, OH","6",6,0,0,0,0,11
"191","Lincoln, NE","35",33,2,0,0,0,87
"192","Little Rock-North Little Rock, AR","217",97,0,0,120,10,91
"193","Logan, UT-ID","10",10,0,0,0,0,3
"194","Longview, TX","8",8,0,0,0,0,73
"195","Longview, WA","7",7,0,0,0,0,73
"196","Los Angeles-Long Beach-Santa Ana,  CA","843",192,54,26,571,11,NA
"197","Lubbock, TX","52",50,2,0,0,0,96
"198","Lynchburg, VA","84",84,0,0,0,0,86
"199","Macon, GA","27",17,0,0,10,1,54
"200","Madera-Chowchilla, CA","5",5,0,0,0,0,89
"201","Madison,  WI","48",46,2,0,0,0,100
"202","Manchester-Nashua, NH","11",9,2,0,0,0,91
"203","Manhattan, KS","79",19,0,0,60,2,41
"204","Mankato-North Mankato, MN","4",4,0,0,0,0,75
"205","Mansfield, OH","0",0,0,0,0,0,74
"206","McAllen-Edinburg-Mission,  TX","261",247,2,12,0,0,100
"207","Medford, OR","18",18,0,0,0,0,100
"208","Memphis,  TN-MS-AR","96",96,0,0,0,0,100
"209","Merced, CA","3",3,0,0,0,0,81
"210","Miami-Fort Lauderdale-Pompano Beach,  FL","276",121,4,104,47,7,NA
"211","Midland,  TX","18",18,0,0,0,0,100
"212","Milwaukee-Waukesha-West Allis,  WI","151",48,4,8,91,4,100
"213","Minneapolis-St. Paul-Bloomington,  MN-WI","326",146,0,4,176,2,NA
"214","Mobile, AL","33",33,0,0,0,0,95
"215","Modesto, CA","12",12,0,0,0,0,85
"216","Monroe, LA","15",13,2,0,0,0,85
"217","Monroe, MI","4",4,0,0,0,0,54
"218","Montgomery, AL","22",22,0,0,0,0,91
"219","Morgantown, WV","2",2,0,0,0,0,91
"220","Morristown, TN","11",9,2,0,0,0,80
"221","Mount Vernon-Anacortes, WA","12",12,0,0,0,0,83
"222","Muncie, IN","0",0,0,0,0,0,77
"223","Muskegon-Norton Shores, MI","0",0,0,0,0,0,60
"224","Myrtle Beach-North Myrtle Beach-Conway,  SC","91",60,0,0,31,3,99
"225","Napa, CA","4",4,0,0,0,0,69
"226","Naples-Marco Island,  FL","127",77,0,8,42,2,100
"227","Nashville-Davidson--Murfreesboro,  TN","261",259,2,0,0,0,NA
"228","New Orleans-Metairie-Kenner,  LA","383",156,16,0,211,2,100
"229","New York-Northern New Jersey-Long Island,  NY-NJ-PA","1013",323,62,55,573,36,NA
"230","Norwich-New London, CT","16",9,0,7,0,0,94
"231","Ocala,  FL","41",33,8,0,0,0,100
"232","Ocean City,  NJ","18",16,2,0,0,0,100
"233","Odessa,  TX","6",6,0,0,0,0,100
"234","Ogden-Clearfield, UT","58",40,2,8,8,1,84
"235","Oklahoma City,  OK","216",208,0,0,8,1,100
"236","Olympia, WA","51",49,2,0,0,0,82
"237","Omaha-Council Bluffs,  NE-IA","125",118,2,0,5,1,100
"238","Orlando-Kissimmee,  FL","322",318,0,4,0,0,100
"239","Oshkosh-Neenah, WI","10",8,2,0,0,0,83
"240","Owensboro, KY","13",13,0,0,0,0,97
"241","Oxnard-Thousand Oaks-Ventura, CA","22",14,0,0,8,1,97
"242","Palm Bay-Melbourne-Titusville,  FL","75",59,0,4,12,1,100
"243","Palm Coast, FL","13",13,0,0,0,0,100
"244","Panama City-Lynn Haven-Panama City Beach,  FL","31",31,0,0,0,0,97
"245","Parkersburg-Marietta-Vienna, WV-OH","2",2,0,0,0,0,0
"246","Pascagoula, MS","60",60,0,0,0,0,98
"247","Pensacola-Ferry Pass-Brent,  FL","126",60,0,0,66,11,100
"248","Peoria, IL","7",7,0,0,0,0,59
"249","Philadelphia-Camden-Wilmington,  PA-NJ-DE-MD","323",286,8,3,26,5,NA
"250","Pine Bluff, AR","0",0,0,0,0,0,89
"251","Pittsburgh,  PA","128",95,2,0,31,2,100
"252","Pittsfield, MA","1",1,0,0,0,0,19
"253","Pocatello, ID","8",8,0,0,0,0,92
"254","Port St. Lucie,  FL","41",33,0,3,5,1,100
"255","Portland-South Portland-Biddeford,  ME","76",41,2,22,11,2,89
"256","Portland-Vancouver-Beaverton,  OR-WA","270",145,0,16,109,13,NA
"257","Prescott, AZ","18",18,0,0,0,0,84
"258","Providence-New Bedford-Fall River,  RI-MA","56",44,4,3,5,1,86
"259","Provo-Orem, UT","44",44,0,0,0,0,98
"260","Pueblo,  CO","17",17,0,0,0,0,100
"261","Punta Gorda,  FL","19",19,0,0,0,0,100
"262","Racine, WI","153",10,0,0,143,2,69
"263","Raleigh-Cary,  NC","273",273,0,0,0,0,100
"264","Rapid City, SD","23",23,0,0,0,0,98
"265","Reading, PA","8",8,0,0,0,0,48
"266","Redding, CA","13",13,0,0,0,0,93
"267","Reno-Sparks,  NV","82",40,0,0,42,1,100
"268","Richmond,  VA","220",201,0,3,16,1,100
"269","Riverside-San Bernardino-Ontario,  CA","329",219,0,8,102,1,NA
"270","Rochester, MN","3",3,0,0,0,0,87
"271","Rochester, NY","63",43,0,3,17,3,62
"272","Rockford, IL","5",5,0,0,0,0,97
"273","Rocky Mount, NC","15",15,0,0,0,0,78
"274","Rome, GA","9",9,0,0,0,0,99
"275","Sacramento--Arden-Arcade--Roseville,  CA","141",123,0,0,18,3,NA
"276","Salem, OR","27",25,2,0,0,0,85
"277","Salinas, CA","8",5,0,3,0,0,92
"278","Salisbury, MD","11",5,0,0,6,1,67
"279","Salt Lake City,  UT","576",45,0,4,527,6,100
"280","San Angelo,  TX","226",11,0,0,215,11,100
"281","San Antonio,  TX","375",349,0,0,26,3,100
"282","San Diego-Carlsbad-San Marcos,  CA","89",76,4,9,0,0,100
"283","San Francisco-Oakland-Fremont,  CA","292",85,2,0,205,4,100
"284","San Jose-Sunnyvale-Santa Clara,  CA","19",17,2,0,0,0,100
"285","San Luis Obispo-Paso Robles, CA","22",22,0,0,0,0,67
"286","Sandusky, OH","0",0,0,0,0,0,0
"287","Santa Barbara-Santa Maria, CA","14",10,0,4,0,0,71
"288","Santa Cruz-Watsonville, CA","1",1,0,0,0,0,64
"289","Santa Fe,  NM","5",5,0,0,0,0,100
"290","Santa Rosa-Petaluma, CA","21",21,0,0,0,0,92
"291","Savannah, GA","68",68,0,0,0,0,87
"292","Scranton--Wilkes-Barre, PA","7",7,0,0,0,0,24
"293","Seattle-Tacoma-Bellevue,  WA","386",280,20,0,86,12,100
"294","Sebastian-Vero Beach,  FL","24",24,0,0,0,0,100
"295","Sheboygan, WI","1",1,0,0,0,0,47
"296","Sherman-Denison, TX","0",0,0,0,0,0,2
"297","Shreveport-Bossier City, LA","93",93,0,0,0,0,98
"298","Sioux City, IA-NE-SD","4",4,0,0,0,0,96
"299","Sioux Falls, SD","65",12,0,0,53,1,88
"300","South Bend-Mishawaka, IN-MI","23",9,0,7,7,1,98
"301","Spartanburg, SC","44",44,0,0,0,0,94
"302","Spokane, WA","24",24,0,0,0,0,66
"303","Springfield, IL","7",5,2,0,0,0,53
"304","Springfield, MA","20",14,6,0,0,0,58
"305","Springfield, MO","39",11,2,0,26,1,82
"306","Springfield, OH","15",15,0,0,0,0,100
"307","St. Cloud, MN","46",5,0,0,41,1,74
"308","St. George, UT","25",25,0,0,0,0,96
"309","St. Joseph, MO-KS","6",6,0,0,0,0,0
"310","St. Louis,  MO-IL","212",207,2,3,0,0,100
"311","State College, PA","9",7,2,0,0,0,62
"312","Stockton,  CA","30",30,0,0,0,0,100
"313","Sumter,  SC","27",27,0,0,0,0,100
"314","Syracuse, NY","18",18,0,0,0,0,61
"315","Tallahassee, FL","81",56,2,0,23,1,100
"316","Tampa-St. Petersburg-Clearwater,  FL","279",257,0,3,19,3,NA
"317","Texarkana, TX-Texarkana, AR","16",6,10,0,0,0,100
"318","Toledo, OH","24",14,0,0,10,2,92
"319","Topeka, KS","13",13,0,0,0,0,90
"320","Trenton-Ewing,  NJ","17",17,0,0,0,0,100
"321","Tucson,  AZ","121",114,2,0,5,1,100
"322","Tulsa,  OK","199",197,2,0,0,0,100
"323","Tuscaloosa, AL","25",25,0,0,0,0,93
"324","Tyler, TX","14",9,0,0,5,1,79
"325","Utica-Rome, NY","0",0,0,0,0,0,5
"326","Valdosta, GA","38",31,2,0,5,1,87
"327","Vallejo-Fairfield, CA","30",25,0,0,5,1,92
"328","Victoria, TX","4",4,0,0,0,0,55
"329","Vineland-Millville-Bridgeton,  NJ","14",14,0,0,0,0,100
"330","Virginia Beach-Norfolk-Newport News,  VA-NC","708",208,6,4,490,19,NA
"331","Waco, TX","23",19,4,0,0,0,77
"332","Warner Robins, GA","37",37,0,0,0,0,82
"333","Washington-Arlington-Alexandria,  DC-VA-MD-WV","1068",674,0,0,394,6,NA
"334","Wausau, WI","8",8,0,0,0,0,74
"335","Weirton-Steubenville, WV-OH","2",2,0,0,0,0,53
"336","Wenatchee-East Wenatchee, WA","18",18,0,0,0,0,72
"337","Wheeling, WV-OH","0",0,0,0,0,0,68
"338","Wichita Falls, TX","18",4,0,0,14,1,89
"339","Wichita, KS","85",85,0,0,0,0,88
"340","Williamsport, PA","1",1,0,0,0,0,16
"341","Wilmington,  NC","141",136,0,0,5,1,100
"342","Winchester, VA-WV","18",18,0,0,0,0,84
"343","Winston-Salem, NC","49",49,0,0,0,0,90
"344","Worcester, MA","54",16,0,33,5,1,69
"345","Yakima, WA","7",7,0,0,0,0,40
"346","York-Hanover, PA","28",19,0,4,5,1,79
"347","Youngstown-Warren-Boardman, OH-PA","11",9,2,0,0,0,96
"348","Yuba City, CA","8",8,0,0,0,0,91
"349","Yuma, AZ","56",56,0,0,0,0,72
