"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","13",13,0,0,0,0
"2","Albany* GA MSA","35",35,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","156",129,4,0,23,3
"4","Albuquerque* NM MSA","85",81,0,4,0,0
"5","Alexandria* LA MSA","26",26,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","135",103,0,0,32,2
"7","Altoona* PA MSA","4",4,0,0,0,0
"8","Amarillo* TX MSA","166",46,6,0,114,1
"9","Anchorage* AK MSA","71",57,2,12,0,0
"10","Anniston* AL MSA","17",17,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","112",77,10,0,25,2
"12","Asheville* NC MSA","94",87,2,0,5,1
"13","Athens* GA MSA","95",61,0,0,34,4
"14","Atlanta  GA MSA","4546",3094,6,36,1410,67
"15","Auburn-Opelika* AL MSA","51",19,2,10,20,1
"16","Augusta-Aiken* GA-SC MSA","217",217,0,0,0,0
"17","Austin-San Marcos* TX MSA","702",318,2,20,362,27
"18","Bakersfield* CA MSA","290",198,2,4,86,11
"19","Bangor* ME MSA","16",16,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","72",68,4,0,0,0
"21","Baton Rouge* LA MSA","132",80,0,4,48,5
"22","Beaumont-Port Arthur* TX MSA","38",38,0,0,0,0
"23","Bellingham* WA MSA","95",66,2,3,24,1
"24","Benton Harbor* MI MSA","7",7,0,0,0,0
"25","Billings* MT MSA","26",26,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","115",110,2,3,0,0
"27","Binghamton* NY MSA","5",5,0,0,0,0
"28","Birmingham* AL MSA","304",287,0,0,17,2
"29","Bismarck* ND MSA","46",22,0,0,24,2
"30","Bloomington* IN MSA","38",20,2,0,16,1
"31","Bloomington-Normal* IL MSA","66",64,2,0,0,0
"32","Boise City* ID MSA","412",306,8,0,98,14
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1075",899,48,49,79,5
"34","Brownsville-Harlingen-San  Benito* TX MSA","156",154,2,0,0,0
"35","Bryan-College Station* TX MSA","101",72,2,0,27,1
"36","Buffalo-Niagara Falls* NY MSA","124",108,2,0,14,1
"37","Burlington* VT MSA","32",24,2,6,0,0
"38","Canton-Massillon* OH MSA","61",56,0,0,5,1
"39","Casper* WY MSA","40",4,0,0,36,5
"40","Cedar Rapids* IA MSA","229",25,4,0,200,14
"41","Champaign-Urbana* IL MSA","36",36,0,0,0,0
"42","Charleston-North  Charleston* SC MSA","244",204,0,4,36,6
"43","Charleston* WV MSA","25",20,0,0,5,1
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1440",983,14,0,443,13
"45","Charlottesville* VA MSA","85",81,4,0,0,0
"46","Chattanooga* TN-GA MSA","142",131,2,4,5,1
"47","Cheyenne* WY MSA","20",20,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","3178",1769,40,149,1220,43
"49","Chico-Paradise* CA MSA","63",63,0,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","848",619,0,24,205,20
"51","Clarksville-Hopkinsville*  TN-KY MSA","89",65,0,0,24,3
"52","Cleveland-Akron  OH CMSA","758",552,16,53,137,16
"53","Colorado Springs* CO MSA","819",262,0,8,549,28
"54","Columbia* MO MSA","96",96,0,0,0,0
"55","Columbia* SC MSA","255",255,0,0,0,0
"56","Columbus* GA-AL MSA","65",57,0,8,0,0
"57","Columbus  OH MSA","1152",643,12,58,439,24
"58","Corpus Christi* TX MSA","60",46,2,7,5,1
"59","Corvallis OR MSA*","13",13,0,0,0,0
"60","Cumberland* MD-WV MSA","6",6,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","4036",2370,10,75,1581,125
"62","Danville* VA MSA","25",22,0,3,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","43",39,4,0,0,0
"64","Dayton-Springfield* OH MSA","110",108,2,0,0,0
"65","Daytona Beach* FL MSA","469",423,18,7,21,2
"66","Decatur* Al MSA","16",16,0,0,0,0
"67","Decatur* IL MSA","7",7,0,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","1591",1183,60,28,320,31
"69","Des Moines* IA MSA","216",160,2,6,48,6
"70","Detroit-Ann Arbor-Flint  MI  CMSA","1833",1034,18,24,757,69
"71","Dothan* AL MSA","20",20,0,0,0,0
"72","Dover* DE MSA","73",73,0,0,0,0
"73","Dubuque* IA MSA","21",13,2,6,0,0
"74","Duluth-Superior* MN-WI MSA","19",16,0,3,0,0
"75","Eau Claire* WI MSA","37",33,0,4,0,0
"76","El Paso* TX MSA","244",242,2,0,0,0
"77","Elkhart-Goshen* IN MSA","55",49,0,0,6,1
"78","Elmira* NY MSA","5",5,0,0,0,0
"79","Enid* OK MSA","2",2,0,0,0,0
"80","Erie* PA MSA","18",18,0,0,0,0
"81","Eugene-Springfield* OR MSA","84",80,4,0,0,0
"82","Evansville-Henderson* IN-KY  MSA","66",66,0,0,0,0
"83","Fargo-Moorhead* ND-MN MSA","11",11,0,0,0,0
"84","Fayetteville* NC MSA","120",52,2,0,66,6
"85","Fayetteville-Springdale-  Rogers* AR MSA","234",176,2,0,56,6
"86","Flagstaff* AZ-UT MSA","73",73,0,0,0,0
"87","Florence* AL MSA","3",3,0,0,0,0
"88","Florence* SC MSA","45",36,0,0,9,1
"89","Fort Collins-Loveland* CO MSA","187",172,2,3,10,1
"90","Fort Myers-Cape Coral* FL MSA","297",184,14,0,99,4
"91","Fort Pierce-Port St. Lucie*  FL MSA","653",252,4,3,394,17
"92","Fort Smith* AR-OK MSA","33",27,6,0,0,0
"93","Fort Walton Beach* FL MSA","104",82,0,3,19,3
"94","Fort Wayne* IN MSA","146",146,0,0,0,0
"95","Fresno  CA MSA","684",663,4,11,6,1
"96","Gadsden* AL MSA","11",11,0,0,0,0
"97","Gainesville* FL MSA","196",74,0,0,122,13
"98","Glens Falls* NY MSA","27",19,2,0,6,1
"99","Goldsboro* NC MSA","36",34,2,0,0,0
"100","Grand Forks* ND-MN MSA","0",0,0,0,0,0
"101","Grand Junction* CO MSA","79",69,6,4,0,0
"102","Grand Rapids-Muskegon-  Holland  MI MSA","379",343,8,0,28,4
"103","Great Falls* MT MSA","4",4,0,0,0,0
"104","Green Bay* WI MSA","73",54,4,0,15,2
"105","Greensboro--Winston-Salem--  High Point  NC MSA","604",580,2,22,0,0
"106","Greenville* NC MSA","125",46,16,0,63,4
"107","Greenville-Spartanburg-  Anderson* SC MSA","398",358,14,0,26,1
"108","Harrisburg-Lebanon-  Carlisle* PA MSA","111",105,0,6,0,0
"109","Hartford* CT MSA","248",231,2,0,15,2
"110","Hattiesburg* MS MSA","10",6,0,4,0,0
"111","Hickory-Morganton-Lenoir*  NC MSA","106",98,4,4,0,0
"112","Honolulu  HI MSA","57",55,2,0,0,0
