"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","32",32,0,0,0,0
"2","Akron, OH","143",111,2,10,20,1
"3","Albany, GA","52",47,2,3,0,0
"4","Albany-Schenectady-Troy, NY","118",102,16,0,0,0
"5","Albuquerque,* NM","336",328,0,0,8,1
"6","Alexandria, LA","60",60,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","325",300,4,6,15,3
"8","Altoona, PA","2",2,0,0,0,0
"9","Amarillo, TX","195",51,0,0,144,6
"10","Ames, IA","27",15,0,0,12,1
"11","Anchorage,* AK","275",68,12,0,195,17
"12","Anderson, IN","34",34,0,0,0,0
"13","Anderson, SC","340",100,0,0,240,10
"14","Ann Arbor, MI","62",44,2,0,16,3
"15","Anniston-Oxford, AL","25",21,4,0,0,0
"16","Appleton, WI","63",51,2,0,10,1
"17","Asheville, NC","378",340,0,4,34,1
"18","Athens-Clarke County, GA","50",40,0,0,10,1
"19","Atlanta-Sandy Springs-Marietta,* GA","7141",5144,42,19,1936,29
"20","Atlantic City,* NJ","167",151,2,4,10,1
"21","Auburn-Opelika,* AL","267",267,0,0,0,0
"22","Augusta-Richmond County, GA-SC","223",221,2,0,0,0
"23","Austin-Round Rock,* TX","2988",1750,28,0,1210,49
"24","Bakersfield, CA","562",454,8,84,16,2
"25","Baltimore-Towson,* MD","630",520,2,3,105,9
"26","Bangor, ME","30",30,0,0,0,0
"27","Barnstable Town, MA","96",83,0,3,10,1
"28","Baton Rouge, LA","581",523,0,3,55,5
"29","Battle Creek, MI","6",6,0,0,0,0
"30","Bay City, MI","4",4,0,0,0,0
"31","Beaumont-Port Arthur, TX","154",34,0,0,120,12
"32","Bellingham, WA","163",100,0,0,63,2
"33","Bend,* OR","253",233,16,4,0,0
"34","Billings, MT","57",57,0,0,0,0
"35","Binghamton, NY","5",5,0,0,0,0
"36","Birmingham-Hoover,* AL","702",598,4,0,100,5
"37","Bismarck, ND","99",93,6,0,0,0
"38","Bloomington, IN","57",50,2,0,5,1
"39","Bloomington-Normal, IL","57",44,0,0,13,2
"40","Boise City-Nampa,* ID","657",583,0,39,35,1
"41","Boston-Cambridge-Quincy,* MA-NH","1128",533,78,19,498,21
"42","Boulder, CO","44",36,0,0,8,1
"43","Bowling Green, KY","71",55,8,8,0,0
"44","Bremerton-Silverdale, WA","128",122,6,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","128",97,12,8,11,2
"46","Brownsville-Harlingen, TX","227",220,4,3,0,0
"47","Brunswick, GA","90",90,0,0,0,0
"48","Buffalo-Niagara Falls, NY","196",104,0,0,92,11
"49","Burlington, NC","131",131,0,0,0,0
"50","Burlington-South Burlington, VT","70",54,8,3,5,1
"51","Canton-Massillon, OH","72",62,0,0,10,2
"52","Cape Coral-Fort Myers,* FL","1317",1071,12,0,234,28
"53","Carson City,* NV","19",17,2,0,0,0
"54","Casper, WY","33",33,0,0,0,0
"55","Cedar Rapids, IA","89",62,6,13,8,1
"56","Champaign-Urbana, IL","72",40,0,0,32,4
"57","Charleston, WV","28",28,0,0,0,0
"58","Charleston-North Charleston,* SC","530",476,4,0,50,5
"59","Charlotte-Gastonia-Concord,* NC-SC","1975",1711,2,4,258,13
"60","Charlottesville, VA","83",80,0,3,0,0
"61","Chattanooga, TN-GA","335",219,6,3,107,3
"62","Cheyenne, WY","53",40,0,4,9,1
"63","Chicago-Naperville-Joliet,* IL-IN-WI","4360",2683,60,206,1411,NA
"64","Cincinnati-Middletown,* OH-KY-IN","803",658,10,22,113,16
"65","Clarksville, TN-KY","596",205,16,8,367,20
"66","Cleveland, TN","58",50,8,0,0,0
"67","Cleveland-Elyria-Mentor,* OH","468",441,10,7,10,2
"68","Coeur dAlene, ID","119",97,6,0,16,1
"69","College Station-Bryan, TX","48",48,0,0,0,0
"70","Colorado Springs,* CO","384",336,2,20,26,2
"71","Columbia, MO","96",66,30,0,0,0
"72","Columbia,* SC","564",502,0,0,62,4
"73","Columbus, GA-AL","169",133,0,3,33,3
"74","Columbus, IN","19",19,0,0,0,0
"75","Columbus,* OH","694",493,18,89,94,11
"76","Corpus Christi, TX","165",136,4,0,25,2
"77","Corvallis, OR","20",17,0,3,0,0
"78","Cumberland, MD-WV","8",8,0,0,0,0
"79","Dallas-Fort Worth-Arlington,* TX","4775",4063,68,11,633,10
"80","Dalton, GA","80",58,2,3,17,2
"81","Danville, IL","2",2,0,0,0,0
"82","Danville, VA","24",19,0,0,5,1
"83","Davenport-Moline-Rock Island,  IA-IL","72",46,2,12,12,NA
"84","Decatur, AL","29",29,0,0,0,0
"85","Decatur, IL","0",0,0,0,0,0
"86","Deltona-Daytona Beach-Ormond Beach,*  FL","306",231,0,0,75,3
"87","Denver-Aurora,* CO","1303",979,16,0,308,20
"88","Des Moines-West Des Moines,* IA","366",344,6,4,12,2
"89","Detroit-Warren-Livonia,* MI","773",669,18,22,64,7
"90","Dothan, AL","58",58,0,0,0,0
"91","Dover,* DE","200",168,0,8,24,1
"92","Dubuque, IA","27",25,2,0,0,0
"93","Duluth, MN-WI","77",64,2,0,11,2
"94","Durham,* NC","321",306,6,0,9,1
"95","Eau Claire, WI","88",76,12,0,0,0
"96","El Centro, CA","130",124,0,0,6,1
"97","El Paso, TX","356",356,0,0,0,0
"98","Elizabethtown, KY","60",58,2,0,0,0
"99","Elkhart-Goshen, IN","72",66,2,4,0,0
"100","Elmira, NY","3",3,0,0,0,0
"101","Erie, PA","30",26,4,0,0,0
"102","Eugene-Springfield, OR","127",84,10,0,33,3
"103","Evansville, IN-KY","84",80,0,4,0,0
"104","Fairbanks,* AK","41",39,2,0,0,0
"105","Fargo, ND-MN","275",124,0,4,147,3
"106","Farmington,* NM","38",38,0,0,0,0
"107","Fayetteville, NC","579",279,0,0,300,15
"108","Fayetteville-Springdale-Rogers,  AR-MO","372",321,12,9,30,3
"109","Flagstaff, AZ","90",90,0,0,0,0
"110","Flint, MI","39",39,0,0,0,0
"111","Florence, SC","66",66,0,0,0,0
"112","Florence-Muscle Shoals, AL","51",51,0,0,0,0
"113","Fond du Lac, WI","33",25,0,8,0,0
"114","Fort Collins-Loveland,* CO","160",126,0,4,30,2
"115","Fort Smith, AR-OK","86",74,12,0,0,0
"116","Fort Walton Beach-Crestview-Destin,  FL","146",79,0,0,67,2
"117","Fort Wayne,* IN","122",122,0,0,0,0
"118","Fresno, CA","326",235,6,11,74,7
"119","Gadsden, AL","14",14,0,0,0,0
"120","Gainesville, FL","326",110,0,0,216,11
"121","Gainesville, GA","167",167,0,0,0,0
"122","Glens Falls, NY","43",40,0,3,0,0
"123","Goldsboro, NC","44",40,4,0,0,0
"124","Grand Forks, ND-MN","16",16,0,0,0,0
"125","Grand Junction,* CO","132",130,2,0,0,0
"126","Grand Rapids-Wyoming,* MI","240",211,2,3,24,3
"127","Great Falls, MT","14",10,0,4,0,0
"128","Greeley,* CO","210",200,0,0,10,2
"129","Green Bay, WI","249",142,6,0,101,8
"130","Greensboro-High Point,* NC","458",325,2,75,56,5
"131","Greenville, NC","124",98,18,0,8,1
"132","Greenville,* SC","484",412,0,0,72,4
"133","Gulfport-Biloxi, MS","292",254,24,14,0,0
"134","Hagerstown-Martinsburg, MD-WV","245",234,8,3,0,0
"135","Hanford-Corcoran, CA","49",47,2,0,0,0
"136","Harrisburg-Carlisle, PA","116",116,0,0,0,0
"137","Harrisonburg,* VA","67",67,0,0,0,0
"138","Hartford-West Hartford-East Hartford,  CT","237",200,4,0,33,4
"139","Hattiesburg, MS","48",18,0,0,30,5
