"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","14",14,0,0,0,0
"2","Albany* GA MSA","39",35,4,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","198",178,2,0,18,3
"4","Albuquerque* NM MSA","466",454,0,12,0,0
"5","Alexandria* LA MSA","32",32,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","167",158,2,7,0,0
"7","Altoona* PA MSA","8",8,0,0,0,0
"8","Amarillo* TX MSA","56",47,0,0,9,1
"9","Anchorage* AK MSA","153",103,46,4,0,0
"10","Anniston* AL MSA","21",16,0,0,5,1
"11","Appleton-Oshkosh-Neenah* WI  MSA","202",169,20,3,10,2
"12","Asheville* NC MSA","121",109,2,0,10,1
"13","Athens* GA MSA","122",106,16,0,0,0
"14","Atlanta  GA MSA","6137",4622,40,97,1378,70
"15","Auburn-Opelika* AL MSA","64",42,22,0,0,0
"16","Augusta-Aiken* GA-SC MSA","191",191,0,0,0,0
"17","Austin-San Marcos* TX MSA","1651",859,0,0,792,18
"18","Bakersfield* CA MSA","266",258,0,3,5,1
"19","Bangor* ME MSA","28",25,0,3,0,0
"20","Barnstable-Yarmouth* MA MSA","134",116,4,9,5,1
"21","Baton Rouge* LA MSA","116",108,0,0,8,1
"22","Beaumont-Port Arthur* TX MSA","64",56,0,8,0,0
"23","Bellingham* WA MSA","132",88,4,15,25,2
"24","Benton Harbor* MI MSA","4",4,0,0,0,0
"25","Billings* MT MSA","41",41,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","241",179,2,0,60,8
"27","Binghamton* NY MSA","17",17,0,0,0,0
"28","Birmingham* AL MSA","479",449,0,0,30,2
"29","Bismarck* ND MSA","70",40,10,20,0,0
"30","Bloomington* IN MSA","69",46,10,8,5,1
"31","Bloomington-Normal* IL MSA","87",36,0,20,31,3
"32","Boise City* ID MSA","504",482,4,18,0,0
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1506",1227,42,37,200,24
"34","Brownsville-Harlingen-San  Benito* TX MSA","167",156,4,7,0,0
"35","Bryan-College Station* TX MSA","126",91,10,0,25,1
"36","Buffalo-Niagara Falls* NY MSA","375",172,2,0,201,12
"37","Burlington* VT MSA","72",70,2,0,0,0
"38","Canton-Massillon* OH MSA","105",101,4,0,0,0
"39","Casper* WY MSA","7",7,0,0,0,0
"40","Cedar Rapids* IA MSA","83",64,6,8,5,1
"41","Champaign-Urbana* IL MSA","62",47,0,0,15,1
"42","Charleston-North  Charleston* SC MSA","558",347,4,0,207,22
"43","Charleston* WV MSA","44",29,0,4,11,2
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1665",1283,22,18,342,33
"45","Charlottesville* VA MSA","113",113,0,0,0,0
"46","Chattanooga* TN-GA MSA","187",178,0,3,6,1
"47","Cheyenne* WY MSA","24",24,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","4600",3021,86,134,1359,64
"49","Chico-Paradise* CA MSA","83",83,0,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","1130",993,10,28,99,11
"51","Clarksville-Hopkinsville*  TN-KY MSA","86",78,0,8,0,0
"52","Cleveland-Akron  OH CMSA","1131",924,10,18,179,12
"53","Colorado Springs* CO MSA","481",469,0,4,8,1
"54","Columbia* MO MSA","130",106,24,0,0,0
"55","Columbia* SC MSA","338",328,2,0,8,1
"56","Columbus* GA-AL MSA","137",89,0,0,48,6
"57","Columbus  OH MSA","1442",891,20,27,504,46
"58","Corpus Christi* TX MSA","60",58,2,0,0,0
"59","Corvallis OR MSA*","34",24,2,0,8,1
"60","Cumberland* MD-WV MSA","19",19,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","3857",3373,24,87,373,43
"62","Danville* VA MSA","27",27,0,0,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","60",60,0,0,0,0
"64","Dayton-Springfield* OH MSA","357",173,4,4,176,14
"65","Daytona Beach* FL MSA","434",420,2,0,12,2
"66","Decatur* Al MSA","28",23,0,0,5,1
"67","Decatur* IL MSA","15",15,0,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","2418",1828,20,17,553,41
"69","Des Moines* IA MSA","275",244,16,9,6,1
"70","Detroit-Ann Arbor-Flint  MI  CMSA","2512",2164,30,70,248,26
"71","Dothan* AL MSA","44",42,2,0,0,0
"72","Dover* DE MSA","76",71,0,0,5,1
"73","Dubuque* IA MSA","14",14,0,0,0,0
"74","Duluth-Superior* MN-WI MSA","95",75,2,0,18,1
"75","Eau Claire* WI MSA","125",81,2,33,9,1
"76","El Paso* TX MSA","224",204,0,20,0,0
"77","Elkhart-Goshen* IN MSA","66",66,0,0,0,0
"78","Elmira* NY MSA","19",6,0,3,10,1
"79","Enid* OK MSA","9",7,2,0,0,0
"80","Erie* PA MSA","43",43,0,0,0,0
"81","Eugene-Springfield* OR MSA","105",99,6,0,0,0
"82","Evansville-Henderson* IN-KY  MSA","160",110,4,0,46,3
"83","Fargo-Moorhead* ND-MN MSA","167",80,0,0,87,3
"84","Fayetteville* NC MSA","115",79,0,0,36,6
"85","Fayetteville-Springdale-  Rogers* AR MSA","175",150,8,12,5,1
"86","Flagstaff* AZ-UT MSA","98",72,2,0,24,3
"87","Florence* AL MSA","17",17,0,0,0,0
"88","Florence* SC MSA","55",48,0,0,7,1
"89","Fort Collins-Loveland* CO MSA","325",255,6,17,47,6
"90","Fort Myers-Cape Coral* FL MSA","663",443,30,40,150,12
"91","Fort Pierce-Port St. Lucie*  FL MSA","246",240,6,0,0,0
"92","Fort Smith* AR-OK MSA","56",46,10,0,0,0
"93","Fort Walton Beach* FL MSA","125",104,0,0,21,2
"94","Fort Wayne* IN MSA","214",212,2,0,0,0
"95","Fresno  CA MSA","290",290,0,0,0,0
"96","Gadsden* AL MSA","9",9,0,0,0,0
"97","Gainesville* FL MSA","150",141,0,4,5,1
"98","Glens Falls* NY MSA","70",52,2,0,16,2
"99","Goldsboro* NC MSA","42",34,0,8,0,0
"100","Grand Forks* ND-MN MSA","5",5,0,0,0,0
"101","Grand Junction* CO MSA","118",116,2,0,0,0
"102","Grand Rapids-Muskegon-  Holland  MI MSA","610",540,12,25,33,5
"103","Great Falls* MT MSA","13",8,0,0,5,1
"104","Green Bay* WI MSA","119",90,16,0,13,2
"105","Greensboro--Winston-Salem--  High Point  NC MSA","798",695,12,6,85,8
"106","Greenville* NC MSA","110",96,14,0,0,0
"107","Greenville-Spartanburg-  Anderson* SC MSA","623",568,14,0,41,7
"108","Harrisburg-Lebanon-  Carlisle* PA MSA","111",106,2,3,0,0
"109","Hartford* CT MSA","324",307,2,0,15,3
"110","Hattiesburg* MS MSA","12",7,0,0,5,1
"111","Hickory-Morganton-Lenoir*  NC MSA","248",239,6,3,0,0
"112","Honolulu  HI MSA","236",218,0,0,18,1
"113","Houma* LA MSA","67",67,0,0,0,0
"114","Houston-Galveston-Brazoria  TX CMSA","3302",2603,4,6,689,39
"115","Huntington-Ashland* WV-KY-  OH MSA","8",2,0,0,6,1
"116","Huntsville* AL MSA","93",93,0,0,0,0
"117","Indianapolis  IN MSA","1745",1232,26,45,442,39
"118","Iowa City* IA MSA","44",42,2,0,0,0
"119","Jackson* MI MSA","8",8,0,0,0,0
"120","Jackson* MS MSA","256",204,0,0,52,6
"121","Jackson* TN MSA","57",57,0,0,0,0
"122","Jacksonville  FL MSA","1590",824,2,6,758,48
"123","Jacksonville* NC MSA","94",82,0,12,0,0
"124","Jamestown* NY MSA","1",1,0,0,0,0
"125","Janesville-Beloit* WI MSA","46",30,0,3,13,2
"126","Johnson City-Kingsport-  Bristol* TN-VA MSA","118",107,0,0,11,2
"127","Johnstown* PA MSA","12",12,0,0,0,0
"128","Jonesboro* AR MSA","31",31,0,0,0,0
"129","Joplin* MO MSA","12",12,0,0,0,0
"130","Kalamazoo-Battle Creek* MI  MSA","124",101,2,11,10,1
"131","Kansas City  MO-KS MSA","1267",999,50,42,176,21
"132","Killeen-Temple* TX MSA","149",115,14,20,0,0
"133","Knoxville* TN MSA","334",270,10,10,44,5
"134","Kokomo* IN MSA","43",34,2,0,7,1
"135","La Crosse* WI-MN MSA","44",20,12,6,6,1
"136","Lafayette* LA MSA","106",106,0,0,0,0
"137","Lafayette* IN MSA","141",74,2,40,25,2
"138","Lake Charles* LA MSA","111",101,10,0,0,0
"139","Lakeland-Winter Haven* FL MSA","893",400,4,3,486,43
"140","Lancaster* PA MSA","127",123,0,4,0,0
"141","Lansing-East Lansing* MI MSA","238",114,4,0,120,10
"142","Laredo* TX MSA","144",131,0,0,13,2
"143","Las Cruces* NM MSA","119",56,0,4,59,7
"144","Las Vegas  NV-AZ MSA","2260",1920,16,69,255,33
"145","Lawrence* KS MSA","64",44,4,0,16,3
"146","Lawton* OK MSA","12",12,0,0,0,0
"147","Lewiston-Auburn* ME MSA","15",15,0,0,0,0
"148","Lexington* KY MSA","344",332,12,0,0,0
"149","Lima* OH MSA","14",14,0,0,0,0
"150","Lincoln* NE MSA","145",102,4,0,39,4
"151","Little Rock-North Little  Rock* AR MSA","231",194,2,35,0,0
"152","Longview-Marshall* TX MSA","12",12,0,0,0,0
"153","Los Angeles-Riverside-  Orange County  CA CMSA","4820",3730,20,22,1048,83
"154","Louisville  KY-IN MSA","561",508,6,3,44,5
"155","Lubbock* TX MSA","132",105,6,16,5,1
"156","Lynchburg* VA MSA","75",69,6,0,0,0
"157","Macon* GA MSA","259",191,0,4,64,11
"158","Madison* WI MSA","254",161,20,19,54,7
"159","Mansfield* OH MSA","69",36,24,4,5,1
"160","McAllen-Edinburg-Mission*  TX MSA","470",430,8,22,10,2
"161","Medford-Ashland* OR MSA","127",114,4,4,5,1
"162","Melbourne-Titusville-Palm  Bay* FL MSA","400",332,0,0,68,5
"163","Memphis  TN-AR-MS MSA","884",552,4,88,240,30
"164","Merced* CA MSA","132",132,0,0,0,0
"165","Miami-Fort Lauderdale  FL  CMSA","2234",1362,12,46,814,28
"166","Milwaukee-Racine  WI CMSA","678",414,36,27,201,16
"167","Minneapolis-St. Paul  MN-WI  MSA","1901",1556,26,18,301,13
"168","Missoula* MT MSA","49",23,20,0,6,1
"169","Mobile* AL MSA","535",316,0,0,219,3
"170","Modesto* CA MSA","243",224,2,11,6,1
"171","Monroe* LA MSA","31",31,0,0,0,0
"172","Montgomery* AL MSA","108",103,0,0,5,1
"173","Muncie* IN MSA","25",23,2,0,0,0
"174","Myrtle Beach* SC MSA","297",183,2,8,104,12
"175","Naples* FL MSA","557",394,12,55,96,10
"176","Nashville  TN MSA","902",870,8,4,20,2
"177","New London-Norwich* CT-RI MSA","99",96,0,3,0,0
"178","New Orleans* LA MSA","330",315,2,3,10,1
"179","New York-Northern New  Jersey-Long Island  NY-NJ-  CT-PA CMSA","4504",3015,344,271,874,42
"180","Norfolk-Virginia Beach-  Newport News  VA-NC MSA","698",656,2,7,33,3
"181","Ocala* FL MSA","202",202,0,0,0,0
"182","Odessa-Midland* TX MSA","19",19,0,0,0,0
"183","Oklahoma City* OK MSA","388",376,12,0,0,0
"184","Omaha* NE-IA MSA","496",349,0,4,143,8
"185","Orlando  FL MSA","1729",1368,8,22,331,17
"186","Owensboro* KY MSA","68",60,8,0,0,0
"187","Panama City* FL MSA","76",62,8,6,0,0
"188","Parkersburg-Marietta* WV-OH  MSA","20",20,0,0,0,0
"189","Pensacola* FL MSA","241",234,0,7,0,0
"190","Peoria-Pekin* IL MSA","125",79,10,3,33,4
"191","Philadelphia-Wilmington-  Atlantic City  PA-NJ-DE-MD  CMSA","2317",1838,24,31,424,22
"192","Phoenix-Mesa  AZ MSA","4325",3801,24,50,450,34
"193","Pine Bluff* AR MSA","8",8,0,0,0,0
"194","Pittsburgh  PA MSA","640",558,8,24,50,6
"195","Pittsfield* MA MSA","0",0,0,0,0,0
"196","Pocatello* ID MSA","14",14,0,0,0,0
"197","Portland* ME MSA","159",153,6,0,0,0
"198","Portland-Salem  OR-WA CMSA","1352",1143,40,33,136,13
"199","Providence-Fall River-  Warwick* RI-MA MSA","256",229,14,8,5,1
