"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","26",24,2,0,0,0
"2","Akron,* OH","280",249,2,11,18,1
"3","Albany, GA","75",59,0,16,0,0
"4","Albany-Schenectady-Troy, NY","232",188,2,0,42,3
"5","Albuquerque,* NM","642",642,0,0,0,0
"6","Alexandria, LA","62",62,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","416",387,0,13,16,1
"8","Altoona, PA","3",3,0,0,0,0
"9","Amarillo, TX","105",72,2,16,15,1
"10","Ames, IA","24",24,0,0,0,0
"11","Anchorage,* AK","180",110,22,24,24,2
"12","Anderson,* IN","41",41,0,0,0,0
"13","Anderson,* SC","106",104,2,0,0,0
"14","Ann Arbor,* MI","258",171,2,3,82,9
"15","Anniston-Oxford, AL","13",13,0,0,0,0
"16","Appleton, WI","106",100,6,0,0,0
"17","Asheville, NC","303",280,4,3,16,2
"18","Athens-Clarke County, GA","90",78,0,0,12,2
"19","Atlanta-Sandy Springs-Marietta,* GA","7555",4759,26,12,2758,37
"20","Atlantic City,* NJ","238",221,10,7,0,0
"21","Auburn-Opelika,* AL","90",42,0,0,48,6
"22","Augusta-Richmond County, GA-SC","280",280,0,0,0,0
"23","Austin-Round Rock,* TX","1443",1161,6,11,265,13
"24","Bakersfield, CA","616",598,4,4,10,1
"25","Baltimore-Towson,* MD","794",655,0,16,123,6
"26","Bangor, ME","41",41,0,0,0,0
"27","Barnstable Town, MA","125",104,2,19,0,0
"28","Baton Rouge, LA","363",363,0,0,0,0
"29","Battle Creek, MI","28",28,0,0,0,0
"30","Bay City, MI","13",13,0,0,0,0
"31","Beaumont-Port Arthur, TX","76",64,0,0,12,1
"32","Bellingham, WA","196",125,6,13,52,3
"33","Bend,* OR","309",284,16,9,0,0
"34","Billings, MT","76",49,0,3,24,1
"35","Binghamton, NY","15",15,0,0,0,0
"36","Birmingham-Hoover,* AL","609",592,4,0,13,2
"37","Bismarck, ND","81",73,0,8,0,0
"38","Blacksburg-Christiansburg-Radford,  VA","100",100,0,0,0,0
"39","Bloomington, IN","105",64,18,4,19,2
"40","Bloomington-Normal, IL","111",111,0,0,0,0
"41","Boise City-Nampa,* ID","861",683,16,148,14,1
"42","Boston-Cambridge-Quincy,* MA-NH","1248",775,88,60,325,24
"43","Boulder,* CO","85",85,0,0,0,0
"44","Bowling Green, KY","172",49,0,3,120,5
"45","Bremerton-Silverdale,* WA","142",142,0,0,0,0
"46","Bridgeport-Stamford-Norwalk,* CT","318",211,8,59,40,4
"47","Brownsville-Harlingen, TX","240",230,4,0,6,1
"48","Brunswick, GA","79",79,0,0,0,0
"49","Buffalo-Niagara Falls, NY","202",124,0,0,78,4
"50","Burlington,* NC","132",102,0,0,30,4
"51","Burlington-South Burlington, VT","111",60,10,6,35,3
"52","Canton-Massillon, OH","115",107,0,3,5,1
"53","Cape Coral-Fort Myers,* FL","1815",1496,4,6,309,9
"54","Carson City,* NV","10",8,2,0,0,0
"55","Casper,* WY","26",26,0,0,0,0
"56","Cedar Rapids, IA","194",95,2,23,74,7
"57","Champaign-Urbana, IL","63",63,0,0,0,0
"58","Charleston, WV","42",42,0,0,0,0
"59","Charleston-North Charleston,* SC","958",557,2,16,383,21
"60","Charlotte-Gastonia-Concord,* NC-SC","2638",1576,38,84,940,54
"61","Charlottesville,* VA","171",114,6,4,47,3
"62","Chattanooga, TN-GA","258",225,8,11,14,2
"63","Cheyenne, WY","158",92,0,0,66,11
"64","Chicago-Naperville-Joliet,* IL-IN-WI","4447",3471,78,252,646,NA
"65","Cincinnati-Middletown, OH-KY-IN","1151",982,8,11,150,19
"66","Clarksville, TN-KY","445",338,4,24,79,5
