"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture","Monthly_Coverage_Percent"
"43","Bowling Green, KY","32",32,0,0,0,0,99
"44","Bradenton-Sarasota-Venice,  FL","148",112,2,0,34,2,100
"45","Bremerton-Silverdale, WA","45",45,0,0,0,0,84
"46","Bridgeport-Stamford-Norwalk, CT","253",79,4,0,170,1,90
"47","Brownsville-Harlingen, TX","104",104,0,0,0,0,86
"48","Brunswick, GA","38",38,0,0,0,0,80
"49","Buffalo-Niagara Falls, NY","46",46,0,0,0,0,78
"50","Burlington, NC","75",75,0,0,0,0,92
"51","Burlington-South Burlington, VT","25",23,2,0,0,0,82
"52","Canton-Massillon, OH","22",22,0,0,0,0,82
"53","Cape Coral-Fort Myers,  FL","220",102,0,0,118,5,100
"54","Carson City,  NV","1",1,0,0,0,0,100
"55","Casper, WY","23",19,0,4,0,0,86
"56","Cedar Rapids, IA","16",13,0,3,0,0,86
"57","Champaign-Urbana, IL","37",9,2,0,26,2,66
"58","Charleston, WV","16",16,0,0,0,0,43
"59","Charleston-North Charleston-Summerville,  SC","349",321,0,0,28,3,NA
"60","Charlottesville, VA","62",62,0,0,0,0,66
"61","Chattanooga, TN-GA","123",94,2,0,27,3,82
"62","Cheyenne, WY","16",16,0,0,0,0,100
"63","Chicago-Naperville-Joliet,  IL-IN-WI","2016",592,26,43,1355,24,NA
"64","Cincinnati-Middletown,  OH-KY-IN","355",260,10,0,85,9,100
"65","Clarksville, TN-KY","98",71,0,27,0,0,54
"66","Cleveland, TN","20",18,2,0,0,0,81
"67","Cleveland-Elyria-Mentor,  OH","177",153,4,0,20,4,100
"68","Coeur dAlene, ID","46",34,0,0,12,1,97
"69","College Station-Bryan, TX","97",51,32,0,14,2,98
"70","Colorado Springs,  CO","156",156,0,0,0,0,100
"71","Columbia, MO","42",30,0,12,0,0,100
"72","Columbia,  SC","344",288,0,9,47,2,100
"73","Columbus, GA-AL","87",55,2,3,27,2,88
"74","Columbus, IN","14",14,0,0,0,0,99
"75","Columbus,  OH","353",224,10,4,115,13,100
"76","Corpus Christi, TX","194",86,0,0,108,6,89
"77","Corvallis, OR","0",0,0,0,0,0,69
"78","Cumberland, MD-WV","7",7,0,0,0,0,20
"79","Dallas-Fort Worth-Arlington,  TX","3834",1342,28,67,2397,97,100
"80","Dalton, GA","32",23,0,3,6,1,88
"81","Danville, IL","0",0,0,0,0,0,11
"82","Danville, VA","13",8,0,0,5,1,81
"83","Davenport-Moline-Rock Island,  IA-IL","14",14,0,0,0,0,NA
"84","Decatur, AL","7",7,0,0,0,0,77
"85","Decatur, IL","0",0,0,0,0,0,67
"86","Deltona-Daytona Beach-Ormond Beach,  FL","99",68,0,0,31,2,NA
"87","Des Moines-West Des Moines,  IA","325",104,2,0,219,5,100
"88","Detroit-Warren-Livonia,  MI","171",148,0,0,23,4,100
"89","Dothan, AL","20",20,0,0,0,0,87
"90","Dover,  DE","100",100,0,0,0,0,100
"91","Dubuque, IA","7",7,0,0,0,0,84
"92","Duluth, MN-WI","23",13,0,0,10,2,69
"93","Durham,  NC","230",167,0,0,63,3,100
"94","Eau Claire, WI","27",9,2,0,16,2,92
"95","El Centro, CA","13",13,0,0,0,0,85
"96","El Paso, TX","305",175,2,128,0,0,90
"97","Elizabethtown, KY","23",23,0,0,0,0,59
"98","Elkhart-Goshen, IN","28",28,0,0,0,0,97
"99","Elmira, NY","0",0,0,0,0,0,20
"100","Erie, PA","9",9,0,0,0,0,57
"101","Eugene-Springfield, OR","47",45,2,0,0,0,100
"102","Evansville, IN-KY","45",28,0,7,10,2,88
"103","Fairbanks,  AK","9",7,2,0,0,0,100
"104","Fargo, ND-MN","5",5,0,0,0,0,79
"105","Farmington,  NM","20",20,0,0,0,0,100
"106","Fayetteville, NC","113",107,0,0,6,1,96
"107","Fayetteville-Springdale-Rogers,  AR-MO","166",127,12,0,27,2,91
"108","Flagstaff, AZ","29",29,0,0,0,0,93
"109","Flint, MI","8",8,0,0,0,0,61
"110","Florence, SC","32",32,0,0,0,0,97
"111","Florence-Muscle Shoals, AL","65",65,0,0,0,0,94
"112","Fond du Lac, WI","3",3,0,0,0,0,56
"113","Fort Collins-Loveland,  CO","125",53,0,4,68,2,100
"114","Fort Smith, AR-OK","89",32,2,15,40,5,90
"115","Fort Walton Beach-Crestview-Destin,  FL","35",30,0,0,5,1,55
"116","Fort Wayne,  IN","45",45,0,0,0,0,100
"117","Fresno, CA","151",124,0,0,27,2,76
"118","Gadsden, AL","6",6,0,0,0,0,62
"119","Gainesville, FL","132",90,0,0,42,2,99
"120","Gainesville, GA","27",27,0,0,0,0,82
"121","Glens Falls, NY","15",15,0,0,0,0,84
"122","Goldsboro, NC","30",30,0,0,0,0,83
"123","Grand Forks, ND-MN","44",0,0,0,44,1,988
"124","Grand Junction,  CO","73",71,2,0,0,0,100
"125","Grand Rapids-Wyoming,  MI","104",86,2,3,13,2,100
"126","Great Falls, MT","5",5,0,0,0,0,62
"127","Greeley,  CO","69",69,0,0,0,0,100
"128","Green Bay, WI","47",31,0,0,16,2,80
"129","Greensboro-High Point,  NC","216",195,0,0,21,1,100
"130","Greenville, NC","143",103,16,0,24,3,99
"131","Greenville,  SC","553",234,6,7,306,37,100
"132","Gulfport-Biloxi, MS","203",167,36,0,0,0,96
"133","Hagerstown-Martinsburg, MD-WV","149",141,4,4,0,0,91
"134","Hanford-Corcoran, CA","18",10,0,3,5,1,82
"135","Harrisburg-Carlisle, PA","99",83,0,0,16,1,67
"136","Harrisonburg,  VA","55",31,0,0,24,2,100
"137","Hartford-West Hartford-East Hartford,  CT","87",58,2,0,27,3,84
"138","Hattiesburg, MS","50",50,0,0,0,0,80
"139","Hickory-Lenoir-Morganton, NC","94",94,0,0,0,0,97
"140","Hinesville-Fort Stewart, GA","3",3,0,0,0,0,35
"141","Holland-Grand Haven, MI","45",15,0,0,30,1,79
"142","Honolulu,  HI","92",47,0,0,45,1,100
"143","Hot Springs, AR","6",6,0,0,0,0,100
"144","Houma-Bayou Cane-Thibodaux, LA","76",76,0,0,0,0,91
"145","Houston-Sugar Land-Baytown,  TX","2789",2394,46,4,345,24,100
"146","Huntington-Ashland, WV-KY-OH","11",6,0,0,5,1,0
"147","Huntsville, AL","181",181,0,0,0,0,98
"148","Idaho Falls, ID","26",26,0,0,0,0,99
"149","Indianapolis-Carmel,  IN","312",282,4,11,15,2,100
"150","Iowa City, IA","31",31,0,0,0,0,94
"151","Ithaca, NY","12",7,0,0,5,1,65
"152","Jackson, MI","35",3,0,0,32,1,59
"153","Jackson, MS","117",103,0,0,14,2,93
"154","Jackson, TN","13",13,0,0,0,0,94
"155","Jacksonville,  FL","759",474,10,4,271,10,100
"156","Jacksonville, NC","85",83,2,0,0,0,90
"157","Janesville, WI","8",8,0,0,0,0,83
"158","Jefferson City, MO","5",5,0,0,0,0,68
"159","Johnson City, TN","67",59,0,0,8,1,100
"160","Johnstown, PA","0",0,0,0,0,0,8
"161","Jonesboro, AR","41",41,0,0,0,0,93
"162","Joplin, MO","15",11,0,4,0,0,52
"163","Kalamazoo-Portage, MI","37",37,0,0,0,0,69
"164","Kankakee-Bradley, IL","2",2,0,0,0,0,23
"165","Kansas City,  MO-KS","616",200,4,20,392,33,100
"166","Kennewick-Pasco-Richland, WA","53",53,0,0,0,0,90
"167","Killeen-Temple-Fort Hood, TX","173",151,6,16,0,0,83
"168","Kingsport-Bristol-Bristol, TN-VA","47",30,2,0,15,2,70
"169","Kingston, NY","2",2,0,0,0,0,50
"170","Knoxville, TN","225",168,12,0,45,3,83
"171","Kokomo, IN","1",1,0,0,0,0,57
"172","La Crosse, WI-MN","22",10,0,0,12,1,0
"173","Lafayette, IN","48",31,0,0,17,1,89
"174","Lafayette, LA","89",67,0,0,22,1,87
"175","Lake Charles, LA","43",36,2,0,5,1,67
"176","Lake Havasu City-Kingman, AZ","25",25,0,0,0,0,99
"177","Lakeland-Winter Haven,  FL","510",171,2,0,337,16,100
"178","Lancaster, PA","41",41,0,0,0,0,58
"179","Lansing-East Lansing, MI","20",15,0,0,5,1,78
"180","Laredo,  TX","101",76,0,8,17,1,100
"181","Las Cruces,  NM","94",77,2,3,12,2,100
"182","Las Vegas-Paradise,  NV","361",361,0,0,0,0,100
"183","Lawrence, KS","20",12,2,0,6,1,94
"184","Lawton, OK","14",14,0,0,0,0,80
"185","Lebanon, PA","35",35,0,0,0,0,91
"186","Lewiston, ID-WA","3",1,2,0,0,0,72
"187","Lewiston-Auburn, ME","7",7,0,0,0,0,74
"188","Lexington-Fayette, KY","82",82,0,0,0,0,97
"189","Lima, OH","0",0,0,0,0,0,20
"190","Lincoln, NE","63",57,6,0,0,0,88
"191","Little Rock-North Little Rock, AR","209",178,8,0,23,3,90
"192","Logan, UT-ID","15",7,0,3,5,1,6
"193","Longview, TX","28",12,0,0,16,1,78
"194","Longview, WA","13",13,0,0,0,0,77
"195","Los Angeles-Long Beach-Santa Ana,  CA","1091",430,36,20,605,25,NA
"196","Lubbock, TX","224",47,0,0,177,4,92
"197","Lynchburg, VA","58",58,0,0,0,0,81
"198","Macon, GA","22",22,0,0,0,0,50
"199","Madera, CA","21",21,0,0,0,0,78
"200","Madison,  WI","109",63,2,3,41,2,100
"201","Manchester-Nashua, NH","45",30,0,0,15,2,89
"202","Mansfield, OH","0",0,0,0,0,0,87
"203","McAllen-Edinburg-Mission,  TX","434",302,4,43,85,1,100
"204","Medford, OR","24",24,0,0,0,0,100
"205","Memphis,  TN-MS-AR","208",200,0,8,0,0,100
"206","Merced, CA","32",32,0,0,0,0,85
"207","Miami-Fort Lauderdale-Miami Beach,  FL","689",450,20,9,210,13,NA
"208","Midland,  TX","37",37,0,0,0,0,100
"209","Milwaukee-Waukesha-West Allis,  WI","124",97,6,6,15,2,100
"210","Minneapolis-St. Paul-Bloomington,  MN-WI","280",242,0,4,34,5,NA
"211","Mobile, AL","371",113,8,0,250,16,98
"212","Modesto, CA","60",46,0,0,14,1,92
"213","Monroe, LA","27",17,0,0,10,2,68
"214","Monroe, MI","7",7,0,0,0,0,56
"215","Montgomery, AL","48",48,0,0,0,0,96
"216","Morgantown, WV","39",0,0,0,39,3,23
"217","Morristown, TN","22",20,2,0,0,0,87
"218","Mount Vernon-Anacortes, WA","45",30,0,0,15,1,80
"219","Muncie, IN","5",5,0,0,0,0,78
"220","Muskegon-Norton Shores, MI","8",6,2,0,0,0,55
"221","Myrtle Beach-North Myrtle Beach-Conway,  SC","263",168,0,0,95,4,100
"222","Napa, CA","5",5,0,0,0,0,86
"223","Naples-Marco Island,  FL","172",75,0,0,97,11,100
"224","Nashville-Davidson--Murfreesboro,  TN","540",461,12,3,64,2,NA
"225","New Orleans-Metairie-Kenner,  LA","658",309,14,0,335,25,100
"226","New York-Northern New Jersey-Long Island,  NY-NJ-PA","3570",788,214,129,2439,89,NA
"227","Norwich-New London, CT","23",23,0,0,0,0,87
"228","Ocala,  FL","142",140,2,0,0,0,100
"229","Ocean City,  NJ","50",42,8,0,0,0,100
"230","Odessa,  TX","25",25,0,0,0,0,100
"231","Ogden-Clearfield, UT","103",99,0,4,0,0,86
"232","Oklahoma City,  OK","380",344,2,16,18,2,100
"233","Olympia, WA","75",73,2,0,0,0,93
"234","Omaha-Council Bluffs,  NE-IA","478",157,6,0,315,3,100
"235","Orlando-Kissimmee,  FL","1951",695,4,8,1244,31,100
"236","Oshkosh-Neenah, WI","132",31,0,0,101,1,87
"237","Owensboro, KY","18",18,0,0,0,0,96
"238","Oxnard-Thousand Oaks-Ventura, CA","68",34,2,16,16,1,97
"239","Palm Bay-Melbourne-Titusville,  FL","99",99,0,0,0,0,100
"240","Palm Coast, FL","29",27,2,0,0,0,100
"241","Panama City-Lynn Haven, FL","136",35,4,0,97,1,98
"242","Parkersburg-Marietta-Vienna, WV-OH","10",10,0,0,0,0,0
"243","Pascagoula, MS","255",51,0,20,184,13,98
"244","Pensacola-Ferry Pass-Brent,  FL","273",119,12,0,142,2,100
"245","Peoria, IL","12",12,0,0,0,0,50
"246","Philadelphia-Camden-Wilmington,  PA-NJ-DE-MD","945",616,6,3,320,14,NA
"247","Pine Bluff, AR","28",2,2,0,24,1,88
"248","Pittsburgh,  PA","258",209,6,3,40,5,100
"249","Pittsfield, MA","0",0,0,0,0,0,9
"250","Pocatello, ID","9",9,0,0,0,0,93
"251","Port St. Lucie,  FL","141",110,0,12,19,2,100
"252","Portland-South Portland-Biddeford,  ME","102",91,6,0,5,1,88
"253","Portland-Vancouver-Beaverton,  OR-WA","413",391,2,0,20,3,NA
"254","Prescott, AZ","81",65,0,0,16,1,87
"255","Providence-New Bedford-Fall River,  RI-MA","115",93,8,3,11,1,83
"256","Provo-Orem, UT","101",69,0,0,32,2,98
"257","Pueblo,  CO","15",15,0,0,0,0,100
"258","Punta Gorda,  FL","103",35,0,68,0,0,100
"259","Racine, WI","7",7,0,0,0,0,59
"260","Raleigh-Cary,  NC","940",649,0,3,288,11,100
"261","Rapid City, SD","40",40,0,0,0,0,97
"262","Reading, PA","33",27,2,4,0,0,63
"263","Redding, CA","14",14,0,0,0,0,83
"264","Reno-Sparks,  NV","93",93,0,0,0,0,100
"265","Richmond,  VA","360",353,0,7,0,0,100
"266","Riverside-San Bernardino-Ontario,  CA","702",506,4,10,182,24,NA
"267","Rochester, MN","23",23,0,0,0,0,89
"268","Rochester, NY","60",58,2,0,0,0,62
"269","Rockford, IL","15",13,2,0,0,0,97
"270","Rocky Mount, NC","24",24,0,0,0,0,94
"271","Rome, GA","16",14,2,0,0,0,100
"272","Sacramento--Arden-Arcade--Roseville,  CA","234",212,0,4,18,3,NA
"273","Salem, OR","58",47,0,0,11,1,74
"274","Salinas, CA","16",16,0,0,0,0,74
"275","Salisbury, MD","35",18,0,0,17,1,80
"276","Salt Lake City,  UT","335",122,2,3,208,4,100
"277","San Angelo,  TX","25",25,0,0,0,0,100
"278","San Antonio,  TX","938",464,10,8,456,22,100
"279","San Diego-Carlsbad-San Marcos,  CA","296",172,4,7,113,16,100
"280","San Francisco-Oakland-Fremont,  CA","987",200,6,9,772,14,100
"281","San Jose-Sunnyvale-Santa Clara,  CA","385",56,0,8,321,19,100
"282","San Luis Obispo-Paso Robles, CA","97",46,8,0,43,6,68
"283","Sandusky, OH","0",0,0,0,0,0,1
"284","Santa Barbara-Santa Maria, CA","35",19,0,0,16,2,64
"285","Santa Cruz-Watsonville, CA","8",8,0,0,0,0,51
"286","Santa Fe,  NM","12",12,0,0,0,0,100
"287","Santa Rosa-Petaluma, CA","29",29,0,0,0,0,89
"288","Savannah, GA","134",106,0,7,21,3,81
"289","Scranton--Wilkes-Barre, PA","17",15,2,0,0,0,26
"290","Seattle-Tacoma-Bellevue,  WA","1278",641,112,102,423,19,100
"291","Sebastian-Vero Beach,  FL","55",55,0,0,0,0,100
"292","Sheboygan, WI","7",5,2,0,0,0,59
"293","Sherman-Denison, TX","1",1,0,0,0,0,4
"294","Shreveport-Bossier City, LA","58",50,0,3,5,1,94
"295","Sioux City, IA-NE-SD","8",8,0,0,0,0,98
"296","Sioux Falls, SD","26",18,4,4,0,0,82
"297","South Bend-Mishawaka, IN-MI","17",17,0,0,0,0,99
"298","Spartanburg, SC","95",95,0,0,0,0,94
"299","Spokane, WA","40",33,0,0,7,1,75
"300","Springfield, IL","15",8,2,0,5,1,54
"301","Springfield, MA","43",26,2,0,15,2,62
"302","Springfield, MO","202",56,12,0,134,5,78
"303","Springfield, OH","4",4,0,0,0,0,100
"304","St. Cloud, MN","13",8,0,0,5,1,74
"305","St. George, UT","68",68,0,0,0,0,96
"306","St. Joseph, MO-KS","3",3,0,0,0,0,50
"307","St. Louis,  MO-IL","436",372,8,7,49,5,100
"308","State College, PA","8",8,0,0,0,0,69
"309","Stockton,  CA","106",60,0,4,42,7,100
"310","Sumter,  SC","35",35,0,0,0,0,100
"311","Syracuse, NY","31",31,0,0,0,0,63
"312","Tallahassee, FL","128",84,2,4,38,3,100
"313","Tampa-St. Petersburg-Clearwater,  FL","851",592,6,3,250,14,NA
"314","Texarkana, TX-Texarkana, AR","19",15,4,0,0,0,100
"315","Toledo, OH","54",46,0,0,8,1,88
"316","Topeka, KS","129",45,0,0,84,7,86
"317","Trenton-Ewing,  NJ","33",21,2,0,10,1,100
"318","Tucson,  AZ","491",191,4,0,296,19,100
"319","Tulsa,  OK","291",267,24,0,0,0,100
"320","Tuscaloosa, AL","141",39,0,0,102,5,94
"321","Tyler, TX","26",16,0,3,7,1,74
"322","Utica-Rome, NY","2",2,0,0,0,0,5
"323","Valdosta, GA","57",43,2,0,12,1,91
"324","Vallejo-Fairfield, CA","7",7,0,0,0,0,82
"325","Victoria, TX","6",6,0,0,0,0,60
"326","Vineland-Millville-Bridgeton,  NJ","32",32,0,0,0,0,100
"327","Virginia Beach-Norfolk-Newport News,  VA-NC","551",307,4,0,240,16,NA
"328","Waco, TX","22",22,0,0,0,0,69
"329","Warner Robins, GA","57",57,0,0,0,0,70
"330","Washington-Arlington-Alexandria,  DC-VA-MD-WV","1621",764,34,0,823,11,NA
"331","Wausau, WI","23",7,0,0,16,1,67
"332","Weirton-Steubenville, WV-OH","1",1,0,0,0,0,0
"333","Wenatchee, WA","24",22,2,0,0,0,70
"334","Wheeling, WV-OH","0",0,0,0,0,0,57
"335","Wichita Falls, TX","9",9,0,0,0,0,75
"336","Wichita, KS","221",129,0,0,92,6,91
"337","Williamsport, PA","2",2,0,0,0,0,9
"338","Wilmington,  NC","313",255,2,8,48,3,100
"339","Winchester, VA-WV","35",35,0,0,0,0,91
"340","Winston-Salem, NC","404",404,0,0,0,0,89
"341","Worcester, MA","36",34,2,0,0,0,72
"342","Yakima, WA","12",12,0,0,0,0,45
"343","York-Hanover, PA","80",75,0,0,5,1,79
"344","Youngstown-Warren-Boardman, OH-PA","28",12,0,4,12,2,97
"345","Yuba City, CA","15",15,0,0,0,0,95
"346","Yuma, AZ","53",53,0,0,0,0,91
