"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","21",21,0,0,0,0
"2","Akron, OH","134",116,4,0,14,1
"3","Albany, GA","72",48,2,0,22,3
"4","Albany-Schenectady-Troy, NY","76",66,0,0,10,1
"5","Albuquerque,* NM","543",527,0,3,13,1
"6","Alexandria, LA","34",34,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","271",256,0,0,15,2
"8","Altoona, PA","1",1,0,0,0,0
"9","Amarillo, TX","63",63,0,0,0,0
"10","Ames, IA","167",19,0,0,148,6
"11","Anchorage,* AK","65",33,28,4,0,0
"12","Anderson, IN","17",17,0,0,0,0
"13","Anderson, SC","114",110,4,0,0,0
"14","Ann Arbor, MI","86",74,0,0,12,1
"15","Anniston-Oxford, AL","7",7,0,0,0,0
"16","Appleton, WI","73",67,6,0,0,0
"17","Asheville, NC","284",239,8,3,34,4
"18","Athens-Clarke County, GA","147",101,0,0,46,1
"19","Atlanta-Sandy Springs-Marietta,* GA","5382",4138,10,21,1213,31
"20","Atlantic City,* NJ","129",129,0,0,0,0
"21","Auburn-Opelika,* AL","175",106,0,0,69,6
"22","Augusta-Richmond County, GA-SC","254",254,0,0,0,0
"23","Austin-Round Rock,* TX","1329",1240,56,4,29,1
"24","Bakersfield, CA","653",454,16,3,180,26
"25","Baltimore-Towson,* MD","814",561,12,15,226,8
"26","Bangor, ME","51",51,0,0,0,0
"27","Barnstable Town, MA","69",65,0,4,0,0
"28","Baton Rouge, LA","343",341,2,0,0,0
"29","Battle Creek, MI","95",19,0,0,76,4
"30","Bay City, MI","7",7,0,0,0,0
"31","Beaumont-Port Arthur, TX","21",21,0,0,0,0
"32","Bellingham, WA","106",98,0,8,0,0
"33","Bend,* OR","335",281,26,28,0,0
"34","Billings, MT","33",33,0,0,0,0
"35","Binghamton, NY","0",0,0,0,0,0
"36","Birmingham-Hoover,* AL","532",532,0,0,0,0
"37","Bismarck, ND","23",23,0,0,0,0
"38","Bloomington, IN","60",37,10,0,13,2
"39","Bloomington-Normal, IL","74",42,0,0,32,2
"40","Boise City-Nampa,* ID","782",714,12,56,0,0
"41","Boston-Cambridge-Quincy,* MA-NH","818",421,38,16,343,17
"42","Boulder, CO","77",72,0,0,5,1
"43","Bowling Green, KY","61",61,0,0,0,0
"44","Bremerton-Silverdale, WA","88",86,2,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","99",89,4,0,6,1
"46","Brownsville-Harlingen, TX","278",252,12,4,10,1
