"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","11",7,4,0,0,0
"2","Albany* GA MSA","76",48,4,0,24,3
"3","Albany-Schenectady-Troy* NY  MSA","106",101,0,0,5,1
"4","Albuquerque* NM MSA","519",481,0,0,38,1
"5","Alexandria* LA MSA","36",36,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","168",125,0,3,40,4
"7","Altoona* PA MSA","5",5,0,0,0,0
"8","Amarillo* TX MSA","46",46,0,0,0,0
"9","Anchorage* AK MSA","54",24,26,4,0,0
"10","Anniston* AL MSA","12",12,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","153",90,0,3,60,5
"12","Asheville* NC MSA","116",104,6,6,0,0
"13","Athens* GA MSA","247",135,0,0,112,6
"14","Atlanta  GA MSA","4636",3873,14,10,739,24
"15","Auburn-Opelika* AL MSA","58",35,10,8,5,1
"16","Augusta-Aiken* GA-SC MSA","490",274,0,0,216,5
"17","Austin-San Marcos* TX MSA","590",532,8,4,46,8
"18","Bakersfield* CA MSA","359",359,0,0,0,0
"19","Bangor* ME MSA","10",8,2,0,0,0
"20","Barnstable-Yarmouth* MA MSA","52",52,0,0,0,0
"21","Baton Rouge* LA MSA","125",121,0,4,0,0
"22","Beaumont-Port Arthur* TX MSA","38",38,0,0,0,0
"23","Bellingham* WA MSA","122",82,4,0,36,3
"24","Benton Harbor* MI MSA","7",7,0,0,0,0
"25","Billings* MT MSA","58",32,2,0,24,1
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","166",164,2,0,0,0
"27","Binghamton* NY MSA","3",3,0,0,0,0
"28","Birmingham* AL MSA","365",359,0,0,6,1
"29","Bismarck* ND MSA","9",9,0,0,0,0
"30","Bloomington* IN MSA","63",31,0,0,32,4
"31","Bloomington-Normal* IL MSA","150",38,0,0,112,8
"32","Boise City* ID MSA","526",435,10,39,42,3
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","887",748,60,19,60,7
"34","Brownsville-Harlingen-San  Benito* TX MSA","205",197,4,4,0,0
"35","Bryan-College Station* TX MSA","82",78,4,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","159",109,2,0,48,8
"37","Burlington* VT MSA","32",30,2,0,0,0
"38","Canton-Massillon* OH MSA","55",49,6,0,0,0
"39","Casper* WY MSA","9",9,0,0,0,0
"40","Cedar Rapids* IA MSA","48",30,2,16,0,0
"41","Champaign-Urbana* IL MSA","53",20,0,3,30,1
"42","Charleston-North  Charleston* SC MSA","431",405,0,11,15,2
"43","Charleston* WV MSA","16",16,0,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1610",1294,14,12,290,13
"45","Charlottesville* VA MSA","171",94,0,0,77,3
"46","Chattanooga* TN-GA MSA","207",185,10,7,5,1
"47","Cheyenne* WY MSA","17",17,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","2463",1826,32,102,503,29
"49","Chico-Paradise* CA MSA","85",85,0,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","884",730,8,27,119,13
"51","Clarksville-Hopkinsville*  TN-KY MSA","77",77,0,0,0,0
"52","Cleveland-Akron  OH CMSA","531",492,2,19,18,2
"53","Colorado Springs* CO MSA","347",347,0,0,0,0
"54","Columbia* MO MSA","114",62,52,0,0,0
"55","Columbia* SC MSA","347",340,0,0,7,1
"56","Columbus* GA-AL MSA","134",98,0,24,12,1
"57","Columbus  OH MSA","934",688,10,51,185,15
"58","Corpus Christi* TX MSA","129",89,4,0,36,2
"59","Corvallis OR MSA*","29",29,0,0,0,0
"60","Cumberland* MD-WV MSA","6",6,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","3910",3073,24,0,813,38
"62","Danville* VA MSA","25",25,0,0,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","22",22,0,0,0,0
"64","Dayton-Springfield* OH MSA","799",207,4,588,0,0
"65","Daytona Beach* FL MSA","593",524,20,8,41,3
"66","Decatur* Al MSA","30",30,0,0,0,0
"67","Decatur* IL MSA","0",0,0,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","1707",1368,6,35,298,18
"69","Des Moines* IA MSA","214",177,0,8,29,3
"70","Detroit-Ann Arbor-Flint  MI  CMSA","1432",1087,24,21,300,23
"71","Dothan* AL MSA","38",38,0,0,0,0
"72","Dover* DE MSA","104",96,0,8,0,0
"73","Dubuque* IA MSA","12",12,0,0,0,0
"74","Duluth-Superior* MN-WI MSA","21",19,2,0,0,0
"75","Eau Claire* WI MSA","17",17,0,0,0,0
"76","El Paso* TX MSA","272",261,2,4,5,1
"77","Elkhart-Goshen* IN MSA","49",47,2,0,0,0
"78","Elmira* NY MSA","6",3,0,3,0,0
"79","Enid* OK MSA","9",6,0,3,0,0
"80","Erie* PA MSA","11",7,0,4,0,0
"81","Eugene-Springfield* OR MSA","100",94,6,0,0,0
"82","Evansville-Henderson* IN-KY  MSA","94",92,2,0,0,0
"83","Fargo-Moorhead* ND-MN MSA","92",25,0,0,67,2
"84","Fayetteville* NC MSA","98",82,0,0,16,1
"85","Fayetteville-Springdale-  Rogers* AR MSA","345",214,4,8,119,11
"86","Flagstaff* AZ-UT MSA","66",62,4,0,0,0
"87","Florence* AL MSA","6",6,0,0,0,0
"88","Florence* SC MSA","6",4,2,0,0,0
"89","Fort Collins-Loveland* CO MSA","290",240,0,4,46,3
"90","Fort Myers-Cape Coral* FL MSA","1161",687,42,50,382,20
"91","Fort Pierce-Port St. Lucie*  FL MSA","359",283,2,0,74,3
"92","Fort Smith* AR-OK MSA","25",19,6,0,0,0
"93","Fort Walton Beach* FL MSA","239",124,2,6,107,6
"94","Fort Wayne* IN MSA","132",130,2,0,0,0
"95","Fresno  CA MSA","437",387,6,20,24,4
"96","Gadsden* AL MSA","7",7,0,0,0,0
"97","Gainesville* FL MSA","86",86,0,0,0,0
"98","Glens Falls* NY MSA","22",22,0,0,0,0
"99","Goldsboro* NC MSA","49",49,0,0,0,0
"100","Grand Forks* ND-MN MSA","0",0,0,0,0,0
"101","Grand Junction* CO MSA","91",89,2,0,0,0
"102","Grand Rapids-Muskegon-  Holland  MI MSA","393",348,6,12,27,5
"103","Great Falls* MT MSA","13",10,0,3,0,0
"104","Green Bay* WI MSA","87",62,4,0,21,2
"105","Greensboro--Winston-Salem--  High Point  NC MSA","685",607,2,4,72,5
"106","Greenville* NC MSA","141",45,24,0,72,3
"107","Greenville-Spartanburg-  Anderson* SC MSA","735",528,12,0,195,10
"108","Harrisburg-Lebanon-  Carlisle* PA MSA","104",104,0,0,0,0
"109","Hartford* CT MSA","272",152,2,8,110,3
"110","Hattiesburg* MS MSA","8",6,2,0,0,0
"111","Hickory-Morganton-Lenoir*  NC MSA","121",121,0,0,0,0
"112","Honolulu  HI MSA","405",125,2,0,278,2
"113","Houma* LA MSA","61",59,2,0,0,0
"114","Houston-Galveston-Brazoria  TX CMSA","4286",2918,16,0,1352,82
"115","Huntington-Ashland* WV-KY-  OH MSA","2",2,0,0,0,0
"116","Huntsville* AL MSA","87",83,4,0,0,0
"117","Indianapolis  IN MSA","812",759,22,15,16,3
"118","Iowa City* IA MSA","22",22,0,0,0,0
"119","Jackson* MI MSA","9",9,0,0,0,0
"120","Jackson* MS MSA","232",212,0,8,12,1
"121","Jackson* TN MSA","56",56,0,0,0,0
"122","Jacksonville  FL MSA","1003",984,0,3,16,2
"123","Jacksonville* NC MSA","66",66,0,0,0,0
"124","Jamestown* NY MSA","1",1,0,0,0,0
"125","Janesville-Beloit* WI MSA","20",12,0,8,0,0
"126","Johnson City-Kingsport-  Bristol* TN-VA MSA","114",73,0,0,41,5
"127","Johnstown* PA MSA","4",1,0,3,0,0
"128","Jonesboro* AR MSA","24",24,0,0,0,0
"129","Joplin* MO MSA","20",20,0,0,0,0
"130","Kalamazoo-Battle Creek* MI  MSA","72",66,0,0,6,1
"131","Kansas City  MO-KS MSA","1098",751,28,47,272,34
"132","Killeen-Temple* TX MSA","177",129,4,20,24,1
