"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","14",14,0,0,0,0
"2","Albany* GA MSA","38",38,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","201",170,2,0,29,4
"4","Albuquerque* NM MSA","447",411,0,0,36,5
"5","Alexandria* LA MSA","31",31,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","473",175,0,43,255,12
"7","Altoona* PA MSA","8",8,0,0,0,0
"8","Amarillo* TX MSA","47",15,0,32,0,0
"9","Anchorage* AK MSA","153",93,50,10,0,0
"10","Anniston* AL MSA","20",20,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","319",124,24,0,171,12
"12","Asheville* NC MSA","120",93,6,0,21,2
"13","Athens* GA MSA","262",57,2,0,203,17
"14","Atlanta  GA MSA","4630",3572,24,52,982,68
"15","Auburn-Opelika* AL MSA","277",28,4,3,242,21
"16","Augusta-Aiken* GA-SC MSA","180",180,0,0,0,0
"17","Austin-San Marcos* TX MSA","1316",337,8,20,951,34
"18","Bakersfield* CA MSA","254",243,0,4,7,1
"19","Bangor* ME MSA","21",21,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","68",68,0,0,0,0
"21","Baton Rouge* LA MSA","124",97,0,0,27,3
"22","Beaumont-Port Arthur* TX MSA","176",28,0,0,148,1
"23","Bellingham* WA MSA","121",85,4,3,29,2
"24","Benton Harbor* MI MSA","13",13,0,0,0,0
"25","Billings* MT MSA","40",30,10,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","176",174,2,0,0,0
"27","Binghamton* NY MSA","6",6,0,0,0,0
"28","Birmingham* AL MSA","371",366,0,0,5,1
"29","Bismarck* ND MSA","59",59,0,0,0,0
"30","Bloomington* IN MSA","55",51,4,0,0,0
"31","Bloomington-Normal* IL MSA","201",73,2,0,126,19
"32","Boise City* ID MSA","491",406,6,19,60,10
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1265",1008,50,36,171,13
"34","Brownsville-Harlingen-San  Benito* TX MSA","219",172,6,18,23,2
"35","Bryan-College Station* TX MSA","64",46,18,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","204",161,8,0,35,4
"37","Burlington* VT MSA","61",56,2,3,0,0
"38","Canton-Massillon* OH MSA","93",91,2,0,0,0
"39","Casper* WY MSA","7",7,0,0,0,0
"40","Cedar Rapids* IA MSA","136",53,4,20,59,5
"41","Champaign-Urbana* IL MSA","51",26,0,0,25,1
"42","Charleston-North  Charleston* SC MSA","487",353,70,3,61,7
"43","Charleston* WV MSA","32",26,0,6,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1528",1279,0,4,245,23
"45","Charlottesville* VA MSA","156",99,10,0,47,4
"46","Chattanooga* TN-GA MSA","172",152,4,6,10,2
"47","Cheyenne* WY MSA","71",23,0,0,48,6
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","4349",2961,78,210,1100,75
"49","Chico-Paradise* CA MSA","97",86,0,0,11,1
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","954",764,16,29,145,16
"51","Clarksville-Hopkinsville*  TN-KY MSA","66",63,0,3,0,0
"52","Cleveland-Akron  OH CMSA","801",729,12,25,35,5
"53","Colorado Springs* CO MSA","385",342,0,8,35,7
"54","Columbia* MO MSA","141",127,6,0,8,1
"55","Columbia* SC MSA","309",309,0,0,0,0
"56","Columbus* GA-AL MSA","442",76,2,0,364,22
"57","Columbus  OH MSA","1310",918,4,69,319,27
"58","Corpus Christi* TX MSA","66",56,2,8,0,0
"59","Corvallis OR MSA*","23",23,0,0,0,0
"60","Cumberland* MD-WV MSA","16",16,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","4074",3082,14,3,975,55
"62","Danville* VA MSA","24",24,0,0,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","29",29,0,0,0,0
"64","Dayton-Springfield* OH MSA","198",176,0,16,6,1
"65","Daytona Beach* FL MSA","470",447,2,7,14,1
"66","Decatur* Al MSA","26",26,0,0,0,0
"67","Decatur* IL MSA","10",10,0,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","2410",1357,20,33,1000,40
"69","Des Moines* IA MSA","763",357,22,12,372,30
"70","Detroit-Ann Arbor-Flint  MI  CMSA","1804",1579,20,27,178,19
"71","Dothan* AL MSA","23",23,0,0,0,0
"72","Dover* DE MSA","81",81,0,0,0,0
"73","Dubuque* IA MSA","21",19,2,0,0,0
"74","Duluth-Superior* MN-WI MSA","59",50,2,7,0,0
"75","Eau Claire* WI MSA","143",104,22,8,9,1
