CONTROL,SMSA,RCARP,RCLOT,RCOST,RGROC,RKIDC,RMEDI,RUTIL
'000000003839','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003839','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003840','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003840','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003840','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003840','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003840','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003841','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003841','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003841','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003842','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003842','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003842','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003842','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003842','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003842','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003842','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003843','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003843','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003843','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003844','1000','-9','-9','-9','-9','-9','-9','-9'
'000000003844','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003844','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003844','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003845','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003845','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003845','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003845','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003846','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003846','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003846','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003847','1000','-9','-9','-9','-9','-9','-9','-9'
'000000003847','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003847','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003848','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003848','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003848','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003848','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003849','1000','-9','-9','-9','-9','-9','-9','-9'
'000000003849','1120','-9','-9','-9','1','-9','-9','1'
'000000003849','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003849','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003849','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003849','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003850','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003850','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003850','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003850','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003851','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003851','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003851','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003851','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003852','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003852','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003852','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003852','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003853','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003853','3360','-9','-9','-9','1','1','1','-9'
'000000003853','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003853','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003853','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003854','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003854','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003854','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003855','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003855','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003855','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003855','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003856','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003856','1000','-9','-9','-9','-9','-9','-9','-9'
'000000003856','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003856','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003856','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003856','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003857','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003857','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003857','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003858','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003858','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003858','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003858','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003858','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003858','8280','1','-9','-9','1','-9','1','-9'
'000000003858','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003859','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003860','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003860','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003860','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003860','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003861','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003861','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003861','5775','-9','-9','-9','1','-9','-9','-9'
'000000003861','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003861','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003861','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003862','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003862','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003862','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003862','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003863','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003863','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003863','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003863','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003863','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003864','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003864','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003864','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003864','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003865','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003865','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003865','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003866','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003866','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003866','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003867','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003867','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003868','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003868','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003869','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003869','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003869','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003869','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003870','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003870','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003870','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003870','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003870','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003871','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003871','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003872','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003872','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003872','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003872','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003873','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003873','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003873','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003873','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003873','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003874','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003874','1000','-9','-9','-9','-9','-9','-9','-9'
'000000003874','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003874','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003874','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003874','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003875','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003875','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003875','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003875','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003876','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003876','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003876','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003876','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003877','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003877','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003878','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003878','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003878','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003879','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003879','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003879','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003879','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003880','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003880','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003880','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003880','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003881','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003881','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003881','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003881','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003881','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003882','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003882','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003882','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003882','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003882','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003882','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003882','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003883','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003883','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003883','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003883','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003884','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003884','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003884','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003884','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003884','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003884','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003885','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003885','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003886','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003886','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003886','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003886','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003887','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003887','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003887','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003887','7160','-9','-9','-9','1','-9','1','-9'
'000000003887','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003888','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003888','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003888','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003888','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003888','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003889','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003889','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003890','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003890','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003890','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003891','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003891','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003891','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003891','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003892','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003892','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003892','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003893','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003893','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003893','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003893','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003893','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003893','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003893','8840','1','1','1','1','-9','-9','-9'
'000000003894','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003894','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003894','1640','-9','-9','-9','-9','-9','1','-9'
'000000003894','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003895','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003895','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003895','7400','-9','-9','-9','-9','-9','-9','-9'
'000000003896','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003896','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003896','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003896','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003896','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003896','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003897','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003897','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003897','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003897','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003897','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003897','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003898','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003898','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003898','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003898','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003898','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003899','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003899','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003900','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003900','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003900','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003900','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003901','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003901','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003901','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003902','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003902','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003902','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003902','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003903','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003903','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003903','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003903','7360','-9','1','-9','1','-9','-9','-9'
'000000003904','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003904','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003904','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003904','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003905','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003905','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003905','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003905','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003905','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003905','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003906','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003906','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003906','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003906','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003907','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003907','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003907','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003908','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003908','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003908','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003908','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003909','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003909','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003909','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003910','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003910','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003911','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003911','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003911','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003911','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003911','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003912','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003912','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003912','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003912','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003912','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003913','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003913','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003913','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003913','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003913','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003913','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003913','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003913','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003913','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003914','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003914','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003914','7360','1','1','1','1','-9','1','1'
'000000003914','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003914','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003915','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003915','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003916','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003916','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003916','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003916','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003916','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003916','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003917','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003917','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003917','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003917','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003917','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003917','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003918','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003918','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003918','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003918','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003918','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003918','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003919','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003919','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003920','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003920','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003920','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003920','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003921','1640','-9','-9','-9','-9','-9','-9','-9'
