CONTROL,SMSA,PWT,WEIGHT
'000000001130','8840',385.0634,449.40845778
'000000001131','0720',223.5291,240.27249256
'000000001131','1000',80.0639,0
'000000001131','1120',305.76015,0
'000000001131','1640',130.8343,131.61266221
'000000001131','5120',246.0386,302.92147076
'000000001131','5680',131.9648,161.90193382
'000000001131','5775',188.917,207.86942634
'000000001131','6480',90.5129,107.64703278
'000000001131','6840',96.7736,0
'000000001131','7160',92.2085067,0
'000000001131','7360',150.6233,180.70663052
'000000001131','7400',123.1232,146.50340031
'000000001131','8280',238.897,295.74160692
'000000001131','8840',385.0634,433.18959441
'000000001132','0720',223.5291,233.32034365
'000000001132','1000',80.0639,83.236060303
'000000001132','1640',130.8343,138.2645309
'000000001132','3360',322.27002,344.78871385
'000000001132','5120',246.0386,302.92147076
'000000001132','5680',131.9648,169.14590373
'000000001132','5775',188.917,223.29005298
'000000001132','6480',90.5129,0
'000000001132','6840',96.7736,116.46850718
'000000001132','7160',92.2085067,92.900036481
'000000001132','7360',150.6233,178.11329122
'000000001132','7400',123.1232,146.50340031
'000000001132','8280',238.897,0
'000000001132','8840',385.0634,449.40845778
'000000001133','0720',223.5291,240.27249256
'000000001133','1000',80.0639,90.879237173
'000000001133','1120',305.76015,330.57638409
'000000001133','1640',130.8343,0
'000000001133','3360',322.27002,0
'000000001133','5120',246.0386,302.92147076
'000000001133','5680',131.9648,142.5947353
'000000001133','5775',188.917,223.29005298
'000000001133','6480',90.5129,98.714410714
'000000001133','6840',96.7736,0
'000000001133','7160',92.2085067,92.900036481
'000000001133','7360',150.6233,180.70663052
'000000001133','7400',123.1232,146.50340031
'000000001133','8280',238.897,295.74160692
'000000001133','8840',385.0634,388.36973912
'000000001134','0720',223.5291,233.32034365
'000000001134','1000',80.0639,87.616905582
'000000001134','1120',305.76015,323.32975966
'000000001134','1640',130.8343,144.14720146
'000000001134','3360',322.27002,343.90915081
'000000001134','5120',246.0386,302.92147076
'000000001134','5680',131.9648,139.12276662
'000000001134','5775',188.917,207.23214508
'000000001134','6480',90.5129,98.714410714
'000000001134','6840',96.7736,116.46850718
'000000001134','7160',92.2085067,92.900036481
'000000001134','7360',150.6233,178.11329122
'000000001134','7400',123.1232,146.50340031
'000000001134','8280',238.897,295.74160692
'000000001134','8840',385.0634,417.7234086
'000000001135','0720',223.5291,240.27249256
'000000001135','1000',80.0639,88.173429342
'000000001135','1120',305.76015,321.34003806
'000000001135','1640',130.8343,130.13803003
'000000001135','3360',322.27002,571.49095415
'000000001135','5120',246.0386,0
'000000001135','5680',131.9648,142.5947353
'000000001135','5775',188.917,0
'000000001135','6480',90.5129,98.714410714
'000000001135','6840',96.7736,116.46850718
'000000001135','7360',150.6233,180.70663052
'000000001135','7400',123.1232,146.50340031
'000000001135','8280',238.897,295.74160692
'000000001135','8840',385.0634,433.18959441
'000000001136','0720',223.5291,233.32034365
'000000001136','1000',80.0639,0
'000000001136','1120',305.76015,321.34003806
'000000001136','1640',130.8343,143.57744968
'000000001136','3360',322.27002,0
'000000001136','5120',246.0386,302.92147076
'000000001136','5680',131.9648,142.5947353
'000000001136','5775',188.917,0
'000000001136','6480',90.5129,0
'000000001136','6840',96.7736,98.550275302
'000000001136','7160',92.2085067,92.900036481
'000000001136','7360',150.6233,181.03196691
'000000001136','7400',123.1232,146.50340031
'000000001136','8280',238.897,295.74160692
'000000001136','8840',385.0634,0
'000000001137','0720',223.5291,240.27249256
'000000001137','1000',80.0639,82.140848983
'000000001137','1120',305.76015,321.34003806
'000000001137','1640',130.8343,147.21039326
'000000001137','3360',322.27002,346.15692303
'000000001137','5120',246.0386,302.92147076
'000000001137','5680',131.9648,142.5947353
'000000001137','5775',188.917,207.86942634
'000000001137','6480',90.5129,98.714410714
'000000001137','6840',96.7736,116.46850718
'000000001137','7160',92.2085067,92.900036481
'000000001137','7360',150.6233,0
'000000001137','7400',123.1232,146.50340031
'000000001137','8280',238.897,295.74160692
'000000001137','8840',385.0634,491.86408033
'000000001138','0720',223.5291,233.32034365
'000000001138','1000',80.0639,82.140848983
'000000001138','1640',130.8343,144.24336609
'000000001138','5120',246.0386,302.92147076
'000000001138','5680',131.9648,147.19062893
'000000001138','5775',188.917,0
'000000001138','6480',90.5129,98.714410714
'000000001138','6840',96.7736,116.46850718
'000000001138','7160',92.2085067,92.900036481
'000000001138','7360',150.6233,181.03196691
'000000001138','7400',123.1232,146.50340031
'000000001138','8280',238.897,295.74160692
'000000001138','8840',385.0634,428.95219045
'000000001139','0720',223.5291,236.94404244
'000000001139','1000',80.0639,87.091300891
'000000001139','1120',305.76015,321.34003806
'000000001139','1640',130.8343,136.23065035
'000000001139','5120',246.0386,273.04849353
'000000001139','5680',131.9648,0
'000000001139','5775',188.917,207.23214508
'000000001139','6480',90.5129,98.714410714
'000000001139','6840',96.7736,116.46850718
'000000001139','7160',92.2085067,92.900036481
'000000001139','7360',150.6233,180.70663052
'000000001139','7400',123.1232,0
'000000001139','8280',238.897,295.74160692
'000000001139','8840',385.0634,0
'000000001140','0720',223.5291,233.32034365
'000000001140','1000',80.0639,88.114053295
'000000001140','1120',305.76015,330.57638409
'000000001140','1640',130.8343,132.21618001
'000000001140','3360',322.27002,378.77703219
'000000001140','5120',246.0386,273.04849353
'000000001140','5680',131.9648,129.70542961
'000000001140','5775',188.917,207.23214508
'000000001140','6480',90.5129,98.714410714
'000000001140','6840',96.7736,116.46850718
'000000001140','7160',92.2085067,92.900036481
'000000001140','7360',150.6233,147.3678052
'000000001140','7400',123.1232,146.50340031
'000000001140','8280',238.897,295.74160692
'000000001140','8840',385.0634,428.95219045
'000000001141','0720',223.5291,240.27249256
'000000001141','1000',80.0639,85.426482943
'000000001141','1640',130.8343,221.81997309
'000000001141','3360',322.27002,330.42251744
'000000001141','5120',246.0386,273.04849353
'000000001141','5680',131.9648,129.70542961
'000000001141','5775',188.917,207.23214508
'000000001141','6480',90.5129,91.243271739
'000000001141','6840',96.7736,116.46850718
'000000001141','7160',92.2085067,92.900036481
'000000001141','7360',150.6233,180.70663052
'000000001141','7400',123.1232,146.50340031
'000000001141','8280',238.897,295.74160692
'000000001141','8840',385.0634,410.64910457
'000000001142','0720',223.5291,233.32034365
'000000001142','1000',80.0639,93.341873845
'000000001142','1120',305.76015,330.57638409
'000000001142','1640',130.8343,136.58564314
'000000001142','3360',322.27002,552.29210062
'000000001142','5120',246.0386,273.04849353
'000000001142','5680',131.9648,147.19062893
'000000001142','5775',188.917,223.29005298
'000000001142','6480',90.5129,98.714410714
'000000001142','6840',96.7736,116.46850718
'000000001142','7160',92.2085067,92.900036481
'000000001142','7360',150.6233,146.21812712
'000000001142','7400',123.1232,146.50340031
'000000001142','8280',238.897,295.74160692
'000000001142','8840',385.0634,428.95219045
'000000001143','0720',223.5291,240.27249256
'000000001143','1000',80.0639,84.556756306
'000000001143','1640',130.8343,139.83845359
'000000001143','3360',322.27002,330.42251744
'000000001143','5120',246.0386,0
'000000001143','5680',131.9648,147.19062893
'000000001143','5775',188.917,223.29005298
'000000001143','6480',90.5129,98.714410714
'000000001143','6840',96.7736,116.46850718
'000000001143','7160',92.2085067,92.900036481
'000000001143','7360',150.6233,180.70663052
'000000001143','7400',123.1232,146.50340031
'000000001143','8280',238.897,295.74160692
'000000001143','8840',385.0634,381.04704439
'000000001144','0720',223.5291,233.32034365
'000000001144','1000',80.0639,91.307952881
'000000001144','1120',305.76015,0
'000000001144','1640',130.8343,151.6651122
'000000001144','5120',246.0386,281.33950157
'000000001144','5680',131.9648,178.93733125
'000000001144','5775',188.917,207.91038097
'000000001144','6480',90.5129,98.714410714
'000000001144','6840',96.7736,0
'000000001144','7160',92.2085067,92.900036481
'000000001144','7360',150.6233,146.21812712
'000000001144','7400',123.1232,146.50340031
'000000001144','8280',238.897,295.74160692
'000000001144','8840',385.0634,451.89663626
'000000001145','0720',223.5291,240.27249256
'000000001145','1000',80.0639,82.140848983
'000000001145','1120',305.76015,330.57638409
'000000001145','1640',130.8343,143.36379276
'000000001145','5120',246.0386,281.33950157
'000000001145','5680',131.9648,178.93733125
'000000001145','5775',188.917,207.86942634
'000000001145','6480',90.5129,100.86523648
'000000001145','6840',96.7736,116.46850718
'000000001145','7160',92.2085067,93.69067509
'000000001145','7360',150.6233,180.70663052
'000000001145','7400',123.1232,146.50340031
'000000001145','8280',238.897,295.74160692
'000000001145','8840',385.0634,0
'000000001146','0720',223.5291,233.32034365
'000000001146','1000',80.0639,90.354933882
'000000001146','1120',305.76015,330.57638409
'000000001146','1640',130.8343,132.62955431
'000000001146','3360',322.27002,605.88087634
'000000001146','5120',246.0386,281.33950157
'000000001146','5680',131.9648,178.93733125
'000000001146','5775',188.917,197.07101459
'000000001146','6480',90.5129,100.86523648
'000000001146','6840',96.7736,98.550275302
'000000001146','7160',92.2085067,0
'000000001146','7360',150.6233,146.21812712
'000000001146','7400',123.1232,146.50340031
'000000001146','8280',238.897,295.74160692
'000000001146','8840',385.0634,0
'000000001147','0720',223.5291,240.27249256
'000000001147','1000',80.0639,82.605577973
'000000001147','1640',130.8343,132.21500849
'000000001147','3360',322.27002,330.42251744
'000000001147','5120',246.0386,281.33950157
'000000001147','5680',131.9648,195.86198308
'000000001147','5775',188.917,207.86942634
'000000001147','6480',90.5129,100.86523648
'000000001147','6840',96.7736,116.46850718
'000000001147','7160',92.2085067,101.04366244
'000000001147','7360',150.6233,180.70663052
'000000001147','7400',123.1232,0
'000000001147','8280',238.897,295.74160692
'000000001147','8840',385.0634,526.38219806
'000000001148','0720',223.5291,233.32034365
'000000001148','1000',80.0639,85.874523937
'000000001148','1120',305.76015,330.57638409
'000000001148','1640',130.8343,141.32197753
'000000001148','3360',322.27002,0
'000000001148','5120',246.0386,281.33950157
'000000001148','5680',131.9648,0
'000000001148','5775',188.917,207.86942634
'000000001148','6480',90.5129,98.447986803
'000000001148','6840',96.7736,116.46850718
'000000001148','7360',150.6233,191.42091557
'000000001148','7400',123.1232,137.19527641
'000000001148','8280',238.897,295.74160692
'000000001148','8840',385.0634,451.89663626
'000000001149','0720',223.5291,225.96323181
'000000001149','1000',80.0639,88.203965594
'000000001149','1120',305.76015,330.57638409
'000000001149','1640',130.8343,132.21500849
'000000001149','5120',246.0386,281.33950157
'000000001149','5680',131.9648,137.43846815
'000000001149','5775',188.917,219.12658988
'000000001149','6480',90.5129,100.86523648
'000000001149','6840',96.7736,116.46850718
'000000001149','7160',92.2085067,101.04366244
'000000001149','7360',150.6233,180.70663052
'000000001149','7400',123.1232,137.19527641
'000000001149','8280',238.897,295.74160692
'000000001149','8840',385.0634,430.30947375
'000000001150','0720',223.5291,233.32034365
'000000001150','1000',80.0639,85.636204259
'000000001150','1120',305.76015,330.57638409
'000000001150','1640',130.8343,145.01886806
'000000001150','5120',246.0386,281.33950157
'000000001150','5680',131.9648,145.04603781
'000000001150','5775',188.917,219.12658988
'000000001150','6480',90.5129,100.86523648
'000000001150','6840',96.7736,116.46850718
'000000001150','7160',92.2085067,101.04366244
'000000001150','7360',150.6233,191.42091557
'000000001150','7400',123.1232,137.19527641
'000000001150','8280',238.897,0
'000000001150','8840',385.0634,0
'000000001151','0720',223.5291,225.96323181
'000000001151','1000',80.0639,83.521367454
'000000001151','1640',130.8343,132.21500849
'000000001151','5120',246.0386,281.33950157
'000000001151','5680',131.9648,145.04603781
'000000001151','5775',188.917,219.12658988
'000000001151','6480',90.5129,100.86523648
'000000001151','6840',96.7736,116.46850718
'000000001151','7160',92.2085067,0
'000000001151','7360',150.6233,180.70663052
'000000001151','7400',123.1232,137.19527641
'000000001151','8280',238.897,280.92197538
'000000001151','8840',385.0634,377.25638012
'000000001152','0720',223.5291,233.32034365
'000000001152','1000',80.0639,0
'000000001152','1120',305.76015,330.57638409
'000000001152','1640',130.8343,146.98391573
'000000001152','5120',246.0386,281.33950157
'000000001152','5680',131.9648,145.04603781
'000000001152','5775',188.917,219.12658988
'000000001152','6480',90.5129,100.86523648
'000000001152','6840',96.7736,98.550275302
'000000001152','7160',92.2085067,101.04366244
'000000001152','7360',150.6233,0
'000000001152','7400',123.1232,137.19527641
'000000001152','8280',238.897,233.71904897
'000000001152','8840',385.0634,428.95219045
'000000001153','0720',223.5291,225.96323181
'000000001153','1000',80.0639,86.052317983
'000000001153','1120',305.76015,330.57638409
'000000001153','1640',130.8343,246.28741186
'000000001153','3360',322.27002,605.88087634
'000000001153','5120',246.0386,275.1018548
'000000001153','5680',131.9648,145.04603781
'000000001153','5775',188.917,230.53927948
'000000001153','6480',90.5129,100.86523648
'000000001153','6840',96.7736,0
'000000001153','7160',92.2085067,101.04366244
'000000001153','7360',150.6233,180.70663052
'000000001153','7400',123.1232,137.19527641
'000000001153','8280',238.897,280.92197538
'000000001153','8840',385.0634,397.4162693
'000000001154','0720',223.5291,233.32034365
'000000001154','1000',80.0639,90.354933882
'000000001154','1640',130.8343,138.47929407
'000000001154','3360',322.27002,330.42251744
'000000001154','5120',246.0386,275.1018548
'000000001154','5680',131.9648,145.04603781
'000000001154','5775',188.917,230.53927948
'000000001154','6480',90.5129,100.86523648
'000000001154','6840',96.7736,116.46850718
'000000001154','7160',92.2085067,101.04366244
'000000001154','7360',150.6233,145.99806338
'000000001154','7400',123.1232,0
'000000001154','8280',238.897,280.92197538
'000000001154','8840',385.0634,428.95219045
'000000001155','0720',223.5291,225.96323181
'000000001155','1000',80.0639,88.270763087
'000000001155','1120',305.76015,0
'000000001155','1640',130.8343,0
'000000001155','3360',322.27002,346.94364331
'000000001155','5120',246.0386,275.1018548
'000000001155','5680',131.9648,145.04603781
'000000001155','5775',188.917,211.10007891
'000000001155','6480',90.5129,100.86523648
'000000001155','6840',96.7736,116.46850718
'000000001155','7160',92.2085067,101.04366244
'000000001155','7360',150.6233,0
'000000001155','7400',123.1232,137.19527641
'000000001155','8280',238.897,280.92197538
'000000001155','8840',385.0634,382.91055786
'000000001156','0720',223.5291,243.28851723
'000000001156','1000',80.0639,0
'000000001156','1640',130.8343,145.01886806
'000000001156','5120',246.0386,275.1018548
'000000001156','5680',131.9648,145.04603781
'000000001156','5775',188.917,230.53927948
'000000001156','6480',90.5129,100.86523648
'000000001156','6840',96.7736,109.31773177
'000000001156','7160',92.2085067,101.04366244
'000000001156','7360',150.6233,0
'000000001156','7400',123.1232,137.19527641
'000000001156','8280',238.897,280.92197538
'000000001156','8840',385.0634,428.95219045
'000000001157','0720',223.5291,225.96323181
'000000001157','1000',80.0639,85.636204259
'000000001157','1120',305.76015,330.57638409
'000000001157','1640',130.8343,143.76152333
'000000001157','3360',322.27002,0
'000000001157','5120',246.0386,275.1018548
'000000001157','5680',131.9648,145.04603781
'000000001157','5775',188.917,230.53927948
'000000001157','6480',90.5129,100.86523648
'000000001157','6840',96.7736,109.31773177
'000000001157','7160',92.2085067,101.04366244
'000000001157','7360',150.6233,158.66923656
'000000001157','7400',123.1232,137.19527641
'000000001157','8280',238.897,280.92197538
'000000001157','8840',385.0634,382.91055786
'000000001158','0720',223.5291,243.28851723
'000000001158','1000',80.0639,93.341873845
'000000001158','1120',305.76015,330.57638409
'000000001158','1640',130.8343,0
'000000001158','5120',246.0386,275.1018548
'000000001158','5680',131.9648,140.88150189
'000000001158','5775',188.917,211.10007891
'000000001158','6480',90.5129,100.86523648
'000000001158','6840',96.7736,109.31773177
'000000001158','7160',92.2085067,105.9093187
'000000001158','7360',150.6233,0
'000000001158','7400',123.1232,137.19527641
'000000001158','8280',238.897,280.92197538
'000000001158','8840',385.0634,428.95219045
'000000001159','0720',223.5291,225.96323181
'000000001159','1000',80.0639,89.221956654
'000000001159','1120',305.76015,330.57638409
'000000001159','1640',130.8343,137.46211386
'000000001159','3360',322.27002,614.96908949
'000000001159','5120',246.0386,275.1018548
'000000001159','5680',131.9648,140.88150189
'000000001159','5775',188.917,0
'000000001159','6480',90.5129,0
'000000001159','6840',96.7736,109.31773177
'000000001159','7160',92.2085067,0
'000000001159','7360',150.6233,158.66923656
'000000001159','7400',123.1232,137.19527641
'000000001159','8280',238.897,280.92197538
'000000001159','8840',385.0634,382.91055786
'000000001160','0720',223.5291,243.28851723
'000000001160','1000',80.0639,88.203965594
'000000001160','1120',305.76015,330.57638409
'000000001160','1640',130.8343,139.22380641
'000000001160','3360',322.27002,344.78871385
'000000001160','5120',246.0386,275.1018548
'000000001160','5680',131.9648,140.88150189
'000000001160','5775',188.917,230.53927948
'000000001160','6480',90.5129,100.86523648
'000000001160','6840',96.7736,109.31773177
'000000001160','7160',92.2085067,105.9093187
'000000001160','7360',150.6233,191.42091557
'000000001160','7400',123.1232,137.19527641
'000000001160','8280',238.897,233.71904897
'000000001160','8840',385.0634,428.95219045
'000000001161','0720',223.5291,246.96663942
'000000001161','1000',80.0639,84.556756306
'000000001161','1640',130.8343,136.15102987
'000000001161','3360',322.27002,572.95256784
'000000001161','5120',246.0386,275.1018548
'000000001161','5680',131.9648,140.88150189
'000000001161','5775',188.917,230.53927948
'000000001161','6480',90.5129,100.86523648
'000000001161','6840',96.7736,109.31773177
'000000001161','7160',92.2085067,105.9093187
'000000001161','7360',150.6233,158.66923656
'000000001161','7400',123.1232,137.19527641
'000000001161','8280',238.897,237.78657776
'000000001161','8840',385.0634,428.73730011
'000000001162','0720',223.5291,243.28851723
'000000001162','1000',80.0639,89.608198891
'000000001162','1120',305.76015,330.57638409
'000000001162','1640',130.8343,144.03424196
'000000001162','3360',322.27002,330.42251744
'000000001162','5120',246.0386,275.1018548
'000000001162','5680',131.9648,140.88150189
'000000001162','5775',188.917,230.53927948
'000000001162','6480',90.5129,98.447986803
'000000001162','6840',96.7736,109.31773177
'000000001162','7160',92.2085067,105.9093187
'000000001162','7360',150.6233,191.42091557
'000000001162','7400',123.1232,137.19527641
'000000001162','8280',238.897,237.78657776
'000000001162','8840',385.0634,449.40845778
'000000001163','0720',223.5291,246.96663942
'000000001163','1000',80.0639,0
'000000001163','1120',305.76015,0
'000000001163','1640',130.8343,0
'000000001163','3360',322.27002,0
'000000001163','5120',246.0386,275.1018548
'000000001163','5680',131.9648,140.88150189
'000000001163','5775',188.917,230.53927948
'000000001163','6480',90.5129,98.447986803
'000000001163','6840',96.7736,109.31773177
'000000001163','7160',92.2085067,105.9093187
'000000001163','7360',150.6233,0
'000000001163','7400',123.1232,137.19527641
'000000001163','8280',238.897,237.78657776
'000000001163','8840',385.0634,0
'000000001164','0720',223.5291,243.28851723
'000000001164','1000',80.0639,82.140848983
'000000001164','1640',130.8343,145.6044617
'000000001164','3360',322.27002,370.07321953
'000000001164','5120',246.0386,261.06641676
'000000001164','5680',131.9648,0
'000000001164','5775',188.917,230.53927948
'000000001164','6480',90.5129,98.858057563
'000000001164','6840',96.7736,109.31773177
'000000001164','7360',150.6233,191.42091557
'000000001164','7400',123.1232,137.19527641
'000000001164','8280',238.897,237.78657776
'000000001164','8840',385.0634,449.40845778
'000000001165','0720',223.5291,246.96663942
'000000001165','1000',80.0639,91.307952881
'000000001165','1120',305.76015,330.57638409
'000000001165','1640',130.8343,0
'000000001165','3360',322.27002,332.35575461
'000000001165','5120',246.0386,261.06641676
'000000001165','5680',131.9648,140.88150189
'000000001165','5775',188.917,0
'000000001165','6480',90.5129,91.128415202
'000000001165','6840',96.7736,109.31773177
'000000001165','7160',92.2085067,95.318386832
'000000001165','7360',150.6233,158.66923656
'000000001165','7400',123.1232,137.19527641
'000000001165','8280',238.897,241.79421671
'000000001165','8840',385.0634,428.73730011
'000000001166','0720',223.5291,243.28851723
'000000001166','1000',80.0639,88.203965594
'000000001166','1120',305.76015,378.65068998
'000000001166','1640',130.8343,139.22380641
'000000001166','3360',322.27002,378.77703219
'000000001166','5120',246.0386,261.06641676
'000000001166','5680',131.9648,140.88150189
'000000001166','5775',188.917,0
'000000001166','6480',90.5129,98.858057563
'000000001166','6840',96.7736,0
'000000001166','7160',92.2085067,95.318386832
'000000001166','7360',150.6233,0
'000000001166','7400',123.1232,137.19527641
'000000001166','8280',238.897,237.78657776
'000000001166','8840',385.0634,449.40845778
'000000001167','0720',223.5291,246.96663942
'000000001167','1000',80.0639,82.140848983
'000000001167','1120',305.76015,0
'000000001167','1640',130.8343,142.69583376
'000000001167','3360',322.27002,0
'000000001167','5120',246.0386,261.06641676
'000000001167','5680',131.9648,140.88150189
'000000001167','5775',188.917,210.03716902
'000000001167','6480',90.5129,98.858057563
'000000001167','6840',96.7736,109.31773177
'000000001167','7160',92.2085067,95.318386832
'000000001167','7360',150.6233,0
'000000001167','7400',123.1232,137.19527641
'000000001167','8280',238.897,237.78657776
'000000001167','8840',385.0634,422.75604214
'000000001168','0720',223.5291,243.28851723
'000000001168','1000',80.0639,90.354933882
'000000001168','1640',130.8343,142.27089369
'000000001168','3360',322.27002,345.79100662
'000000001168','5120',246.0386,261.06641676
'000000001168','5680',131.9648,140.88150189
'000000001168','5775',188.917,210.03716902
'000000001168','6480',90.5129,98.858057563
'000000001168','6840',96.7736,109.31773177
'000000001168','7160',92.2085067,95.318386832
'000000001168','7360',150.6233,167.04481248
'000000001168','7400',123.1232,0
'000000001168','8280',238.897,237.78657776
'000000001168','8840',385.0634,449.40845778
'000000001169','0720',223.5291,246.96663942
'000000001169','1000',80.0639,86.052317983
'000000001169','1120',305.76015,378.65068998
'000000001169','1640',130.8343,140.68939753
'000000001169','5120',246.0386,261.06641676
'000000001169','5680',131.9648,140.88150189
'000000001169','5775',188.917,210.03716902
'000000001169','6480',90.5129,98.858057563
'000000001169','6840',96.7736,109.31773177
'000000001169','7160',92.2085067,95.318386832
'000000001169','7360',150.6233,180.70663052
'000000001169','7400',123.1232,137.19527641
'000000001169','8280',238.897,272.20498239
'000000001169','8840',385.0634,422.75604214
'000000001170','0720',223.5291,243.28851723
'000000001170','1000',80.0639,86.395141691
'000000001170','1640',130.8343,195.69758295
'000000001170','5120',246.0386,261.06641676
'000000001170','5680',131.9648,0
'000000001170','5775',188.917,200.78553182
'000000001170','6480',90.5129,98.858057563
'000000001170','6840',96.7736,109.31773177
'000000001170','7160',92.2085067,99.857357633
'000000001170','7360',150.6233,167.04481248
'000000001170','7400',123.1232,137.19527641
'000000001170','8280',238.897,272.20498239
'000000001170','8840',385.0634,0
'000000001171','0720',223.5291,0
'000000001171','1000',80.0639,0
'000000001171','1120',305.76015,0
'000000001171','1640',130.8343,139.83845359
'000000001171','5120',246.0386,261.06641676
'000000001171','5680',131.9648,140.88150189
'000000001171','5775',188.917,200.78553182
'000000001171','6480',90.5129,98.858057563
'000000001171','6840',96.7736,113.9715762
'000000001171','7160',92.2085067,99.857357633
'000000001171','7360',150.6233,180.70663052
'000000001171','7400',123.1232,137.19527641
'000000001171','8280',238.897,272.20498239
'000000001171','8840',385.0634,422.75604214
'000000001172','0720',223.5291,243.28851723
'000000001172','1000',80.0639,86.395141691
'000000001172','1640',130.8343,0
'000000001172','3360',322.27002,330.42251744
'000000001172','5120',246.0386,261.06641676
'000000001172','5680',131.9648,140.88150189
'000000001172','5775',188.917,0
'000000001172','6480',90.5129,98.858057563
'000000001172','6840',96.7736,113.9715762
'000000001172','7160',92.2085067,99.857357633
'000000001172','7360',150.6233,167.04481248
'000000001172','7400',123.1232,137.19527641
'000000001172','8280',238.897,272.20498239
'000000001172','8840',385.0634,449.40845778
'000000001173','0720',223.5291,230.35903183
'000000001173','1000',80.0639,87.383881897
'000000001173','1120',305.76015,378.65068998
'000000001173','1640',130.8343,134.32632534
'000000001173','5120',246.0386,261.06641676
'000000001173','5680',131.9648,140.88150189
'000000001173','5775',188.917,200.78553182
'000000001173','6480',90.5129,98.858057563
'000000001173','6840',96.7736,0
'000000001173','7160',92.2085067,101.54954756
'000000001173','7360',150.6233,180.70663052
'000000001173','7400',123.1232,137.19527641
'000000001173','8280',238.897,272.20498239
'000000001173','8840',385.0634,422.75604214
'000000001174','0720',223.5291,243.28851723
'000000001174','1000',80.0639,85.334230411
'000000001174','1120',305.76015,0
'000000001174','1640',130.8343,144.03424196
'000000001174','3360',322.27002,346.15692303
'000000001174','5120',246.0386,261.06641676
'000000001174','5680',131.9648,138.73834966
'000000001174','5775',188.917,210.03716902
'000000001174','6480',90.5129,91.128415202
'000000001174','6840',96.7736,113.9715762
'000000001174','7160',92.2085067,93.103453664
'000000001174','7360',150.6233,167.04481248
'000000001174','7400',123.1232,137.19527641
'000000001174','8280',238.897,0
'000000001174','8840',385.0634,449.40845778
'000000001175','0720',223.5291,233.74802305
'000000001175','1000',80.0639,83.521367454
'000000001175','1120',305.76015,378.65068998
'000000001175','1640',130.8343,132.21500849
'000000001175','5120',246.0386,261.06641676
'000000001175','5680',131.9648,0
'000000001175','5775',188.917,210.03716902
'000000001175','6480',90.5129,98.858057563
'000000001175','6840',96.7736,113.9715762
'000000001175','7160',92.2085067,101.54954756
'000000001175','7360',150.6233,180.70663052
'000000001175','7400',123.1232,137.19527641
'000000001175','8280',238.897,272.20498239
'000000001175','8840',385.0634,422.75604214
'000000001176','0720',223.5291,243.28851723
'000000001176','1000',80.0639,89.746483148
'000000001176','1640',130.8343,0
'000000001176','3360',322.27002,330.42251744
'000000001176','5120',246.0386,261.06641676
'000000001176','5680',131.9648,138.73834966
'000000001176','5775',188.917,230.53927948
'000000001176','6480',90.5129,91.128415202
'000000001176','6840',96.7736,113.9715762
'000000001176','7160',92.2085067,101.54954756
'000000001176','7360',150.6233,167.04481248
'000000001176','7400',123.1232,137.19527641
'000000001176','8280',238.897,272.20498239
'000000001176','8840',385.0634,449.40845778
'000000001177','0720',223.5291,225.40397603
'000000001177','1000',80.0639,91.819310144
'000000001177','1120',305.76015,315.30643556
'000000001177','1640',130.8343,135.99975095
'000000001177','3360',322.27002,330.42251744
'000000001177','5120',246.0386,261.06641676
'000000001177','5680',131.9648,138.73834966
'000000001177','5775',188.917,230.53927948
'000000001177','6480',90.5129,0
'000000001177','6840',96.7736,113.9715762
'000000001177','7160',92.2085067,101.54954756
'000000001177','7360',150.6233,180.70663052
'000000001177','7400',123.1232,0
'000000001177','8280',238.897,239.88701257
'000000001177','8840',385.0634,422.75604214
'000000001178','0720',223.5291,243.28851723
'000000001178','1000',80.0639,85.334230411
'000000001178','1120',305.76015,332.86975745
'000000001178','1640',130.8343,133.8633176
'000000001178','5120',246.0386,261.06641676
'000000001178','5680',131.9648,138.73834966
'000000001178','5775',188.917,230.53927948
'000000001178','6480',90.5129,98.858057563
'000000001178','6840',96.7736,0
'000000001178','7160',92.2085067,0
'000000001178','7360',150.6233,167.04481248
'000000001178','7400',123.1232,137.19527641
'000000001178','8280',238.897,278.96976048
'000000001178','8840',385.0634,449.40845778
'000000001179','0720',223.5291,225.40397603
'000000001179','1000',80.0639,85.240503662
'000000001179','1640',130.8343,140.68939753
'000000001179','3360',322.27002,345.79100662
'000000001179','5120',246.0386,0
'000000001179','5680',131.9648,0
'000000001179','5775',188.917,230.53927948
'000000001179','6480',90.5129,0
'000000001179','6840',96.7736,113.9715762
'000000001179','7160',92.2085067,101.54954756
'000000001179','7360',150.6233,180.70663052
'000000001179','7400',123.1232,137.19527641
'000000001179','8280',238.897,272.20498239
'000000001179','8840',385.0634,422.75604214
'000000001180','0720',223.5291,243.28851723
'000000001180','1000',80.0639,89.221956654
'000000001180','1120',305.76015,332.86975745
'000000001180','1640',130.8343,135.55490468
'000000001180','3360',322.27002,332.35575461
'000000001180','5120',246.0386,278.973101
'000000001180','5680',131.9648,138.73834966
'000000001180','5775',188.917,230.53927948
'000000001180','6480',90.5129,98.858057563
'000000001180','6840',96.7736,115.3139577
'000000001180','7160',92.2085067,92.317770511
'000000001180','7360',150.6233,167.04481248
'000000001180','7400',123.1232,0
'000000001180','8280',238.897,278.96976048
'000000001180','8840',385.0634,0
'000000001181','0720',223.5291,246.96663942
'000000001181','1000',80.0639,87.383881897
