CONTROL,SMSA,PWT,WEIGHT
'000000003543','7360',150.6233,159.57954115
'000000003543','7400',123.1232,140.70409297
'000000003543','8280',238.897,275.52263967
'000000003543','8840',385.0634,398.20689196
'000000003544','0720',223.5291,0
'000000003544','1000',80.0639,82.413173308
'000000003544','1640',130.8343,144.83503508
'000000003544','3360',322.27002,343.86511841
'000000003544','5120',246.0386,263.09016687
'000000003544','5680',131.9648,123.92042399
'000000003544','5775',188.917,220.73492589
'000000003544','6480',90.5129,95.713594784
'000000003544','6840',96.7736,111.22915651
'000000003544','7160',92.2085067,104.50354347
'000000003544','7360',150.6233,0
'000000003544','7400',123.1232,140.70409297
'000000003544','8280',238.897,254.15563443
'000000003544','8840',385.0634,411.3168917
'000000003545','0720',223.5291,233.93358036
'000000003545','1000',80.0639,82.413173308
'000000003545','1120',305.76015,375.50356007
'000000003545','1640',130.8343,143.71721909
'000000003545','5120',246.0386,262.93644642
'000000003545','5680',131.9648,166.43895296
'000000003545','5775',188.917,227.36256124
'000000003545','6480',90.5129,95.713594784
'000000003545','6840',96.7736,114.9446524
'000000003545','7160',92.2085067,99.435949415
'000000003545','7360',150.6233,170.32026793
'000000003545','7400',123.1232,140.70409297
'000000003545','8280',238.897,282.63904119
'000000003545','8840',385.0634,405.64673996
'000000003546','0720',223.5291,0
'000000003546','1000',80.0639,82.413173308
'000000003546','1120',305.76015,0
'000000003546','1640',130.8343,140.71313512
'000000003546','3360',322.27002,349.72104518
'000000003546','5120',246.0386,334.37617354
'000000003546','5680',131.9648,140.4372978
'000000003546','5775',188.917,220.73492589
'000000003546','6480',90.5129,95.713594784
'000000003546','6840',96.7736,106.42484329
'000000003546','7160',92.2085067,97.943090174
'000000003546','7360',150.6233,0
'000000003546','7400',123.1232,140.70409297
'000000003546','8280',238.897,275.52263967
'000000003546','8840',385.0634,0
'000000003547','0720',223.5291,0
'000000003547','1000',80.0639,82.413173308
'000000003547','1640',130.8343,144.83503508
'000000003547','5120',246.0386,256.17670397
'000000003547','5680',131.9648,142.26020036
'000000003547','5775',188.917,227.36256124
'000000003547','6480',90.5129,95.713594784
'000000003547','6840',96.7736,111.22915651
'000000003547','7160',92.2085067,104.50354347
'000000003547','7360',150.6233,174.28550454
'000000003547','7400',123.1232,140.70409297
'000000003547','8280',238.897,254.15563443
'000000003547','8840',385.0634,429.44942472
'000000003548','0720',223.5291,286.59255992
'000000003548','1000',80.0639,0
'000000003548','1120',305.76015,351.10565748
'000000003548','1640',130.8343,143.71721909
'000000003548','3360',322.27002,349.72104518
'000000003548','5120',246.0386,0
'000000003548','5680',131.9648,146.1637051
'000000003548','5775',188.917,220.73492589
'000000003548','6480',90.5129,95.713594784
'000000003548','6840',96.7736,114.9446524
'000000003548','7160',92.2085067,90.764821403
'000000003548','7360',150.6233,170.32026793
'000000003548','7400',123.1232,140.70409297
'000000003548','8280',238.897,282.63904119
'000000003548','8840',385.0634,408.22978184
'000000003549','0720',223.5291,0
'000000003549','1000',80.0639,92.208899874
'000000003549','1640',130.8343,140.71313512
'000000003549','5120',246.0386,263.09016687
'000000003549','5680',131.9648,149.48160652
'000000003549','5775',188.917,227.36256124
'000000003549','6480',90.5129,96.689445918
'000000003549','6840',96.7736,96.749857538
'000000003549','7160',92.2085067,97.943090174
'000000003549','7360',150.6233,159.57954115
'000000003549','7400',123.1232,140.70409297
'000000003549','8280',238.897,0
'000000003549','8840',385.0634,446.49280576
'000000003550','0720',223.5291,233.93358036
'000000003550','1000',80.0639,92.208899874
'000000003550','1640',130.8343,143.62787273
'000000003550','3360',322.27002,349.72104518
'000000003550','5120',246.0386,262.93644642
'000000003550','5680',131.9648,135.9405691
'000000003550','5775',188.917,220.73492589
'000000003550','6480',90.5129,98.714410714
'000000003550','6840',96.7736,107.83822563
'000000003550','7160',92.2085067,104.50354347
'000000003550','7360',150.6233,187.43664218
'000000003550','7400',123.1232,140.70409297
'000000003550','8280',238.897,254.15563443
'000000003550','8840',385.0634,421.33796765
'000000003551','0720',223.5291,269.32090834
'000000003551','1000',80.0639,92.208899874
'000000003551','1120',305.76015,0
'000000003551','1640',130.8343,143.71721909
'000000003551','3360',322.27002,349.72104518
'000000003551','5120',246.0386,0
'000000003551','5680',131.9648,166.43895296
'000000003551','5775',188.917,0
'000000003551','6480',90.5129,98.714410714
'000000003551','6840',96.7736,114.9446524
'000000003551','7160',92.2085067,90.764821403
'000000003551','7360',150.6233,170.32026793
'000000003551','7400',123.1232,140.70409297
'000000003551','8280',238.897,282.63904119
'000000003551','8840',385.0634,398.20689196
'000000003552','0720',223.5291,261.88295272
'000000003552','1000',80.0639,92.208899874
'000000003552','1120',305.76015,0
'000000003552','1640',130.8343,140.71313512
'000000003552','5120',246.0386,256.17670397
'000000003552','5680',131.9648,140.4372978
'000000003552','5775',188.917,0
'000000003552','6480',90.5129,0
'000000003552','6840',96.7736,106.42484329
'000000003552','7160',92.2085067,97.943090174
'000000003552','7360',150.6233,146.21297893
'000000003552','7400',123.1232,140.70409297
'000000003552','8280',238.897,275.52263967
'000000003552','8840',385.0634,411.3168917
'000000003553','0720',223.5291,286.59255992
'000000003553','1000',80.0639,92.208899874
'000000003553','1640',130.8343,143.62787273
'000000003553','3360',322.27002,349.72104518
'000000003553','5120',246.0386,357.27127343
'000000003553','5680',131.9648,142.26020036
'000000003553','5775',188.917,227.36256124
'000000003553','6480',90.5129,96.689445918
'000000003553','6840',96.7736,107.83822563
'000000003553','7160',92.2085067,104.50354347
'000000003553','7360',150.6233,187.43664218
'000000003553','7400',123.1232,140.70409297
'000000003553','8280',238.897,237.41148332
'000000003553','8840',385.0634,405.64673996
'000000003554','0720',223.5291,0
'000000003554','1000',80.0639,92.208899874
'000000003554','1120',305.76015,0
'000000003554','1640',130.8343,143.71721909
'000000003554','5120',246.0386,263.09016687
'000000003554','5680',131.9648,146.1637051
'000000003554','5775',188.917,220.73492589
'000000003554','6480',90.5129,98.714410714
'000000003554','6840',96.7736,114.9446524
'000000003554','7160',92.2085067,90.764821403
'000000003554','7360',150.6233,170.32026793
'000000003554','7400',123.1232,0
'000000003554','8280',238.897,282.63904119
'000000003554','8840',385.0634,486.24237698
'000000003555','0720',223.5291,233.93358036
'000000003555','1000',80.0639,92.208899874
'000000003555','1640',130.8343,140.71313512
'000000003555','3360',322.27002,349.72104518
'000000003555','5120',246.0386,268.23941761
'000000003555','5680',131.9648,142.39846226
'000000003555','5775',188.917,227.36256124
'000000003555','6480',90.5129,98.714410714
'000000003555','6840',96.7736,106.42484329
'000000003555','7160',92.2085067,97.943090174
'000000003555','7360',150.6233,159.57954115
'000000003555','7400',123.1232,140.70409297
'000000003555','8280',238.897,0
'000000003555','8840',385.0634,474.63423476
'000000003556','0720',223.5291,269.32090834
'000000003556','1000',80.0639,0
'000000003556','1640',130.8343,0
'000000003556','5120',246.0386,380.75439885
'000000003556','5680',131.9648,135.9405691
'000000003556','5775',188.917,220.73492589
'000000003556','6480',90.5129,91.243271739
'000000003556','6840',96.7736,107.83822563
'000000003556','7160',92.2085067,107.4000611
'000000003556','7360',150.6233,187.43664218
'000000003556','7400',123.1232,140.70409297
'000000003556','8280',238.897,254.15563443
'000000003556','8840',385.0634,408.22978184
'000000003557','0720',223.5291,261.88295272
'000000003557','1000',80.0639,92.208899874
'000000003557','1640',130.8343,138.50265877
'000000003557','3360',322.27002,349.72104518
'000000003557','5120',246.0386,256.17670397
'000000003557','5680',131.9648,166.43895296
'000000003557','5775',188.917,227.36256124
'000000003557','6480',90.5129,96.689445918
'000000003557','6840',96.7736,114.9446524
'000000003557','7160',92.2085067,103.12588723
'000000003557','7360',150.6233,158.05131011
'000000003557','7400',123.1232,140.70409297
'000000003557','8280',238.897,282.63904119
'000000003557','8840',385.0634,0
'000000003558','0720',223.5291,253.43205925
'000000003558','1000',80.0639,92.208899874
'000000003558','1120',305.76015,362.76689665
'000000003558','1640',130.8343,140.71313512
'000000003558','5120',246.0386,357.27127343
'000000003558','5680',131.9648,140.4372978
'000000003558','5775',188.917,220.73492589
'000000003558','6480',90.5129,98.714410714
'000000003558','6840',96.7736,101.81444933
'000000003558','7160',92.2085067,96.838375052
'000000003558','7360',150.6233,146.21297893
'000000003558','7400',123.1232,140.70409297
'000000003558','8280',238.897,275.52263967
'000000003558','8840',385.0634,421.33796765
'000000003559','0720',223.5291,0
'000000003559','1000',80.0639,0
'000000003559','1120',305.76015,351.10565748
'000000003559','1640',130.8343,143.62787273
'000000003559','3360',322.27002,349.72104518
'000000003559','5120',246.0386,263.09016687
'000000003559','5680',131.9648,151.25741701
'000000003559','5775',188.917,227.36256124
'000000003559','6480',90.5129,105.43882984
'000000003559','6840',96.7736,0
'000000003559','7160',92.2085067,107.4000611
'000000003559','7360',150.6233,155.89114214
'000000003559','7400',123.1232,140.70409297
'000000003559','8280',238.897,265.2003682
'000000003559','8840',385.0634,398.20689196
'000000003560','0720',223.5291,233.93358036
'000000003560','1000',80.0639,92.208899874
'000000003560','1120',305.76015,396.03251304
'000000003560','1640',130.8343,138.50265877
'000000003560','3360',322.27002,349.72104518
'000000003560','5120',246.0386,268.23941761
'000000003560','5680',131.9648,135.50449166
'000000003560','5775',188.917,0
'000000003560','6480',90.5129,107.64703278
'000000003560','6840',96.7736,110.13686263
'000000003560','7160',92.2085067,90.764821403
'000000003560','7360',150.6233,170.32026793
'000000003560','7400',123.1232,140.70409297
'000000003560','8280',238.897,282.63904119
'000000003560','8840',385.0634,411.3168917
'000000003561','0720',223.5291,269.32090834
'000000003561','1000',80.0639,92.208899874
'000000003561','1120',305.76015,369.29479981
'000000003561','1640',130.8343,138.26109227
'000000003561','5120',246.0386,299.88919535
'000000003561','5680',131.9648,139.60141051
'000000003561','5775',188.917,227.36256124
'000000003561','6480',90.5129,105.43882984
'000000003561','6840',96.7736,101.81444933
'000000003561','7160',92.2085067,96.838375052
'000000003561','7360',150.6233,159.57954115
'000000003561','7400',123.1232,140.70409297
'000000003561','8280',238.897,238.98717002
'000000003561','8840',385.0634,405.64673996
'000000003562','0720',223.5291,261.88295272
'000000003562','1000',80.0639,92.208899874
'000000003562','1640',130.8343,143.62787273
'000000003562','3360',322.27002,349.72104518
'000000003562','5120',246.0386,260.46062135
'000000003562','5680',131.9648,138.5311166
'000000003562','5775',188.917,220.73492589
'000000003562','6480',90.5129,0
'000000003562','6840',96.7736,107.83822563
'000000003562','7160',92.2085067,99.762990689
'000000003562','7360',150.6233,0
'000000003562','7400',123.1232,140.70409297
'000000003562','8280',238.897,315.18925777
'000000003562','8840',385.0634,486.24237698
'000000003563','0720',223.5291,253.43205925
'000000003563','1000',80.0639,92.208899874
'000000003563','1120',305.76015,351.10565748
'000000003563','1640',130.8343,138.50265877
'000000003563','5120',246.0386,0
'000000003563','5680',131.9648,166.43895296
'000000003563','5775',188.917,227.36256124
'000000003563','6480',90.5129,0
'000000003563','6840',96.7736,110.13686263
'000000003563','7160',92.2085067,99.435949415
'000000003563','7360',150.6233,170.32026793
'000000003563','7400',123.1232,140.70409297
'000000003563','8280',238.897,282.63904119
'000000003563','8840',385.0634,439.90495976
'000000003564','0720',223.5291,0
'000000003564','1000',80.0639,84.968757788
'000000003564','1120',305.76015,396.03251304
'000000003564','1640',130.8343,138.26109227
'000000003564','3360',322.27002,328.93376325
'000000003564','5120',246.0386,263.09016687
'000000003564','5680',131.9648,140.4372978
'000000003564','5775',188.917,220.73492589
'000000003564','6480',90.5129,96.689445918
'000000003564','6840',96.7736,101.81444933
'000000003564','7160',92.2085067,96.838375052
'000000003564','7360',150.6233,0
'000000003564','7400',123.1232,140.70409297
'000000003564','8280',238.897,275.52263967
'000000003564','8840',385.0634,408.22978184
'000000003565','0720',223.5291,233.93358036
'000000003565','1000',80.0639,92.208899874
'000000003565','1120',305.76015,0
'000000003565','1640',130.8343,143.62787273
'000000003565','5120',246.0386,0
'000000003565','5680',131.9648,151.25741701
'000000003565','5775',188.917,227.36256124
'000000003565','6480',90.5129,98.714410714
'000000003565','6840',96.7736,103.8544895
'000000003565','7160',92.2085067,107.4000611
'000000003565','7360',150.6233,187.43664218
'000000003565','7400',123.1232,140.70409297
'000000003565','8280',238.897,265.2003682
'000000003565','8840',385.0634,402.96808729
'000000003566','0720',223.5291,232.28623407
'000000003566','1000',80.0639,92.208899874
'000000003566','1120',305.76015,362.76689665
'000000003566','1640',130.8343,138.50265877
'000000003566','3360',322.27002,349.72104518
'000000003566','5120',246.0386,406.243757
'000000003566','5680',131.9648,0
'000000003566','5775',188.917,220.73492589
'000000003566','6480',90.5129,98.796151007
'000000003566','6840',96.7736,0
'000000003566','7160',92.2085067,99.435949415
'000000003566','7360',150.6233,170.32026793
'000000003566','7400',123.1232,138.51541861
'000000003566','8280',238.897,282.63904119
'000000003566','8840',385.0634,420.16298392
'000000003567','0720',223.5291,261.88295272
'000000003567','1000',80.0639,93.570019647
'000000003567','1640',130.8343,138.26109227
'000000003567','5120',246.0386,260.46062135
'000000003567','5680',131.9648,135.47005424
'000000003567','5775',188.917,227.36256124
'000000003567','6480',90.5129,98.796151007
'000000003567','6840',96.7736,101.81444933
'000000003567','7160',92.2085067,96.838375052
'000000003567','7360',150.6233,159.57954115
'000000003567','7400',123.1232,138.51541861
'000000003567','8280',238.897,275.52263967
'000000003567','8840',385.0634,398.20689196
'000000003568','0720',223.5291,262.95097347
'000000003568','1000',80.0639,93.570019647
'000000003568','1120',305.76015,338.26838689
'000000003568','1640',130.8343,143.62787273
'000000003568','3360',322.27002,349.72104518
'000000003568','5120',246.0386,0
'000000003568','5680',131.9648,138.5311166
'000000003568','5775',188.917,220.73492589
'000000003568','6480',90.5129,100.86523648
'000000003568','6840',96.7736,103.8544895
'000000003568','7360',150.6233,187.43664218
'000000003568','7400',123.1232,138.51541861
'000000003568','8280',238.897,344.00459128
'000000003568','8840',385.0634,419.57143468
'000000003569','0720',223.5291,0
'000000003569','1000',80.0639,93.570019647
'000000003569','1640',130.8343,138.50265877
'000000003569','3360',322.27002,349.72104518
'000000003569','5120',246.0386,263.09016687
'000000003569','5680',131.9648,0
'000000003569','5775',188.917,227.36256124
'000000003569','6480',90.5129,100.86523648
'000000003569','6840',96.7736,110.13686263
'000000003569','7360',150.6233,170.32026793
'000000003569','7400',123.1232,138.51541861
'000000003569','8280',238.897,252.22476005
'000000003569','8840',385.0634,473.95229867
'000000003570','0720',223.5291,0
'000000003570','1000',80.0639,93.570019647
'000000003570','1640',130.8343,231.96361834
'000000003570','5120',246.0386,268.23941761
'000000003570','5680',131.9648,133.21180784
'000000003570','5775',188.917,220.73492589
'000000003570','6480',90.5129,100.86523648
'000000003570','6840',96.7736,101.81444933
'000000003570','7160',92.2085067,96.838375052
'000000003570','7360',150.6233,159.02170397
'000000003570','7400',123.1232,138.51541861
'000000003570','8280',238.897,275.52263967
'000000003570','8840',385.0634,429.09157171
'000000003571','0720',223.5291,269.32090834
'000000003571','1000',80.0639,93.570019647
'000000003571','1120',305.76015,351.10565748
'000000003571','1640',130.8343,143.62787273
'000000003571','3360',322.27002,349.72104518
'000000003571','5120',246.0386,259.03009796
'000000003571','5680',131.9648,0
'000000003571','5775',188.917,227.36256124
'000000003571','6480',90.5129,98.796151007
'000000003571','6840',96.7736,103.8544895
'000000003571','7160',92.2085067,107.4000611
'000000003571','7360',150.6233,187.43664218
'000000003571','7400',123.1232,0
'000000003571','8280',238.897,265.2003682
'000000003571','8840',385.0634,367.44245673
'000000003572','0720',223.5291,261.88295272
'000000003572','1000',80.0639,93.570019647
'000000003572','1640',130.8343,0
'000000003572','5120',246.0386,260.46062135
'000000003572','5680',131.9648,135.50449166
'000000003572','5775',188.917,220.73492589
'000000003572','6480',90.5129,96.428487257
'000000003572','6840',96.7736,110.13686263
'000000003572','7160',92.2085067,99.435949415
'000000003572','7360',150.6233,170.32026793
'000000003572','7400',123.1232,138.51541861
'000000003572','8280',238.897,252.22476005
'000000003572','8840',385.0634,408.22978184
'000000003573','0720',223.5291,262.95097347
'000000003573','1000',80.0639,93.570019647
'000000003573','1120',305.76015,375.50356007
'000000003573','1640',130.8343,141.94831929
'000000003573','3360',322.27002,349.72104518
'000000003573','5120',246.0386,0
'000000003573','5680',131.9648,139.60141051
'000000003573','5775',188.917,227.36256124
'000000003573','6480',90.5129,100.86523648
'000000003573','6840',96.7736,101.81444933
'000000003573','7160',92.2085067,96.838375052
'000000003573','7360',150.6233,0
'000000003573','7400',123.1232,138.51541861
'000000003573','8280',238.897,275.52263967
'000000003573','8840',385.0634,446.49280576
'000000003574','0720',223.5291,274.23361401
'000000003574','1000',80.0639,93.570019647
'000000003574','1120',305.76015,362.76689665
'000000003574','1640',130.8343,143.62787273
'000000003574','5120',246.0386,263.09016687
'000000003574','5680',131.9648,145.78836264
'000000003574','5775',188.917,220.73492589
'000000003574','6480',90.5129,100.86523648
'000000003574','6840',96.7736,103.8544895
'000000003574','7160',92.2085067,98.754820869
'000000003574','7360',150.6233,187.43664218
'000000003574','7400',123.1232,138.51541861
'000000003574','8280',238.897,265.2003682
'000000003574','8840',385.0634,420.16298392
'000000003575','0720',223.5291,233.93358036
'000000003575','1000',80.0639,93.570019647
'000000003575','1640',130.8343,0
'000000003575','3360',322.27002,349.72104518
'000000003575','5120',246.0386,268.23941761
'000000003575','5680',131.9648,166.43895296
'000000003575','5775',188.917,227.36256124
'000000003575','6480',90.5129,100.86523648
'000000003575','6840',96.7736,110.13686263
'000000003575','7160',92.2085067,99.435949415
'000000003575','7360',150.6233,170.32026793
'000000003575','7400',123.1232,138.51541861
'000000003575','8280',238.897,252.22476005
'000000003575','8840',385.0634,403.12025838
'000000003576','0720',223.5291,269.32090834
'000000003576','1000',80.0639,93.570019647
'000000003576','1640',130.8343,141.94831929
'000000003576','5120',246.0386,305.88376719
'000000003576','5680',131.9648,140.4372978
'000000003576','5775',188.917,220.73492589
'000000003576','6480',90.5129,100.86523648
'000000003576','6840',96.7736,101.81444933
'000000003576','7160',92.2085067,96.838375052
'000000003576','7360',150.6233,147.09900801
'000000003576','7400',123.1232,138.51541861
'000000003576','8280',238.897,275.52263967
'000000003576','8840',385.0634,419.57143468
'000000003577','0720',223.5291,261.88295272
'000000003577','1000',80.0639,93.570019647
'000000003577','1640',130.8343,143.62787273
'000000003577','3360',322.27002,349.72104518
'000000003577','5120',246.0386,260.46062135
'000000003577','5680',131.9648,151.25741701
'000000003577','5775',188.917,227.36256124
'000000003577','6480',90.5129,100.86523648
'000000003577','6840',96.7736,103.8544895
'000000003577','7160',92.2085067,91.158296186
'000000003577','7360',150.6233,187.43664218
'000000003577','7400',123.1232,138.51541861
'000000003577','8280',238.897,344.00459128
'000000003577','8840',385.0634,473.95229867
'000000003578','0720',223.5291,262.16991555
'000000003578','1000',80.0639,93.570019647
'000000003578','1640',130.8343,138.50265877
'000000003578','3360',322.27002,0
'000000003578','5120',246.0386,0
'000000003578','5680',131.9648,146.1637051
'000000003578','5775',188.917,0
'000000003578','6480',90.5129,100.86523648
'000000003578','6840',96.7736,111.50494749
'000000003578','7160',92.2085067,93.51756643
'000000003578','7360',150.6233,170.32026793
'000000003578','7400',123.1232,138.51541861
'000000003578','8280',238.897,252.22476005
'000000003578','8840',385.0634,0
'000000003579','0720',223.5291,274.23361401
'000000003579','1000',80.0639,93.570019647
'000000003579','1120',305.76015,0
'000000003579','1640',130.8343,131.75490448
'000000003579','5120',246.0386,263.09016687
'000000003579','5680',131.9648,139.60141051
'000000003579','5775',188.917,227.36256124
'000000003579','6480',90.5129,100.86523648
'000000003579','6840',96.7736,101.81444933
'000000003579','7160',92.2085067,96.838375052
'000000003579','7360',150.6233,159.02170397
'000000003579','7400',123.1232,138.51541861
'000000003579','8280',238.897,0
'000000003579','8840',385.0634,474.63423476
'000000003580','0720',223.5291,233.93358036
'000000003580','1000',80.0639,93.570019647
'000000003580','1120',305.76015,338.26838689
'000000003580','1640',130.8343,0
'000000003580','3360',322.27002,349.72104518
'000000003580','5120',246.0386,268.23941761
'000000003580','5680',131.9648,151.46513073
'000000003580','5775',188.917,220.73492589
'000000003580','6480',90.5129,100.86523648
'000000003580','6840',96.7736,103.8544895
'000000003580','7160',92.2085067,91.158296186
'000000003580','7360',150.6233,187.43664218
'000000003580','7400',123.1232,138.51541861
'000000003580','8280',238.897,265.2003682
'000000003580','8840',385.0634,399.20291993
'000000003581','0720',223.5291,269.32090834
'000000003581','1000',80.0639,93.570019647
'000000003581','1120',305.76015,355.00309813
'000000003581','1640',130.8343,138.50265877
'000000003581','5120',246.0386,305.88376719
'000000003581','5680',131.9648,166.43895296
'000000003581','5775',188.917,227.36256124
'000000003581','6480',90.5129,89.259064705
'000000003581','6840',96.7736,111.50494749
'000000003581','7160',92.2085067,93.51756643
'000000003581','7360',150.6233,170.32026793
'000000003581','7400',123.1232,138.51541861
'000000003581','8280',238.897,252.22476005
'000000003581','8840',385.0634,446.49280576
'000000003582','0720',223.5291,261.88295272
'000000003582','1000',80.0639,0
'000000003582','1120',305.76015,362.76689665
'000000003582','1640',130.8343,135.55861178
'000000003582','3360',322.27002,349.72104518
'000000003582','5120',246.0386,260.46062135
'000000003582','5680',131.9648,133.21180784
'000000003582','5775',188.917,220.73492589
'000000003582','6480',90.5129,96.830146086
'000000003582','6840',96.7736,101.81444933
'000000003582','7160',92.2085067,96.838375052
'000000003582','7360',150.6233,159.02170397
'000000003582','7400',123.1232,138.51541861
'000000003582','8280',238.897,282.63904119
'000000003582','8840',385.0634,366.85198166
'000000003583','0720',223.5291,205.99705267
'000000003583','1000',80.0639,93.570019647
'000000003583','1120',305.76015,351.10565748
'000000003583','1640',130.8343,143.62787273
'000000003583','5120',246.0386,357.27127343
'000000003583','5680',131.9648,144.67636332
'000000003583','5775',188.917,0
'000000003583','6480',90.5129,96.830146086
'000000003583','6840',96.7736,98.939064863
'000000003583','7160',92.2085067,175.60402191
'000000003583','7360',150.6233,159.05803551
'000000003583','7400',123.1232,138.51541861
'000000003583','8280',238.897,265.2003682
'000000003583','8840',385.0634,403.12025838
'000000003584','0720',223.5291,274.23361401
'000000003584','1000',80.0639,96.028404897
'000000003584','1120',305.76015,338.26838689
'000000003584','1640',130.8343,138.50265877
'000000003584','3360',322.27002,349.72104518
'000000003584','5120',246.0386,263.09016687
'000000003584','5680',131.9648,146.1637051
'000000003584','5775',188.917,220.73492589
'000000003584','6480',90.5129,96.830146086
'000000003584','6840',96.7736,111.50494749
'000000003584','7160',92.2085067,90.053952859
'000000003584','7360',150.6233,170.32026793
'000000003584','7400',123.1232,138.51541861
'000000003584','8280',238.897,252.22476005
'000000003584','8840',385.0634,0
'000000003585','0720',223.5291,233.93358036
'000000003585','1000',80.0639,96.028404897
'000000003585','1120',305.76015,355.00309813
'000000003585','1640',130.8343,0
'000000003585','5120',246.0386,268.23941761
'000000003585','5680',131.9648,139.60141051
'000000003585','5775',188.917,227.36256124
'000000003585','6480',90.5129,89.259064705
'000000003585','6840',96.7736,96.966142215
'000000003585','7360',150.6233,159.02170397
'000000003585','7400',123.1232,138.51541861
'000000003585','8280',238.897,282.63904119
'000000003585','8840',385.0634,0
'000000003586','0720',223.5291,214.55912942
'000000003586','1000',80.0639,96.028404897
'000000003586','1120',305.76015,362.76689665
'000000003586','1640',130.8343,143.62787273
'000000003586','3360',322.27002,349.72104518
'000000003586','5120',246.0386,388.36540863
'000000003586','5680',131.9648,151.46513073
'000000003586','5775',188.917,220.73492589
'000000003586','6480',90.5129,98.858057563
'000000003586','6840',96.7736,106.54976216
'000000003586','7160',92.2085067,0
'000000003586','7360',150.6233,159.05803551
'000000003586','7400',123.1232,138.51541861
'000000003586','8280',238.897,0
'000000003586','8840',385.0634,412.42060364
'000000003587','0720',223.5291,261.88295272
'000000003587','1000',80.0639,96.028404897
'000000003587','1640',130.8343,136.0891353
'000000003587','3360',322.27002,349.72104518
'000000003587','5120',246.0386,260.46062135
'000000003587','5680',131.9648,166.43895296
'000000003587','5775',188.917,227.36256124
'000000003587','6480',90.5129,98.858057563
'000000003587','6840',96.7736,111.50494749
'000000003587','7160',92.2085067,93.51756643
'000000003587','7360',150.6233,170.32026793
'000000003587','7400',123.1232,138.51541861
'000000003587','8280',238.897,252.22476005
'000000003587','8840',385.0634,466.79285295
'000000003588','0720',223.5291,205.99705267
'000000003588','1000',80.0639,96.028404897
'000000003588','1640',130.8343,135.55861178
'000000003588','5120',246.0386,357.27127343
'000000003588','5680',131.9648,140.4372978
'000000003588','5775',188.917,220.73492589
'000000003588','6480',90.5129,98.858057563
'000000003588','6840',96.7736,101.81444933
'000000003588','7160',92.2085067,96.838375052
'000000003588','7360',150.6233,0
'000000003588','7400',123.1232,138.51541861
'000000003588','8280',238.897,282.63904119
'000000003588','8840',385.0634,399.20291993
'000000003589','0720',223.5291,274.23361401
'000000003589','1000',80.0639,96.028404897
'000000003589','1120',305.76015,355.00309813
'000000003589','1640',130.8343,143.62787273
'000000003589','3360',322.27002,328.93376325
'000000003589','5120',246.0386,263.09016687
'000000003589','5680',131.9648,144.67636332
'000000003589','5775',188.917,227.36256124
'000000003589','6480',90.5129,0
'000000003589','6840',96.7736,106.54976216
'000000003589','7160',92.2085067,107.4000611
'000000003589','7360',150.6233,168.70094356
'000000003589','7400',123.1232,138.51541861
'000000003589','8280',238.897,265.2003682
'000000003589','8840',385.0634,446.49280576
'000000003590','0720',223.5291,233.93358036
'000000003590','1000',80.0639,96.028404897
'000000003590','1120',305.76015,362.76689665
'000000003590','1640',130.8343,123.48177833
'000000003590','5120',246.0386,0
'000000003590','5680',131.9648,146.1637051
'000000003590','5775',188.917,220.73492589
'000000003590','6480',90.5129,0
'000000003590','6840',96.7736,147.62701065
'000000003590','7160',92.2085067,93.681067565
'000000003590','7360',150.6233,170.32026793
'000000003590','7400',123.1232,138.51541861
'000000003590','8280',238.897,252.22476005
'000000003590','8840',385.0634,417.25340153
'000000003591','0720',223.5291,213.78454772
'000000003591','1000',80.0639,96.028404897
'000000003591','1120',305.76015,351.10565748
'000000003591','1640',130.8343,131.75490448
'000000003591','3360',322.27002,349.72104518
'000000003591','5120',246.0386,269.12238494
'000000003591','5680',131.9648,139.60141051
'000000003591','5775',188.917,201.32367372
'000000003591','6480',90.5129,0
'000000003591','6840',96.7736,101.81444933
'000000003591','7160',92.2085067,96.838375052
'000000003591','7360',150.6233,159.02170397
'000000003591','7400',123.1232,138.51541861
'000000003591','8280',238.897,0
'000000003591','8840',385.0634,403.12025838
'000000003592','0720',223.5291,261.88295272
'000000003592','1000',80.0639,96.028404897
'000000003592','1640',130.8343,143.62787273
'000000003592','5120',246.0386,260.46062135
'000000003592','5680',131.9648,136.04550983
'000000003592','5775',188.917,220.73492589
'000000003592','6480',90.5129,98.858057563
'000000003592','6840',96.7736,118.70996714
'000000003592','7160',92.2085067,107.4000611
'000000003592','7360',150.6233,168.70094356
'000000003592','7400',123.1232,138.51541861
'000000003592','8280',238.897,265.2003682
'000000003592','8840',385.0634,383.81500934
'000000003593','0720',223.5291,299.27283247
'000000003593','1000',80.0639,96.028404897
'000000003593','1640',130.8343,136.0891353
'000000003593','3360',322.27002,349.72104518
'000000003593','5120',246.0386,357.27127343
'000000003593','5680',131.9648,166.43895296
'000000003593','5775',188.917,0
'000000003593','6480',90.5129,98.858057563
'000000003593','6840',96.7736,103.78220487
'000000003593','7160',92.2085067,93.681067565
'000000003593','7360',150.6233,170.32026793
'000000003593','7400',123.1232,138.51541861
'000000003593','8280',238.897,252.22476005
'000000003593','8840',385.0634,473.95229867
'000000003594','0720',223.5291,274.23361401
'000000003594','1000',80.0639,0
'000000003594','1640',130.8343,134.07461241
'000000003594','5120',246.0386,263.09016687
'000000003594','5680',131.9648,140.4372978
'000000003594','5775',188.917,220.73492589
'000000003594','6480',90.5129,98.858057563
