CONTROL,SMSA,RMOV,XUNIT,XTEN,XCOND,XCOOP,XPER,XHEAD,XREL,XCOST,XINUS,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000000254','8840',1,'1','1','3','-6',6,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000255','1640',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000255','5680',1,'1','1','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000255','5680',2,'2','2','3','-6',1,'1','-6','3','-9','2','-9','-9','-9','-9','1'
'000000000255','5775',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000255','6480',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000255','7360',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000255','7400',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000255','8280',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000255','8840',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000000256','1000',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000256','5120',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000256','6480',1,'2','2','2','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000256','7160',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000256','7400',1,'2','1','2','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000257','0720',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000000257','3360',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000257','5680',1,'1','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000257','5775',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000257','5775',2,'1','1','3','-6',3,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000000257','6480',1,'1','1','3','-6',-7,'2','1','1','-9','1','-9','-9','-9','1','-9'
'000000000257','7400',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000258','1000',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000258','5680',1,'1','3','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000258','6480',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000258','7360',1,'1','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000258','7400',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000258','8280',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000259','5120',1,'1','1','3','-6',-7,'1','-6','1','-9','1','-9','-9','-9','1','-9'
'000000000259','5680',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000000259','5775',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000259','6480',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000259','6480',2,'2','2','2','-6',1,'1','-6','1','-9','2','-9','-9','-9','-9','1'
'000000000260','0720',1,'2','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000260','1640',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000260','5680',1,'3','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000260','6480',1,'1','1','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000260','7400',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000260','8840',1,'1','1','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000260','8840',2,'1','1','3','-6',6,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000000261','0720',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000261','1000',1,'2','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000261','3360',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000261','5120',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000261','6480',1,'1','1','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000261','6840',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000000261','7400',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000261','8280',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000261','8840',1,'2','2','2','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000262','6840',1,'1','1','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000262','8280',1,'1','1','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000262','8840',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000263','1000',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000263','5775',1,'1','1','4','-6',6,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000263','6480',1,'2','2','3','-6',-7,'1','-6','1','-9','1','-9','-9','-9','1','-9'
'000000000263','7360',1,'2','2','4','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000263','8840',1,'2','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000264','1640',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000264','5680',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000264','5775',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000264','5775',2,'1','2','3','-6',3,'1','-6','3','-9','2','-9','-9','-9','-9','-9'
'000000000264','6480',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000264','8280',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000264','8840',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000265','1000',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000265','1640',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000265','7160',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000265','8840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000266','3360',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000000266','5120',1,'3','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000266','5775',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000266','6480',1,'2','2','3','-6',-7,'-9','-6','2','-9','1','-9','-9','-9','1','-9'
'000000000266','6840',1,'1','3','3','-6',3,'1','-6','4','-9','1','-9','1','-9','-9','-9'
'000000000266','7160',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000266','7400',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000267','1000',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000267','3360',1,'1','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000267','5120',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000267','5680',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000267','7360',1,'1','1','3','-6',12,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000000267','8280',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000268','1640',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000268','5120',1,'1','1','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000000268','6480',1,'1','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000268','7360',1,'2','2','2','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000268','7400',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000268','8280',1,'2','2','4','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000000269','3360',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000269','5120',1,'1','1','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000269','5680',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000269','5775',1,'-8','2','-8','-6',-7,'-9','-6','4','-9','1','-9','1','-9','1','-9'
'000000000269','6480',1,'1','3','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000269','7360',1,'1','3','3','-6',6,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000269','7400',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000269','8280',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000270','1640',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000270','6480',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000270','7360',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000270','7400',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000271','0720',1,'1','1','4','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000271','5680',1,'1','3','3','-6',6,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000271','6480',1,'2','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000271','7360',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000271','7400',1,'1','1','3','-6',10,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000271','8840',1,'1','1','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000272','1000',1,'1','1','3','-6',4,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000272','1640',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000272','5120',1,'2','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000272','5680',1,'1','2','3','-6',6,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000272','6480',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000272','8840',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000273','1000',1,'1','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000000273','5680',1,'-7','2','4','-6',-7,'-7','-6','4','-9','1','-9','1','-9','-9','-9'
'000000000273','5775',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000273','6480',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000273','8840',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000274','5680',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000000274','6840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000275','1000',1,'1','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000275','1640',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000275','3360',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000275','5775',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000275','6480',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000275','7360',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000276','5120',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000276','5775',-9,'-9','3','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000276','7360',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000276','7400',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000276','8280',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000276','8840',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000277','1000',1,'2','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000277','3360',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000277','5120',-9,'-9','3','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000277','5680',1,'-8','2','-8','-6',-8,'-8','-6','4','-9','1','-9','1','-9','-9','-9'
'000000000277','5775',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000277','6480',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000277','7160',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000277','7360',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000277','7360',2,'2','2','3','-6',3,'1','-6','4','-9','2','-9','-9','-9','-9','-9'
'000000000278','0720',1,'1','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000278','6480',1,'2','2','3','-6',-7,'1','-6','1','-9','1','-9','-9','-9','1','-9'
'000000000279','1120',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000279','5120',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000279','5680',1,'1','1','3','-6',3,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000279','5680',2,'1','1','3','-6',3,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000000279','5775',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000279','6480',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000279','7360',1,'1','2','3','-6',3,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000000279','7360',2,'1','2','3','-6',-7,'2','2','2','-9','2','-9','-9','-9','-9','-9'
'000000000279','8280',1,'1','1','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000280','0720',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000280','5775',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000280','5775',2,'2','2','3','-6',1,'1','-6','3','-9','2','-9','-9','-9','-9','1'
'000000000280','6480',1,'1','2','2','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000280','6840',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000280','8280',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000280','8840',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000281','1000',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000281','5120',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000281','5680',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000281','6480',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000281','7400',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000282','1000',1,'3','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000282','7160',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000282','7360',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000282','7400',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000282','8280',1,'1','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000282','8840',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000283','1120',1,'1','1','3','-6',3,'2','1','4','-9','1','-9','-9','-9','-9','-9'
'000000000283','5120',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000283','5680',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000283','5775',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000283','6480',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000283','6840',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000283','7160',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000283','7360',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000284','5775',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000284','6480',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000284','7360',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000285','1000',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000285','3360',1,'1','2','3','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000285','5120',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000285','5775',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000285','7160',1,'1','1','3','-6',7,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000286','5680',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000286','7160',1,'1','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000286','7360',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000000286','8280',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000287','0720',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000287','6480',1,'1','1','3','-6',5,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000288','8280',1,'2','2','4','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000289','0720',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000289','0720',2,'1','1','3','-6',1,'1','-6','1','-9','2','-9','-9','-9','-9','1'
'000000000289','3360',1,'1','1','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000289','5680',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000289','5775',1,'1','1','3','-6',4,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000289','6480',1,'2','2','2','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000290','1000',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000290','1640',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000290','5120',1,'2','2','4','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000290','5775',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000290','6480',1,'1','1','2','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000290','7400',1,'2','2','4','-6',2,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000000290','8840',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000291','0720',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000291','1000',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000291','5775',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000291','7360',1,'1','2','3','-6',3,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000291','7360',2,'-6','-6','-6','-6',-6,'-6','-6','-6','1','2','-9','-9','-9','1','-9'
'000000000291','7400',1,'2','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000291','8280',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000292','0720',1,'1','2','3','-6',3,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000292','1000',1,'2','2','3','-6',3,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000292','5775',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000292','6840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000292','7160',1,'1','1','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000292','7400',1,'1','1','3','-6',7,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000292','7400',2,'1','1','3','-6',7,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000000293','5680',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000293','6480',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000293','6840',1,'1','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000293','7360',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000293','7400',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000294','5120',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000294','5775',1,'1','1','3','-6',4,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000000294','7360',1,'2','2','2','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000294','7400',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000294','8280',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000294','8840',1,'1','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000294','8840',2,'1','2','3','-6',1,'1','-6','1','-9','2','-9','-9','-9','-9','1'
'000000000295','0720',1,'1','1','4','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000295','1120',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000295','1640',1,'1','2','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000295','6480',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
