CONTROL,SMSA,OWNHERE,JWNHER
'000000001141','0520','2','-9'
'000000001141','3280','1','-9'
'000000001141','3480','-6','-9'
'000000001141','4920','-6','-9'
'000000001141','5880','-6','-9'
'000000001142','0520','2','-9'
'000000001142','3280','2','-9'
'000000001142','3480','-6','-9'
'000000001142','5560','-6','-9'
'000000001142','5880','-6','-9'
'000000001142','6280','2','-9'
'000000001143','1680','-6','-9'
'000000001143','3280','2','-9'
'000000001144','3480','-6','-9'
'000000001144','6280','-6','-9'
'000000001144','7600','-6','-9'
'000000001145','5880','-6','-9'
'000000001146','2080','-6','-9'
'000000001146','3280','2','-9'
'000000001146','7240','-6','-9'
'000000001147','2080','-6','-9'
'000000001147','5880','-6','-9'
'000000001148','3280','2','-9'
'000000001148','5560','-6','-9'
'000000001149','3280','2','-9'
'000000001149','4920','-6','-9'
'000000001149','7600','2','-9'
'000000001150','1680','-6','-9'
'000000001150','3280','2','-9'
'000000001150','5880','-6','-9'
'000000001151','0520','-6','-9'
'000000001151','3480','2','-9'
'000000001151','7240','1','-9'
'000000001151','7600','-6','-9'
'000000001152','0520','2','-9'
'000000001152','3280','2','-9'
'000000001152','5560','-6','-9'
'000000001153','3280','1','-9'
'000000001153','4920','-6','-9'
'000000001153','7240','2','-9'
'000000001154','3280','2','-9'
'000000001154','7240','-6','-9'
'000000001155','2080','2','-9'
'000000001155','3280','2','-9'
'000000001155','5560','2','2'
'000000001155','5880','2','-9'
'000000001156','3480','2','2'
'000000001157','3480','-6','-9'
'000000001157','4920','-6','-9'
'000000001157','5560','1','-9'
'000000001157','5880','2','-9'
'000000001157','7240','2','-9'
'000000001158','0520','2','-9'
'000000001158','2080','1','-9'
'000000001158','3280','2','-9'
'000000001158','5880','2','-9'
'000000001159','1680','-6','-9'
'000000001159','3280','2','-9'
'000000001159','4920','-6','-9'
'000000001159','5880','1','-9'
'000000001159','7240','-6','-9'
'000000001159','7040','-6','-9'
'000000001159','6920','2','-9'
'000000001160','1680','-6','-9'
'000000001160','3280','2','-9'
'000000001160','3480','-6','-9'
'000000001161','2080','-6','-9'
'000000001161','3280','2','-9'
'000000001161','3480','-6','-9'
'000000001161','4920','-6','-9'
'000000001161','5560','2','-9'
'000000001161','7240','-6','-9'
'000000001162','4920','-6','-9'
'000000001162','5560','-6','-9'
'000000001162','7240','-6','-9'
'000000001163','3280','2','-9'
'000000001163','6280','-6','-9'
'000000001164','3280','2','-9'
'000000001164','7240','2','-9'
'000000001165','1680','-6','-9'
'000000001165','3280','2','-9'
'000000001165','3480','2','-9'
'000000001165','7240','-6','-9'
'000000001166','5880','1','2'
'000000001166','6280','-6','-9'
'000000001166','7240','2','-9'
'000000001167','3280','-6','-9'
'000000001167','4920','-6','-9'
'000000001168','0520','-6','-9'
'000000001168','3280','2','-9'
'000000001168','3480','2','-9'
'000000001168','4920','-6','-9'
'000000001168','5880','-6','-9'
'000000001169','0520','-6','-9'
'000000001169','3280','2','-9'
'000000001169','3480','-6','-9'
'000000001169','4920','-6','-9'
'000000001170','3280','2','-9'
'000000001170','4920','-6','-9'
'000000001170','5560','-6','-9'
'000000001171','4920','-6','-9'
'000000001171','5560','2','-9'
'000000001172','0520','-6','-9'
'000000001172','1680','-6','-9'
'000000001172','4920','2','-9'
'000000001172','5880','-6','-9'
'000000001172','7600','-6','-9'
'000000001173','5880','-6','-9'
'000000001173','7040','-6','-9'
'000000001174','5880','1','-9'
'000000001174','6280','2','-9'
'000000001174','7240','1','-9'
'000000001174','7040','-6','-9'
'000000001175','0520','2','-9'
'000000001175','3480','2','-9'
'000000001176','3280','2','-9'
'000000001176','5560','2','-9'
'000000001176','5880','1','-9'
'000000001177','1680','1','-9'
'000000001177','5560','-6','-9'
'000000001177','5880','2','-9'
'000000001177','7040','-6','-9'
'000000001178','2080','-6','-9'
'000000001178','5880','1','-9'
'000000001178','6280','-6','-9'
'000000001179','0520','-6','-9'
'000000001179','2080','-6','-9'
'000000001179','3480','-6','-9'
'000000001179','5880','1','-9'
'000000001181','0520','-6','-9'
'000000001181','1680','-6','-9'
'000000001181','5880','-6','-9'
'000000001181','6920','-6','-9'
'000000001182','3280','2','-9'
'000000001182','7040','1','-9'
'000000001183','3280','2','-9'
'000000001183','7240','2','-9'
'000000001184','0520','-6','-9'
'000000001184','2080','1','-9'
'000000001184','5880','-6','-9'
'000000001184','7240','-6','-9'
'000000001185','0520','-6','-9'
'000000001185','3280','2','-9'
'000000001185','6280','2','-9'
'000000001186','1680','-6','-9'
'000000001186','3280','2','-9'
'000000001186','4920','1','-9'
'000000001187','3280','2','-9'
'000000001187','3480','2','-9'
'000000001189','3280','2','-9'
'000000001189','7240','2','-9'
'000000001190','3280','2','-9'
'000000001190','4920','-6','-9'
'000000001191','1680','-6','-9'
'000000001191','3280','2','-9'
'000000001191','6920','1','-9'
'000000001192','0520','-6','-9'
'000000001192','1680','2','-9'
'000000001192','3280','1','-9'
'000000001192','4920','-6','-9'
'000000001192','5560','-6','-9'
'000000001192','6920','1','-9'
'000000001193','1680','1','-9'
'000000001193','5880','2','-9'
'000000001194','1680','-6','-9'
'000000001194','3280','2','-9'
'000000001194','3480','-6','-9'
'000000001194','4920','1','-9'
'000000001194','5880','2','-9'
'000000001194','6920','2','-9'
'000000001195','0520','-6','-9'
'000000001195','4920','1','-9'
'000000001195','5880','2','-9'
'000000001196','0520','-6','-9'
'000000001196','2080','2','-9'
'000000001196','3280','2','-9'
'000000001196','4920','2','-9'
'000000001196','6920','2','2'
'000000001197','1680','-6','-9'
'000000001197','3280','1','-9'
'000000001197','4920','2','2'
'000000001197','5880','-6','-9'
'000000001197','7240','-6','-9'
'000000001198','1680','-6','-9'
'000000001198','7240','-6','-9'
'000000001199','3280','2','-9'
'000000001199','4920','-6','-9'
'000000001199','6920','-6','-9'
'000000001200','1680','-6','-9'
'000000001200','2080','2','-9'
'000000001200','3280','2','-9'
'000000001201','0520','-6','-9'
'000000001201','3280','2','-9'
'000000001201','7240','2','-9'
'000000001202','3280','2','-9'
'000000001203','0520','2','-9'
'000000001203','1680','2','-9'
'000000001203','5560','1','-9'
'000000001204','1680','-6','-9'
'000000001204','4920','2','-9'
'000000001204','5880','-6','-9'
'000000001205','4920','-6','-9'
'000000001206','3280','2','-9'
'000000001206','3480','-6','-9'
'000000001206','4920','-6','-9'
'000000001206','5880','-6','-9'
'000000001206','6280','2','-9'
'000000001207','1680','-6','-9'
'000000001207','3280','2','-9'
'000000001207','4920','1','-9'
'000000001207','7240','2','-9'
'000000001207','7600','-6','-9'
'000000001208','3280','-6','-9'
'000000001208','5880','-6','-9'
'000000001208','7240','-6','-9'
'000000001208','7600','-6','-9'
'000000001209','3280','2','-9'
'000000001209','7600','-6','-9'
'000000001210','3280','2','-9'
'000000001210','3480','-6','-9'
'000000001210','4920','2','-9'
'000000001211','1680','2','-9'
'000000001211','3280','2','-9'
'000000001212','4920','2','-9'
'000000001212','5880','-6','-9'
'000000001213','0520','2','-9'
'000000001213','1680','-6','-9'
'000000001213','3280','2','-9'
'000000001213','4920','2','-9'
'000000001213','6920','-6','-9'
'000000001214','2080','-6','-9'
'000000001214','4920','2','-9'
'000000001214','7040','-6','-9'
'000000001215','3280','-6','-9'
'000000001215','7240','-6','-9'
'000000001217','0520','2','-9'
'000000001217','1680','-6','-9'
'000000001217','3280','2','-9'
'000000001217','6280','-6','-9'
'000000001217','7240','-6','-9'
'000000001217','7600','2','-9'
'000000001218','5880','-6','-9'
'000000001218','7600','1','-9'
'000000001219','7240','-6','-9'
'000000001220','5880','-6','-9'
'000000001221','4920','-6','-9'
'000000001221','5880','-6','-9'
'000000001222','1680','-6','-9'
'000000001222','3280','2','-9'
'000000001222','6920','-6','-9'
'000000001223','4920','-6','-9'
'000000001224','4920','2','-9'
'000000001224','6920','-6','-9'
'000000001225','0520','-6','-9'
'000000001225','4920','-6','-9'
'000000001226','1680','-6','-9'
'000000001226','3280','2','-9'
'000000001226','4920','-6','-9'
'000000001226','5560','-6','-9'
'000000001226','5880','-6','-9'
'000000001226','6920','-6','-9'
'000000001227','3280','2','-9'
'000000001227','6280','-6','-9'
'000000001229','3280','2','-9'
'000000001229','3480','-6','-9'
'000000001229','4920','-6','-9'
'000000001229','5880','-6','-9'
'000000001230','3280','2','-9'
'000000001230','5880','-6','-9'
'000000001230','6280','-6','-9'
'000000001231','1680','2','-9'
'000000001231','2080','-6','-9'
'000000001231','3280','2','-9'
'000000001232','6280','-6','-9'
'000000001233','1680','-6','-9'
'000000001234','0520','1','-9'
'000000001234','7040','-6','-9'
'000000001235','6920','-6','-9'
'000000001236','3280','2','-9'
'000000001236','5880','-6','-9'
'000000001236','6920','-6','-9'
'000000001237','0520','-6','-9'
'000000001237','5880','-6','-9'
'000000001237','7040','-6','-9'
'000000001238','3280','2','-9'
'000000001238','5880','-6','-9'
'000000001238','7600','2','2'
'000000001239','3280','1','-9'
'000000001239','6920','-6','-9'
'000000001240','0520','-6','-9'
'000000001240','5560','2','-9'
'000000001242','1680','-6','-9'
'000000001242','5560','2','-9'
'000000001242','7240','-6','-9'
'000000001242','6920','-6','-9'
'000000001243','1680','-6','-9'
'000000001243','5880','-6','-9'
'000000001243','7600','-6','-9'
'000000001244','7240','-6','-9'
'000000001245','1680','-6','-9'
'000000001246','0520','1','2'
'000000001246','2080','1','-9'
'000000001247','4920','-6','-9'
'000000001248','5560','-6','-9'
'000000001248','6280','-6','-9'
'000000001251','2080','-6','-9'
'000000001251','7240','-6','-9'
'000000001252','1680','1','-9'
'000000001252','3480','-6','-9'
'000000001252','4920','-6','-9'
'000000001252','6920','-6','-9'
'000000001253','0520','-6','-9'
'000000001254','3480','2','-9'
'000000001254','5880','-6','-9'
'000000001257','3480','-6','-9'
'000000001258','0520','-6','-9'
'000000001258','1680','2','-9'
'000000001258','3480','-6','-9'
'000000001258','5560','-6','-9'
'000000001259','5880','-6','-9'
'000000001259','6280','-6','-9'
'000000001260','3480','-6','-9'
'000000001260','7600','-6','-9'
'000000001260','6920','-6','-9'
'000000001261','7240','-6','-9'
'000000001263','2080','2','-9'
'000000001264','0520','2','-9'
'000000001264','3480','-6','-9'
'000000001264','5880','-6','-9'
'000000001265','3480','-6','-9'
'000000001265','4920','-6','-9'
'000000001265','5880','-6','-9'
'000000001266','0520','2','-9'
'000000001266','1680','-6','-9'
'000000001267','0520','-6','-9'
'000000001267','3280','-6','-9'
'000000001267','3480','-6','-9'
'000000001269','7240','-6','-9'
'000000001269','7600','-6','-9'
'000000001270','1680','-6','-9'
'000000001270','5880','-6','-9'
'000000001271','6920','-6','-9'
'000000001273','7240','-6','-9'
'000000001274','4920','-6','-9'
'000000001274','7240','-6','-9'
'000000001275','1680','2','-9'
'000000001275','4920','-6','-9'
'000000001275','5880','-6','-9'
'000000001275','7240','-6','-9'
'000000001275','7040','-6','-9'
'000000001276','0520','2','-9'
'000000001276','1680','-6','-9'
'000000001276','3480','-6','-9'
'000000001276','5880','-6','-9'
'000000001278','3480','-6','-9'
'000000001278','4920','-6','-9'
'000000001278','7040','-6','-9'
'000000001279','2080','-6','-9'
'000000001279','3280','-6','-9'
'000000001280','4920','-6','-9'
'000000001280','5560','-6','-9'
'000000001280','6920','-6','-9'
'000000001281','7240','-6','-9'
'000000001281','7600','-6','-9'
'000000001282','6920','1','-9'
'000000001283','2080','-6','-9'
'000000001283','7600','-6','-9'
'000000001284','4920','-6','-9'
'000000001285','3480','-6','-9'
'000000001286','0520','2','-9'
'000000001286','5880','-6','-9'
'000000001287','1680','1','-9'
'000000001287','5560','-6','-9'
'000000001287','5880','-6','-9'
'000000001287','6280','-6','-9'
'000000001288','5880','-6','-9'
'000000001288','6920','-6','-9'
'000000001289','6920','2','2'
'000000001290','5880','-6','-9'
'000000001290','6920','-6','-9'
'000000001291','6920','2','-9'
'000000001293','6280','-6','-9'
'000000001294','7600','-6','-9'
'000000001294','6920','-6','-9'
'000000001295','1680','2','-9'
'000000001295','6280','-6','-9'
'000000001296','3480','-6','-9'
'000000001296','5880','-6','-9'
'000000001296','6920','-6','-9'
'000000001298','0520','-6','-9'
'000000001299','1680','-6','-9'
'000000001299','7600','-6','-9'
'000000001299','6920','-6','-9'
'000000001300','3480','-6','-9'
'000000001300','6280','-6','-9'
'000000001301','5560','-6','-9'
'000000001302','1680','2','-9'
'000000001302','2080','-6','-9'
'000000001302','3480','-6','-9'
'000000001303','0520','2','-9'
'000000001303','3480','-6','-9'
'000000001304','0520','-6','-9'
'000000001304','3280','-6','-9'
'000000001304','7600','-6','-9'
'000000001305','5880','-6','-9'
'000000001306','5880','-6','-9'
'000000001307','1680','-6','-9'
'000000001307','6280','-6','-9'
'000000001307','7600','-6','-9'
'000000001308','3280','2','-9'
'000000001308','6920','-6','-9'
'000000001309','5560','-6','-9'
'000000001309','7240','-6','-9'
'000000001310','0520','1','-9'
'000000001311','6920','-6','-9'
'000000001312','3480','-6','-9'
'000000001312','4920','-6','-9'
'000000001313','0520','2','-9'
'000000001313','3280','-6','-9'
'000000001313','5880','-6','-9'
'000000001314','6920','-6','-9'
'000000001315','4920','-6','-9'
'000000001315','5560','-6','-9'
'000000001315','7240','-6','-9'
'000000001316','0520','-6','-9'
'000000001316','1680','-6','-9'
'000000001316','7040','1','-9'
'000000001317','7240','-6','-9'
'000000001317','6920','-6','-9'
'000000001319','0520','-6','-9'
'000000001319','6280','2','-9'
'000000001320','5560','1','-9'
'000000001320','6920','-6','-9'
'000000001321','5880','-6','-9'
'000000001321','6920','-6','-9'
'000000001322','1680','-6','-9'
'000000001322','3280','-6','-9'
'000000001323','2080','-6','-9'
'000000001323','3280','2','-9'
'000000001323','5560','2','-9'
'000000001324','4920','-6','-9'
'000000001325','0520','-6','-9'
'000000001325','4920','-6','-9'
'000000001325','5560','-6','-9'
'000000001326','3280','2','-9'
'000000001327','0520','-6','-9'
'000000001328','0520','-6','-9'
'000000001328','7600','-6','-9'
'000000001329','0520','2','-9'
'000000001329','3480','-6','-9'
'000000001329','6920','-6','-9'
'000000001330','2080','-6','-9'
'000000001330','3280','-6','-9'
'000000001332','3280','2','-9'
'000000001333','1680','-6','-9'
'000000001333','7040','2','-9'
'000000001334','3280','-6','-9'
'000000001335','7240','-6','-9'
'000000001336','1680','2','-9'
'000000001336','3280','2','2'
'000000001336','6280','-6','-9'
'000000001336','7240','-6','-9'
'000000001337','0520','-6','-9'
'000000001337','1680','2','-9'
'000000001337','6920','-6','-9'
'000000001338','7240','-6','-9'
'000000001339','5880','-6','-9'
'000000001339','6920','-6','-9'
'000000001340','5560','-6','-9'
'000000001340','7240','-6','-9'
'000000001341','5560','-6','-9'
'000000001344','1680','2','-9'
'000000001344','5880','-6','-9'
'000000001345','7240','-6','-9'
'000000001345','6920','-6','-9'
'000000001346','4920','-6','-9'
'000000001346','5880','-6','-9'
'000000001346','6280','-6','-9'
'000000001346','7240','-6','-9'
'000000001347','0520','-6','-9'
'000000001347','1680','-6','-9'
'000000001347','3280','2','-9'
'000000001348','5880','-6','-9'
'000000001349','3480','-6','-9'
'000000001349','5880','2','-9'
'000000001352','4920','-6','-9'
'000000001353','2080','-6','-9'
'000000001353','3280','2','-9'
'000000001354','1680','-6','-9'
'000000001354','5880','-6','-9'
'000000001355','3280','1','-9'
'000000001355','3480','-6','-9'
'000000001356','7240','-6','-9'
'000000001356','6920','-6','-9'
'000000001357','1680','-6','-9'
'000000001357','2080','-6','-9'
'000000001357','4920','-6','-9'
'000000001358','5880','1','-9'
'000000001358','6280','2','-9'
'000000001359','3480','-6','-9'
'000000001359','5880','-6','-9'
'000000001360','5560','2','-9'
'000000001360','6920','-6','-9'
'000000001361','2080','-6','-9'
'000000001362','3480','-6','-9'
'000000001362','6280','-6','-9'
'000000001363','3480','-6','-9'
'000000001364','3480','-6','-9'
'000000001364','4920','-6','-9'
'000000001365','1680','2','-9'
'000000001365','3280','2','-9'
'000000001366','3480','-6','-9'
'000000001367','3280','2','-9'
'000000001367','3480','-6','-9'
'000000001368','4920','-6','-9'
'000000001369','4920','-6','-9'
'000000001369','5560','2','-9'
'000000001369','7240','-6','-9'
'000000001370','1680','-6','-9'
'000000001371','5560','2','-9'
'000000001372','4920','-6','-9'
'000000001372','5880','-6','-9'
'000000001372','6920','-6','-9'
'000000001373','3480','-6','-9'
'000000001373','5880','-6','-9'
'000000001374','4920','-6','-9'
'000000001375','0520','2','-9'
'000000001377','0520','-6','-9'
'000000001377','5880','-6','-9'
'000000001378','4920','-6','-9'
'000000001379','5560','-6','-9'
'000000001381','6280','2','-9'
'000000001382','3280','2','-9'
'000000001382','3480','-6','-9'
'000000001383','7240','-6','-9'
'000000001385','1680','1','-9'
'000000001385','2080','-6','-9'
'000000001385','5560','2','-9'
'000000001386','0520','-6','-9'
'000000001386','5560','2','-9'
'000000001387','4920','-6','-9'
'000000001388','4920','-6','-9'
'000000001388','5560','2','-9'
'000000001389','5880','-6','-9'
'000000001389','6920','-6','-9'
'000000001390','5880','-6','-9'
'000000001390','7600','-6','-9'
'000000001390','6920','-6','-9'
'000000001391','3480','-6','-9'
'000000001391','5560','-6','-9'
'000000001392','6280','-6','-9'
'000000001393','0520','-6','-9'
'000000001393','4920','-6','-9'
'000000001393','5880','-6','-9'
'000000001393','7600','-6','-9'
'000000001394','3280','-6','-9'
'000000001394','3480','-6','-9'
'000000001394','6280','2','-9'
'000000001395','2080','-6','-9'
'000000001395','3480','-6','-9'
'000000001396','2080','-6','-9'
'000000001397','3280','2','-9'
'000000001397','6280','-6','-9'
'000000001397','6920','-6','-9'
'000000001398','3480','-6','-9'
'000000001398','7240','-6','-9'
'000000001398','6920','-6','-9'
'000000001399','5560','2','-9'
'000000001400','3480','-6','-9'
'000000001400','5880','-6','-9'
'000000001400','7240','-6','-9'
'000000001402','4920','-6','-9'
'000000001402','5880','-6','-9'
'000000001402','6280','-6','-9'
'000000001402','7040','-6','-9'
'000000001403','6280','2','-9'
'000000001404','6280','-6','-9'
'000000001404','7600','-6','-9'
'000000001404','6920','-6','-9'
'000000001405','5560','2','-9'
'000000001406','7240','-6','-9'
'000000001407','1680','-6','-9'
'000000001407','5560','-6','-9'
'000000001409','1680','-6','-9'
'000000001409','5560','-6','-9'
'000000001410','3480','1','-9'
'000000001411','1680','-6','-9'
'000000001412','3480','-6','-9'
'000000001412','4920','-6','-9'
'000000001412','5880','-6','-9'
'000000001412','6920','-6','-9'
'000000001413','0520','-6','-9'
'000000001413','1680','-6','-9'
'000000001413','2080','-6','-9'
'000000001413','3480','-6','-9'
'000000001414','1680','2','2'
'000000001414','2080','-6','-9'
'000000001414','3480','-6','-9'
'000000001414','7600','-6','-9'
'000000001415','1680','-6','-9'
'000000001416','6280','2','-9'
'000000001416','7240','-6','-9'
'000000001416','7600','-6','-9'
'000000001417','0520','-6','-9'
'000000001417','7240','-6','-9'
'000000001418','5880','-6','-9'
'000000001419','0520','2','-9'
'000000001419','1680','-6','-9'
'000000001421','2080','-6','-9'
'000000001421','3280','-6','-9'
'000000001422','0520','-6','-9'
'000000001422','5560','-6','-9'
'000000001423','1680','2','-9'
'000000001423','7240','2','2'
'000000001425','0520','-6','-9'
'000000001425','7600','-6','-9'
'000000001426','0520','-6','-9'
'000000001426','4920','-6','-9'
'000000001427','0520','-6','-9'
'000000001427','1680','-6','-9'
'000000001427','2080','-6','-9'
'000000001427','4920','-6','-9'
'000000001428','1680','-6','-9'
'000000001428','3280','-6','-9'
'000000001428','3480','-6','-9'
'000000001429','2080','-6','-9'
'000000001430','4920','-6','-9'
'000000001432','5880','-6','-9'
'000000001433','0520','-6','-9'
'000000001433','1680','-6','-9'
'000000001433','5880','-6','-9'
'000000001434','1680','-6','-9'
'000000001434','3280','2','-9'
'000000001434','7600','-6','-9'
'000000001437','1680','-6','-9'
'000000001438','5560','-6','-9'
'000000001439','1680','-6','-9'
'000000001439','6280','-6','-9'
'000000001440','3280','-6','-9'
'000000001440','6920','-6','-9'
'000000001441','1680','-6','-9'
'000000001441','5560','2','-9'
'000000001442','0520','-6','-9'
'000000001444','0520','-6','-9'
'000000001444','5880','-6','-9'
'000000001445','6280','-6','-9'
'000000001446','1680','2','-9'
'000000001447','3280','-6','-9'
'000000001447','3480','-6','-9'
'000000001447','6280','2','-9'
'000000001448','6280','-6','-9'
'000000001450','4920','-6','-9'
'000000001451','5880','-6','-9'
'000000001451','6280','-6','-9'
'000000001451','7040','-6','-9'
'000000001452','1680','2','-9'
'000000001453','0520','-6','-9'
'000000001453','1680','2','-9'
'000000001453','6280','-6','-9'
'000000001454','6280','-6','-9'
'000000001455','1680','-6','-9'
'000000001455','3280','2','-9'
'000000001455','4920','-6','-9'
'000000001455','6280','-6','-9'
'000000001456','1680','-6','-9'
'000000001456','2080','-6','-9'
'000000001456','6280','-6','-9'
'000000001457','4920','-6','-9'
'000000001458','5880','-6','-9'
'000000001459','1680','-6','-9'
'000000001460','5560','-6','-9'
'000000001460','6280','-6','-9'
'000000001461','1680','2','-9'
'000000001461','6280','-6','-9'
'000000001462','1680','2','-9'
'000000001462','2080','-6','-9'
'000000001462','6280','2','-9'
'000000001463','5880','2','-9'
'000000001463','6280','-6','-9'
'000000001464','1680','-6','-9'
'000000001464','5880','-6','-9'
'000000001465','1680','-6','-9'
'000000001467','1680','-6','-9'
'000000001468','1680','2','-9'
'000000001469','1680','2','-9'
'000000001469','4920','-6','-9'
'000000001469','6280','2','-9'
'000000001470','1680','-6','-9'
'000000001470','6920','-6','-9'
'000000001471','6280','-6','-9'
'000000001472','6280','-6','-9'
'000000001472','7240','-6','-9'
'000000001473','6280','2','-9'
'000000001473','7240','-6','-9'
'000000001475','6280','2','-9'
'000000001475','7240','-6','-9'
'000000001476','1680','-6','-9'
'000000001476','6280','2','-9'
'000000001478','1680','2','-9'
'000000001478','6280','2','-9'
'000000001479','6280','2','-9'
'000000001479','7600','-6','-9'
'000000001480','3280','-6','-9'
'000000001480','6280','-6','-9'
'000000001480','6920','-6','-9'
'000000001481','7240','-6','-9'
'000000001482','1680','-6','-9'
'000000001482','7240','-6','-9'
'000000001482','7600','-6','-9'
'000000001483','6280','-6','-9'
'000000001483','7240','-6','-9'
'000000001483','7600','-6','-9'
'000000001484','1680','2','-9'
'000000001484','6920','-6','-9'
'000000001485','0520','-6','-9'
'000000001485','1680','-6','-9'
'000000001485','7600','-6','-9'
'000000001486','1680','2','-9'
'000000001486','6280','-6','-9'
'000000001486','7600','-6','-9'
'000000001487','0520','-6','-9'
'000000001487','6280','2','-9'
'000000001488','3280','-6','-9'
'000000001488','5560','-6','-9'
'000000001488','7600','-6','-9'
'000000001489','0520','-6','-9'
'000000001489','6280','-6','-9'
'000000001490','3280','2','-9'
'000000001490','4920','-6','-9'
'000000001490','6920','-6','-9'
'000000001491','1680','-6','-9'
'000000001491','2080','-6','-9'
'000000001491','6280','2','-9'
'000000001491','7600','-6','-9'
'000000001493','1680','-6','-9'
'000000001493','6280','-6','-9'
'000000001495','6280','-6','-9'
'000000001495','7240','-6','-9'
'000000001495','7600','-6','-9'
'000000001496','1680','-6','-9'
'000000001496','4920','-6','-9'
'000000001497','1680','2','-9'
'000000001497','5560','-6','-9'
'000000001497','6280','2','-9'
'000000001498','1680','-6','-9'
'000000001498','5880','-6','-9'
'000000001498','6280','2','-9'
'000000001499','6280','2','-9'
'000000001500','1680','2','-9'
'000000001500','6280','2','2'
'000000001500','7040','-6','-9'
'000000001501','1680','2','-9'
'000000001502','6280','2','-9'
'000000001502','7600','-6','-9'
'000000001503','1680','2','-9'
'000000001503','6280','2','-9'
'000000001503','7240','-6','-9'
'000000001504','1680','1','-9'
'000000001504','6280','2','-9'
'000000001504','7600','-6','-9'
'000000001505','6280','2','-9'
'000000001506','1680','-6','-9'
'000000001506','6280','1','-9'
'000000001506','7600','1','-9'
'000000001507','6280','2','-9'
'000000001508','2080','-6','-9'
'000000001508','5560','-6','-9'
'000000001508','6280','2','-9'
'000000001508','7600','2','-9'
'000000001509','5560','-6','-9'
'000000001509','6280','2','-9'
'000000001510','1680','-6','-9'
'000000001510','6280','2','-9'
'000000001511','1680','-6','-9'
'000000001511','4920','-6','-9'
'000000001511','6280','-6','-9'
'000000001511','7600','2','-9'
'000000001512','0520','-6','-9'
'000000001512','4920','-6','-9'
'000000001512','6280','2','-9'
'000000001512','7600','-6','-9'
'000000001513','1680','-6','-9'
'000000001513','6280','2','-9'
'000000001514','4920','-6','-9'
'000000001514','6280','2','-9'
'000000001515','1680','-6','-9'
'000000001515','5560','2','-9'
'000000001516','7600','-6','-9'
'000000001517','0520','-6','-9'
'000000001517','1680','-6','-9'
'000000001517','6280','2','-9'
'000000001518','6280','2','-9'
'000000001519','1680','2','-9'
'000000001519','5560','-6','-9'
'000000001519','6280','2','-9'
'000000001520','1680','2','-9'
'000000001520','4920','-6','-9'
'000000001520','6280','2','-9'
'000000001520','7600','2','-9'
'000000001521','1680','2','-9'
'000000001521','2080','-6','-9'
'000000001521','6280','2','-9'
'000000001521','7600','-6','-9'
'000000001522','6280','2','-9'
'000000001523','6280','2','-9'
'000000001523','7600','2','-9'
'000000001523','6920','-6','-9'
'000000001524','6280','2','-9'
'000000001524','7600','-6','-9'
'000000001525','1680','2','-9'
'000000001525','3480','2','2'
'000000001525','6280','2','-9'
'000000001525','7240','-6','-9'
'000000001525','7600','-6','-9'
'000000001525','6920','-6','-9'
'000000001526','5560','-6','-9'
'000000001526','7600','-6','-9'
'000000001527','1680','2','-9'
'000000001527','3280','-6','-9'
'000000001527','7240','-6','-9'
'000000001527','7600','2','2'
'000000001528','6920','-6','-9'
'000000001529','1680','1','-9'
'000000001529','5560','2','-9'
'000000001530','1680','2','-9'
'000000001531','1680','2','-9'
'000000001531','6280','-6','-9'
'000000001532','1680','2','-9'
'000000001532','4920','2','-9'
'000000001532','6280','-6','-9'
'000000001533','2080','-6','-9'
'000000001533','6280','2','-9'
'000000001534','0520','-6','-9'
'000000001534','1680','2','2'
'000000001534','6280','-6','-9'
'000000001535','7600','2','-9'
'000000001536','5560','-6','-9'
'000000001536','6280','-6','-9'
'000000001536','7600','-6','-9'
'000000001537','1680','2','-9'
'000000001537','6280','-6','-9'
'000000001538','4920','-6','-9'
'000000001538','6280','-6','-9'
'000000001539','1680','2','-9'
'000000001539','4920','2','-9'
'000000001539','5560','-6','-9'
'000000001539','7600','1','-9'
'000000001540','6920','-6','-9'
'000000001541','1680','1','-9'
'000000001541','6280','1','-9'
'000000001541','7600','1','-9'
'000000001542','6280','-6','-9'
'000000001542','7600','2','-9'
'000000001543','1680','-6','-9'
'000000001543','3480','-6','-9'
'000000001543','6280','1','-9'
'000000001543','7600','-6','-9'
'000000001544','6920','-6','-9'
'000000001545','1680','-6','-9'
'000000001545','6920','-6','-9'
'000000001546','6280','1','2'
'000000001547','7600','1','-9'
'000000001548','0520','1','-9'
'000000001548','6920','-6','-9'
'000000001549','6280','2','-9'
'000000001549','6920','-6','-9'
'000000001550','1680','-6','-9'
'000000001551','1680','2','-9'
'000000001551','5560','-6','-9'
'000000001552','1680','-6','-9'
'000000001552','6280','2','-9'
'000000001552','7240','-6','-9'
'000000001552','7600','-6','-9'
'000000001553','5560','-6','-9'
'000000001553','5880','-6','-9'
'000000001553','7600','2','-9'
'000000001554','0520','1','-9'
'000000001554','6920','-6','-9'
'000000001555','0520','2','-9'
'000000001555','1680','2','-9'
'000000001555','7240','-6','-9'
'000000001556','1680','-6','-9'
'000000001557','0520','-6','-9'
'000000001557','1680','2','-9'
'000000001557','4920','2','-9'
'000000001557','7600','1','-9'
'000000001558','1680','2','-9'
'000000001558','7240','-6','-9'
'000000001558','7600','2','-9'
'000000001559','0520','2','-9'
'000000001559','1680','2','-9'
'000000001559','6280','2','-9'
'000000001559','7600','-6','-9'
