CONTROL,SMSA,RMOV,XCOND,XCOOP,XCOST,XHEAD,XINUS,XPER,XREL,XTEN,XUNIT,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000003039','2080',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003039','2080',2,'2','-6','2','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'000000003039','3480',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003039','3480',2,'3','-6','-7','1','-9',1,'-6','1','1','2','-9','-9','-9','-9','1'
'000000003039','4920',1,'3','-6','2','2','-9',3,'2','1','1','1','-9','-9','-9','-9','-9'
'000000003040','2080',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003040','3480',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003040','7240',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003040','7040',1,'3','-6','3','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000003041','3480',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003041','5560',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'000000003042','1680',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003042','2080',1,'4','-6','-7','-8','-9',-8,'-6','2','-8','1','-9','1','-9','-9','-9'
'000000003042','4920',1,'3','-6','2','1','-9',3,'-6','1','3','1','-9','-9','-9','-9','-9'
'000000003043','2080',1,'3','-6','1','-9','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'000000003043','3280',1,'3','-6','2','-9','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'000000003043','3480',1,'3','-6','2','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003043','3480',2,'3','-6','2','2','-9',4,'1','1','1','2','-9','-9','-9','-9','-9'
'000000003043','5880',1,'3','-6','2','1','-9',-7,'-6','2','1','1','-9','-9','-9','1','-9'
'000000003043','6280',1,'4','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003043','7240',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003043','6920',1,'4','-6','3','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003044','5560',1,'4','-6','-7','-7','-9',-7,'-6','3','-7','1','-9','1','-9','-9','-9'
'000000003044','5880',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003044','7040',1,'2','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003044','6920',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003045','7240',1,'3','-6','3','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003046','3280',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003046','4920',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003046','6920',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003046','6920',2,'3','-6','1','1','-9',1,'-6','2','1','2','-9','-9','-9','-9','1'
'000000003047','3280',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000003047','3480',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003047','4920',1,'3','-6','3','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003047','6280',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003047','7240',1,'3','-6','3','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003047','7240',2,'3','-6','3','2','-9',2,'1','1','1','2','-9','-9','-9','-9','-9'
'000000003048','2080',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003048','3480',1,'3','-6','2','1','-9',4,'-6','2','3','1','-9','-9','-9','-9','-9'
'000000003049','3280',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003049','3480',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000003049','5560',1,'2','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003049','7240',1,'3','-6','3','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003050','2080',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003050','3480',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000003050','4920',1,'3','-6','1','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003050','6280',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000003050','7240',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003050','7600',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003051','2080',1,'3','-6','3','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003051','3480',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003051','4920',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003051','5560',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003051','6280',1,'2','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003051','7240',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003051','7600',1,'3','-6','3','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003052','6280',1,'3','-6','-7','-7','-9',-7,'-6','2','1','1','-9','1','-9','-9','-9'
'000000003052','7240',1,'3','-6','1','2','-9',6,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003052','7600',1,'2','-6','1','1','-9',4,'-6','3','2','1','-9','-9','-9','-9','-9'
'000000003052','7040',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003053','7240',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000003054','6280',1,'3','-6','2','2','-9',6,'1','3','1','1','-9','-9','-9','-9','-9'
'000000003054','6280',2,'3','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'000000003054','7240',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000003054','7600',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000003054','7040',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'000000003055','3480',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003055','5560',1,'3','-6','3','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003055','6280',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000003056','4920',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003056','5880',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003057','1680',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003058','2080',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003058','3480',1,'3','-6','1','2','-9',3,'1','2','1','1','-9','-9','-9','-9','-9'
'000000003058','3480',2,'3','-6','1','1','-9',3,'-6','2','1','2','-9','-9','-9','-9','-9'
'000000003059','1680',1,'3','-6','1','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'000000003059','3480',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003059','6920',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003060','0520',1,'3','-6','3','2','-9',3,'2','2','1','1','-9','-9','-9','-9','-9'
'000000003060','3480',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003060','5880',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003061','2080',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003061','3480',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003061','5880',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003061','7240',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003062','2080',1,'3','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003062','4920',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003062','4920',2,'3','-6','1','1','-9',1,'-6','1','1','2','-9','-9','-9','-9','1'
'000000003062','5560',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003062','6280',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003062','7240',1,'3','-6','1','2','-9',4,'1','3','1','1','-9','-9','-9','-9','-9'
'000000003062','7040',1,'2','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000003063','0520',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003063','7240',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003064','3480',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003064','5560',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003064','7240',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003065','7240',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003065','7240',2,'3','-6','1','2','-9',3,'1','1','1','2','-9','-9','-9','-9','-9'
'000000003065','7040',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003066','0520',1,'3','-6','3','2','-9',2,'1','2','1','1','-9','-9','-9','-9','-9'
'000000003066','3480',1,'3','-6','1','2','-9',5,'2','3','1','1','-9','-9','-9','-9','-9'
'000000003066','7600',1,'3','-6','1','1','-9',7,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003067','3480',1,'3','-6','1','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'000000003068','1680',1,'3','-6','1','2','-9',4,'2','2','2','1','-9','-9','-9','-9','-9'
'000000003068','6280',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003069','2080',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003069','3480',1,'3','-6','2','1','-9',3,'-6','3','1','1','-9','-9','-9','-9','-9'
'000000003069','3480',2,'3','-6','2','2','-9',5,'1','2','1','2','-9','-9','-9','-9','-9'
'000000003070','0520',1,'3','-6','2','-9','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'000000003070','3280',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000003070','3280',2,'-6','-6','-6','-6','-9',-6,'-6','-6','4','2','-9','-9','-9','1','-9'
'000000003070','6280',1,'3','-6','3','2','-9',3,'1','2','2','1','-9','-9','-9','-9','-9'
'000000003070','6280',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'000000003070','7240',1,'3','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003071','0520',1,'3','-6','3','2','-9',3,'1','2','2','1','-9','-9','-9','-9','-9'
'000000003071','0520',2,'3','-6','2','1','-9',6,'-6','2','1','2','-9','-9','-9','-9','-9'
'000000003071','1680',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003072','0520',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003072','2080',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003072','3480',1,'1','1','2','1','-9',7,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003072','5880',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003072','7240',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003073','7240',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003074','3280',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003074','3480',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000003074','7240',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003074','7600',1,'3','-6','2','-9','-9',-7,'-6','2','1','1','-9','-9','-9','1','-9'
'000000003075','2080',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003075','3480',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003075','6280',1,'3','-6','2','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'000000003075','6280',2,'3','-6','3','2','-9',2,'2','2','2','2','-9','-9','-9','-9','-9'
'000000003075','7240',1,'4','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003076','1680',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003076','3480',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000003076','3480',2,'3','-6','1','1','-9',1,'-6','2','1','2','-9','-9','-9','-9','1'
'000000003076','5560',1,'3','-6','3','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003076','5560',2,'3','-6','3','1','-9',4,'-6','2','2','2','-9','-9','-9','-9','-9'
'000000003077','3480',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000003077','5560',1,'3','-6','3','1','-9',1,'-6','3','2','1','-9','-9','-9','-9','1'
'000000003077','6280',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'000000003077','7240',1,'2','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003078','3480',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003078','7040',1,'3','-6','2','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'000000003079','0520',1,'2','-6','2','1','-9',2,'-6','1','2','1','-9','-9','-9','-9','-9'
'000000003079','2080',1,'3','-6','3','2','-9',3,'1','2','2','1','-9','-9','-9','-9','-9'
'000000003079','2080',2,'3','-6','3','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'000000003079','3280',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003079','3480',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003079','5880',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000003079','5880',2,'3','-6','1','2','-9',-7,'2','1','1','2','-9','1','-9','-9','-9'
'000000003080','2080',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003080','4920',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003081','1680',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003081','6280',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003082','3280',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000003082','3480',1,'3','-6','2','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'000000003082','4920',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003082','5560',1,'3','-6','3','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'000000003082','7600',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003083','2080',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003083','5560',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003083','5880',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003083','7240',1,'3','-6','1','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003083','7600',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000003084','4920',1,'2','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003085','2080',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003085','3280',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000003085','7240',1,'3','-6','1','2','-9',4,'2','2','2','1','-9','-9','-9','-9','-9'
'000000003086','2080',1,'3','-6','2','2','-9',2,'1','2','1','1','-9','-9','-9','-9','-9'
'000000003086','5560',1,'4','-6','-7','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003086','5880',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003086','7240',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000003087','0520',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003087','3480',1,'4','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003087','6280',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003087','7240',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003088','3480',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000003088','4920',1,'3','-6','-7','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003089','3280',1,'3','-6','1','1','-9',2,'-6','3','1','1','-9','-9','-9','-9','-9'
'000000003089','5560',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003090','0520',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003090','5560',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000003090','7040',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003091','2080',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000003091','3280',1,'3','-6','2','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003091','3480',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003091','5560',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003091','6280',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003091','6280',2,'2','-6','1','2','-9',4,'1','1','1','2','-9','-9','-9','-9','-9'
'000000003091','7240',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003092','3480',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003092','6280',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003093','1680',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003093','1680',2,'3','-6','1','2','-9',4,'1','1','1','2','-9','-9','-9','-9','-9'
'000000003093','4920',1,'3','-6','2','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003093','4920',2,'3','-6','2','1','-9',8,'-6','2','2','2','-9','-9','-9','-9','-9'
'000000003093','5880',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000003093','7240',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003094','7040',1,'2','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000003095','2080',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003095','7240',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003096','2080',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003096','3480',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003096','4920',1,'2','-6','3','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003096','7040',1,'4','-6','-7','2','-9',-7,'2','1','1','1','-9','-9','-9','-9','-9'
'000000003097','4920',1,'3','-6','3','1','-9',8,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003097','5560',1,'3','-6','3','2','-9',6,'1','2','2','1','-9','-9','-9','-9','-9'
'000000003097','5880',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003097','7240',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003098','5560',1,'3','-6','-7','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003098','5880',1,'3','-6','1','2','-9',2,'2','1','1','1','-9','-9','-9','-9','-9'
'000000003098','6280',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003098','6920',1,'4','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003099','5560',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003099','6280',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003099','6280',2,'4','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'000000003099','7240',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003099','7240',2,'3','-6','1','2','-9',3,'1','1','1','2','-9','-9','-9','-9','-9'
'000000003101','0520',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003101','2080',1,'3','-6','1','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003101','5560',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003101','7240',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000003101','7240',2,'3','-6','1','1','-9',1,'-6','2','1','2','-9','-9','-9','-9','1'
'000000003101','7600',1,'3','-6','1','1','-9',2,'-6','2','3','1','-9','-9','-9','-9','-9'
'000000003102','2080',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003102','3280',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003102','3480',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003102','5880',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003102','7240',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003102','7240',2,'3','-6','1','2','-9',3,'1','1','1','2','-9','-9','-9','-9','-9'
'000000003103','0520',1,'3','-6','2','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003103','2080',1,'2','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003103','3480',1,'2','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003103','4920',1,'3','-6','-7','1','-9',4,'-6','2','3','1','-9','-9','-9','-9','-9'
'000000003103','4920',2,'3','-6','3','1','-9',4,'-6','2','3','2','-9','-9','-9','-9','-9'
'000000003103','5560',1,'3','-6','2','2','-9',3,'1','2','1','1','-9','-9','-9','-9','-9'
'000000003103','7240',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003103','7040',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003103','7040',2,'3','-6','3','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'000000003104','3480',1,'3','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000003104','3480',2,'3','-6','2','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'000000003104','6280',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003105','1680',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003105','2080',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000003105','3480',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003105','5560',1,'3','-6','1','2','-9',-8,'-8','3','-8','1','-9','1','-9','-9','-9'
'000000003106','2080',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003106','3280',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000003106','3480',1,'3','-6','2','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'000000003106','4920',1,'3','-6','1','2','-9',3,'1','2','1','1','-9','-9','-9','-9','-9'
'000000003107','0520',1,'3','-6','1','1','-9',7,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003107','0520',2,'4','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'000000003107','2080',1,'2','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000003107','2080',2,'2','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'000000003107','5560',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000003108','3480',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003108','7600',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000003108','7040',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003109','3280',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003110','0520',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003110','7240',1,'4','-6','3','2','-9',-7,'1','2','2','1','-9','-9','-9','-9','-9'
'000000003110','7240',2,'3','-6','1','2','-9',4,'1','2','1','2','-9','-9','-9','-9','-9'
'000000003110','6920',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000003111','3280',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000003111','4920',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'000000003111','6920',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
