Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,2.8,2.3,2.0,1.8,1.7,1.6,1.4,1.2,1.0,1.1,1.7
30000 - 39999,2.7,2.4,2.0,1.8,1.5,1.5,1.4,1.2,1.2,1.3,1.8
40000 - 49999,4.7,3.7,2.9,2.3,1.9,1.6,1.6,1.4,1.3,1.6,2.0
50000 - 59999,8.2,5.9,4.2,3.0,2.5,2.2,2.0,1.8,1.6,1.9,2.3
60000 - 69999,10.5,9.5,6.6,4.5,3.7,3.1,2.8,2.4,2.1,2.5,3.1
70000 - 79999,9.6,9.9,9.0,7.1,5.0,4.4,4.1,3.4,3.0,3.2,3.6
80000 - 89999,8.4,8.9,9.0,9.4,7.9,6.6,6.0,5.3,4.1,4.1,4.4
90000 - 99999,6.6,6.9,6.9,7.9,8.3,7.8,7.5,6.1,5.2,4.6,4.3
100000 - 119999,10.6,10.6,10.6,11.4,11.9,13.1,13.8,13.2,12.3,10.9,9.8
120000 - 139999,8.7,9.6,10.3,11.1,11.5,12.4,13.1,13.2,13.4,12.7,11.5
140000 - 159999,5.9,6.2,7.3,8.4,9.4,9.8,9.8,10.5,10.9,10.4,9.3
160000 - 179999,4.8,5.0,5.9,6.4,7.0,7.3,7.3,8.1,8.7,8.3,7.7
180000 - 199999,3.1,3.6,4.1,4.4,4.8,5.0,5.2,5.7,6.1,6.0,5.9
200000 - 249999,4.7,5.5,6.3,7.2,7.7,8.1,8.0,8.8,9.6,10.1,10.1
250000 - 299999,2.9,3.3,4.1,4.7,5.2,5.5,5.3,5.8,6.1,6.6,6.7
300000 - 399999,2.9,3.3,4.2,4.3,4.9,4.9,5.3,5.8,6.5,7.0,7.4
400000 - 499999,1.3,1.4,1.6,1.8,2.0,2.0,2.0,2.3,2.7,2.9,3.3
500000 and more,1.7,2.1,2.8,2.7,3.0,3.0,3.4,3.8,4.3,4.8,5.2
