Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,0.4,0.4,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.3
30000 - 39999,0.8,0.5,0.5,0.3,0.5,0.3,0.2,0.2,0.1,0.2,0.4
40000 - 49999,1.9,1.1,0.8,0.4,0.5,0.4,0.4,0.4,0.2,0.6,0.9
50000 - 59999,5.4,3.2,1.7,1.1,0.6,0.5,0.6,0.4,0.3,0.7,1.3
60000 - 69999,10.4,8.3,3.7,2.0,1.4,1.0,1.0,0.8,0.7,1.3,1.9
70000 - 79999,8.9,9.5,8.6,5.2,2.8,2.1,2.2,1.5,1.1,1.8,2.2
80000 - 89999,7.9,7.5,8.4,8.0,6.2,4.5,3.7,3.3,2.2,2.5,3.0
90000 - 99999,6.7,6.6,6.3,7.0,7.4,5.9,5.8,4.3,3.8,2.9,3.3
100000 - 119999,10.9,10.6,11.4,10.8,10.8,12.0,12.6,11.7,9.6,8.0,7.3
120000 - 139999,11.3,12.0,12.4,12.7,12.5,13.1,14.1,12.7,12.6,11.6,9.6
140000 - 159999,8.0,8.4,9.4,11.4,12.2,13.5,12.6,13.3,12.7,11.5,9.5
160000 - 179999,7.3,8.1,9.0,8.7,9.9,10.6,10.0,10.9,12.4,10.7,9.1
180000 - 199999,4.5,5.4,6.0,6.7,6.8,7.1,7.4,7.9,8.4,8.5,7.8
200000 - 249999,6.8,7.5,9.0,10.6,11.1,11.4,11.5,12.7,12.4,13.8,13.9
250000 - 299999,3.1,4.4,4.9,6.4,7.0,7.0,7.0,7.6,8.3,9.1,10.0
300000 - 399999,3.0,3.3,4.4,5.1,6.1,6.4,6.8,7.2,8.7,9.1,10.6
400000 - 499999,1.2,1.5,1.3,1.7,1.7,2.0,1.9,2.7,3.6,4.1,4.3
500000 and more,1.2,1.6,2.0,1.7,2.2,1.8,2.1,2.4,2.9,3.7,4.4
