Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,1.9,2.7,2.2,1.6,0.8,1.5,2.1,2.2,1.2,1.2,1.7
30000 - 39999,5.5,3.2,1.8,1.4,1.6,1.4,1.9,1.9,1.0,1.6,1.4
40000 - 49999,5.7,6.3,3.1,2.5,1.9,2.1,2.0,2.0,1.5,1.9,1.2
50000 - 59999,7.7,6.8,5.5,4.1,5.4,3.4,3.0,3.2,3.0,2.7,2.9
60000 - 69999,9.9,7.5,6.2,5.1,3.3,3.4,3.7,3.2,3.2,2.9,2.7
70000 - 79999,9.8,9.6,9.5,6.4,6.9,5.4,4.9,4.1,3.4,3.2,2.9
80000 - 89999,11.0,9.9,10.5,8.7,8.3,6.4,6.5,5.6,5.1,4.1,4.0
90000 - 99999,9.6,8.0,9.5,6.8,8.1,6.4,6.8,5.7,4.7,3.5,4.8
100000 - 119999,11.7,13.1,14.3,15.9,17.2,17.0,15.8,13.7,13.8,9.6,7.9
120000 - 139999,8.5,9.7,11.0,14.4,16.4,18.6,18.3,18.1,17.2,20.2,17.3
140000 - 159999,5.0,6.6,6.4,8.4,7.2,9.8,9.9,12.5,14.8,14.2,15.1
160000 - 179999,5.6,5.0,6.0,7.3,5.7,6.8,5.4,6.5,8.2,9.0,10.5
180000 - 199999,3.2,3.8,4.4,5.8,5.9,4.3,4.8,4.8,5.2,4.7,5.7
200000 - 249999,2.5,3.9,4.9,5.5,5.7,7.6,6.7,8.1,7.4,8.1,8.3
250000 - 299999,1.4,1.7,2.4,3.0,2.9,2.3,3.8,3.4,4.0,5.4,4.9
300000 - 399999,0.6,1.7,2.0,2.2,1.7,2.8,3.3,3.2,4.0,4.3,4.5
400000 - 499999,0.2,0.3,0.1,0.5,0.6,0.5,0.7,1.2,1.2,2.0,2.1
500000 and more,0.1,0.3,0.1,0.3,0.4,0.3,0.6,0.7,1.0,1.2,2.0
