Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,0.3,0.4,0.4,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.3
30000 - 39999,0.8,0.5,0.6,0.4,0.3,0.3,0.4,0.3,0.4,0.2,0.6
40000 - 49999,1.7,1.3,1.2,0.7,0.6,0.5,0.7,0.5,0.6,0.6,0.9
50000 - 59999,3.4,3.2,2.0,1.3,1.1,0.9,1.1,0.9,0.9,1.1,1.3
60000 - 69999,6.0,5.5,3.7,2.5,1.9,1.7,2.0,1.3,1.9,1.8,2.0
70000 - 79999,7.2,6.6,6.0,4.6,4.0,3.2,2.8,2.4,2.5,2.6,2.5
80000 - 89999,8.2,7.5,6.8,6.3,5.7,5.3,5.0,4.2,4.3,3.6,3.1
90000 - 99999,7.6,7.3,7.0,6.3,6.5,5.9,5.3,4.4,4.7,4.3,3.8
100000 - 119999,12.1,12.5,11.8,12.7,11.3,11.6,11.6,10.4,10.2,9.6,9.9
120000 - 139999,11.6,11.6,11.8,12.5,13.1,13.6,13.8,13.4,13.5,12.9,12.1
140000 - 159999,8.8,8.5,9.0,10.7,11.4,11.6,11.2,12.1,11.1,10.9,10.9
160000 - 179999,6.2,6.5,7.1,8.4,9.7,8.9,9.4,9.8,10.0,9.3,8.6
180000 - 199999,4.2,4.0,4.8,6.3,6.2,6.6,5.9,6.8,6.4,6.2,6.6
200000 - 249999,6.8,8.3,8.8,8.3,8.9,9.7,9.7,9.4,9.2,9.9,10.1
250000 - 299999,6.1,6.0,5.9,5.7,5.6,6.1,6.1,7.0,6.5,6.1,7.5
300000 - 399999,5.4,6.4,7.1,7.3,7.0,7.5,7.0,7.5,7.1,7.9,7.1
400000 - 499999,2.0,2.2,3.3,2.8,3.1,2.9,3.4,3.6,4.4,4.9,4.9
500000 and more,1.6,1.8,2.7,3.0,3.3,3.6,4.2,5.7,6.2,7.9,7.7
