Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,10.3,9.9,11.3,10.2,8.2,9.5,8.4,8.1,6.3,6.6,7.4
30000 - 39999,7.5,8.1,8.2,5.9,5.4,5.9,5.7,4.0,4.2,4.6,7.4
40000 - 49999,9.7,7.6,8.4,7.3,6.6,6.4,5.6,4.7,6.6,4.6,6.0
50000 - 59999,11.5,10.5,8.9,7.2,6.7,6.5,6.7,7.5,6.1,5.4,6.7
60000 - 69999,9.6,8.8,8.0,8.6,10.7,7.6,6.6,8.4,7.3,7.0,6.1
70000 - 79999,7.8,9.1,8.4,8.7,6.6,8.6,6.8,7.3,6.5,8.6,8.3
80000 - 89999,9.3,9.0,6.2,7.4,7.9,7.7,10.3,7.3,8.3,7.8,7.7
90000 - 99999,8.0,7.2,8.0,6.5,7.3,5.9,6.9,6.3,6.4,7.5,4.8
100000 - 119999,7.5,8.2,11.2,10.1,10.6,10.8,11.5,10.3,10.0,10.2,7.8
120000 - 139999,7.3,7.6,6.8,11.0,8.6,9.9,9.7,10.8,10.4,9.3,10.0
140000 - 159999,4.5,3.8,4.5,5.9,7.1,6.2,6.3,6.0,6.5,7.6,5.2
160000 - 179999,2.5,3.6,4.1,3.3,5.1,5.4,4.0,5.8,5.3,6.0,5.9
180000 - 199999,1.2,2.3,2.0,2.6,2.4,2.8,2.7,3.2,3.9,2.7,3.9
200000 - 249999,1.7,2.4,1.9,3.0,3.5,2.6,4.3,4.6,5.4,4.6,5.3
250000 - 299999,0.9,0.7,0.9,0.9,1.3,2.0,1.8,2.5,2.4,3.2,3.7
300000 - 399999,0.7,0.8,0.9,0.8,1.0,1.2,1.6,1.9,2.9,2.6,2.2
400000 - 499999,0.0,0.1,0.1,0.4,0.4,0.7,0.6,0.6,0.7,0.8,0.7
500000 and more,0.1,0.3,0.1,0.4,0.6,0.4,0.5,0.5,0.8,0.8,1.1
