Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,2.3,2.4,2.6,2.1,2.2,2.4,1.6,1.1,0.8,1.0,1.5
30000 - 39999,2.5,3.0,2.7,2.0,2.0,1.8,2.1,1.5,1.5,1.5,1.8
40000 - 49999,3.3,3.2,2.9,2.5,2.6,2.1,1.9,1.9,1.8,1.6,1.8
50000 - 59999,4.6,3.7,3.6,3.1,2.7,2.8,2.8,2.4,2.3,2.1,2.3
60000 - 69999,7.5,5.6,4.6,4.1,3.2,2.8,3.1,2.7,2.5,2.4,2.3
70000 - 79999,12.4,9.1,5.9,4.7,3.6,3.5,3.6,3.7,3.4,2.8,2.7
80000 - 89999,10.6,11.1,9.5,7.4,5.3,4.8,5.0,4.3,3.9,3.7,3.2
90000 - 99999,7.6,8.1,9.3,9.6,8.0,6.9,6.1,5.0,4.1,3.8,3.6
100000 - 119999,13.8,13.3,12.6,13.6,13.3,13.9,14.5,13.8,12.6,10.3,8.7
120000 - 139999,10.9,12.2,13.3,13.8,12.6,14.1,13.8,14.2,13.9,13.7,13.6
140000 - 159999,7.4,7.6,8.7,9.4,11.9,11.1,10.9,11.8,11.7,10.6,10.4
160000 - 179999,4.9,5.2,6.3,7.2,8.3,8.1,8.5,8.7,9.6,10.0,10.3
180000 - 199999,3.4,3.8,4.7,5.0,5.9,5.9,5.7,5.7,6.1,6.9,6.9
200000 - 249999,4.6,5.1,6.4,7.5,7.6,8.8,8.2,8.7,9.8,10.5,10.6
250000 - 299999,2.0,3.3,3.4,3.7,5.1,5.1,5.3,5.1,5.9,7.0,6.6
300000 - 399999,1.4,2.1,2.2,2.6,4.2,3.4,4.1,5.1,5.5,6.5,7.4
400000 - 499999,0.6,0.8,0.7,0.9,0.7,1.2,1.3,2.0,2.1,2.7,3.0
500000 and more,0.4,0.6,0.5,0.9,1.0,1.3,1.6,2.3,2.7,3.2,3.3
