Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,-,-,-,-,-,-,-,-,5.8,3.3,2.4
30000 - 39999,-,-,-,-,-,-,-,-,5.4,3.2,2.3
40000 - 49999,-,-,-,-,-,-,-,-,6.0,3.6,3.0
50000 - 59999,-,-,-,-,-,-,-,-,7.5,5.1,2.9
60000 - 69999,-,-,-,-,-,-,-,-,10.8,5.3,4.4
70000 - 79999,-,-,-,-,-,-,-,-,8.6,7.7,6.6
80000 - 89999,-,-,-,-,-,-,-,-,8.6,8.4,6.7
90000 - 99999,-,-,-,-,-,-,-,-,6.3,6.4,8.7
100000 - 119999,-,-,-,-,-,-,-,-,9.3,10.0,11.7
120000 - 139999,-,-,-,-,-,-,-,-,10.1,12.7,11.5
140000 - 159999,-,-,-,-,-,-,-,-,4.3,8.4,9.5
160000 - 179999,-,-,-,-,-,-,-,-,4.3,4.9,6.4
180000 - 199999,-,-,-,-,-,-,-,-,2.8,4.7,5.8
200000 - 249999,-,-,-,-,-,-,-,-,5.1,7.4,6.8
250000 - 299999,-,-,-,-,-,-,-,-,2.3,4.6,5.2
300000 - 399999,-,-,-,-,-,-,-,-,1.7,2.7,3.9
400000 - 499999,-,-,-,-,-,-,-,-,0.3,0.7,1.3
500000 and more,-,-,-,-,-,-,-,-,0.7,1.0,0.9
