Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,6.5,5.4,4.9,4.5,3.7,3.4,3.9,2.6,2.4,2.6,4.2
30000 - 39999,6.5,5.8,4.7,3.5,3.2,3.4,3.4,2.9,2.5,2.3,2.9
40000 - 49999,8.3,8.0,6.1,5.0,4.4,4.2,4.1,3.3,3.0,2.8,3.3
50000 - 59999,10.4,9.8,8.8,6.7,5.6,5.1,4.7,3.7,3.5,3.5,3.6
60000 - 69999,12.3,12.0,10.1,8.3,7.2,6.5,5.7,4.9,4.6,4.4,4.7
70000 - 79999,11.4,11.2,11.4,10.6,9.3,8.8,7.4,6.3,6.0,5.4,5.5
80000 - 89999,9.6,9.5,10.0,10.9,12.0,10.7,9.6,8.1,7.1,7.1,6.3
90000 - 99999,5.8,6.1,6.8,8.3,9.0,9.5,10.1,8.3,7.5,7.4,7.4
100000 - 119999,7.3,8.8,9.3,11.4,12.3,13.3,13.3,14.7,15.1,15.7,14.1
120000 - 139999,5.7,6.4,8.4,9.6,10.4,11.0,11.9,14.9,14.9,14.4,13.4
140000 - 159999,4.4,3.7,5.6,5.9,6.1,6.5,7.1,8.8,9.6,9.3,8.7
160000 - 179999,3.3,3.3,3.6,4.2,4.0,4.7,4.8,5.3,6.5,6.2,5.7
180000 - 199999,2.3,2.2,2.4,2.9,2.8,2.8,2.9,3.4,3.5,3.9,3.8
200000 - 249999,2.4,3.5,3.7,3.7,4.4,4.2,4.5,4.8,5.6,5.8,6.1
250000 - 299999,1.5,1.6,1.7,1.9,2.5,2.6,2.7,2.9,3.0,3.1,3.6
300000 - 399999,1.2,1.4,1.3,1.3,1.8,2.0,2.0,2.6,3.0,3.0,3.2
400000 - 499999,0.5,0.6,0.5,0.7,0.7,0.5,0.7,1.0,0.9,1.4,1.4
500000 and more,0.5,0.7,0.8,0.7,0.8,0.8,1.1,1.4,1.3,1.6,2.0
