Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.1
30000 - 39999,0.3,0.3,0.4,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0.4
40000 - 49999,0.8,0.3,0.6,0.3,0.5,0.5,0.5,0.5,0.4,0.6,0.4
50000 - 59999,2.2,1.6,1.0,0.8,0.6,0.6,0.7,0.6,0.6,0.7,1.0
60000 - 69999,3.7,2.4,1.8,1.0,1.0,0.7,1.0,1.0,0.8,1.1,1.1
70000 - 79999,7.2,5.5,2.6,2.0,1.6,1.7,1.8,1.4,1.2,1.5,1.7
80000 - 89999,8.2,8.3,6.8,4.0,3.1,2.4,2.4,2.1,2.1,1.8,2.5
90000 - 99999,9.5,7.5,6.4,6.0,4.8,4.0,3.6,3.2,2.8,3.0,3.3
100000 - 119999,14.9,15.0,13.8,12.9,13.7,13.1,12.9,11.5,10.7,9.9,11.4
120000 - 139999,13.2,14.0,13.6,15.5,16.2,16.3,15.8,16.7,16.1,14.9,15.1
140000 - 159999,10.6,10.7,11.6,13.4,13.5,14.9,13.9,13.9,14.0,13.0,12.9
160000 - 179999,8.1,8.8,9.8,9.7,11.3,11.3,10.7,11.7,11.3,10.3,11.1
180000 - 199999,5.8,6.7,6.8,7.2,7.4,7.1,7.8,7.7,7.9,7.6,7.0
200000 - 249999,8.2,9.2,11.0,12.6,11.7,11.4,12.0,11.2,12.1,12.1,11.3
250000 - 299999,3.1,4.2,6.3,6.6,6.0,6.7,6.7,7.1,7.2,7.5,7.7
300000 - 399999,2.4,3.4,4.5,5.2,4.9,5.4,5.4,6.3,6.9,8.3,7.2
400000 - 499999,0.9,1.1,1.6,1.5,1.6,2.0,2.1,2.3,2.5,3.1,2.7
500000 and more,0.9,0.9,1.1,1.1,1.8,1.6,2.2,2.5,3.1,4.1,3.2
