Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,13.4,12.9,14.5,12.5,16.6,13.5,14.6,9.4,6.3,5.9,6.3
30000 - 39999,8.4,11.2,8.4,8.0,7.5,9.4,8.4,5.9,5.7,4.6,4.2
40000 - 49999,10.4,9.2,10.4,9.1,9.6,7.6,8.5,5.9,5.4,4.7,4.3
50000 - 59999,11.0,10.5,10.8,9.4,8.1,8.8,7.8,7.6,6.4,4.9,5.0
60000 - 69999,9.9,10.1,8.6,9.7,8.3,8.2,6.5,8.2,6.8,7.1,7.9
70000 - 79999,12.1,10.3,9.2,9.9,9.2,8.4,7.5,7.3,6.1,8.4,6.5
80000 - 89999,9.5,8.9,8.7,10.7,9.6,9.7,7.9,7.2,5.8,6.8,7.0
90000 - 99999,5.2,6.5,6.0,6.5,5.5,6.4,7.0,6.7,7.4,6.2,5.3
100000 - 119999,6.7,6.0,6.6,7.8,8.9,8.8,8.4,10.7,11.9,10.2,8.9
120000 - 139999,4.6,5.7,6.1,5.7,5.9,6.0,7.2,9.4,10.0,13.2,14.2
140000 - 159999,3.6,3.1,3.7,3.6,4.2,4.8,5.7,5.8,8.0,8.1,10.8
160000 - 179999,1.4,1.9,1.9,2.4,2.4,3.2,3.7,5.3,5.9,4.9,6.2
180000 - 199999,1.2,1.3,1.7,1.4,1.2,0.7,1.6,3.9,4.4,5.0,3.9
200000 - 249999,1.6,1.3,1.4,1.6,1.6,1.9,2.6,3.7,5.6,4.8,5.1
250000 - 299999,0.7,0.5,1.1,0.7,0.8,1.3,1.6,1.9,2.5,2.4,2.1
300000 - 399999,0.5,0.4,0.6,0.5,0.3,1.0,0.4,0.9,1.4,1.7,1.5
400000 - 499999,0.0,0.1,0.4,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.4
500000 and more,0.0,0.0,0.1,0.1,0.1,0.0,0.2,0.1,0.4,0.3,0.3
