Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,6.5,5.5,10.5,6.6,10.3,11.9,8.3,9.8,10.6,8.9,6.5
30000 - 39999,8.6,6.0,6.5,5.0,6.5,4.8,5.4,4.0,5.5,4.2,4.6
40000 - 49999,8.0,9.2,6.5,6.6,5.0,8.6,5.5,4.6,5.3,5.4,4.3
50000 - 59999,8.6,10.2,9.5,8.7,9.1,7.2,5.3,7.8,5.3,5.6,4.5
60000 - 69999,13.5,14.1,12.1,9.3,8.8,8.0,8.4,5.1,5.0,6.2,5.7
70000 - 79999,10.5,9.6,7.9,10.6,9.9,10.2,9.5,8.7,6.1,7.0,7.5
80000 - 89999,7.8,5.8,7.3,10.4,8.5,6.9,8.4,8.3,7.1,7.3,8.1
90000 - 99999,5.5,7.0,6.3,5.6,4.0,5.2,6.8,6.4,4.7,5.2,6.2
100000 - 119999,10.8,10.2,8.9,10.6,8.2,9.6,10.9,7.8,9.5,6.6,7.2
120000 - 139999,7.6,7.5,9.1,8.9,10.3,9.7,8.2,9.5,9.0,11.1,12.9
140000 - 159999,4.6,4.5,4.7,5.2,6.3,4.9,7.3,6.8,8.5,7.8,8.4
160000 - 179999,2.7,3.0,4.0,3.3,4.2,4.5,5.1,5.5,5.2,6.1,4.9
180000 - 199999,1.3,2.3,3.2,1.7,2.6,1.8,2.6,4.1,5.0,4.9,4.1
200000 - 249999,1.9,3.0,1.4,2.9,3.3,2.5,3.9,5.8,5.4,6.2,5.3
250000 - 299999,0.8,0.6,1.0,1.5,1.7,1.5,2.2,1.9,2.9,2.5,4.9
300000 - 399999,0.6,0.9,1.0,1.5,0.7,1.7,1.2,1.6,1.8,3.2,2.7
400000 - 499999,0.2,0.0,0.0,1.2,0.0,0.3,0.6,1.4,1.4,0.8,0.8
500000 and more,0.2,0.6,0.2,0.4,0.6,0.6,0.3,0.9,1.8,0.8,1.3
