Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,7.0,7.8,8.6,5.7,5.5,7.1,6.2,4.9,4.2,3.8,2.9
30000 - 39999,7.2,7.3,4.8,3.6,4.8,4.4,3.9,4.0,3.6,3.1,2.9
40000 - 49999,8.5,8.6,6.8,7.0,6.5,4.8,4.9,4.8,3.6,3.7,2.6
50000 - 59999,8.2,7.7,8.1,8.2,8.0,6.7,6.8,5.4,5.4,5.2,4.2
60000 - 69999,9.2,8.8,7.6,9.0,7.8,8.2,7.3,6.3,5.9,5.7,5.8
70000 - 79999,8.5,8.7,9.2,7.4,8.0,8.2,6.3,6.7,6.5,6.7,6.4
80000 - 89999,9.4,8.1,7.6,8.7,8.4,7.2,8.8,7.4,7.1,6.9,5.5
90000 - 99999,8.5,7.2,7.8,7.3,7.1,6.5,8.1,6.6,5.4,5.5,5.7
100000 - 119999,8.9,9.7,11.1,11.8,11.3,12.6,11.3,10.6,11.2,10.4,11.1
120000 - 139999,7.4,8.2,10.0,9.3,8.9,9.5,9.8,11.1,11.1,11.8,12.9
140000 - 159999,8.9,5.6,5.5,6.3,7.6,8.1,6.1,7.2,8.1,9.0,9.0
160000 - 179999,2.4,3.5,3.9,4.8,4.7,4.8,6.1,6.3,7.5,5.6,7.7
180000 - 199999,2.1,2.0,2.5,2.9,3.2,3.0,3.8,4.9,4.5,5.2,5.7
200000 - 249999,1.7,3.6,3.1,3.8,4.4,4.4,4.8,5.3,7.1,8.1,7.5
250000 - 299999,0.9,1.3,2.2,1.9,1.6,2.3,2.8,3.9,4.0,4.2,4.4
300000 - 399999,0.7,1.6,0.9,1.5,1.2,1.4,2.0,3.1,3.1,3.0,3.2
400000 - 499999,0.2,0.1,0.3,0.4,0.4,0.4,0.5,0.9,1.0,1.0,1.1
500000 and more,0.2,0.2,0.1,0.4,0.6,0.3,0.4,0.5,0.7,1.3,1.4
