Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,5.1,5.6,4.7,4.1,3.1,-,2.6,3.0,2.7,1.8,1.9
30000 - 39999,4.8,4.5,4.4,3.7,4.0,-,2.8,2.5,2.8,2.3,2.6
40000 - 49999,6.4,7.1,5.0,6.0,4.4,-,4.0,2.8,2.7,3.0,3.2
50000 - 59999,9.0,10.3,11.6,8.4,6.9,-,5.7,5.1,4.6,3.0,3.2
60000 - 69999,12.1,12.2,9.5,9.6,9.0,-,7.6,6.8,4.8,5.0,5.1
70000 - 79999,11.9,11.6,11.4,10.4,9.6,-,9.8,8.0,7.7,5.3,3.0
80000 - 89999,9.2,7.7,9.7,11.1,10.5,-,9.9,8.3,7.4,7.9,5.9
90000 - 99999,5.9,5.3,5.8,6.9,7.9,-,8.4,8.3,8.0,7.7,6.4
100000 - 119999,10.3,11.8,9.6,8.3,10.7,-,11.3,11.6,13.3,13.2,13.6
120000 - 139999,7.3,6.5,8.4,10.2,10.4,-,13.5,11.5,10.3,11.6,14.0
140000 - 159999,4.5,4.9,3.8,6.7,7.0,-,6.4,9.6,8.5,9.2,10.5
160000 - 179999,3.4,3.6,4.7,4.5,4.1,-,4.2,5.9,7.6,8.5,9.1
180000 - 199999,2.8,1.9,2.5,1.9,3.5,-,3.5,4.5,4.7,5.7,5.0
200000 - 249999,4.0,3.8,3.9,3.9,4.2,-,3.4,5.5,6.3,7.0,7.7
250000 - 299999,1.8,1.4,2.5,2.7,2.0,-,3.9,3.3,4.5,4.3,4.1
300000 - 399999,1.2,1.5,1.7,0.9,2.3,-,2.6,2.9,3.5,3.1,3.3
400000 - 499999,0.0,0.0,0.7,0.4,0.4,-,0.2,0.2,0.4,1.0,1.0
500000 and more,0.2,0.2,0.0,0.2,0.1,-,0.2,0.1,0.3,0.6,0.4
