Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,4.7,6.1,6.8,5.8,5.4,5.1,4.2,4.3,2.9,3.0,2.6
30000 - 39999,6.3,6.2,5.8,6.0,4.9,6.0,4.9,5.0,3.5,2.8,2.8
40000 - 49999,7.8,8.3,6.5,7.1,5.9,5.9,7.1,5.9,4.6,4.3,5.2
50000 - 59999,10.0,7.4,8.1,7.2,7.7,8.2,7.2,7.0,6.9,5.6,6.2
60000 - 69999,11.7,11.5,9.9,9.1,8.2,8.0,6.7,7.5,6.9,8.7,8.7
70000 - 79999,12.0,13.3,13.0,10.0,8.4,6.9,7.4,6.5,7.5,7.7,9.9
80000 - 89999,10.9,10.1,11.9,11.8,12.4,9.4,8.3,7.5,6.2,6.3,8.9
90000 - 99999,5.4,5.6,6.8,7.2,6.8,7.7,8.5,6.4,5.4,5.3,5.2
100000 - 119999,8.1,8.1,7.1,8.7,9.7,9.7,10.9,10.3,11.4,10.5,10.8
120000 - 139999,7.1,7.1,6.5,8.2,9.9,9.5,8.7,10.4,11.3,11.2,11.6
140000 - 159999,4.0,4.3,4.1,4.0,5.0,5.6,6.6,7.2,8.2,8.5,6.5
160000 - 179999,3.5,3.8,4.0,3.0,3.3,4.5,5.3,5.3,5.3,6.0,4.7
180000 - 199999,3.0,2.6,2.4,3.0,3.1,3.7,3.6,4.0,4.6,4.4,4.1
200000 - 249999,3.2,2.4,3.6,5.0,4.0,3.9,4.0,5.4,6.4,7.0,5.4
250000 - 299999,1.0,1.5,1.6,2.2,2.8,2.7,3.5,3.4,3.8,3.4,2.8
300000 - 399999,0.7,1.0,0.9,0.5,1.2,1.8,1.9,1.9,2.8,3.4,2.9
400000 - 499999,0.2,0.1,0.3,0.7,1.0,0.9,0.9,1.2,1.3,1.0,0.7
500000 and more,0.4,0.4,0.8,0.3,0.4,0.5,0.5,0.8,0.9,0.8,1.1
