Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,5.8,7.7,6.3,5.5,6.8,7.9,6.0,5.4,4.1,2.7,3.7
30000 - 39999,9.7,7.3,8.6,7.0,5.0,4.3,4.8,4.6,3.5,2.9,2.5
40000 - 49999,11.1,9.3,8.9,8.4,9.1,8.0,6.0,5.8,4.6,4.5,3.3
50000 - 59999,12.0,10.9,10.5,9.9,9.9,8.5,8.6,8.5,5.9,5.5,5.2
60000 - 69999,11.6,12.4,11.0,11.0,10.0,9.3,8.6,8.1,7.5,7.5,6.9
70000 - 79999,10.1,10.4,12.2,10.5,11.2,9.9,9.2,8.4,9.2,8.1,6.9
80000 - 89999,11.3,11.1,10.1,8.6,10.1,9.8,10.7,9.2,8.1,7.4,7.1
90000 - 99999,9.3,7.2,7.2,9.0,7.7,7.0,7.1,7.6,8.1,8.0,5.8
100000 - 119999,6.5,9.4,9.1,11.0,10.9,11.9,11.9,10.5,8.6,10.4,14.1
120000 - 139999,3.9,5.2,6.2,7.1,8.2,9.2,9.7,11.5,13.0,11.4,11.9
140000 - 159999,2.2,3.1,3.3,3.6,2.9,4.9,5.4,5.9,8.4,8.7,9.7
160000 - 179999,2.0,2.3,2.2,2.9,2.5,2.7,4.0,4.0,6.4,5.9,6.4
180000 - 199999,1.6,1.5,0.6,1.7,2.5,1.9,2.2,2.8,3.0,3.2,4.2
200000 - 249999,1.6,1.2,2.4,2.2,1.5,2.1,2.7,3.9,4.4,5.4,5.6
250000 - 299999,0.4,0.4,0.5,0.9,1.0,1.8,1.3,2.0,2.5,4.4,3.2
300000 - 399999,0.5,0.0,0.7,0.4,0.5,0.3,1.0,1.4,1.7,2.8,2.9
400000 - 499999,0.3,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.6,1.1,0.5
500000 and more,0.0,0.4,0.0,0.1,0.0,0.2,0.6,0.2,0.4,0.2,0.2
