Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,7.8,10.4,5.2,10.8,-,-,7.0,-,5.2,9.8,10.3
30000 - 39999,6.3,6.7,7.5,5.7,-,-,4.3,-,4.5,7.1,7.5
40000 - 49999,7.8,6.4,6.8,9.8,-,-,6.9,-,6.7,6.1,5.0
50000 - 59999,12.9,9.4,9.1,8.1,-,-,8.8,-,7.0,6.2,6.6
60000 - 69999,9.2,10.4,12.3,10.5,-,-,11.1,-,8.7,6.8,8.8
70000 - 79999,10.6,13.5,8.1,9.8,-,-,8.2,-,9.0,10.0,7.7
80000 - 89999,11.2,8.4,8.8,9.5,-,-,7.9,-,8.3,6.1,6.9
90000 - 99999,6.6,4.4,7.8,5.7,-,-,5.7,-,5.8,5.7,6.3
100000 - 119999,9.8,8.1,8.4,8.4,-,-,10.8,-,11.1,9.5,8.1
120000 - 139999,5.7,6.7,6.5,5.4,-,-,8.8,-,7.5,7.2,8.7
140000 - 159999,4.6,6.4,3.9,7.1,-,-,6.5,-,6.9,5.2,6.2
160000 - 179999,1.7,5.1,4.5,4.1,-,-,3.1,-,6.0,4.6,4.2
180000 - 199999,2.3,1.3,2.6,0.3,-,-,2.3,-,2.5,4.4,3.0
200000 - 249999,2.0,1.7,3.2,2.7,-,-,3.6,-,3.8,4.6,3.9
250000 - 299999,0.9,1.0,1.9,0.3,-,-,2.2,-,3.6,2.7,3.4
300000 - 399999,0.6,0.3,1.9,0.0,-,-,2.0,-,2.6,1.8,2.0
400000 - 499999,0.0,0.0,0.6,0.0,-,-,0.5,-,0.7,1.0,0.9
500000 and more,0.0,0.0,0.6,1.0,-,-,0.4,-,0.1,1.1,0.6
