Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,4.1,4.2,4.1,4.0,4.2,4.0,3.0,2.5,2.3,1.7,2.0
30000 - 39999,3.6,3.8,4.3,3.9,3.4,3.5,3.4,2.7,2.4,2.0,1.6
40000 - 49999,6.5,6.9,6.5,5.6,5.1,4.5,2.9,3.1,3.0,2.5,2.7
50000 - 59999,8.5,8.3,8.2,7.4,7.0,5.8,4.7,3.9,3.4,3.1,2.9
60000 - 69999,10.3,9.6,10.3,8.6,7.6,6.7,5.6,4.3,4.5,3.7,3.5
70000 - 79999,13.1,12.7,11.0,10.2,9.2,7.7,6.3,5.3,5.3,4.6,4.1
80000 - 89999,11.9,11.7,9.7,11.2,10.8,9.1,8.4,6.6,5.9,5.6,4.8
90000 - 99999,7.7,8.6,8.6,8.1,8.6,8.1,7.3,6.8,5.1,4.8,5.3
100000 - 119999,9.9,11.3,9.6,11.0,10.7,10.5,12.1,11.7,11.8,11.3,10.9
120000 - 139999,7.0,6.3,8.5,9.1,9.3,10.9,11.5,11.5,12.1,13.0,12.9
140000 - 159999,6.2,6.0,5.1,5.4,7.5,8.3,9.2,9.3,9.8,9.8,10.4
160000 - 179999,3.8,3.5,4.1,4.1,5.0,5.8,7.3,7.5,8.0,9.1,10.1
180000 - 199999,2.4,2.0,2.5,2.6,2.6,3.8,4.0,5.9,5.7,6.3,7.0
200000 - 249999,2.6,2.9,3.9,4.8,4.9,5.0,6.1,7.7,8.5,9.5,8.3
250000 - 299999,1.3,1.3,1.8,2.2,2.1,3.2,3.6,4.5,4.0,4.6,5.1
300000 - 399999,0.8,0.7,1.3,1.4,1.3,2.3,3.2,3.7,4.9,4.7,4.7
400000 - 499999,0.2,0.2,0.4,0.2,0.3,0.6,0.8,1.6,1.7,1.7,1.9
500000 and more,0.2,0.0,0.3,0.2,0.4,0.4,0.6,1.3,1.5,2.2,1.8
