Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,0.3,0.3,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
30000 - 39999,0.3,0.3,0.2,0.2,0.1,0.3,0.2,0.2,0.2,0.2,0.2
40000 - 49999,0.6,0.5,0.3,0.3,0.2,0.3,0.4,0.4,0.3,0.3,0.4
50000 - 59999,1.0,0.8,0.5,0.4,0.3,0.4,0.3,0.4,0.4,0.4,0.4
60000 - 69999,2.1,1.4,1.2,0.8,0.6,0.5,0.4,0.5,0.5,0.5,0.4
70000 - 79999,2.9,2.3,1.4,0.8,0.9,0.8,0.8,0.6,0.6,0.7,0.7
80000 - 89999,4.2,3.5,2.7,1.4,1.2,0.9,1.2,0.9,0.9,0.9,1.1
90000 - 99999,5.6,5.0,3.0,2.1,2.1,1.5,1.8,1.3,1.1,1.2,1.3
100000 - 119999,12.6,11.4,8.7,6.6,6.0,6.2,5.8,5.3,4.4,4.6,4.4
120000 - 139999,17.1,15.9,13.9,13.0,11.8,12.2,11.8,11.6,10.2,8.5,8.8
140000 - 159999,12.7,14.0,15.4,16.2,15.0,15.2,14.3,13.4,12.2,10.6,10.6
160000 - 179999,9.1,9.7,12.1,13.6,14.4,14.5,14.0,13.9,12.7,12.4,11.2
180000 - 199999,6.0,6.4,8.0,9.3,9.7,9.2,9.1,8.9,9.7,9.5,9.1
200000 - 249999,10.8,11.4,12.3,15.2,14.9,14.3,14.7,15.0,15.9,16.1,16.8
250000 - 299999,5.9,6.4,7.7,7.7,8.6,8.8,8.9,9.7,9.8,10.5,10.6
300000 - 399999,5.1,5.9,7.0,6.8,8.1,8.3,8.9,9.7,11.1,12.6,12.6
400000 - 499999,1.6,2.1,2.3,2.3,2.7,2.9,3.1,3.7,4.8,5.3,5.5
500000 and more,2.2,2.6,3.1,3.1,3.4,3.5,4.0,4.5,5.0,5.5,5.6
