"county","cbsa","cntyname","cbsaname","pop2k","afact"
"county","cbsa","cntyname","CBSA Name","Total Pop, 2000 census","county to cbsa alloc factor"
"21215","31140","Spencer KY","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",11766,1 
"21217","15820","Taylor KY","Campbellsville, KY Micropolitan Statistical Area",22927,1 
"21219"," ","Todd KY"," ",11971,1 
"21221","17300","Trigg KY","Clarksville, TN-KY Metropolitan Statistical Area",12597,1 
"21223","31140","Trimble KY","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",8125,1 
"21225"," ","Union KY"," ",15637,1 
"21227","14540","Warren KY","Bowling Green, KY Metropolitan Statistical Area",92522,1 
"21229"," ","Washington KY"," ",10916,1 
"21231"," ","Wayne KY"," ",19923,1 
"21233","21780","Webster KY","Evansville, IN-KY Metropolitan Statistical Area",14120,1 
"21235","18340","Whitley KY","Corbin, KY Micropolitan Statistical Area",35865,1 
"21237"," ","Wolfe KY"," ",7065,1 
"21239","30460","Woodford KY","Lexington-Fayette, KY Metropolitan Statistical Area",23208,1 
"22001","18940","Acadia Parish LA","Crowley, LA Micropolitan Statistical Area",58861,1 
"22003"," ","Allen Parish LA"," ",25440,1 
"22005","12940","Ascension Parish LA","Baton Rouge, LA Metropolitan Statistical Area",76627,1 
"22007","38200","Assumption Parish LA","Pierre Part, LA Micropolitan Statistical Area",23388,1 
"22009"," ","Avoyelles Parish LA"," ",41481,1 
"22011","19760","Beauregard Parish LA","De Ridder, LA Micropolitan Statistical Area",32986,1 
"22013"," ","Bienville Parish LA"," ",15752,1 
"22015","43340","Bossier Parish LA","Shreveport-Bossier City, LA Metropolitan Statistical Area",98310,1 
"22017","43340","Caddo Parish LA","Shreveport-Bossier City, LA Metropolitan Statistical Area",252161,1 
"22019","29340","Calcasieu Parish LA","Lake Charles, LA Metropolitan Statistical Area",183577,1 
"22021"," ","Caldwell Parish LA"," ",10560,1 
"22023","29340","Cameron Parish LA","Lake Charles, LA Metropolitan Statistical Area",9991,1 
"22025"," ","Catahoula Parish LA"," ",10920,1 
"22027"," ","Claiborne Parish LA"," ",16851,1 
"22029","35020","Concordia Parish LA","Natchez, MS-LA Micropolitan Statistical Area",20247,1 
"22031","43340","De Soto Parish LA","Shreveport-Bossier City, LA Metropolitan Statistical Area",25494,1 
"22033","12940","East Baton Rouge Parish LA","Baton Rouge, LA Metropolitan Statistical Area",412852,1 
"22035"," ","East Carroll Parish LA"," ",9421,1 
"22037","12940","East Feliciana Parish LA","Baton Rouge, LA Metropolitan Statistical Area",21360,1 
"22039"," ","Evangeline Parish LA"," ",35434,1 
"22041"," ","Franklin Parish LA"," ",21263,1 
"22043","10780","Grant Parish LA","Alexandria, LA Metropolitan Statistical Area",18698,1 
"22045","35340","Iberia Parish LA","New Iberia, LA Micropolitan Statistical Area",73266,1 
"22047","12940","Iberville Parish LA","Baton Rouge, LA Metropolitan Statistical Area",33320,1 
"22049","40820","Jackson Parish LA","Ruston, LA Micropolitan Statistical Area",15397,1 
"22051","35380","Jefferson Parish LA","New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",455466,1 
"22053","27660","Jefferson Davis Parish LA","Jennings, LA Micropolitan Statistical Area",31435,1 
"22055","29180","Lafayette Parish LA","Lafayette, LA Metropolitan Statistical Area",190503,1 
"22057","26380","Lafourche Parish LA","Houma-Bayou Cane-Thibodaux, LA Metropolitan Statistical Area",89974,1 
"22059"," ","La Salle Parish LA"," ",14282,1 
"22061","40820","Lincoln Parish LA","Ruston, LA Micropolitan Statistical Area",42509,1 
"22063","12940","Livingston Parish LA","Baton Rouge, LA Metropolitan Statistical Area",91814,1 
"22065","45260","Madison Parish LA","Tallulah, LA Micropolitan Statistical Area",13728,1 
"22067","12820","Morehouse Parish LA","Bastrop, LA Micropolitan Statistical Area",31021,1 
"22069","35060","Natchitoches Parish LA","Natchitoches, LA Micropolitan Statistical Area",39080,1 
"22071","35380","Orleans Parish LA","New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",484674,1 
"22073","33740","Ouachita Parish LA","Monroe, LA Metropolitan Statistical Area",147250,1 
"22075","35380","Plaquemines Parish LA","New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",26757,1 
"22077","12940","Pointe Coupee Parish LA","Baton Rouge, LA Metropolitan Statistical Area",22763,1 
"22079","10780","Rapides Parish LA","Alexandria, LA Metropolitan Statistical Area",126337,1 
"22081"," ","Red River Parish LA"," ",9622,1 
"22083"," ","Richland Parish LA"," ",20981,1 
"22085"," ","Sabine Parish LA"," ",23459,1 
"22087","35380","St. Bernard Parish LA","New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",67229,1 
"22089","35380","St. Charles Parish LA","New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",48072,1 
"22091","12940","St. Helena Parish LA","Baton Rouge, LA Metropolitan Statistical Area",10525,1 
"22093"," ","St. James Parish LA"," ",21216,1 
"22095","35380","St. John the Baptist Parish LA","New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",43044,1 
"22097","36660","St. Landry Parish LA","Opelousas-Eunice, LA Micropolitan Statistical Area",87700,1 
"22099","29180","St. Martin Parish LA","Lafayette, LA Metropolitan Statistical Area",48583,1 
"22101","34020","St. Mary Parish LA","Morgan City, LA Micropolitan Statistical Area",53500,1 
"22103","35380","St. Tammany Parish LA","New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",191268,1 
"22105","25220","Tangipahoa Parish LA","Hammond, LA Micropolitan Statistical Area",100588,1 
"22107"," ","Tensas Parish LA"," ",6618,1 
"22109","26380","Terrebonne Parish LA","Houma-Bayou Cane-Thibodaux, LA Metropolitan Statistical Area",104503,1 
"22111","33740","Union Parish LA","Monroe, LA Metropolitan Statistical Area",22803,1 
"22113","10020","Vermilion Parish LA","Abbeville, LA Micropolitan Statistical Area",53807,1 
"22115","22860","Vernon Parish LA","Fort Polk South, LA Micropolitan Statistical Area",52531,1 
"22117","14220","Washington Parish LA","Bogalusa, LA Micropolitan Statistical Area",43926,1 
"22119","33380","Webster Parish LA","Minden, LA Micropolitan Statistical Area",41831,1 
"22121","12940","West Baton Rouge Parish LA","Baton Rouge, LA Metropolitan Statistical Area",21601,1 
"22123"," ","West Carroll Parish LA"," ",12314,1 
"22125","12940","West Feliciana Parish LA","Baton Rouge, LA Metropolitan Statistical Area",15111,1 
"22127"," ","Winn Parish LA"," ",16894,1 
"23001","30340","Androscoggin ME","Lewiston-Auburn, ME Metropolitan Statistical Area",103793,1 
"23003"," ","Aroostook ME"," ",73938,1 
"23005","38860","Cumberland ME","Portland-South Portland-Biddeford, ME Metropolitan Statistical Area",265612,1 
"23007"," ","Franklin ME"," ",29467,1 
"23009"," ","Hancock ME"," ",51791,1 
"23011","12300","Kennebec ME","Augusta-Waterville, ME Micropolitan Statistical Area",117114,1 
"23013","40500","Knox ME","Rockland, ME Micropolitan Statistical Area",39618,1 
"23015"," ","Lincoln ME"," ",33616,1 
"23017"," ","Oxford ME"," ",54755,1 
"23019","12620","Penobscot ME","Bangor, ME Metropolitan Statistical Area",144919,1 
"23021"," ","Piscataquis ME"," ",17235,1 
"23023","38860","Sagadahoc ME","Portland-South Portland-Biddeford, ME Metropolitan Statistical Area",35214,1 
"23025"," ","Somerset ME"," ",50888,1 
"23027"," ","Waldo ME"," ",36280,1 
"23029"," ","Washington ME"," ",33941,1 
"23031","38860","York ME","Portland-South Portland-Biddeford, ME Metropolitan Statistical Area",186742,1 
"24001","19060","Allegany MD","Cumberland, MD-WV Metropolitan Statistical Area",74930,1 
"24003","12580","Anne Arundel MD","Baltimore-Towson, MD Metropolitan Statistical Area",489656,1 
"24005","12580","Baltimore MD","Baltimore-Towson, MD Metropolitan Statistical Area",754292,1 
"24009","47900","Calvert MD","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",74563,1 
"24011"," ","Caroline MD"," ",29772,1 
"24013","12580","Carroll MD","Baltimore-Towson, MD Metropolitan Statistical Area",150897,1 
"24015","37980","Cecil MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",85951,1 
"24017","47900","Charles MD","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",120546,1 
"24019","15700","Dorchester MD","Cambridge, MD Micropolitan Statistical Area",30674,1 
"24021","47900","Frederick MD","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",195277,1 
"24023"," ","Garrett MD"," ",29846,1 
"24025","12580","Harford MD","Baltimore-Towson, MD Metropolitan Statistical Area",218590,1 
"24027","12580","Howard MD","Baltimore-Towson, MD Metropolitan Statistical Area",247842,1 
"24029"," ","Kent MD"," ",19197,1 
"24031","47900","Montgomery MD","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",873341,1 
"24033","47900","Prince Georges MD","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",801515,1 
"24035","12580","Queen Annes MD","Baltimore-Towson, MD Metropolitan Statistical Area",40563,1 
"24037","30500","St. Marys MD","Lexington Park, MD Micropolitan Statistical Area",86211,1 
"24039","41540","Somerset MD","Salisbury, MD Metropolitan Statistical Area",24747,1 
"24041","20660","Talbot MD","Easton, MD Micropolitan Statistical Area",33812,1 
"24043","25180","Washington MD","Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",131923,1 
"24045","41540","Wicomico MD","Salisbury, MD Metropolitan Statistical Area",84644,1 
"24047","36180","Worcester MD","Ocean Pines, MD Micropolitan Statistical Area",46543,1 
"24510","12580","Baltimore city MD","Baltimore-Towson, MD Metropolitan Statistical Area",651154,1 
"25001","12700","Barnstable MA","Barnstable Town, MA Metropolitan Statistical Area",222230,1 
"25003","38340","Berkshire MA","Pittsfield, MA Metropolitan Statistical Area",134953,1 
"25005","39300","Bristol MA","Providence-New Bedford-Fall River, RI-MA Metropolitan Statistical Area",534678,1 
"25007"," ","Dukes MA"," ",14987,1 
"25009","14460","Essex MA","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",723419,1 
"25011","44140","Franklin MA","Springfield, MA Metropolitan Statistical Area",71535,1 
"25013","44140","Hampden MA","Springfield, MA Metropolitan Statistical Area",456228,1 
"25015","44140","Hampshire MA","Springfield, MA Metropolitan Statistical Area",152251,1 
"25017","14460","Middlesex MA","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",1465396,1 
"25019"," ","Nantucket MA"," ",9520,1 
"25021","14460","Norfolk MA","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",650308,1 
"25023","14460","Plymouth MA","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",472822,1 
"25025","14460","Suffolk MA","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",689807,1 
"25027","49340","Worcester MA","Worcester, MA Metropolitan Statistical Area",750963,1 
"26001"," ","Alcona MI"," ",11719,1 
"26003"," ","Alger MI"," ",9862,1 
"26005","10880","Allegan MI","Allegan, MI Micropolitan Statistical Area",105665,1 
"26007","10980","Alpena MI","Alpena, MI Micropolitan Statistical Area",31314,1 
"26009"," ","Antrim MI"," ",23110,1 
"26011"," ","Arenac MI"," ",17269,1 
"26013"," ","Baraga MI"," ",8746,1 
"26015","24340","Barry MI","Grand Rapids-Wyoming, MI Metropolitan Statistical Area",56755,1 
"26017","13020","Bay MI","Bay City, MI Metropolitan Statistical Area",110157,1 
"26019","45900","Benzie MI","Traverse City, MI Micropolitan Statistical Area",15998,1 
"26021","35660","Berrien MI","Niles-Benton Harbor, MI Metropolitan Statistical Area",162453,1 
"26023","17740","Branch MI","Coldwater, MI Micropolitan Statistical Area",45787,1 
"26025","12980","Calhoun MI","Battle Creek, MI Metropolitan Statistical Area",137985,1 
"26027","43780","Cass MI","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",51104,1 
"26029"," ","Charlevoix MI"," ",26090,1 
"26031"," ","Cheboygan MI"," ",26448,1 
"26033","42300","Chippewa MI","Sault Ste. Marie, MI Micropolitan Statistical Area",38543,1 
"26035"," ","Clare MI"," ",31252,1 
"26037","29620","Clinton MI","Lansing-East Lansing, MI Metropolitan Statistical Area",64753,1 
"26039"," ","Crawford MI"," ",14273,1 
"26041","21540","Delta MI","Escanaba, MI Micropolitan Statistical Area",38520,1 
"26043","27020","Dickinson MI","Iron Mountain, MI-WI Micropolitan Statistical Area",27472,1 
"26045","29620","Eaton MI","Lansing-East Lansing, MI Metropolitan Statistical Area",103655,1 
"26047"," ","Emmet MI"," ",31437,1 
"26049","22420","Genesee MI","Flint, MI Metropolitan Statistical Area",436141,1 
"26051"," ","Gladwin MI"," ",26023,1 
"26053"," ","Gogebic MI"," ",17370,1 
"26055","45900","Grand Traverse MI","Traverse City, MI Micropolitan Statistical Area",77654,1 
"26057","10940","Gratiot MI","Alma, MI Micropolitan Statistical Area",42285,1 
"26059"," ","Hillsdale MI"," ",46527,1 
"26061","26340","Houghton MI","Houghton, MI Micropolitan Statistical Area",36016,1 
"26063"," ","Huron MI"," ",36079,1 
"26065","29620","Ingham MI","Lansing-East Lansing, MI Metropolitan Statistical Area",279320,1 
"26067","24340","Ionia MI","Grand Rapids-Wyoming, MI Metropolitan Statistical Area",61518,1 
"26069"," ","Iosco MI"," ",27339,1 
"26071"," ","Iron MI"," ",13138,1 
"26073","34380","Isabella MI","Mount Pleasant, MI Micropolitan Statistical Area",63351,1 
"26075","27100","Jackson MI","Jackson, MI Metropolitan Statistical Area",158422,1 
"26077","28020","Kalamazoo MI","Kalamazoo-Portage, MI Metropolitan Statistical Area",238603,1 
"26079","45900","Kalkaska MI","Traverse City, MI Micropolitan Statistical Area",16571,1 
"26081","24340","Kent MI","Grand Rapids-Wyoming, MI Metropolitan Statistical Area",574335,1 
"26083","26340","Keweenaw MI","Houghton, MI Micropolitan Statistical Area",2301,1 
"26085"," ","Lake MI"," ",11333,1 
"26087","19820","Lapeer MI","Detroit-Warren-Livonia, MI Metropolitan Statistical Area",87904,1 
"26089","45900","Leelanau MI","Traverse City, MI Micropolitan Statistical Area",21119,1 
"26091","10300","Lenawee MI","Adrian, MI Micropolitan Statistical Area",98890,1 
"26093","19820","Livingston MI","Detroit-Warren-Livonia, MI Metropolitan Statistical Area",156951,1 
"26095"," ","Luce MI"," ",7024,1 
"26097"," ","Mackinac MI"," ",11943,1 
"26099","19820","Macomb MI","Detroit-Warren-Livonia, MI Metropolitan Statistical Area",788149,1 
"26101"," ","Manistee MI"," ",24527,1 
"26103","32100","Marquette MI","Marquette, MI Micropolitan Statistical Area",64634,1 
"26105"," ","Mason MI"," ",28274,1 
"26107","13660","Mecosta MI","Big Rapids, MI Micropolitan Statistical Area",40553,1 
"26109","31940","Menominee MI","Marinette, WI-MI Micropolitan Statistical Area",25326,1 
"26111","33220","Midland MI","Midland, MI Micropolitan Statistical Area",82874,1 
"26113","15620","Missaukee MI","Cadillac, MI Micropolitan Statistical Area",14478,1 
"26115","33780","Monroe MI","Monroe, MI Metropolitan Statistical Area",145945,1 
"26117"," ","Montcalm MI"," ",61266,1 
"26119"," ","Montmorency MI"," ",10315,1 
"26121","34740","Muskegon MI","Muskegon-Norton Shores, MI Metropolitan Statistical Area",170200,1 
"26123","24340","Newaygo MI","Grand Rapids-Wyoming, MI Metropolitan Statistical Area",47874,1 
"26125","19820","Oakland MI","Detroit-Warren-Livonia, MI Metropolitan Statistical Area",1194156,1 
"26127"," ","Oceana MI"," ",26873,1 
"26129"," ","Ogemaw MI"," ",21645,1 
"26131"," ","Ontonagon MI"," ",7818,1 
"26133"," ","Osceola MI"," ",23197,1 
"26135"," ","Oscoda MI"," ",9418,1 
"26137"," ","Otsego MI"," ",23301,1 
"26139","26100","Ottawa MI","Holland-Grand Haven, MI Metropolitan Statistical Area",238314,1 
"26141"," ","Presque Isle MI"," ",14411,1 
"26143"," ","Roscommon MI"," ",25469,1 
"26145","40980","Saginaw MI","Saginaw-Saginaw Township North, MI Metropolitan Statistical Area",210039,1 
"26147","19820","St. Clair MI","Detroit-Warren-Livonia, MI Metropolitan Statistical Area",164235,1 
"26149","44780","St. Joseph MI","Sturgis, MI Micropolitan Statistical Area",62422,1 
"26151"," ","Sanilac MI"," ",44547,1 
"26153"," ","Schoolcraft MI"," ",8903,1 
"26155","37020","Shiawassee MI","Owosso, MI Micropolitan Statistical Area",71687,1 
"26157"," ","Tuscola MI"," ",58266,1 
"26159","28020","Van Buren MI","Kalamazoo-Portage, MI Metropolitan Statistical Area",76263,1 
"26161","11460","Washtenaw MI","Ann Arbor, MI Metropolitan Statistical Area",322895,1 
"26163","19820","Wayne MI","Detroit-Warren-Livonia, MI Metropolitan Statistical Area",2061162,1 
"26165","15620","Wexford MI","Cadillac, MI Micropolitan Statistical Area",30484,1 
"27001"," ","Aitkin MN"," ",15301,1 
"27003","33460","Anoka MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",298084,1 
"27005"," ","Becker MN"," ",30000,1 
"27007","13420","Beltrami MN","Bemidji, MN Micropolitan Statistical Area",39650,1 
"27009","41060","Benton MN","St. Cloud, MN Metropolitan Statistical Area",34226,1 
"27011"," ","Big Stone MN"," ",5820,1 
"27013","31860","Blue Earth MN","Mankato-North Mankato, MN Micropolitan Statistical Area",55941,1 
"27015","35580","Brown MN","New Ulm, MN Micropolitan Statistical Area",26911,1 
"27017","20260","Carlton MN","Duluth, MN-WI Metropolitan Statistical Area",31671,1 
"27019","33460","Carver MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",70205,1 
"27021","14660","Cass MN","Brainerd, MN Micropolitan Statistical Area",27150,1 
"27023"," ","Chippewa MN"," ",13088,1 
"27025","33460","Chisago MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",41101,1 
"27027","22020","Clay MN","Fargo, ND-MN Metropolitan Statistical Area",51229,1 
"27029"," ","Clearwater MN"," ",8423,1 
"27031"," ","Cook MN"," ",5168,1 
"27033"," ","Cottonwood MN"," ",12167,1 
"27035","14660","Crow Wing MN","Brainerd, MN Micropolitan Statistical Area",55099,1 
"27037","33460","Dakota MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",355904,1 
"27039","40340","Dodge MN","Rochester, MN Metropolitan Statistical Area",17731,1 
"27041","10820","Douglas MN","Alexandria, MN Micropolitan Statistical Area",32821,1 
"27043"," ","Faribault MN"," ",16181,1 
"27045"," ","Fillmore MN"," ",21122,1 
"27047","10660","Freeborn MN","Albert Lea, MN Micropolitan Statistical Area",32584,1 
"27049","39860","Goodhue MN","Red Wing, MN Micropolitan Statistical Area",44127,1 
"27051"," ","Grant MN"," ",6289,1 
"27053","33460","Hennepin MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",1116200,1 
"27055","29100","Houston MN","La Crosse, WI-MN Metropolitan Statistical Area",19718,1 
"27057"," ","Hubbard MN"," ",18376,1 
"27059","33460","Isanti MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",31287,1 
"27061"," ","Itasca MN"," ",43992,1 
"27063"," ","Jackson MN"," ",11268,1 
"27065"," ","Kanabec MN"," ",14996,1 
"27067","48820","Kandiyohi MN","Willmar, MN Micropolitan Statistical Area",41203,1 
