"FIPS","Metropolitan Area","Industry Code","Industry","Component Code","Component","2001","2002","2003","2004","2005","2006"
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",1,"Total Gross Domestic Product by Metropolitan Area",200,GDP by Metropolitan Area (millions of current dollars),898039,908053,940950,993080,1050142,1123532
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",2," Private industries",200,GDP by Metropolitan Area (millions of current dollars),821551,828031,856692,902242,954965,1025289
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",3,"   Agriculture, forestry, fishing, and hunting",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",4,"     Crop and animal production (Farms)",200,GDP by Metropolitan Area (millions of current dollars),292,374,344,309,287,306
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",5,"     Forestry, fishing, and related activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",6,"   Mining",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",7,"     Oil and gas extraction",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",8,"     Mining, except oil and gas",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",9,"     Support activities for mining",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",10,"   Utilities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",11,"   Construction",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)",31207,32827,35104,36356
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",12,"   Manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)",57779,"(D)",58744
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",13,"     Durable goods",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",14,"       Wood product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",15,"       Nonmetallic mineral product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",16,"       Primary metal manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",17,"       Fabricated metal product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),3402,3165,3131,3310,3468,3609
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA)",18,"       Machinery manufacturing",200,GDP by Metropolitan Area (millions of current dollars),2340,"(D)","(D)","(D)","(D)","(D)"
