"FIPS","Metropolitan Area","Industry Code","Industry","Component Code","Component","2001","2002","2003","2004","2005","2006"
"39900","Reno-Sparks, NV (MSA)",1,"Total Gross Domestic Product by Metropolitan Area",200,GDP by Metropolitan Area (millions of current dollars),14477,14880,15505,17167,17751,18915
"39900","Reno-Sparks, NV (MSA)",2," Private industries",200,GDP by Metropolitan Area (millions of current dollars),12977,13294,13806,15302,15779,16805
"39900","Reno-Sparks, NV (MSA)",3,"   Agriculture, forestry, fishing, and hunting",200,GDP by Metropolitan Area (millions of current dollars),17,16,19,24,20,19
"39900","Reno-Sparks, NV (MSA)",4,"     Crop and animal production (Farms)",200,GDP by Metropolitan Area (millions of current dollars),8,11,14,19,16,15
"39900","Reno-Sparks, NV (MSA)",5,"     Forestry, fishing, and related activities",200,GDP by Metropolitan Area (millions of current dollars),9,5,5,5,4,4
"39900","Reno-Sparks, NV (MSA)",6,"   Mining",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)",64,88,173
"39900","Reno-Sparks, NV (MSA)",7,"     Oil and gas extraction",200,GDP by Metropolitan Area (millions of current dollars),"(L)","(L)","(L)","(D)","(D)","(D)"
"39900","Reno-Sparks, NV (MSA)",8,"     Mining, except oil and gas",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)",52,71,141
"39900","Reno-Sparks, NV (MSA)",9,"     Support activities for mining",200,GDP by Metropolitan Area (millions of current dollars),14,15,16,"(D)","(D)","(D)"
"39900","Reno-Sparks, NV (MSA)",10,"   Utilities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"39900","Reno-Sparks, NV (MSA)",11,"   Construction",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)",1480,1686,1804
"39900","Reno-Sparks, NV (MSA)",12,"   Manufacturing",200,GDP by Metropolitan Area (millions of current dollars),964,1005,1120,1568,1609,1598
"39900","Reno-Sparks, NV (MSA)",13,"     Durable goods",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"39900","Reno-Sparks, NV (MSA)",14,"       Wood product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),15,14,15,15,19,20
"39900","Reno-Sparks, NV (MSA)",15,"       Nonmetallic mineral product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),40,51,50,67,98,"(D)"
"39900","Reno-Sparks, NV (MSA)",16,"       Primary metal manufacturing",200,GDP by Metropolitan Area (millions of current dollars),16,9,8,10,"(D)","(D)"
"39900","Reno-Sparks, NV (MSA)",17,"       Fabricated metal product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"39900","Reno-Sparks, NV (MSA)",18,"       Machinery manufacturing",200,GDP by Metropolitan Area (millions of current dollars),46,59,38,53,66,58
"39900","Reno-Sparks, NV (MSA)",19,"       Computer and electronic product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),52,49,50,48,48,50
"39900","Reno-Sparks, NV (MSA)",20,"       Electrical equipment and appliance manufacturing",200,GDP by Metropolitan Area (millions of current dollars),8,8,5,5,5,5
"39900","Reno-Sparks, NV (MSA)",21,"       Motor vehicle, body, trailer, and parts manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)",7,8,8,9,10
"39900","Reno-Sparks, NV (MSA)",22,"       Other transportation equipment manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)",6,4,5,6,6
"39900","Reno-Sparks, NV (MSA)",23,"       Furniture and related product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),37,45,61,62,60,"(D)"
"39900","Reno-Sparks, NV (MSA)",24,"       Miscellaneous manufacturing",200,GDP by Metropolitan Area (millions of current dollars),163,223,326,729,730,671
"39900","Reno-Sparks, NV (MSA)",25,"     Nondurable goods",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"39900","Reno-Sparks, NV (MSA)",26,"       Food product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)",117,118
"39900","Reno-Sparks, NV (MSA)",27,"       Textile and textile product mills",200,GDP by Metropolitan Area (millions of current dollars),5,5,6,"(D)",3,"(D)"
"39900","Reno-Sparks, NV (MSA)",28,"       Apparel manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)",2,2,2
"39900","Reno-Sparks, NV (MSA)",29,"       Paper manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)",25,27,32
