"FIPS","Metropolitan Area","Industry Code","Industry","Component Code","Component","2001","2002","2003","2004","2005","2006"
"20740","Eau Claire, WI (MSA)",1,"Total Gross Domestic Product by Metropolitan Area",200,GDP by Metropolitan Area (millions of current dollars),4147,4437,4625,4874,5289,5509
"20740","Eau Claire, WI (MSA)",2," Private industries",200,GDP by Metropolitan Area (millions of current dollars),3600,3865,4027,4272,4666,4861
"20740","Eau Claire, WI (MSA)",3,"   Agriculture, forestry, fishing, and hunting",200,GDP by Metropolitan Area (millions of current dollars),"(D)",75,91,124,103,72
"20740","Eau Claire, WI (MSA)",4,"     Crop and animal production (Farms)",200,GDP by Metropolitan Area (millions of current dollars),68,60,74,108,86,54
"20740","Eau Claire, WI (MSA)",5,"     Forestry, fishing, and related activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)",15,16,16,17,18
"20740","Eau Claire, WI (MSA)",6,"   Mining",200,GDP by Metropolitan Area (millions of current dollars),"(L)","(L)","(L)","(L)",1,1
"20740","Eau Claire, WI (MSA)",7,"     Oil and gas extraction",200,GDP by Metropolitan Area (millions of current dollars),"(L)","(L)","(L)","(L)","(L)","(L)"
"20740","Eau Claire, WI (MSA)",8,"     Mining, except oil and gas",200,GDP by Metropolitan Area (millions of current dollars),0,"(L)","(L)","(L)",1,1
"20740","Eau Claire, WI (MSA)",9,"     Support activities for mining",200,GDP by Metropolitan Area (millions of current dollars),0,"(L)","(L)","(L)","(L)","(L)"
"20740","Eau Claire, WI (MSA)",10,"   Utilities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"20740","Eau Claire, WI (MSA)",11,"   Construction",200,GDP by Metropolitan Area (millions of current dollars),214,208,228,249,266,265
"20740","Eau Claire, WI (MSA)",12,"   Manufacturing",200,GDP by Metropolitan Area (millions of current dollars),664,685,715,730,916,958
"20740","Eau Claire, WI (MSA)",13,"     Durable goods",200,GDP by Metropolitan Area (millions of current dollars),394,430,466,470,635,663
