"FIPS","Metropolitan Area","Industry Code","Industry","Component Code","Component","2001","2002","2003","2004","2005","2006"
"36100","Ocala, FL (MSA)",1,"Total Gross Domestic Product by Metropolitan Area",200,GDP by Metropolitan Area (millions of current dollars),4607,4870,5394,5941,6700,7341
"36100","Ocala, FL (MSA)",2," Private industries",200,GDP by Metropolitan Area (millions of current dollars),3916,4161,4635,5139,5850,6417
"36100","Ocala, FL (MSA)",3,"   Agriculture, forestry, fishing, and hunting",200,GDP by Metropolitan Area (millions of current dollars),138,147,142,161,157,174
"36100","Ocala, FL (MSA)",4,"     Crop and animal production (Farms)",200,GDP by Metropolitan Area (millions of current dollars),85,96,84,95,89,86
"36100","Ocala, FL (MSA)",5,"     Forestry, fishing, and related activities",200,GDP by Metropolitan Area (millions of current dollars),53,51,58,66,68,88
"36100","Ocala, FL (MSA)",6,"   Mining",200,GDP by Metropolitan Area (millions of current dollars),15,10,12,14,22,20
"36100","Ocala, FL (MSA)",7,"     Oil and gas extraction",200,GDP by Metropolitan Area (millions of current dollars),"(L)","(L)","(L)","(L)","(L)","(L)"
"36100","Ocala, FL (MSA)",8,"     Mining, except oil and gas",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)",19,16
"36100","Ocala, FL (MSA)",9,"     Support activities for mining",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)",3,4
"36100","Ocala, FL (MSA)",10,"   Utilities",200,GDP by Metropolitan Area (millions of current dollars),58,63,73,87,101,116
"36100","Ocala, FL (MSA)",11,"   Construction",200,GDP by Metropolitan Area (millions of current dollars),332,355,473,567,656,751
"36100","Ocala, FL (MSA)",12,"   Manufacturing",200,GDP by Metropolitan Area (millions of current dollars),479,472,508,536,608,649
"36100","Ocala, FL (MSA)",13,"     Durable goods",200,GDP by Metropolitan Area (millions of current dollars),361,347,374,400,471,506
"36100","Ocala, FL (MSA)",14,"       Wood product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),59,54,57,68,85,78
"36100","Ocala, FL (MSA)",15,"       Nonmetallic mineral product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),18,20,28,28,41,65
"36100","Ocala, FL (MSA)",16,"       Primary metal manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)",10,10,15
"36100","Ocala, FL (MSA)",17,"       Fabricated metal product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),72,73,77,78,102,100
"36100","Ocala, FL (MSA)",18,"       Machinery manufacturing",200,GDP by Metropolitan Area (millions of current dollars),29,37,34,37,45,48
"36100","Ocala, FL (MSA)",19,"       Computer and electronic product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),59,50,48,59,66,81
