"city","state","county","latitude","longitude","fips_place","fips_county","fips_cbsa","fips_csa","fips_st","msa_name"
"Ashburn","GA",NA,31.708923,-83.652651,3236,NA,NA,NA,13,NA
"Athens","GA",NA,33.9553,-83.393701,3432,NA,NA,NA,13,NA
"Attapulgus","GA",NA,30.749343,-84.484602,4084,NA,NA,NA,13,NA
"Auburn","GA",NA,34.013282,-83.833184,4140,NA,NA,NA,13,NA
"Augusta","GA",NA,33.45735,-81.994991,4196,NA,NA,NA,13,NA
"Austell","GA",NA,33.822,-84.642932,4252,NA,NA,NA,13,NA
"Avalon","GA",NA,34.501508,-83.194444,4392,NA,NA,NA,13,NA
"Avera","GA",NA,33.193697,-82.529635,4448,NA,NA,NA,13,NA
"Avondale Estates","GA",NA,33.768567,-84.264805,4644,NA,NA,NA,13,NA
"Baconton","GA",NA,31.375824,-84.161563,4840,NA,NA,NA,13,NA
"Baldwin","GA",NA,34.492135,-83.550037,4980,NA,NA,NA,13,NA
"Ball Ground","GA",NA,34.337221,-84.376942,5036,NA,NA,NA,13,NA
"Barnesville","GA",NA,33.050812,-84.155138,5344,NA,NA,NA,13,NA
"Bartow","GA",NA,32.882722,-82.472527,5680,NA,NA,NA,13,NA
"Barwick","GA",NA,30.892096,-83.739573,5708,NA,NA,NA,13,NA
"Baxley","GA",NA,31.764725,-82.351917,6016,NA,NA,NA,13,NA
"Bellville","GA",NA,32.152637,-81.973527,6688,NA,NA,NA,13,NA
"Belvedere Park","GA",NA,33.74875,-84.259696,6884,NA,NA,NA,13,NA
"Berkeley Lake","GA",NA,33.982,-84.185806,7248,NA,NA,NA,13,NA
"Berlin","GA",NA,31.067217,-83.62376,7304,NA,NA,NA,13,NA
"Bethlehem","GA",NA,33.937608,-83.708437,7612,NA,NA,NA,13,NA
"Between","GA",NA,33.813045,-83.808915,7640,NA,NA,NA,13,NA
"Bibb City","GA",NA,32.5006,-84.992474,7864,NA,NA,NA,13,NA
"Bishop","GA",NA,33.816236,-83.436421,8200,NA,NA,NA,13,NA
"Blackshear","GA",NA,31.298946,-82.241661,8284,NA,NA,NA,13,NA
"Blacksville","GA",NA,33.429529,-84.15633,8340,NA,NA,NA,13,NA
"Blairsville","GA",NA,34.873634,-83.951584,8480,NA,NA,NA,13,NA
"Blakely","GA",NA,31.379125,-84.935271,8536,NA,NA,NA,13,NA
"Bloomingdale","GA",NA,32.118013,-81.308462,8844,NA,NA,NA,13,NA
"Blue Ridge","GA",NA,34.864084,-84.327008,8928,NA,NA,NA,13,NA
"Bluffton","GA",NA,31.520015,-84.866958,8956,NA,NA,NA,13,NA
"Blythe","GA",NA,33.292494,-82.199521,9040,NA,NA,NA,13,NA
"Bogart","GA",NA,33.947308,-83.532321,9068,NA,NA,NA,13,NA
"Bonanza","GA",NA,33.45585,-84.336584,9272,NA,NA,NA,13,NA
"Boston","GA",NA,30.791702,-83.790843,9460,NA,NA,NA,13,NA
"Bostwick","GA",NA,33.738094,-83.515285,9488,NA,NA,NA,13,NA
"Bowdon","GA",NA,33.537399,-85.254165,9544,NA,NA,NA,13,NA
"Bowersville","GA",NA,34.372247,-83.083337,9656,NA,NA,NA,13,NA
"Bowman","GA",NA,34.203438,-83.028886,9712,NA,NA,NA,13,NA
"Braselton","GA",NA,34.10226,-83.788163,10076,NA,NA,NA,13,NA
"Braswell","GA",NA,33.98308,-84.966537,10104,NA,NA,NA,13,NA
"Bremen","GA",NA,33.708369,-85.152252,10132,NA,NA,NA,13,NA
"Brinson","GA",NA,30.978831,-84.737303,10608,NA,NA,NA,13,NA
"Bronwood","GA",NA,31.830792,-84.364022,10860,NA,NA,NA,13,NA
"Brooklet","GA",NA,32.388867,-81.669307,11000,NA,NA,NA,13,NA
"Brooks","GA",NA,33.294992,-84.459194,11056,NA,NA,NA,13,NA
"Broxton","GA",NA,31.623792,-82.886894,11504,NA,NA,NA,13,NA
"Buchanan","GA",NA,33.801232,-85.180571,11616,NA,NA,NA,13,NA
"Buckhead","GA",NA,33.568239,-83.363727,11672,NA,NA,NA,13,NA
"Buena Vista","GA",NA,32.318357,-84.517594,11728,NA,NA,NA,13,NA
"Buford","GA",NA,34.11698,-83.998629,11784,NA,NA,NA,13,NA
"Butler","GA",NA,32.557059,-84.237504,12120,NA,NA,NA,13,NA
"Byromville","GA",NA,32.201334,-83.908126,12232,NA,NA,NA,13,NA
"Byron","GA",NA,32.651957,-83.757553,12260,NA,NA,NA,13,NA
"Cadwell","GA",NA,32.340183,-83.042593,12344,NA,NA,NA,13,NA
"Cairo","GA",NA,30.879305,-84.206033,12400,NA,NA,NA,13,NA
"Camak","GA",NA,33.451321,-82.646691,12512,NA,NA,NA,13,NA
"Camilla","GA",NA,31.229739,-84.210058,12624,NA,NA,NA,13,NA
"Candler-McAfee","GA",NA,33.7256,-84.270298,12834,NA,NA,NA,13,NA
"Canon","GA",NA,34.346186,-83.110723,12932,NA,NA,NA,13,NA
"Canton","GA",NA,34.249001,-84.49019,12988,NA,NA,NA,13,NA
"Carl","GA",NA,34.00496,-83.811341,13184,NA,NA,NA,13,NA
"Carlton","GA",NA,34.042681,-83.038592,13212,NA,NA,NA,13,NA
"Carnesville","GA",NA,34.367204,-83.233317,13352,NA,NA,NA,13,NA
"Carrollton","GA",NA,33.583836,-85.075877,13492,NA,NA,NA,13,NA
"Cartersville","GA",NA,34.167365,-84.801394,13688,NA,NA,NA,13,NA
"Cave Spring","GA",NA,34.109502,-85.333851,14108,NA,NA,NA,13,NA
"Cecil","GA",NA,31.045581,-83.393083,14192,NA,NA,NA,13,NA
"Centerville","GA",NA,32.631968,-83.676366,14920,NA,NA,NA,13,NA
"Centralhatchee","GA",NA,33.368361,-85.10424,15004,NA,NA,NA,13,NA
"Chamblee","GA",NA,33.88715,-84.303012,15172,NA,NA,NA,13,NA
"Chattanooga Valley","GA",NA,34.922536,-85.34867,15585,NA,NA,NA,13,NA
"Chauncey","GA",NA,32.106517,-83.065235,15648,NA,NA,NA,13,NA
"Chester","GA",NA,32.394352,-83.15451,15900,NA,NA,NA,13,NA
"Chickamauga","GA",NA,34.872394,-85.291487,15984,NA,NA,NA,13,NA
"Clarkesville","GA",NA,34.609473,-83.52282,16460,NA,NA,NA,13,NA
"Claxton","GA",NA,32.161414,-81.907931,16600,NA,NA,NA,13,NA
"Clayton","GA",NA,34.877432,-83.400901,16656,NA,NA,NA,13,NA
"Clermont","GA",NA,34.477074,-83.774141,16796,NA,NA,NA,13,NA
"Cleveland","GA",NA,34.596939,-83.764152,16824,NA,NA,NA,13,NA
"Climax","GA",NA,30.875624,-84.431252,16908,NA,NA,NA,13,NA
"Cobbtown","GA",NA,32.281091,-82.138926,17272,NA,NA,NA,13,NA
"Cochran","GA",NA,32.387309,-83.354909,17328,NA,NA,NA,13,NA
"Cohutta","GA",NA,34.954877,-84.954482,17496,NA,NA,NA,13,NA
"Colbert","GA",NA,34.036994,-83.212964,17552,NA,NA,NA,13,NA
"Coleman","GA",NA,31.672628,-84.890346,17580,NA,NA,NA,13,NA
"College Park","GA",NA,33.639067,-84.458587,17776,NA,NA,NA,13,NA
"Collins","GA",NA,32.179154,-82.110952,17832,NA,NA,NA,13,NA
"Colquitt","GA",NA,31.17144,-84.73417,18000,NA,NA,NA,13,NA
"Columbus(remainder)","GA",NA,32.51071,-84.874972,19030,NA,NA,NA,13,NA
"Comer","GA",NA,34.061921,-83.125372,19084,NA,NA,NA,13,NA
"Commerce","GA",NA,34.205878,-83.461179,19112,NA,NA,NA,13,NA
"Concord","GA",NA,33.091499,-84.43814,19168,NA,NA,NA,13,NA
"Conley","GA",NA,33.63795,-84.336605,19280,NA,NA,NA,13,NA
"Conyers","GA",NA,33.663967,-84.012364,19336,NA,NA,NA,13,NA
"Coolidge","GA",NA,31.010548,-83.866656,19392,NA,NA,NA,13,NA
"Corinth","GA",NA,33.230333,-84.944008,19672,NA,NA,NA,13,NA
"Country Club Estates","GA",NA,31.212452,-81.464353,19830,NA,NA,NA,13,NA
"Covington","GA",NA,33.603248,-83.85447,20064,NA,NA,NA,13,NA
"Crawford","GA",NA,33.882949,-83.156345,20288,NA,NA,NA,13,NA
"Crawfordville","GA",NA,33.554449,-82.896902,20316,NA,NA,NA,13,NA
"Culloden","GA",NA,32.863021,-84.093709,20848,NA,NA,NA,13,NA
"Cumming","GA",NA,34.208765,-84.135128,20932,NA,NA,NA,13,NA
"Cusseta","GA",NA,32.303957,-84.777558,21016,NA,NA,NA,13,NA
"Cuthbert","GA",NA,31.770563,-84.793596,21072,NA,NA,NA,13,NA
"Dacula","GA",NA,33.98485,-83.887798,21184,NA,NA,NA,13,NA
"Dahlonega","GA",NA,34.536755,-83.984648,21240,NA,NA,NA,13,NA
"Daisy","GA",NA,32.150852,-81.837125,21268,NA,NA,NA,13,NA
"Dallas","GA",NA,33.919334,-84.831865,21324,NA,NA,NA,13,NA
"Damascus","GA",NA,31.298401,-84.717511,21436,NA,NA,NA,13,NA
"Danielsville","GA",NA,34.123884,-83.22056,21632,NA,NA,NA,13,NA
"Danville","GA",NA,32.605526,-83.246101,21688,NA,NA,NA,13,NA
"Darien","GA",NA,31.371556,-81.429861,21716,NA,NA,NA,13,NA
"Davisboro","GA",NA,32.983204,-82.60613,21800,NA,NA,NA,13,NA
"Dawson","GA",NA,31.771673,-84.443979,21912,NA,NA,NA,13,NA
"Dawsonville","GA",NA,34.420672,-84.119359,21940,NA,NA,NA,13,NA
"Dearing","GA",NA,33.41524,-82.384425,22024,NA,NA,NA,13,NA
"Decatur","GA",NA,33.77125,-84.297809,22052,NA,NA,NA,13,NA
"Deenwood","GA",NA,31.247188,-82.366023,22080,NA,NA,NA,13,NA
"Deepstep","GA",NA,33.016053,-82.967588,22108,NA,NA,NA,13,NA
"Demorest","GA",NA,34.56548,-83.545399,22304,NA,NA,NA,13,NA
"Denton","GA",NA,31.722475,-82.696461,22388,NA,NA,NA,13,NA
"De Soto village","GA",NA,31.954331,-84.063741,22472,NA,NA,NA,13,NA
"Dexter","GA",NA,32.433049,-83.059968,22752,NA,NA,NA,13,NA
"Dillard","GA",NA,34.972472,-83.385607,22976,NA,NA,NA,13,NA
"Dock Junction","GA",NA,31.202152,-81.516921,23200,NA,NA,NA,13,NA
"Doerun","GA",NA,31.319148,-83.918033,23284,NA,NA,NA,13,NA
"Donalsonville","GA",NA,31.040703,-84.878458,23368,NA,NA,NA,13,NA
"Dooling","GA",NA,32.229381,-83.929061,23480,NA,NA,NA,13,NA
"Doraville","GA",NA,33.906967,-84.274308,23536,NA,NA,NA,13,NA
"Douglasville","GA",NA,33.745193,-84.74512,23900,NA,NA,NA,13,NA
"Druid Hills","GA",NA,33.7871,-84.32605,24264,NA,NA,NA,13,NA
"Dudley","GA",NA,32.532816,-83.080683,24488,NA,NA,NA,13,NA
"Duluth","GA",NA,34.004689,-84.153215,24600,NA,NA,NA,13,NA
"Dunwoody","GA",NA,33.942267,-84.313968,24768,NA,NA,NA,13,NA
"Du Pont","GA",NA,30.989151,-82.869851,24796,NA,NA,NA,13,NA
"East Boundary","GA",NA,33.459878,-81.941686,25174,NA,NA,NA,13,NA
"East Dublin","GA",NA,32.550688,-82.868798,25300,NA,NA,NA,13,NA
"East Ellijay","GA",NA,34.682099,-84.474186,25356,NA,NA,NA,13,NA
"East Griffin","GA",NA,33.24299,-84.232335,25440,NA,NA,NA,13,NA
"Eastman","GA",NA,32.196229,-83.179329,25552,NA,NA,NA,13,NA
"East Newnan","GA",NA,33.346309,-84.777534,25692,NA,NA,NA,13,NA
"East Point","GA",NA,33.670733,-84.469288,25720,NA,NA,NA,13,NA
"Eatonton","GA",NA,33.322891,-83.387003,26084,NA,NA,NA,13,NA
"Edge Hill","GA",NA,33.152929,-82.626781,26224,NA,NA,NA,13,NA
"Edison","GA",NA,31.56072,-84.738065,26448,NA,NA,NA,13,NA
"Elberton","GA",NA,34.105522,-82.864037,26616,NA,NA,NA,13,NA
"Ellaville","GA",NA,32.237626,-84.3097,26980,NA,NA,NA,13,NA
"Ellenton","GA",NA,31.176376,-83.588127,27008,NA,NA,NA,13,NA
"Ellijay","GA",NA,34.692272,-84.483722,27092,NA,NA,NA,13,NA
"Emerson","GA",NA,34.131791,-84.739428,27344,NA,NA,NA,13,NA
"Enigma","GA",NA,31.409055,-83.330164,27596,NA,NA,NA,13,NA
"Ephesus","GA",NA,33.408089,-85.261811,27708,NA,NA,NA,13,NA
"Eton","GA",NA,34.822955,-84.762858,27932,NA,NA,NA,13,NA
"Euharlee","GA",NA,34.143403,-84.932815,27988,NA,NA,NA,13,NA
"Evans","GA",NA,33.513796,-82.145461,28044,NA,NA,NA,13,NA
"Experiment","GA",NA,33.278223,-84.277346,28296,NA,NA,NA,13,NA
"Fairburn","GA",NA,33.56545,-84.583545,28380,NA,NA,NA,13,NA
"Fairmount","GA",NA,34.440778,-84.701344,28492,NA,NA,NA,13,NA
"Fair Oaks","GA",NA,33.9197,-84.544575,28520,NA,NA,NA,13,NA
"Fairview","GA",NA,34.930287,-85.292494,28632,NA,NA,NA,13,NA
"Fayetteville","GA",NA,33.445467,-84.461323,28968,NA,NA,NA,13,NA
"Flemington","GA",NA,31.849489,-81.561795,30088,NA,NA,NA,13,NA
"Flovilla","GA",NA,33.252952,-83.899693,30312,NA,NA,NA,13,NA
"Flowery Branch","GA",NA,34.1856,-83.92315,30340,NA,NA,NA,13,NA
"Folkston","GA",NA,30.836957,-82.009112,30424,NA,NA,NA,13,NA
"Forest Park","GA",NA,33.619033,-84.355363,30536,NA,NA,NA,13,NA
"Forsyth","GA",NA,33.034291,-83.939984,30732,NA,NA,NA,13,NA
"Fort Benning South","GA",NA,32.362341,-84.949259,30785,NA,NA,NA,13,NA
"Fort Gaines","GA",NA,31.626379,-85.054812,30816,NA,NA,NA,13,NA
"Fort Gordon","GA",NA,33.417109,-82.140946,30844,NA,NA,NA,13,NA
"Fort Oglethorpe","GA",NA,34.922773,-85.253392,30956,NA,NA,NA,13,NA
"Franklin","GA",NA,33.28141,-85.097673,31292,NA,NA,NA,13,NA
"Franklin Springs","GA",NA,34.283454,-83.14635,31320,NA,NA,NA,13,NA
"Funston","GA",NA,31.200219,-83.873257,31684,NA,NA,NA,13,NA
"Gaines School","GA",NA,33.9266,-83.339449,31889,NA,NA,NA,13,NA
"Gainesville Mills","GA",NA,34.277357,-83.817911,31936,NA,NA,NA,13,NA
"Garden City","GA",NA,32.103483,-81.162865,32048,NA,NA,NA,13,NA
"Garfield","GA",NA,32.650349,-82.096478,32188,NA,NA,NA,13,NA
"Gay","GA",NA,33.093672,-84.573998,32384,NA,NA,NA,13,NA
"Geneva","GA",NA,32.579598,-84.552202,32412,NA,NA,NA,13,NA
"Georgetown","GA",NA,31.980952,-81.229807,32482,NA,NA,NA,13,NA
"Georgetown","GA",NA,31.885383,-85.105906,32524,NA,NA,NA,13,NA
"Gibson","GA",NA,33.232592,-82.595449,32748,NA,NA,NA,13,NA
"Gillsville","GA",NA,34.311517,-83.637487,32860,NA,NA,NA,13,NA
"Girard","GA",NA,33.04084,-81.711274,32916,NA,NA,NA,13,NA
"Glennville","GA",NA,31.936232,-81.93162,33336,NA,NA,NA,13,NA
"Glenwood","GA",NA,32.180598,-82.671673,33392,NA,NA,NA,13,NA
"Good Hope","GA",NA,33.783912,-83.60977,33896,NA,NA,NA,13,NA
"Gordon","GA",NA,32.885703,-83.335469,33980,NA,NA,NA,13,NA
"Grantville","GA",NA,33.237972,-84.827867,34428,NA,NA,NA,13,NA
"Gray","GA",NA,33.00739,-83.535748,34512,NA,NA,NA,13,NA
"Grayson","GA",NA,33.8932,-83.955514,34596,NA,NA,NA,13,NA
"Greensboro","GA",NA,33.574137,-83.183717,34876,NA,NA,NA,13,NA
"Greenville","GA",NA,33.026886,-84.715435,35016,NA,NA,NA,13,NA
"Gresham Park","GA",NA,33.70325,-84.314443,35240,NA,NA,NA,13,NA
"Griffin","GA",NA,33.241091,-84.272893,35324,NA,NA,NA,13,NA
"Grovetown","GA",NA,33.449392,-82.201828,35716,NA,NA,NA,13,NA
"Gumbranch","GA",NA,31.836753,-81.684743,35800,NA,NA,NA,13,NA
"Gumlog","GA",NA,34.491764,-83.096661,35814,NA,NA,NA,13,NA
"Guyton","GA",NA,32.336145,-81.393931,35884,NA,NA,NA,13,NA
"Hagan","GA",NA,32.154246,-81.929947,36024,NA,NA,NA,13,NA
"Hahira","GA",NA,30.990307,-83.372798,36052,NA,NA,NA,13,NA
"Hamilton","GA",NA,32.758852,-84.875568,36220,NA,NA,NA,13,NA
"Hampton","GA",NA,33.384378,-84.285224,36276,NA,NA,NA,13,NA
"Hapeville","GA",NA,33.66105,-84.409313,36472,NA,NA,NA,13,NA
"Haralson","GA",NA,33.228937,-84.570273,36528,NA,NA,NA,13,NA
"Harlem","GA",NA,33.414036,-82.316978,36696,NA,NA,NA,13,NA
"Harrison","GA",NA,32.825932,-82.725851,36920,NA,NA,NA,13,NA
"Hartwell","GA",NA,34.353733,-82.932047,37144,NA,NA,NA,13,NA
"Hawkinsville","GA",NA,32.282556,-83.47415,37396,NA,NA,NA,13,NA
"Hazlehurst","GA",NA,31.865902,-82.599661,37564,NA,NA,NA,13,NA
"Helen","GA",NA,34.701995,-83.722248,37788,NA,NA,NA,13,NA
"Helena","GA",NA,32.079373,-82.91084,37816,NA,NA,NA,13,NA
"Hephzibah","GA",NA,33.287275,-82.10605,38040,NA,NA,NA,13,NA
"Hiawassee","GA",NA,34.948861,-83.754261,38124,NA,NA,NA,13,NA
"Higgston","GA",NA,32.216791,-82.467177,38348,NA,NA,NA,13,NA
"Hilltonia","GA",NA,32.883716,-81.661373,38852,NA,NA,NA,13,NA
"Hiram","GA",NA,33.865471,-84.774656,39076,NA,NA,NA,13,NA
"Hoboken","GA",NA,31.181409,-82.131695,39216,NA,NA,NA,13,NA
"Hogansville","GA",NA,33.168578,-84.902488,39244,NA,NA,NA,13,NA
"Holly Springs","GA",NA,34.172205,-84.49786,39524,NA,NA,NA,13,NA
"Homeland","GA",NA,30.854999,-82.024294,39692,NA,NA,NA,13,NA
"Homer","GA",NA,34.333825,-83.499673,39720,NA,NA,NA,13,NA
"Homerville","GA",NA,31.036132,-82.753619,39748,NA,NA,NA,13,NA
"Hoschton","GA",NA,34.092475,-83.761183,40056,NA,NA,NA,13,NA
"Hull","GA",NA,34.01475,-83.293489,40532,NA,NA,NA,13,NA
"Ideal","GA",NA,32.372765,-84.188911,40812,NA,NA,NA,13,NA
"Ila","GA",NA,34.172278,-83.293543,40840,NA,NA,NA,13,NA
"Indian Springs","GA",NA,34.9608,-85.160017,41036,NA,NA,NA,13,NA
"Iron City","GA",NA,31.012955,-84.81376,41344,NA,NA,NA,13,NA
"Irondale","GA",NA,33.480433,-84.358907,41347,NA,NA,NA,13,NA
"Irwinton","GA",NA,32.811413,-83.174671,41400,NA,NA,NA,13,NA
"Isle Of Hope-Dutch Island","GA",NA,31.9855,-81.052864,41487,NA,NA,NA,13,NA
"Ivey","GA",NA,32.907855,-83.298695,41540,NA,NA,NA,13,NA
"Jackson","GA",NA,33.292121,-83.962171,41596,NA,NA,NA,13,NA
"Jacksonville","GA",NA,31.815565,-82.978677,41708,NA,NA,NA,13,NA
"Jakin","GA",NA,31.090392,-84.983252,41792,NA,NA,NA,13,NA
"Jasper","GA",NA,34.469781,-84.428287,41932,NA,NA,NA,13,NA
"Jefferson","GA",NA,34.13339,-83.599698,41988,NA,NA,NA,13,NA
"Jeffersonville","GA",NA,32.686935,-83.344229,42100,NA,NA,NA,13,NA
"Jenkinsburg","GA",NA,33.324929,-84.034314,42156,NA,NA,NA,13,NA
"Jersey","GA",NA,33.717487,-83.80034,42184,NA,NA,NA,13,NA
"Jonesboro","GA",NA,33.52205,-84.352924,42604,NA,NA,NA,13,NA
"Junction City","GA",NA,32.602943,-84.45827,42800,NA,NA,NA,13,NA
"Kennesaw","GA",NA,34.0237,-84.616327,43192,NA,NA,NA,13,NA
"Keysville","GA",NA,33.236227,-82.229511,43360,NA,NA,NA,13,NA
"Kings Bay Base","GA",NA,30.797829,-81.564416,43580,NA,NA,NA,13,NA
"Kingsland","GA",NA,30.791268,-81.663138,43640,NA,NA,NA,13,NA
"Kingston","GA",NA,34.235717,-84.946095,43668,NA,NA,NA,13,NA
"Kite","GA",NA,32.691311,-82.515526,43892,NA,NA,NA,13,NA
"La Fayette","GA",NA,34.70756,-85.28105,44312,NA,NA,NA,13,NA
"Lake City","GA",NA,33.608,-84.340557,44508,NA,NA,NA,13,NA
"Lakeland","GA",NA,31.040682,-83.074919,44592,NA,NA,NA,13,NA
"Lake Park","GA",NA,30.684606,-83.187768,44704,NA,NA,NA,13,NA
"Lakeview","GA",NA,34.977012,-85.253655,44900,NA,NA,NA,13,NA
"Lakeview Estates","GA",NA,33.70555,-84.040003,44956,NA,NA,NA,13,NA
"Lavonia","GA",NA,34.435953,-83.106397,45460,NA,NA,NA,13,NA
"Lawrenceville","GA",NA,33.949512,-83.99218,45488,NA,NA,NA,13,NA
"Leary","GA",NA,31.484927,-84.512826,45600,NA,NA,NA,13,NA
"Leesburg","GA",NA,31.733926,-84.170234,45768,NA,NA,NA,13,NA
"Lenox","GA",NA,31.269877,-83.466357,45936,NA,NA,NA,13,NA
"Leslie village","GA",NA,31.954731,-84.087001,46020,NA,NA,NA,13,NA
"Lexington","GA",NA,33.870233,-83.111044,46188,NA,NA,NA,13,NA
"Lilburn","GA",NA,33.888233,-84.136866,46356,NA,NA,NA,13,NA
"Lilly","GA",NA,32.145885,-83.87777,46384,NA,NA,NA,13,NA
"Lincolnton","GA",NA,33.791802,-82.479314,46552,NA,NA,NA,13,NA
"Lindale","GA",NA,34.18755,-85.180659,46580,NA,NA,NA,13,NA
"Linwood","GA",NA,34.711295,-85.290807,46776,NA,NA,NA,13,NA
"Lithia Springs","GA",NA,33.779,-84.644197,46832,NA,NA,NA,13,NA
"Lithonia","GA",NA,33.71255,-84.105981,46860,NA,NA,NA,13,NA
"Locust Grove","GA",NA,33.345347,-84.105033,47140,NA,NA,NA,13,NA
"Loganville","GA",NA,33.8359,-83.895132,47196,NA,NA,NA,13,NA
"Lone Oak","GA",NA,33.172029,-84.820106,47252,NA,NA,NA,13,NA
"Lookout Mountain","GA",NA,34.96148,-85.360354,47336,NA,NA,NA,13,NA
"Louisville","GA",NA,32.995834,-82.400352,47560,NA,NA,NA,13,NA
"Lovejoy","GA",NA,33.43955,-84.316211,47616,NA,NA,NA,13,NA
"Ludowici","GA",NA,31.710665,-81.746387,47784,NA,NA,NA,13,NA
"Lula","GA",NA,34.393016,-83.663072,47896,NA,NA,NA,13,NA
"Lumber City","GA",NA,31.932588,-82.682703,47952,NA,NA,NA,13,NA
"Lumpkin","GA",NA,32.049657,-84.799552,47980,NA,NA,NA,13,NA
"Luthersville","GA",NA,33.209851,-84.744442,48008,NA,NA,NA,13,NA
"Lyerly","GA",NA,34.403344,-85.404193,48092,NA,NA,NA,13,NA
"Lyons","GA",NA,32.203864,-82.321071,48232,NA,NA,NA,13,NA
"Mableton","GA",NA,33.812867,-84.562193,48288,NA,NA,NA,13,NA
"McCaysville","GA",NA,34.981454,-84.370371,48428,NA,NA,NA,13,NA
"McDonough","GA",NA,33.450557,-84.144024,48624,NA,NA,NA,13,NA
"McIntyre","GA",NA,32.846947,-83.194806,48848,NA,NA,NA,13,NA
"McRae","GA",NA,32.061583,-82.901043,49084,NA,NA,NA,13,NA
"Madison","GA",NA,33.577291,-83.476804,49196,NA,NA,NA,13,NA
"Manassas","GA",NA,32.1639,-82.021496,49504,NA,NA,NA,13,NA
"Manchester","GA",NA,32.854598,-84.616526,49532,NA,NA,NA,13,NA
"Mansfield","GA",NA,33.517985,-83.735183,49616,NA,NA,NA,13,NA
"Marshallville","GA",NA,32.45718,-83.941089,49924,NA,NA,NA,13,NA
"Martin","GA",NA,34.485118,-83.186364,50008,NA,NA,NA,13,NA
"Martinez","GA",NA,33.519403,-82.088293,50036,NA,NA,NA,13,NA
"Maxeys","GA",NA,33.754821,-83.173896,50260,NA,NA,NA,13,NA
"Maysville","GA",NA,34.253379,-83.555685,50484,NA,NA,NA,13,NA
"Meansville","GA",NA,33.049899,-84.309786,50596,NA,NA,NA,13,NA
"Meigs","GA",NA,31.072097,-84.09192,50680,NA,NA,NA,13,NA
"Menlo","GA",NA,34.483271,-85.47685,50848,NA,NA,NA,13,NA
"Metter","GA",NA,32.395965,-82.061187,51072,NA,NA,NA,13,NA
"Midville","GA",NA,32.821097,-82.235292,51240,NA,NA,NA,13,NA
"Midway","GA",NA,31.802455,-81.42681,51352,NA,NA,NA,13,NA
"Midway-Hardwick","GA",NA,33.05131,-83.244723,51394,NA,NA,NA,13,NA
"Milan","GA",NA,32.019515,-83.063598,51408,NA,NA,NA,13,NA
"Millen","GA",NA,32.806697,-81.942307,51520,NA,NA,NA,13,NA
"Milner","GA",NA,33.114105,-84.195116,51604,NA,NA,NA,13,NA
"Mineral Bluff","GA",NA,34.915766,-84.276932,51744,NA,NA,NA,13,NA
"Mitchell","GA",NA,33.219016,-82.703144,51968,NA,NA,NA,13,NA
"Molena","GA",NA,33.010729,-84.500956,52108,NA,NA,NA,13,NA
"Monroe","GA",NA,33.794085,-83.711929,52192,NA,NA,NA,13,NA
"Montezuma","GA",NA,32.299595,-84.026777,52304,NA,NA,NA,13,NA
"Montgomery","GA",NA,31.944184,-81.10908,52332,NA,NA,NA,13,NA
"Monticello","GA",NA,33.305556,-83.687921,52416,NA,NA,NA,13,NA
"Montrose","GA",NA,32.56035,-83.154282,52500,NA,NA,NA,13,NA
"Moody AFB","GA",NA,30.982032,-83.214289,52556,NA,NA,NA,13,NA
"Moreland","GA",NA,33.286185,-84.770368,52668,NA,NA,NA,13,NA
"Morgan","GA",NA,31.537444,-84.599372,52696,NA,NA,NA,13,NA
"Morganton","GA",NA,34.874943,-84.243978,52724,NA,NA,NA,13,NA
"Morrow","GA",NA,33.578367,-84.340214,53004,NA,NA,NA,13,NA
"Morven","GA",NA,30.94261,-83.500653,53032,NA,NA,NA,13,NA
"Mountain City","GA",NA,34.918796,-83.386016,53116,NA,NA,NA,13,NA
"Mountain Park","GA",NA,34.082583,-84.413551,53172,NA,NA,NA,13,NA
"Mountain Park","GA",NA,33.84405,-84.12948,53186,NA,NA,NA,13,NA
"Mount Airy","GA",NA,34.519449,-83.503306,53284,NA,NA,NA,13,NA
"Mount Vernon","GA",NA,32.181222,-82.593903,53508,NA,NA,NA,13,NA
"Mount Zion","GA",NA,33.633894,-85.180538,53620,NA,NA,NA,13,NA
"Nahunta","GA",NA,31.208751,-81.981205,54124,NA,NA,NA,13,NA
"Nashville","GA",NA,31.204438,-83.249245,54264,NA,NA,NA,13,NA
"Naylor","GA",NA,30.906748,-83.078967,54404,NA,NA,NA,13,NA
"Nelson","GA",NA,34.38147,-84.37138,54572,NA,NA,NA,13,NA
"Newborn","GA",NA,33.515986,-83.695624,54656,NA,NA,NA,13,NA
"Newington","GA",NA,32.5889,-81.506181,54992,NA,NA,NA,13,NA
"Newnan","GA",NA,33.379132,-84.788443,55020,NA,NA,NA,13,NA
"Newton","GA",NA,31.316373,-84.336688,55244,NA,NA,NA,13,NA
"Nicholls","GA",NA,31.518242,-82.635783,55440,NA,NA,NA,13,NA
"Nicholson","GA",NA,34.113822,-83.432738,55468,NA,NA,NA,13,NA
"Norcross","GA",NA,33.9409,-84.207574,55776,NA,NA,NA,13,NA
"Norman Park","GA",NA,31.268879,-83.684748,55860,NA,NA,NA,13,NA
"North Atlanta","GA",NA,33.86255,-84.333528,56000,NA,NA,NA,13,NA
"North Decatur","GA",NA,33.80715,-84.289577,56112,NA,NA,NA,13,NA
