"city","state","county","latitude","longitude","fips_place","fips_county","fips_cbsa","fips_csa","fips_st","msa_name"
"Ruskin village","NE",NA,40.144338,-97.866518,42810,NA,NA,NA,31,NA
"St. Edward","NE",NA,41.571338,-97.860949,43055,NA,NA,NA,31,NA
"St. Helena village","NE",NA,42.809929,-97.248873,43090,NA,NA,NA,31,NA
"St. Helena village","NE",NA,42.809929,-97.248873,43090,NA,NA,NA,31,NA
"St. Paul","NE",NA,41.213713,-98.459534,43265,NA,NA,NA,31,NA
"St. Paul","NE",NA,41.213713,-98.459534,43265,NA,NA,NA,31,NA
"Salem village","NE",NA,40.077099,-95.726818,43370,NA,NA,NA,31,NA
"Salem village","NE",NA,40.077099,-95.726818,43370,NA,NA,NA,31,NA
"Santee village","NE",NA,42.838464,-97.849183,43475,NA,NA,NA,31,NA
"Sargent","NE",NA,41.640945,-99.369957,43685,NA,NA,NA,31,NA
"Sargent","NE",NA,41.640945,-99.369957,43685,NA,NA,NA,31,NA
"Saronville village (pt.)","NE",NA,40.602268,-97.938927,43755,NA,NA,NA,31,NA
"Saronville village (pt.)","NE",NA,40.604227,-97.937141,43755,NA,NA,NA,31,NA
"Saronville village","NE",NA,40.602916,-97.938877,43755,NA,NA,NA,31,NA
"Schuyler","NE",NA,41.44805,-97.059885,44035,NA,NA,NA,31,NA
"Schuyler","NE",NA,41.44805,-97.059885,44035,NA,NA,NA,31,NA
"Scotia village","NE",NA,41.468284,-98.702457,44070,NA,NA,NA,31,NA
"Scotia village","NE",NA,41.468284,-98.702457,44070,NA,NA,NA,31,NA
"Scribner","NE",NA,41.664541,-96.66485,44280,NA,NA,NA,31,NA
"Scribner","NE",NA,41.664541,-96.66485,44280,NA,NA,NA,31,NA
"Seneca village","NE",NA,42.04272,-100.831336,44385,NA,NA,NA,31,NA
"Seneca village","NE",NA,42.04272,-100.831336,44385,NA,NA,NA,31,NA
"Seward","NE",NA,40.91211,-97.096661,44420,NA,NA,NA,31,NA
"Seward","NE",NA,40.91211,-97.096661,44420,NA,NA,NA,31,NA
"Shelby village (pt.)","NE",NA,41.197444,-97.427074,44595,NA,NA,NA,31,NA
"Shelby village (pt.)","NE",NA,41.192755,-97.426416,44595,NA,NA,NA,31,NA
"Shelby village","NE",NA,41.194173,-97.426393,44595,NA,NA,NA,31,NA
"Shickley village","NE",NA,40.416076,-97.723476,45085,NA,NA,NA,31,NA
"Shickley village","NE",NA,40.416076,-97.723476,45085,NA,NA,NA,31,NA
"Sholes village","NE",NA,42.335008,-97.293974,45190,NA,NA,NA,31,NA
"Sholes village","NE",NA,42.335008,-97.293974,45190,NA,NA,NA,31,NA
"Shubert village","NE",NA,40.235829,-95.683302,45225,NA,NA,NA,31,NA
"Sidney","NE",NA,41.133742,-102.970047,45295,NA,NA,NA,31,NA
"Sidney","NE",NA,41.133742,-102.970047,45295,NA,NA,NA,31,NA
"Silver Creek village","NE",NA,41.332772,-97.665706,45400,NA,NA,NA,31,NA
"Silver Creek village","NE",NA,41.332772,-97.665706,45400,NA,NA,NA,31,NA
"Skyline(pt.)","NE",NA,41.2497,-96.249294,45560,NA,NA,NA,31,NA
"Skyline(pt.)","NE",NA,41.233391,-96.275436,45560,NA,NA,NA,31,NA
"Skyline","NE",NA,41.2497,-96.249294,45560,NA,NA,NA,31,NA
"Smithfield village","NE",NA,40.573156,-99.740948,45575,NA,NA,NA,31,NA
"Smithfield village","NE",NA,40.573156,-99.740948,45575,NA,NA,NA,31,NA
"Snyder village (pt.)","NE",NA,41.704482,-96.78624,45610,NA,NA,NA,31,NA
"Snyder village (pt.)","NE",NA,41.704484,-96.791506,45610,NA,NA,NA,31,NA
"Snyder village","NE",NA,41.704482,-96.78624,45610,NA,NA,NA,31,NA
"South Bend village","NE",NA,41.002051,-96.246174,45680,NA,NA,NA,31,NA
"South Bend village","NE",NA,41.002051,-96.246174,45680,NA,NA,NA,31,NA
"South Sioux City","NE",NA,42.465951,-96.4121,46030,NA,NA,NA,31,NA
"South Sioux City","NE",NA,42.465951,-96.4121,46030,NA,NA,NA,31,NA
"Spalding village","NE",NA,41.688387,-98.362047,46135,NA,NA,NA,31,NA
"Spalding village","NE",NA,41.688387,-98.362047,46135,NA,NA,NA,31,NA
"Spencer village","NE",NA,42.874631,-98.701633,46275,NA,NA,NA,31,NA
"Spencer village","NE",NA,42.874631,-98.701633,46275,NA,NA,NA,31,NA
"Sprague village","NE",NA,40.62655,-96.745174,46380,NA,NA,NA,31,NA
"Sprague village","NE",NA,40.62655,-96.745174,46380,NA,NA,NA,31,NA
"Springfield","NE",NA,41.0831,-96.132174,46520,NA,NA,NA,31,NA
"Springfield","NE",NA,41.0831,-96.132174,46520,NA,NA,NA,31,NA
"Springview village (pt.)","NE",NA,42.824796,-99.746042,46625,NA,NA,NA,31,NA
"Springview village (pt.)","NE",NA,42.825596,-99.751144,46625,NA,NA,NA,31,NA
"Springview village","NE",NA,42.825286,-99.748971,46625,NA,NA,NA,31,NA
"Stamford village","NE",NA,40.130656,-99.594725,46695,NA,NA,NA,31,NA
"Stamford village","NE",NA,40.130656,-99.594725,46695,NA,NA,NA,31,NA
"Stanton","NE",NA,41.948856,-97.223971,46800,NA,NA,NA,31,NA
"Stanton","NE",NA,41.948856,-97.223971,46800,NA,NA,NA,31,NA
"Rogers village","NE",NA,41.464628,-96.916155,42145,NA,NA,NA,31,NA
"Rulo village","NE",NA,40.052029,-95.429981,42670,NA,NA,NA,31,NA
"St. Edward","NE",NA,41.571338,-97.860949,43055,NA,NA,NA,31,NA
"Santee village","NE",NA,42.838464,-97.849183,43475,NA,NA,NA,31,NA
"Shelton village","NE",NA,40.77853,-98.730166,44700,NA,NA,NA,31,NA
"Shelton village","NE",NA,40.77853,-98.730166,44700,NA,NA,NA,31,NA
"Shubert village","NE",NA,40.235829,-95.683302,45225,NA,NA,NA,31,NA
"Sutherland village","NE",NA,41.157529,-101.126536,47920,NA,NA,NA,31,NA
"Swanton village","NE",NA,40.379296,-97.0797,48060,NA,NA,NA,31,NA
"Table Rock village","NE",NA,40.178748,-96.089233,48270,NA,NA,NA,31,NA
"Taylor village (pt.)","NE",NA,41.768705,-99.383892,48445,NA,NA,NA,31,NA
"Wayne","NE",NA,42.237064,-97.016682,51840,NA,NA,NA,31,NA
"Wilsonville village","NE",NA,40.111535,-100.105891,53240,NA,NA,NA,31,NA
"Wilsonville village","NE",NA,40.111535,-100.105891,53240,NA,NA,NA,31,NA
"Winside village (pt.)","NE",NA,42.175333,-97.174136,53380,NA,NA,NA,31,NA
"Midland precinct","NE",NA,41.771066,-97.933685,99999,NA,NA,NA,31,NA
"Remainder of Nehawka prec","NE",NA,40.832126,-95.995933,99999,NA,NA,NA,31,NA
"Calf Creek precinct","NE",NA,42.185742,-101.406901,99999,NA,NA,NA,31,NA
"Remainder of Stockville p","NE",NA,40.567525,-100.383163,99999,NA,NA,NA,31,NA
"Knowles precinct","NE",NA,40.406346,-100.381606,99999,NA,NA,NA,31,NA
"Laws precinct","NE",NA,40.563606,-100.609347,99999,NA,NA,NA,31,NA
"Rockford precinct","NE",NA,41.809618,-99.165067,99999,NA,NA,NA,31,NA
"Remainder of Rock Creek p","NE",NA,41.006137,-96.617012,99999,NA,NA,NA,31,NA
"Yankee Hill precinct","NE",NA,40.742567,-96.742531,99999,NA,NA,NA,31,NA
"Remainder of Salem precin","NE",NA,40.041717,-95.722496,99999,NA,NA,NA,31,NA
"Harrisonship","NE",NA,41.004088,-99.368396,99999,NA,NA,NA,31,NA
"Thorntonship","NE",NA,40.825557,-99.011285,99999,NA,NA,NA,31,NA
"Remainder of Salt Creek p","NE",NA,40.988089,-96.410684,99999,NA,NA,NA,31,NA
"Remainder of Tipton preci","NE",NA,40.821879,-96.413043,99999,NA,NA,NA,31,NA
"Remainder of Exeters","NE",NA,40.654916,-97.425502,99999,NA,NA,NA,31,NA
"Remainder of South Loup t","NE",NA,41.005942,-98.666685,99999,NA,NA,NA,31,NA
"Remainder of Turkey Creek","NE",NA,40.217851,-99.231273,99999,NA,NA,NA,31,NA
"Highland precinct","NE",NA,40.398226,-100.82989,99999,NA,NA,NA,31,NA
"Cornell precinct","NE",NA,40.04367,-100.923159,99999,NA,NA,NA,31,NA
"Pleasant Hill precinct","NE",NA,40.304742,-100.918318,99999,NA,NA,NA,31,NA
"West Winters Creek precin","NE",NA,41.890938,-103.706929,99999,NA,NA,NA,31,NA
"Manchester precinct","NE",NA,41.698024,-98.007102,99999,NA,NA,NA,31,NA
"Remainder of Divides","NE",NA,40.827654,-99.124945,99999,NA,NA,NA,31,NA
"Pioneer precinct","NE",NA,40.488072,-101.51404,99999,NA,NA,NA,31,NA
"Barley precinct","NE",NA,42.7018,-101.327631,99999,NA,NA,NA,31,NA
"Cleveland precinct","NE",NA,42.566296,-100.624015,99999,NA,NA,NA,31,NA
"King precinct","NE",NA,42.351424,-101.882128,99999,NA,NA,NA,31,NA
"Valentine precinct","NE",NA,42.844753,-100.522513,99999,NA,NA,NA,31,NA
"Colton precinct","NE",NA,41.14298,-102.804123,99999,NA,NA,NA,31,NA
"Willow Island precinct","NE",NA,40.914546,-100.049658,99999,NA,NA,NA,31,NA
"Remainder of Wakefield to","NE",NA,42.314804,-96.850597,99999,NA,NA,NA,31,NA
"Remainder of Arapahoe pre","NE",NA,40.275217,-99.910415,99999,NA,NA,NA,31,NA
"Willow Springs precinct","NE",NA,41.833903,-99.094589,99999,NA,NA,NA,31,NA
"Remainder of Mayfield tow","NE",NA,41.003949,-98.547589,99999,NA,NA,NA,31,NA
"High Ridge precinct","NE",NA,40.56788,-101.183181,99999,NA,NA,NA,31,NA
"Remainder of Culbertson p","NE",NA,40.213357,-100.817017,99999,NA,NA,NA,31,NA
"Driftwood precinct","NE",NA,40.045381,-100.81495,99999,NA,NA,NA,31,NA
"Upper Driftwood precinct","NE",NA,40.048855,-101.040984,99999,NA,NA,NA,31,NA
"Belleship","NE",NA,42.645511,-98.840614,99999,NA,NA,NA,31,NA
"Shieldsship","NE",NA,42.563606,-98.650598,99999,NA,NA,NA,31,NA
"Warsaw precinct","NE",NA,41.198191,-98.559124,99999,NA,NA,NA,31,NA
"Remainder of Plymouth pre","NE",NA,40.307743,-96.976625,99999,NA,NA,NA,31,NA
"Logan precinct","NE",NA,41.084744,-101.534864,99999,NA,NA,NA,31,NA
"Lonergan precinct","NE",NA,41.340743,-101.885323,99999,NA,NA,NA,31,NA
"Remainder of Paxton preci","NE",NA,41.183046,-101.362775,99999,NA,NA,NA,31,NA
"Hillship","NE",NA,42.740995,-97.772861,99999,NA,NA,NA,31,NA
"Remainder of Raymond","NE",NA,42.784358,-98.183352,99999,NA,NA,NA,31,NA
"Norfolk precinct","NE",NA,42.055284,-97.42876,99999,NA,NA,NA,31,NA
"Prairie Creekship","NE",NA,41.107234,-98.211567,99999,NA,NA,NA,31,NA
"Alban precinct","NE",NA,40.135657,-98.218968,99999,NA,NA,NA,31,NA
"St. Stephens precinct","NE",NA,40.210859,-98.210866,99999,NA,NA,NA,31,NA
"Remainder of Spring Creek","NE",NA,40.130765,-97.879215,99999,NA,NA,NA,31,NA
"Remainder of Russell prec","NE",NA,40.698234,-96.288844,99999,NA,NA,NA,31,NA
"Remainder of South Syracu","NE",NA,40.63394,-96.171017,99999,NA,NA,NA,31,NA
"Remainder of Foster preci","NE",NA,42.313556,-97.649817,99999,NA,NA,NA,31,NA
"Columbusship","NE",NA,41.438745,-97.344649,99999,NA,NA,NA,31,NA
"Gerver precinct","NE",NA,40.047016,-100.59105,99999,NA,NA,NA,31,NA
"Willow Grove precinct","NE",NA,40.219282,-100.583211,99999,NA,NA,NA,31,NA
"Remainder of Grant precin","NE",NA,40.130609,-95.841744,99999,NA,NA,NA,31,NA
"Remainder of Liberty prec","NE",NA,40.138285,-95.718602,99999,NA,NA,NA,31,NA
"Center precinct","NE",NA,42.580035,-99.405705,99999,NA,NA,NA,31,NA
"Selden precinct","NE",NA,42.332107,-99.569027,99999,NA,NA,NA,31,NA
"Pleasant Hill precinct","NE",NA,40.567167,-97.081584,99999,NA,NA,NA,31,NA
"Remainder of Richland No.","NE",NA,41.150117,-96.14716,99999,NA,NA,NA,31,NA
"Remainder of Elkship","NE",NA,41.264071,-96.852084,99999,NA,NA,NA,31,NA
"Remainder of Morse Bluff","NE",NA,41.408721,-96.742323,99999,NA,NA,NA,31,NA
"South Cedarship","NE",NA,41.343985,-96.615945,99999,NA,NA,NA,31,NA
"Stockingship","NE",NA,41.174626,-96.61704,99999,NA,NA,NA,31,NA
"Mitchell precinct","NE",NA,41.879168,-103.807787,99999,NA,NA,NA,31,NA
"Remainder of Precinct F","NE",NA,40.915477,-97.193336,99999,NA,NA,NA,31,NA
"Reno precinct","NE",NA,42.154659,-102.622957,99999,NA,NA,NA,31,NA
"Remainder of Rockville pr","NE",NA,41.117154,-98.856412,99999,NA,NA,NA,31,NA
"Sheep Creek precinct","NE",NA,42.122157,-103.833289,99999,NA,NA,NA,31,NA
"Kingsburg precinct","NE",NA,41.95096,-97.084574,99999,NA,NA,NA,31,NA
"Brenna precinct","NE",NA,42.133235,-97.079231,99999,NA,NA,NA,31,NA
"Remainder of Inavale prec","NE",NA,40.125413,-98.640818,99999,NA,NA,NA,31,NA
"Beaver precinct","NE",NA,41.937336,-98.495862,99999,NA,NA,NA,31,NA
"Staplehurst village","NE",NA,40.974802,-97.172031,46835,NA,NA,NA,31,NA
"Staplehurst village","NE",NA,40.974802,-97.172031,46835,NA,NA,NA,31,NA
"Stapleton village (pt.)","NE",NA,41.481358,-100.511165,46870,NA,NA,NA,31,NA
"Stapleton village (pt.)","NE",NA,41.477722,-100.515401,46870,NA,NA,NA,31,NA
"Stapleton village","NE",NA,41.479929,-100.51223,46870,NA,NA,NA,31,NA
"Steele City village","NE",NA,40.036463,-97.022511,47010,NA,NA,NA,31,NA
"Steele City village","NE",NA,40.036463,-97.022511,47010,NA,NA,NA,31,NA
"Steinauer village","NE",NA,40.206994,-96.233556,47080,NA,NA,NA,31,NA
"Steinauer village","NE",NA,40.206994,-96.233556,47080,NA,NA,NA,31,NA
"Stella village","NE",NA,40.231637,-95.772558,47115,NA,NA,NA,31,NA
"Stella village","NE",NA,40.231637,-95.772558,47115,NA,NA,NA,31,NA
"Sterling village","NE",NA,40.461894,-96.378064,47150,NA,NA,NA,31,NA
"Sterling village","NE",NA,40.461894,-96.378064,47150,NA,NA,NA,31,NA
"Stockham village","NE",NA,40.716803,-97.943377,47220,NA,NA,NA,31,NA
"Stockham village","NE",NA,40.716803,-97.943377,47220,NA,NA,NA,31,NA
"Stockville village","NE",NA,40.533243,-100.384125,47290,NA,NA,NA,31,NA
"Stockville village","NE",NA,40.533243,-100.384125,47290,NA,NA,NA,31,NA
"Strang village","NE",NA,40.415092,-97.587112,47360,NA,NA,NA,31,NA
"Strang village","NE",NA,40.415092,-97.587112,47360,NA,NA,NA,31,NA
"Stratton village","NE",NA,40.151665,-101.227678,47395,NA,NA,NA,31,NA
"Stratton village","NE",NA,40.151665,-101.227678,47395,NA,NA,NA,31,NA
"Stromsburg","NE",NA,41.116332,-97.59055,47465,NA,NA,NA,31,NA
"Stromsburg(pt.)","NE",NA,41.118162,-97.586873,47465,NA,NA,NA,31,NA
"Stromsburg(pt.)","NE",NA,41.113472,-97.593191,47465,NA,NA,NA,31,NA
"Stuart village","NE",NA,42.600033,-99.140167,47500,NA,NA,NA,31,NA
"Stuart village","NE",NA,42.600033,-99.140167,47500,NA,NA,NA,31,NA
"Sumner village","NE",NA,40.949471,-99.507184,47675,NA,NA,NA,31,NA
"Sumner village","NE",NA,40.949471,-99.507184,47675,NA,NA,NA,31,NA
"Superior","NE",NA,40.022391,-98.067745,47815,NA,NA,NA,31,NA
"Superior","NE",NA,40.022391,-98.067745,47815,NA,NA,NA,31,NA
"Surprise village","NE",NA,41.10439,-97.308627,47850,NA,NA,NA,31,NA
"Surprise village","NE",NA,41.10439,-97.308627,47850,NA,NA,NA,31,NA
"Sutherland village","NE",NA,41.157529,-101.126536,47920,NA,NA,NA,31,NA
"Sutton","NE",NA,40.607639,-97.858341,47955,NA,NA,NA,31,NA
"Sutton","NE",NA,40.607639,-97.858341,47955,NA,NA,NA,31,NA
"Swanton village","NE",NA,40.379296,-97.0797,48060,NA,NA,NA,31,NA
"Syracuse","NE",NA,40.661792,-96.182862,48235,NA,NA,NA,31,NA
"Syracuse(pt.)","NE",NA,40.659562,-96.179274,48235,NA,NA,NA,31,NA
"Syracuse(pt.)","NE",NA,40.661815,-96.18651,48235,NA,NA,NA,31,NA
"Table Rock village","NE",NA,40.178748,-96.089233,48270,NA,NA,NA,31,NA
"Talmage village","NE",NA,40.531767,-96.023395,48305,NA,NA,NA,31,NA
"Talmage village","NE",NA,40.531767,-96.023395,48305,NA,NA,NA,31,NA
"Tamora village","NE",NA,40.895753,-97.224074,48340,NA,NA,NA,31,NA
"Tamora village","NE",NA,40.895753,-97.224074,48340,NA,NA,NA,31,NA
"Tarnov village","NE",NA,41.614884,-97.502839,48410,NA,NA,NA,31,NA
"Tarnov village","NE",NA,41.614884,-97.502839,48410,NA,NA,NA,31,NA
"Taylor village (pt.)","NE",NA,41.770683,-99.380078,48445,NA,NA,NA,31,NA
"Taylor village","NE",NA,41.769722,-99.381271,48445,NA,NA,NA,31,NA
"Tecumseh","NE",NA,40.370347,-96.188761,48480,NA,NA,NA,31,NA
"Tecumseh","NE",NA,40.370347,-96.188761,48480,NA,NA,NA,31,NA
"Tekamah","NE",NA,41.777438,-96.222704,48515,NA,NA,NA,31,NA
"Tekamah","NE",NA,41.777438,-96.222704,48515,NA,NA,NA,31,NA
"Terrytown village","NE",NA,41.850007,-103.66845,48585,NA,NA,NA,31,NA
"Terrytown village","NE",NA,41.850007,-103.66845,48585,NA,NA,NA,31,NA
"Thayer village","NE",NA,40.96966,-97.494509,48690,NA,NA,NA,31,NA
"Thayer village","NE",NA,40.96966,-97.494509,48690,NA,NA,NA,31,NA
"Thedford village","NE",NA,41.978848,-100.574541,48760,NA,NA,NA,31,NA
"Thedford village","NE",NA,41.978848,-100.574541,48760,NA,NA,NA,31,NA
"Thurston village","NE",NA,42.176541,-96.699858,48900,NA,NA,NA,31,NA
"Thurston village","NE",NA,42.176541,-96.699858,48900,NA,NA,NA,31,NA
"Tilden(pt.)","NE",NA,42.044011,-97.830612,48935,NA,NA,NA,31,NA
"Tilden(pt.)","NE",NA,42.04288,-97.836664,48935,NA,NA,NA,31,NA
"Tilden","NE",NA,42.044022,-97.831993,48935,NA,NA,NA,31,NA
"Tobias village","NE",NA,40.418423,-97.336303,49005,NA,NA,NA,31,NA
"Tobias village","NE",NA,40.418423,-97.336303,49005,NA,NA,NA,31,NA
"Trenton village (pt.)","NE",NA,40.178288,-101.011863,49145,NA,NA,NA,31,NA
"Trenton village (pt.)","NE",NA,40.174285,-101.013317,49145,NA,NA,NA,31,NA
"Trenton village","NE",NA,40.174285,-101.013317,49145,NA,NA,NA,31,NA
"Trumbull village","NE",NA,40.680073,-98.272754,49285,NA,NA,NA,31,NA
"Trumbull village (pt.)","NE",NA,40.67555,-98.278175,49285,NA,NA,NA,31,NA
"Trumbull village (pt.)","NE",NA,40.680073,-98.272754,49285,NA,NA,NA,31,NA
"Uehling village","NE",NA,41.734286,-96.5054,49425,NA,NA,NA,31,NA
"Uehling village","NE",NA,41.734286,-96.5054,49425,NA,NA,NA,31,NA
"Ulysses village","NE",NA,41.072364,-97.202445,49460,NA,NA,NA,31,NA
"Ulysses village","NE",NA,41.072364,-97.202445,49460,NA,NA,NA,31,NA
"Unadilla village","NE",NA,40.682797,-96.270109,49530,NA,NA,NA,31,NA
"Unadilla village","NE",NA,40.682797,-96.270109,49530,NA,NA,NA,31,NA
"Union village","NE",NA,40.814677,-95.920728,49635,NA,NA,NA,31,NA
"Union village","NE",NA,40.814677,-95.920728,49635,NA,NA,NA,31,NA
"Upland village","NE",NA,40.319046,-98.901554,49880,NA,NA,NA,31,NA
"Upland village","NE",NA,40.319046,-98.901554,49880,NA,NA,NA,31,NA
"Utica village","NE",NA,40.895569,-97.345035,49915,NA,NA,NA,31,NA
"Utica village","NE",NA,40.895569,-97.345035,49915,NA,NA,NA,31,NA
"Valentine","NE",NA,42.873681,-100.549897,49950,NA,NA,NA,31,NA
"Valentine","NE",NA,42.873681,-100.549897,49950,NA,NA,NA,31,NA
"Valley","NE",NA,41.313033,-96.346033,50020,NA,NA,NA,31,NA
"Valley","NE",NA,41.313033,-96.346033,50020,NA,NA,NA,31,NA
"Valparaiso village","NE",NA,41.079432,-96.831969,50125,NA,NA,NA,31,NA
"Valparaiso village","NE",NA,41.079432,-96.831969,50125,NA,NA,NA,31,NA
"Venango village","NE",NA,40.761744,-102.040769,50230,NA,NA,NA,31,NA
"Venango village","NE",NA,40.761744,-102.040769,50230,NA,NA,NA,31,NA
"Verdel village","NE",NA,42.811476,-98.192935,50335,NA,NA,NA,31,NA
"Verdel village","NE",NA,42.811476,-98.192935,50335,NA,NA,NA,31,NA
"Verdigre village","NE",NA,42.597521,-98.035178,50370,NA,NA,NA,31,NA
"Verdigre village","NE",NA,42.597521,-98.035178,50370,NA,NA,NA,31,NA
"Verdon village","NE",NA,40.148864,-95.710757,50510,NA,NA,NA,31,NA
"Verdon village","NE",NA,40.148864,-95.710757,50510,NA,NA,NA,31,NA
"Virginia village","NE",NA,40.245196,-96.498857,50790,NA,NA,NA,31,NA
"Virginia village","NE",NA,40.245196,-96.498857,50790,NA,NA,NA,31,NA
"Waco village","NE",NA,40.896554,-97.461227,50895,NA,NA,NA,31,NA
"Waco village","NE",NA,40.896554,-97.461227,50895,NA,NA,NA,31,NA
"Wahoo","NE",NA,41.215165,-96.619956,50965,NA,NA,NA,31,NA
"Wahoo","NE",NA,41.215165,-96.619956,50965,NA,NA,NA,31,NA
"Wakefield(pt.)","NE",NA,42.269721,-96.867057,51070,NA,NA,NA,31,NA
"Wakefield","NE",NA,42.267553,-96.867059,51070,NA,NA,NA,31,NA
"Wakefield(pt.)","NE",NA,42.263785,-96.868536,51070,NA,NA,NA,31,NA
"Wallace village","NE",NA,40.837082,-101.163483,51175,NA,NA,NA,31,NA
"Wallace village","NE",NA,40.837082,-101.163483,51175,NA,NA,NA,31,NA
"Walthill village","NE",NA,42.148715,-96.492796,51245,NA,NA,NA,31,NA
"Walthill village","NE",NA,42.148715,-96.492796,51245,NA,NA,NA,31,NA
"Washington village","NE",NA,41.398269,-96.208711,51595,NA,NA,NA,31,NA
"Washington village","NE",NA,41.398269,-96.208711,51595,NA,NA,NA,31,NA
"Waterbury village","NE",NA,42.457207,-96.735244,51630,NA,NA,NA,31,NA
"Waterbury village","NE",NA,42.457207,-96.735244,51630,NA,NA,NA,31,NA
"Waterloo village","NE",NA,41.28775,-96.285664,51665,NA,NA,NA,31,NA
"Waterloo village","NE",NA,41.28775,-96.285664,51665,NA,NA,NA,31,NA
"Wauneta village","NE",NA,40.416608,-101.37156,51700,NA,NA,NA,31,NA
"Wauneta village","NE",NA,40.416608,-101.37156,51700,NA,NA,NA,31,NA
"Wausa village","NE",NA,42.497803,-97.538174,51735,NA,NA,NA,31,NA
"Wausa village","NE",NA,42.497803,-97.538174,51735,NA,NA,NA,31,NA
"Waverly","NE",NA,40.914933,-96.529997,51770,NA,NA,NA,31,NA
"Waverly","NE",NA,40.914933,-96.529997,51770,NA,NA,NA,31,NA
"Wayne(pt.)","NE",NA,42.238067,-97.010494,51840,NA,NA,NA,31,NA
"Wayne(pt.)","NE",NA,42.232904,-97.023857,51840,NA,NA,NA,31,NA
"Weeping Water","NE",NA,40.867772,-96.138789,52015,NA,NA,NA,31,NA
"Weeping Water","NE",NA,40.867772,-96.138789,52015,NA,NA,NA,31,NA
"Wellfleet village","NE",NA,40.75271,-100.730407,52085,NA,NA,NA,31,NA
"Wellfleet village","NE",NA,40.75271,-100.730407,52085,NA,NA,NA,31,NA
"Western village","NE",NA,40.393112,-97.199349,52295,NA,NA,NA,31,NA
"Western village","NE",NA,40.393112,-97.199349,52295,NA,NA,NA,31,NA
"Weston village","NE",NA,41.192034,-96.74122,52540,NA,NA,NA,31,NA
"Weston village","NE",NA,41.192034,-96.74122,52540,NA,NA,NA,31,NA
"West Point","NE",NA,41.83767,-96.707343,52575,NA,NA,NA,31,NA
"West Point","NE",NA,41.83767,-96.707343,52575,NA,NA,NA,31,NA
"Whitney village","NE",NA,42.784054,-103.256809,52925,NA,NA,NA,31,NA
"Whitney village","NE",NA,42.784054,-103.256809,52925,NA,NA,NA,31,NA
"Wilber","NE",NA,40.480932,-96.963319,52960,NA,NA,NA,31,NA
"Wilber","NE",NA,40.480932,-96.963319,52960,NA,NA,NA,31,NA
"Wilcox village","NE",NA,40.364473,-99.168832,52995,NA,NA,NA,31,NA
"Wilcox village","NE",NA,40.364473,-99.168832,52995,NA,NA,NA,31,NA
"Winnebago village","NE",NA,42.237174,-96.472948,53275,NA,NA,NA,31,NA
"Winnebago village","NE",NA,42.237174,-96.472948,53275,NA,NA,NA,31,NA
"Winnetoon village","NE",NA,42.514291,-97.961389,53345,NA,NA,NA,31,NA
"Winnetoon village","NE",NA,42.514291,-97.961389,53345,NA,NA,NA,31,NA
"Winside village","NE",NA,42.178025,-97.17411,53380,NA,NA,NA,31,NA
"Winside village (pt.)","NE",NA,42.180004,-97.175624,53380,NA,NA,NA,31,NA
"Winslow village","NE",NA,41.608795,-96.504739,53415,NA,NA,NA,31,NA
"Winslow village","NE",NA,41.608795,-96.504739,53415,NA,NA,NA,31,NA
"Wisner","NE",NA,41.986699,-96.913512,53450,NA,NA,NA,31,NA
"Wisner","NE",NA,41.986699,-96.913512,53450,NA,NA,NA,31,NA
"Wolbach village","NE",NA,41.400787,-98.391697,53520,NA,NA,NA,31,NA
"Wolbach village","NE",NA,41.400787,-98.391697,53520,NA,NA,NA,31,NA
"Wood Lake village","NE",NA,42.639056,-100.236774,53555,NA,NA,NA,31,NA
"Wood Lake village","NE",NA,42.639056,-100.236774,53555,NA,NA,NA,31,NA
"Wood River","NE",NA,40.82179,-98.597867,53660,NA,NA,NA,31,NA
"Wood River(pt.)","NE",NA,40.826469,-98.608005,53660,NA,NA,NA,31,NA
"Wood River(pt.)","NE",NA,40.82179,-98.597867,53660,NA,NA,NA,31,NA
"Wymore","NE",NA,40.122764,-96.66658,53835,NA,NA,NA,31,NA
"Wymore","NE",NA,40.122764,-96.66658,53835,NA,NA,NA,31,NA
"Wynot village","NE",NA,42.73946,-97.169589,53905,NA,NA,NA,31,NA
"Wynot village","NE",NA,42.73946,-97.169589,53905,NA,NA,NA,31,NA
"York","NE",NA,40.871229,-97.595572,54045,NA,NA,NA,31,NA
"York","NE",NA,40.871229,-97.595572,54045,NA,NA,NA,31,NA
"Yutan village","NE",NA,41.243234,-96.397276,54115,NA,NA,NA,31,NA
"Yutan village","NE",NA,41.243234,-96.397276,54115,NA,NA,NA,31,NA
"Remainder of Precinct 16","NE",NA,42.48186,-97.190861,99999,NA,NA,NA,31,NA
"Remainder of Crookston pr","NE",NA,42.900227,-100.788997,99999,NA,NA,NA,31,NA
"Gillaspie precinct","NE",NA,42.532883,-101.412812,99999,NA,NA,NA,31,NA
"Wisnership","NE",NA,41.961025,-96.962143,99999,NA,NA,NA,31,NA
"Harrisonship","NE",NA,42.656011,-97.77465,99999,NA,NA,NA,31,NA
"Hinman precinct","NE",NA,41.172948,-100.858506,99999,NA,NA,NA,31,NA
"Centralship","NE",NA,41.168124,-97.909867,99999,NA,NA,NA,31,NA
"Loupship","NE",NA,41.413229,-97.589389,99999,NA,NA,NA,31,NA
"Remainder of Centers","NE",NA,41.265622,-96.618715,99999,NA,NA,NA,31,NA
