fips_state,fips_county,mcd,name,acs_state,puma
06,059,,Orange County,006,06890
06,061,,Placer County,006,01600
06,063,,Plumas County,006,00700
06,065,,Riverside County,006,07790
06,067,,Sacramento County,006,01490
06,069,,San Benito County,006,02990
06,071,,San Bernardino County,006,04090
06,073,,San Diego County,006,08100
06,075,,San Francisco County,006,02200
06,077,,San Joaquin County,006,01990
06,079,,San Luis Obispo County,006,03700
06,081,,San Mateo County,006,02300
06,083,,Santa Barbara County,006,06700
06,085,,Santa Clara County,006,02700
06,087,,Santa Cruz County,006,02800
06,089,,Shasta County,006,00300
06,091,,Sierra County,006,00700
06,093,,Siskiyou County,006,00100
06,095,,Solano County,006,01300
06,097,,Sonoma County,006,01100
06,099,,Stanislaus County,006,02590
06,101,,Sutter County,006,00800
06,103,,Tehama County,006,00500
06,105,,Trinity County,006,00500
06,107,,Tulare County,006,03500
06,109,,Tuolumne County,006,01800
06,111,,Ventura County,006,06290
06,113,,Yolo County,006,00900
06,115,,Yuba County,006,00800
08,001,,Adams County,008,00800
08,003,,Alamosa County,008,00500
08,005,,Arapahoe County,008,00800
08,007,,Archuleta County,008,00600
08,009,,Baca County,008,00500
08,011,,Bent County,008,00400
08,013,,Boulder County,008,00800
08,014,,Broomfield County,008,00800
08,015,,Chaffee County,008,01000
08,017,,Cheyenne County,008,00400
08,019,,Clear Creek County,008,00800
08,021,,Conejos County,008,00500
08,023,,Costilla County,008,00500
08,025,,Crowley County,008,00400
08,027,,Custer County,008,01000
08,029,,Delta County,008,00600
08,031,,Denver County,008,00800
08,033,,Dolores County,008,00600
08,035,,Douglas County,008,00800
08,037,,Eagle County,008,00700
08,039,,Elbert County,008,00400
08,041,,El Paso County,008,00900
08,043,,Fremont County,008,01000
08,045,,Garfield County,008,00190
08,047,,Gilpin County,008,00800
08,049,,Grand County,008,00700
08,051,,Gunnison County,008,00700
08,053,,Hinsdale County,008,00700
08,055,,Huerfano County,008,00500
08,057,,Jackson County,008,00190
08,059,,Jefferson County,008,00800
08,061,,Kiowa County,008,00400
08,063,,Kit Carson County,008,00400
08,065,,Lake County,008,00700
08,067,,La Plata County,008,00600
08,069,,Larimer County,008,00190
08,071,,Las Animas County,008,00500
08,073,,Lincoln County,008,00400
08,075,,Logan County,008,00400
08,077,,Mesa County,008,00190
08,079,,Mineral County,008,00700
08,081,,Moffat County,008,00190
08,083,,Montezuma County,008,00600
08,085,,Montrose County,008,00600
08,087,,Morgan County,008,00400
08,089,,Otero County,008,00500
08,091,,Ouray County,008,00700
08,093,,Park County,008,01000
08,095,,Phillips County,008,00400
08,097,,Pitkin County,008,00700
08,099,,Prowers County,008,00400
08,101,,Pueblo County,008,00500
08,103,,Rio Blanco County,008,00190
08,105,,Rio Grande County,008,00500
08,107,,Routt County,008,00190
08,109,,Saguache County,008,00500
08,111,,San Juan County,008,00600
08,113,,San Miguel County,008,00600
08,115,,Sedgwick County,008,00400
08,117,,Summit County,008,00700
08,119,,Teller County,008,01000
08,121,,Washington County,008,00400
08,123,,Weld County,008,00300
08,125,,Yuma County,008,00400
09,001,005,Bethel town,009,02100
09,001,010,Bridgeport town,009,02400
09,001,015,Brookfield town,009,02100
09,001,020,Danbury town,009,02100
09,001,025,Darien town,009,02300
09,001,030,Easton town,009,02200
09,001,035,Fairfield town,009,02200
09,001,040,Greenwich town,009,02300
09,001,045,Monroe town,009,02200
09,001,050,New Canaan town,009,02300
09,001,055,New Fairfield town,009,02100
09,001,060,Newtown town,009,02100
09,001,065,Norwalk town,009,02300
09,001,070,Redding town,009,02100
09,001,075,Ridgefield town,009,02100
09,001,080,Shelton town,009,02200
09,001,085,Sherman town,009,02100
09,001,090,Stamford town,009,02500
09,001,095,Stratford town,009,02200
09,001,100,Trumbull town,009,02200
09,001,105,Weston town,009,02300
09,001,110,Westport town,009,02300
09,001,115,Wilton town,009,02300
09,003,005,Avon town,009,00400
09,003,010,Berlin town,009,00600
09,003,015,Bloomfield town,009,00400
09,003,020,Bristol town,009,00500
09,003,025,Burlington town,009,00500
09,003,030,Canton town,009,00400
09,003,035,East Granby town,009,00200
09,003,040,East Hartford town,009,00300
09,003,045,East Windsor town,009,00200
09,003,050,Enfield town,009,00200
09,003,055,Farmington town,009,00400
09,003,060,Glastonbury town,009,00700
09,003,065,Granby town,009,00200
09,003,070,Hartford town,009,00800
09,003,075,Hartland town,009,00200
09,003,080,Manchester town,009,00300
09,003,085,Marlborough town,009,00700
09,003,090,New Britain town,009,00600
09,003,095,Newington town,009,00700
09,003,100,Plainville town,009,00600
09,003,105,Rocky Hill town,009,00700
09,003,110,Simsbury town,009,00400
09,003,115,Southington town,009,00500
09,003,120,South Windsor town,009,00200
09,003,125,Suffield town,009,00200
09,003,130,West Hartford town,009,00400
09,003,135,Wethersfield town,009,00700
09,003,150,Windsor town,009,00200
09,003,155,Windsor Locks town,009,00200
09,005,005,Barkhamsted town,009,00100
09,005,010,Bethlehem town,009,00100
09,005,015,Bridgewater town,009,00100
09,005,020,Canaan town,009,00100
09,005,025,Colebrook town,009,00100
09,005,030,Cornwall town,009,00100
09,005,035,Goshen town,009,00100
09,005,040,Harwinton town,009,00100
09,005,045,Kent town,009,00100
09,005,050,Litchfield town,009,00100
09,005,055,Morris town,009,00100
09,005,060,New Hartford town,009,00100
09,005,065,New Milford town,009,00100
09,005,070,Norfolk town,009,00100
09,005,075,North Canaan town,009,00100
09,005,080,Plymouth town,009,00100
09,005,085,Roxbury town,009,00100
09,005,090,Salisbury town,009,00100
09,005,095,Sharon town,009,00100
09,005,100,Thomaston town,009,00100
09,005,105,Torrington town,009,00100
09,005,110,Warren town,009,00100
09,005,115,Washington town,009,00100
09,005,120,Watertown town,009,00100
09,005,125,Winchester town,009,00100
09,005,130,Woodbury town,009,00100
09,007,005,Chester town,009,01300
09,007,010,Clinton town,009,01300
09,007,015,Cromwell town,009,01300
09,007,020,Deep River town,009,01300
09,007,025,Durham town,009,01300
09,007,030,East Haddam town,009,01300
09,007,035,East Hampton town,009,01300
09,007,040,Essex town,009,01300
09,007,045,Haddam town,009,01300
09,007,050,Killingworth town,009,01300
09,007,055,Middlefield town,009,01300
09,007,060,Middletown town,009,01300
09,007,065,Old Saybrook town,009,01300
09,007,070,Portland town,009,01300
09,007,075,Westbrook town,009,01300
09,009,005,Ansonia town,009,01600
09,009,010,Beacon Falls town,009,01400
09,009,015,Bethany town,009,01600
09,009,020,Branford town,009,01800
09,009,025,Cheshire town,009,01400
09,009,030,Derby town,009,01600
09,009,035,East Haven town,009,01800
09,009,040,Guilford town,009,01800
09,009,045,Hamden town,009,01600
09,009,050,Madison town,009,01800
09,009,055,Meriden town,009,01500
09,009,060,Middlebury town,009,01400
09,009,065,Milford town,009,01700
09,009,070,Naugatuck town,009,01400
09,009,075,New Haven town,009,02000
09,009,080,North Branford town,009,01800
09,009,085,North Haven town,009,01500
09,009,090,Orange town,009,01700
09,009,095,Oxford town,009,01400
09,009,100,Prospect town,009,01400
09,009,105,Seymour town,009,01600
09,009,110,Southbury town,009,01400
09,009,115,Wallingford town,009,01500
09,009,120,Waterbury town,009,01900
09,009,125,West Haven town,009,01700
09,009,130,Wolcott town,009,01400
09,009,135,Woodbridge town,009,01600
09,011,005,Bozrah town,009,01100
09,011,010,Colchester town,009,01100
09,011,015,East Lyme town,009,01200
09,011,020,Franklin town,009,01100
09,011,025,Griswold town,009,01100
09,011,030,Groton town,009,01200
09,011,035,Lebanon town,009,01100
09,011,040,Ledyard town,009,01100
09,011,045,Lisbon town,009,01100
09,011,050,Lyme town,009,01200
09,011,055,Montville town,009,01100
09,011,060,New London town,009,01200
09,011,065,North Stonington town,009,01100
09,011,070,Norwich town,009,01100
09,011,075,Old Lyme town,009,01200
09,011,080,Preston town,009,01100
09,011,085,Salem town,009,01100
09,011,090,Sprague town,009,01100
09,011,095,Stonington town,009,01200
09,011,100,Voluntown town,009,01100
09,011,105,Waterford town,009,01200
09,013,005,Andover town,009,00900
09,013,010,Bolton town,009,00900
09,013,015,Columbia town,009,00900
09,013,020,Coventry town,009,00900
09,013,025,Ellington town,009,00900
09,013,030,Hebron town,009,00900
09,013,035,Mansfield town,009,00900
09,013,040,Somers town,009,00900
09,013,045,Stafford town,009,00900
09,013,050,Tolland town,009,00900
09,013,055,Union town,009,00900
09,013,060,Vernon town,009,00900
09,013,065,Willington town,009,00900
09,015,005,Ashford town,009,01000
09,015,010,Brooklyn town,009,01000
09,015,015,Canterbury town,009,01000
09,015,020,Chaplin town,009,01000
09,015,025,Eastford town,009,01000
09,015,030,Hampton town,009,01000
09,015,035,Killingly town,009,01000
09,015,040,Plainfield town,009,01000
09,015,045,Pomfret town,009,01000
09,015,050,Putnam town,009,01000
09,015,055,Scotland town,009,01000
09,015,060,Sterling town,009,01000
09,015,065,Thompson town,009,01000
09,015,070,Windham town,009,01000
09,015,075,Woodstock town,009,01000
10,001,,Kent County,010,00200
10,003,,New Castle County,010,00100
10,005,,Sussex County,010,00300
11,001,,District of Columbia,011,00100
12,001,,Alachua County,012,01000
12,003,,Baker County,012,00900
12,005,,Bay County,012,00500
12,007,,Bradford County,012,00900
12,009,,Brevard County,012,02100
12,011,,Broward County,012,03600
12,013,,Calhoun County,012,00600
12,015,,Charlotte County,012,03000
12,017,,Citrus County,012,01600
12,019,,Clay County,012,01300
12,021,,Collier County,012,03700
12,023,,Columbia County,012,00900
12,027,,DeSoto County,012,03100
12,029,,Dixie County,012,00800
12,031,,Duval County,012,01100
12,033,,Escambia County,012,00100
12,035,,Flagler County,012,01400
12,037,,Franklin County,012,00600
12,039,,Gadsden County,012,00700
12,041,,Gilchrist County,012,00800
12,043,,Glades County,012,03100
12,045,,Gulf County,012,00600
12,047,,Hamilton County,012,00800
12,049,,Hardee County,012,03100
12,051,,Hendry County,012,03100
12,053,,Hernando County,012,01700
12,055,,Highlands County,012,03100
12,057,,Hillsborough County,012,02700
12,059,,Holmes County,012,00400
12,061,,Indian River County,012,03200
12,063,,Jackson County,012,00400
12,065,,Jefferson County,012,00600
12,067,,Lafayette County,012,00800
12,069,,Lake County,012,01800
12,071,,Lee County,012,03890
12,073,,Leon County,012,00700
12,075,,Levy County,012,00800
12,077,,Liberty County,012,00600
12,079,,Madison County,012,00600
12,081,,Manatee County,012,02800
12,083,,Marion County,012,01500
12,085,,Martin County,012,03400
12,086,,Miami-Dade County,012,04000
12,087,,Monroe County,012,04000
12,089,,Nassau County,012,01100
12,091,,Okaloosa County,012,00300
12,093,,Okeechobee County,012,03200
12,095,,Orange County,012,02200
12,097,,Osceola County,012,02300
12,099,,Palm Beach County,012,03500
12,101,,Pasco County,012,02500
12,103,,Pinellas County,012,02600
12,105,,Polk County,012,02400
12,107,,Putnam County,012,01400
12,109,,St. Johns County,012,01200
12,111,,St. Lucie County,012,03300
12,113,,Santa Rosa County,012,00200
12,115,,Sarasota County,012,02900
12,117,,Seminole County,012,02000
12,119,,Sumter County,012,01600
12,121,,Suwannee County,012,00800
12,123,,Taylor County,012,00600
12,125,,Union County,012,00900
12,127,,Volusia County,012,01900
12,129,,Wakulla County,012,00600
12,131,,Walton County,012,00400
12,133,,Washington County,012,00400
13,001,,Appling County,013,03300
13,003,,Atkinson County,013,03800
13,005,,Bacon County,013,03800
13,007,,Baker County,013,04100
13,009,,Baldwin County,013,02600
13,011,,Banks County,013,00400
13,013,,Barrow County,013,00900
13,015,,Bartow County,013,00700
13,017,,Ben Hill County,013,03900
13,019,,Berrien County,013,03900
13,021,,Bibb County,013,02700
13,023,,Bleckley County,013,03200
13,025,,Brantley County,013,03800
13,027,,Brooks County,013,04300
13,029,,Bryan County,013,03600
13,031,,Bulloch County,013,03300
13,033,,Burke County,013,02500
13,035,,Butts County,013,01000
13,037,,Calhoun County,013,04100
13,039,,Camden County,013,03700
13,043,,Candler County,013,03300
13,045,,Carroll County,013,01800
13,047,,Catoosa County,013,00100
13,049,,Charlton County,013,03800
13,051,,Chatham County,013,03490
13,053,,Chattahoochee County,013,03100
13,055,,Chattooga County,013,02100
13,057,,Cherokee County,013,01900
13,059,,Clarke County,013,00500
13,061,,Clay County,013,04100
13,063,,Clayton County,013,01400
13,065,,Clinch County,013,03800
13,067,,Cobb County,013,01300
13,069,,Coffee County,013,03800
13,071,,Colquitt County,013,04100
13,073,,Columbia County,013,02400
13,075,,Cook County,013,03900
13,077,,Coweta County,013,02000
13,079,,Crawford County,013,01000
13,081,,Crisp County,013,03100
13,083,,Dade County,013,00100
13,085,,Dawson County,013,00800
13,087,,Decatur County,013,04200
13,089,,DeKalb County,013,01200
13,091,,Dodge County,013,03200
13,093,,Dooly County,013,03100
13,095,,Dougherty County,013,04000
13,097,,Douglas County,013,01800
13,099,,Early County,013,04100
13,101,,Echols County,013,04300
13,103,,Effingham County,013,03600
13,105,,Elbert County,013,02200
13,107,,Emanuel County,013,02500
13,109,,Evans County,013,03300
13,111,,Fannin County,013,00300
13,113,,Fayette County,013,02000
13,115,,Floyd County,013,02100
13,117,,Forsyth County,013,00800
13,119,,Franklin County,013,00400
13,121,,Fulton County,013,01100
13,123,,Gilmer County,013,00300
13,125,,Glascock County,013,02500
13,127,,Glynn County,013,03700
13,129,,Gordon County,013,00200
13,131,,Grady County,013,04200
13,133,,Greene County,013,02200
13,135,,Gwinnett County,013,01500
13,137,,Habersham County,013,00300
13,139,,Hall County,013,00600
13,141,,Hancock County,013,02200
13,143,,Haralson County,013,02100
13,145,,Harris County,013,02900
13,147,,Hart County,013,00400
13,149,,Heard County,013,02900
13,151,,Henry County,013,01700
13,153,,Houston County,013,02800
13,155,,Irwin County,013,03900
13,157,,Jackson County,013,00400
13,159,,Jasper County,013,02600
13,161,,Jeff Davis County,013,03300
13,163,,Jefferson County,013,02500
13,165,,Jenkins County,013,02500
13,167,,Johnson County,013,02600
13,169,,Jones County,013,02800
13,171,,Lamar County,013,01000
13,173,,Lanier County,013,03900
13,175,,Laurens County,013,02600
13,177,,Lee County,013,04000
13,179,,Liberty County,013,03600
13,181,,Lincoln County,013,02200
13,183,,Long County,013,03600
13,185,,Lowndes County,013,04300
13,187,,Lumpkin County,013,00300
13,189,,McDuffie County,013,02400
13,191,,McIntosh County,013,03600
13,193,,Macon County,013,03100
13,195,,Madison County,013,00500
13,197,,Marion County,013,03100
13,199,,Meriwether County,013,02900
13,201,,Miller County,013,04200
13,205,,Mitchell County,013,04100
13,207,,Monroe County,013,01000
13,209,,Montgomery County,013,03200
13,211,,Morgan County,013,02200
13,213,,Murray County,013,00200
13,215,,Muscogee County,013,03000
13,217,,Newton County,013,01600
13,219,,Oconee County,013,00500
13,221,,Oglethorpe County,013,02200
13,223,,Paulding County,013,00700
13,225,,Peach County,013,02800
13,227,,Pickens County,013,00800
13,229,,Pierce County,013,03800
13,231,,Pike County,013,01000
13,233,,Polk County,013,02100
13,235,,Pulaski County,013,03200
13,237,,Putnam County,013,02600
13,239,,Quitman County,013,04100
13,241,,Rabun County,013,00300
13,243,,Randolph County,013,04100
13,245,,Richmond County,013,02300
13,247,,Rockdale County,013,01600
13,249,,Schley County,013,03100
13,251,,Screven County,013,02500
13,253,,Seminole County,013,04200
13,255,,Spalding County,013,02000
13,257,,Stephens County,013,00400
13,259,,Stewart County,013,04100
13,261,,Sumter County,013,03100
13,263,,Talbot County,013,02900
13,265,,Taliaferro County,013,02200
13,267,,Tattnall County,013,03300
13,269,,Taylor County,013,03100
13,271,,Telfair County,013,03200
13,273,,Terrell County,013,04100
13,275,,Thomas County,013,04200
13,277,,Tift County,013,03900
13,279,,Toombs County,013,03200
13,281,,Towns County,013,00300
13,283,,Treutlen County,013,03200
13,285,,Troup County,013,02900
13,287,,Turner County,013,03900
13,289,,Twiggs County,013,02800
13,291,,Union County,013,00300
13,293,,Upson County,013,01000
13,295,,Walker County,013,00100
13,297,,Walton County,013,00900
13,299,,Ware County,013,03800
13,301,,Warren County,013,02200
13,303,,Washington County,013,02500
13,305,,Wayne County,013,03300
13,307,,Webster County,013,03100
13,309,,Wheeler County,013,03200
13,311,,White County,013,00300
13,313,,Whitfield County,013,00200
13,315,,Wilcox County,013,03200
13,317,,Wilkes County,013,02200
13,319,,Wilkinson County,013,02600
13,321,,Worth County,013,04100
15,001,,Hawaii County,015,00200
15,003,,Honolulu County,015,00300
15,005,,Kalawao County,015,00100
15,007,,Kauai County,015,00100
15,009,,Maui County,015,00100
16,001,,Ada County,016,00690
16,003,,Adams County,016,00400
16,005,,Bannock County,016,00900
16,007,,Bear Lake County,016,00900
16,009,,Benewah County,016,00100
16,011,,Bingham County,016,00900
16,013,,Blaine County,016,00800
16,015,,Boise County,016,00400
16,017,,Bonner County,016,00100
16,019,,Bonneville County,016,00300
16,021,,Boundary County,016,00100
16,023,,Butte County,016,00300
16,025,,Camas County,016,00800
16,027,,Canyon County,016,00500
16,029,,Caribou County,016,00900
16,031,,Cassia County,016,00800
16,033,,Clark County,016,00300
16,035,,Clearwater County,016,00200
16,037,,Custer County,016,00300
16,039,,Elmore County,016,00400
16,041,,Franklin County,016,00900
16,043,,Fremont County,016,00300
16,045,,Gem County,016,00400
16,047,,Gooding County,016,00800
16,049,,Idaho County,016,00200
16,051,,Jefferson County,016,00300
16,053,,Jerome County,016,00800
16,055,,Kootenai County,016,00100
16,057,,Latah County,016,00200
16,059,,Lemhi County,016,00300
16,061,,Lewis County,016,00200
16,063,,Lincoln County,016,00800
16,065,,Madison County,016,00300
16,067,,Minidoka County,016,00800
16,069,,Nez Perce County,016,00200
16,071,,Oneida County,016,00900
16,073,,Owyhee County,016,00400
16,075,,Payette County,016,00400
16,077,,Power County,016,00900
16,079,,Shoshone County,016,00100
16,081,,Teton County,016,00300
16,083,,Twin Falls County,016,00800
16,085,,Valley County,016,00400
16,087,,Washington County,016,00400
17,001,,Adams County,017,00300
17,003,,Alexander County,017,00800
17,005,,Bond County,017,00500
17,007,,Boone County,017,02890
17,009,,Brown County,017,00300
17,011,,Bureau County,017,02500
17,013,,Calhoun County,017,00400
17,015,,Carroll County,017,00100
17,017,,Cass County,017,00400
17,019,,Champaign County,017,02100
17,021,,Christian County,017,01600
17,023,,Clark County,017,00700
17,025,,Clay County,017,00700
17,027,,Clinton County,017,01100
17,029,,Coles County,017,00600
17,031,,Cook County,017,03490
17,033,,Crawford County,017,00700
17,035,,Cumberland County,017,00600
17,037,,DeKalb County,017,02600
17,039,,De Witt County,017,01600
17,041,,Douglas County,017,00600
17,043,,DuPage County,017,03200
17,045,,Edgar County,017,00600
17,047,,Edwards County,017,00800
17,049,,Effingham County,017,00500
17,051,,Fayette County,017,00500
17,053,,Ford County,017,02200
17,055,,Franklin County,017,00900
17,057,,Fulton County,017,00200
17,059,,Gallatin County,017,00800
17,061,,Greene County,017,00400
17,063,,Grundy County,017,03100
17,065,,Hamilton County,017,00800
17,067,,Hancock County,017,00200
17,069,,Hardin County,017,00800
17,071,,Henderson County,017,00200
17,073,,Henry County,017,00100
17,075,,Iroquois County,017,02200
17,077,,Jackson County,017,00900
17,079,,Jasper County,017,00700
17,081,,Jefferson County,017,01000
17,083,,Jersey County,017,01200
17,085,,Jo Daviess County,017,00100
17,087,,Johnson County,017,00800
17,089,,Kane County,017,03000
17,091,,Kankakee County,017,02300
17,093,,Kendall County,017,03000
17,095,,Knox County,017,02500
17,097,,Lake County,017,03300
17,099,,La Salle County,017,02400
17,101,,Lawrence County,017,00700
17,103,,Lee County,017,02600
17,105,,Livingston County,017,02200
17,107,,Logan County,017,01390
17,109,,McDonough County,017,00200
17,111,,McHenry County,017,03000
17,113,,McLean County,017,02000
17,115,,Macon County,017,01500
17,117,,Macoupin County,017,00400
17,119,,Madison County,017,01200
17,121,,Marion County,017,01000
17,123,,Marshall County,017,02500
17,125,,Mason County,017,00300
17,127,,Massac County,017,00800
17,129,,Menard County,017,01390
17,131,,Mercer County,017,00100
17,133,,Monroe County,017,01100
17,135,,Montgomery County,017,00500
17,137,,Morgan County,017,00400
17,139,,Moultrie County,017,01600
17,141,,Ogle County,017,02700
17,143,,Peoria County,017,01790
17,145,,Perry County,017,00900
17,147,,Piatt County,017,01600
17,149,,Pike County,017,00300
17,151,,Pope County,017,00800
17,153,,Pulaski County,017,00800
17,155,,Putnam County,017,02500
17,157,,Randolph County,017,01000
17,159,,Richland County,017,00700
17,161,,Rock Island County,017,00100
17,163,,St. Clair County,017,01100
17,165,,Saline County,017,00800
17,167,,Sangamon County,017,01390
17,169,,Schuyler County,017,00300
17,171,,Scott County,017,00400
17,173,,Shelby County,017,01600
17,175,,Stark County,017,02500
17,177,,Stephenson County,017,02700
17,179,,Tazewell County,017,01900
