fips_state,fips_county,mcd,name,acs_state,puma
17,181,,Union County,017,00800
17,183,,Vermilion County,017,02200
17,185,,Wabash County,017,00800
17,187,,Warren County,017,00200
17,189,,Washington County,017,01000
17,191,,Wayne County,017,00700
17,193,,White County,017,00800
17,195,,Whiteside County,017,00100
17,197,,Will County,017,03100
17,199,,Williamson County,017,00900
17,201,,Winnebago County,017,02890
17,203,,Woodford County,017,01790
18,001,,Adams County,018,01100
18,003,,Allen County,018,00990
18,005,,Bartholomew County,018,03000
18,007,,Benton County,018,01400
18,009,,Blackford County,018,01600
18,011,,Boone County,018,01900
18,013,,Brown County,018,03000
18,015,,Carroll County,018,01400
18,017,,Cass County,018,01500
18,019,,Clark County,018,03300
18,021,,Clay County,018,02700
18,023,,Clinton County,018,01800
18,025,,Crawford County,018,03500
18,027,,Daviess County,018,02800
18,029,,Dearborn County,018,03200
18,031,,Decatur County,018,03100
18,033,,DeKalb County,018,00800
18,035,,Delaware County,018,02100
18,037,,Dubois County,018,03600
18,039,,Elkhart County,018,00700
18,041,,Fayette County,018,03100
18,043,,Floyd County,018,03400
18,045,,Fountain County,018,01400
18,047,,Franklin County,018,03100
18,049,,Fulton County,018,01300
18,051,,Gibson County,018,03600
18,053,,Grant County,018,01600
18,055,,Greene County,018,02600
18,057,,Hamilton County,018,01900
18,059,,Hancock County,018,02000
18,061,,Harrison County,018,03400
18,063,,Hendricks County,018,02500
18,065,,Henry County,018,02200
18,067,,Howard County,018,01700
18,069,,Huntington County,018,01100
18,071,,Jackson County,018,03000
18,073,,Jasper County,018,01300
18,075,,Jay County,018,01600
18,077,,Jefferson County,018,03200
18,079,,Jennings County,018,03100
18,081,,Johnson County,018,02400
18,083,,Knox County,018,02800
18,085,,Kosciusko County,018,01200
18,087,,LaGrange County,018,00800
18,089,,Lake County,018,00190
18,091,,LaPorte County,018,00400
18,093,,Lawrence County,018,03500
18,095,,Madison County,018,02000
18,097,,Marion County,018,02300
18,099,,Marshall County,018,01200
18,101,,Martin County,018,02800
18,103,,Miami County,018,01500
18,105,,Monroe County,018,02900
18,107,,Montgomery County,018,01400
18,109,,Morgan County,018,02500
18,111,,Newton County,018,01300
18,113,,Noble County,018,00800
18,115,,Ohio County,018,03200
18,117,,Orange County,018,03500
18,119,,Owen County,018,02600
18,121,,Parke County,018,02600
18,123,,Perry County,018,03600
18,125,,Pike County,018,03600
18,127,,Porter County,018,00300
18,129,,Posey County,018,03790
18,131,,Pulaski County,018,01300
18,133,,Putnam County,018,02600
18,135,,Randolph County,018,02200
18,137,,Ripley County,018,03200
18,139,,Rush County,018,03100
18,141,,St. Joseph County,018,00590
18,143,,Scott County,018,03300
18,145,,Shelby County,018,02000
18,147,,Spencer County,018,03600
18,149,,Starke County,018,01300
18,151,,Steuben County,018,00800
18,153,,Sullivan County,018,02800
18,155,,Switzerland County,018,03200
18,157,,Tippecanoe County,018,01800
18,159,,Tipton County,018,01700
18,161,,Union County,018,03100
18,163,,Vanderburgh County,018,03790
18,165,,Vermillion County,018,02700
18,167,,Vigo County,018,02700
18,169,,Wabash County,018,01500
18,171,,Warren County,018,01400
18,173,,Warrick County,018,03790
18,175,,Washington County,018,03500
18,177,,Wayne County,018,02200
18,179,,Wells County,018,01100
18,181,,White County,018,01400
18,183,,Whitley County,018,01100
19,001,,Adair County,019,01300
19,003,,Adams County,019,01300
19,005,,Allamakee County,019,00300
19,007,,Appanoose County,019,01300
19,009,,Audubon County,019,01000
19,011,,Benton County,019,00600
19,013,,Black Hawk County,019,00400
19,015,,Boone County,019,01600
19,017,,Bremer County,019,00300
19,019,,Buchanan County,019,00300
19,021,,Buena Vista County,019,00100
19,023,,Butler County,019,00300
19,025,,Calhoun County,019,00900
19,027,,Carroll County,019,01000
19,029,,Cass County,019,01200
19,031,,Cedar County,019,00500
19,033,,Cerro Gordo County,019,00200
19,035,,Cherokee County,019,01000
19,037,,Chickasaw County,019,00300
19,039,,Clarke County,019,01300
19,041,,Clay County,019,00100
19,043,,Clayton County,019,00300
19,045,,Clinton County,019,00500
19,047,,Crawford County,019,01000
19,049,,Dallas County,019,01600
19,051,,Davis County,019,01300
19,053,,Decatur County,019,01300
19,055,,Delaware County,019,00500
19,057,,Des Moines County,019,01800
19,059,,Dickinson County,019,00100
19,061,,Dubuque County,019,00500
19,063,,Emmet County,019,00100
19,065,,Fayette County,019,00300
19,067,,Floyd County,019,00200
19,069,,Franklin County,019,00200
19,071,,Fremont County,019,01200
19,073,,Greene County,019,01000
19,075,,Grundy County,019,00300
19,077,,Guthrie County,019,01000
19,079,,Hamilton County,019,00900
19,081,,Hancock County,019,00200
19,083,,Hardin County,019,00600
19,085,,Harrison County,019,01200
19,087,,Henry County,019,01800
19,089,,Howard County,019,00300
19,091,,Humboldt County,019,00900
19,093,,Ida County,019,01000
19,095,,Iowa County,019,00600
19,097,,Jackson County,019,00500
19,099,,Jasper County,019,01700
19,101,,Jefferson County,019,01300
19,103,,Johnson County,019,00700
19,105,,Jones County,019,00600
19,107,,Keokuk County,019,01300
19,109,,Kossuth County,019,00200
19,111,,Lee County,019,01800
19,113,,Linn County,019,00800
19,115,,Louisa County,019,01800
19,117,,Lucas County,019,01300
19,119,,Lyon County,019,00100
19,121,,Madison County,019,01700
19,123,,Mahaska County,019,01300
19,125,,Marion County,019,01700
19,127,,Marshall County,019,00600
19,129,,Mills County,019,01200
19,131,,Mitchell County,019,00200
19,133,,Monona County,019,01000
19,135,,Monroe County,019,01300
19,137,,Montgomery County,019,01200
19,139,,Muscatine County,019,01800
19,141,,O'Brien County,019,00100
19,143,,Osceola County,019,00100
19,145,,Page County,019,01200
19,147,,Palo Alto County,019,00100
19,149,,Plymouth County,019,01000
19,151,,Pocahontas County,019,00900
19,153,,Polk County,019,01490
19,155,,Pottawattamie County,019,01200
19,157,,Poweshiek County,019,00600
19,159,,Ringgold County,019,01300
19,161,,Sac County,019,01000
19,163,,Scott County,019,01900
19,165,,Shelby County,019,01200
19,167,,Sioux County,019,00100
19,169,,Story County,019,01600
19,171,,Tama County,019,00600
19,173,,Taylor County,019,01300
19,175,,Union County,019,01300
19,177,,Van Buren County,019,01300
19,179,,Wapello County,019,01300
19,181,,Warren County,019,01700
19,183,,Washington County,019,00600
19,185,,Wayne County,019,01300
19,187,,Webster County,019,00900
19,189,,Winnebago County,019,00200
19,191,,Winneshiek County,019,00300
19,193,,Woodbury County,019,01100
19,195,,Worth County,019,00200
19,197,,Wright County,019,00900
20,001,,Allen County,020,01500
20,003,,Anderson County,020,01500
20,005,,Atchison County,020,00400
20,007,,Barber County,020,01100
20,009,,Barton County,020,01100
20,011,,Bourbon County,020,01500
20,013,,Brown County,020,00400
20,015,,Butler County,020,01390
20,017,,Chase County,020,00900
20,019,,Chautauqua County,020,01500
20,021,,Cherokee County,020,01600
20,023,,Cheyenne County,020,00100
20,025,,Clark County,020,01200
20,027,,Clay County,020,00300
20,029,,Cloud County,020,00200
20,031,,Coffey County,020,00900
20,033,,Comanche County,020,01100
20,035,,Cowley County,020,01500
20,037,,Crawford County,020,01600
20,039,,Decatur County,020,00100
20,041,,Dickinson County,020,00300
20,043,,Doniphan County,020,00400
20,045,,Douglas County,020,00700
20,047,,Edwards County,020,01100
20,049,,Elk County,020,01500
20,051,,Ellis County,020,00100
20,053,,Ellsworth County,020,00200
20,055,,Finney County,020,01200
20,057,,Ford County,020,01200
20,059,,Franklin County,020,00900
20,061,,Geary County,020,00300
20,063,,Gove County,020,00100
20,065,,Graham County,020,00100
20,067,,Grant County,020,01200
20,069,,Gray County,020,01200
20,071,,Greeley County,020,01200
20,073,,Greenwood County,020,00900
20,075,,Hamilton County,020,01200
20,077,,Harper County,020,01100
20,079,,Harvey County,020,01390
20,081,,Haskell County,020,01200
20,083,,Hodgeman County,020,01200
20,085,,Jackson County,020,00400
20,087,,Jefferson County,020,00400
20,089,,Jewell County,020,00200
20,091,,Johnson County,020,00600
20,093,,Kearny County,020,01200
20,095,,Kingman County,020,01100
20,097,,Kiowa County,020,01100
20,099,,Labette County,020,01600
20,101,,Lane County,020,01200
20,103,,Leavenworth County,020,00400
20,105,,Lincoln County,020,00200
20,107,,Linn County,020,01500
20,109,,Logan County,020,00100
20,111,,Lyon County,020,00900
20,113,,McPherson County,020,01000
20,115,,Marion County,020,00900
20,117,,Marshall County,020,00300
20,119,,Meade County,020,01200
20,121,,Miami County,020,00700
20,123,,Mitchell County,020,00200
20,125,,Montgomery County,020,01600
20,127,,Morris County,020,00300
20,129,,Morton County,020,01200
20,131,,Nemaha County,020,00400
20,133,,Neosho County,020,01600
20,135,,Ness County,020,01200
20,137,,Norton County,020,00100
20,139,,Osage County,020,00900
20,141,,Osborne County,020,00100
20,143,,Ottawa County,020,00200
20,145,,Pawnee County,020,01100
20,147,,Phillips County,020,00100
20,149,,Pottawatomie County,020,00300
20,151,,Pratt County,020,01100
20,153,,Rawlins County,020,00100
20,155,,Reno County,020,01000
20,157,,Republic County,020,00200
20,159,,Rice County,020,01000
20,161,,Riley County,020,00300
20,163,,Rooks County,020,00100
20,165,,Rush County,020,01100
20,167,,Russell County,020,00100
20,169,,Saline County,020,00200
20,171,,Scott County,020,01200
20,173,,Sedgwick County,020,01390
20,175,,Seward County,020,01200
20,177,,Shawnee County,020,00800
20,179,,Sheridan County,020,00100
20,181,,Sherman County,020,00100
20,183,,Smith County,020,00100
20,185,,Stafford County,020,01100
20,187,,Stanton County,020,01200
20,189,,Stevens County,020,01200
20,191,,Sumner County,020,01100
20,193,,Thomas County,020,00100
20,195,,Trego County,020,00100
20,197,,Wabaunsee County,020,00900
20,199,,Wallace County,020,00100
20,201,,Washington County,020,00200
20,203,,Wichita County,020,01200
20,205,,Wilson County,020,01500
20,207,,Woodson County,020,01500
20,209,,Wyandotte County,020,00500
21,001,,Adair County,021,00600
21,003,,Allen County,021,00500
21,005,,Anderson County,021,01200
21,007,,Ballard County,021,00100
21,009,,Barren County,021,00500
21,011,,Bath County,021,02100
21,013,,Bell County,021,00800
21,015,,Boone County,021,02500
21,017,,Bourbon County,021,02000
21,019,,Boyd County,021,02200
21,021,,Boyle County,021,01200
21,023,,Bracken County,021,02100
21,025,,Breathitt County,021,00900
21,027,,Breckinridge County,021,01300
21,029,,Bullitt County,021,01800
21,031,,Butler County,021,00400
21,033,,Caldwell County,021,00200
21,035,,Calloway County,021,00100
21,037,,Campbell County,021,02300
21,039,,Carlisle County,021,00100
21,041,,Carroll County,021,02500
21,043,,Carter County,021,02200
21,045,,Casey County,021,00600
21,047,,Christian County,021,00300
21,049,,Clark County,021,01100
21,051,,Clay County,021,00700
21,053,,Clinton County,021,00600
21,055,,Crittenden County,021,00200
21,057,,Cumberland County,021,00600
21,059,,Daviess County,021,01600
21,061,,Edmonson County,021,00500
21,063,,Elliott County,021,02200
21,065,,Estill County,021,01100
21,067,,Fayette County,021,01900
21,069,,Fleming County,021,02100
21,071,,Floyd County,021,01000
21,073,,Franklin County,021,02000
21,075,,Fulton County,021,00100
21,077,,Gallatin County,021,02500
21,079,,Garrard County,021,01100
21,081,,Grant County,021,02500
21,083,,Graves County,021,00100
21,085,,Grayson County,021,01300
21,087,,Green County,021,00600
21,089,,Greenup County,021,02200
21,091,,Hancock County,021,01500
21,093,,Hardin County,021,01400
21,095,,Harlan County,021,00800
21,097,,Harrison County,021,02000
21,099,,Hart County,021,00500
21,101,,Henderson County,021,01500
21,103,,Henry County,021,01800
21,105,,Hickman County,021,00100
21,107,,Hopkins County,021,00200
21,109,,Jackson County,021,00700
21,111,,Jefferson County,021,01700
21,113,,Jessamine County,021,01200
21,115,,Johnson County,021,01000
21,117,,Kenton County,021,02400
21,119,,Knott County,021,00900
21,121,,Knox County,021,00800
21,123,,Larue County,021,01300
21,125,,Laurel County,021,00700
21,127,,Lawrence County,021,02200
21,129,,Lee County,021,00900
21,131,,Leslie County,021,00900
21,133,,Letcher County,021,00900
21,135,,Lewis County,021,02100
21,137,,Lincoln County,021,01100
21,139,,Livingston County,021,00200
21,141,,Logan County,021,00400
21,143,,Lyon County,021,00300
21,145,,McCracken County,021,00100
21,147,,McCreary County,021,00600
21,149,,McLean County,021,01600
21,151,,Madison County,021,01100
21,153,,Magoffin County,021,01000
21,155,,Marion County,021,01300
21,157,,Marshall County,021,00100
21,159,,Martin County,021,01000
21,161,,Mason County,021,02100
21,163,,Meade County,021,01400
21,165,,Menifee County,021,02100
21,167,,Mercer County,021,01200
21,169,,Metcalfe County,021,00500
21,171,,Monroe County,021,00500
21,173,,Montgomery County,021,02100
21,175,,Morgan County,021,02100
21,177,,Muhlenberg County,021,00200
21,179,,Nelson County,021,01300
21,181,,Nicholas County,021,02000
21,183,,Ohio County,021,01500
21,185,,Oldham County,021,01800
21,187,,Owen County,021,02500
21,189,,Owsley County,021,00900
21,191,,Pendleton County,021,02300
21,193,,Perry County,021,00900
21,195,,Pike County,021,01000
21,197,,Powell County,021,01100
21,199,,Pulaski County,021,00600
21,201,,Robertson County,021,02100
21,203,,Rockcastle County,021,00700
21,205,,Rowan County,021,02100
21,207,,Russell County,021,00600
21,209,,Scott County,021,02000
21,211,,Shelby County,021,01800
21,213,,Simpson County,021,00400
21,215,,Spencer County,021,01800
21,217,,Taylor County,021,00600
21,219,,Todd County,021,00300
21,221,,Trigg County,021,00300
21,223,,Trimble County,021,01800
21,225,,Union County,021,01500
21,227,,Warren County,021,00400
21,229,,Washington County,021,01300
21,231,,Wayne County,021,00600
21,233,,Webster County,021,01500
21,235,,Whitley County,021,00800
21,237,,Wolfe County,021,00900
21,239,,Woodford County,021,01200
22,001,,Acadia Parish,022,01090
22,003,,Allen Parish,022,00800
22,005,,Ascension Parish,022,01600
22,007,,Assumption Parish,022,02100
22,009,,Avoyelles Parish,022,00600
22,011,,Beauregard Parish,022,00800
22,013,,Bienville Parish,022,00300
22,015,,Bossier Parish,022,00200
22,017,,Caddo Parish,022,00100
22,019,,Calcasieu Parish,022,00900
22,021,,Caldwell Parish,022,00500
22,023,,Cameron Parish,022,00800
22,025,,Catahoula Parish,022,00600
22,027,,Claiborne Parish,022,00300
22,029,,Concordia Parish,022,00600
22,031,,De Soto Parish,022,00300
22,033,,East Baton Rouge Parish,022,01490
22,035,,East Carroll Parish,022,00500
22,037,,East Feliciana Parish,022,01300
22,039,,Evangeline Parish,022,01200
22,041,,Franklin Parish,022,00500
22,043,,Grant Parish,022,00600
22,045,,Iberia Parish,022,02500
22,047,,Iberville Parish,022,01300
22,049,,Jackson Parish,022,00500
22,051,,Jefferson Parish,022,01900
22,053,,Jefferson Davis Parish,022,00800
22,055,,Lafayette Parish,022,01090
22,057,,Lafourche Parish,022,02100
22,059,,La Salle Parish,022,00600
22,061,,Lincoln Parish,022,00300
22,063,,Livingston Parish,022,01600
22,065,,Madison Parish,022,00500
22,067,,Morehouse Parish,022,00500
22,069,,Natchitoches Parish,022,00300
22,071,,Orleans Parish,022,01800
22,073,,Ouachita Parish,022,00400
22,075,,Plaquemines Parish,022,01900
22,077,,Pointe Coupee Parish,022,01300
22,079,,Rapides Parish,022,00700
22,081,,Red River Parish,022,00300
22,083,,Richland Parish,022,00500
22,085,,Sabine Parish,022,00300
22,087,,St. Bernard Parish,022,01900
22,089,,St. Charles Parish,022,02400
22,091,,St. Helena Parish,022,01300
22,093,,St. James Parish,022,02400
22,095,,St. John the Baptist Parish,022,02400
22,097,,St. Landry Parish,022,01200
22,099,,St. Martin Parish,022,02300
22,101,,St. Mary Parish,022,02300
22,103,,St. Tammany Parish,022,02000
22,105,,Tangipahoa Parish,022,01700
22,107,,Tensas Parish,022,00500
22,109,,Terrebonne Parish,022,02200
22,111,,Union Parish,022,00500
22,113,,Vermilion Parish,022,02500
22,115,,Vernon Parish,022,00800
22,117,,Washington Parish,022,02000
22,119,,Webster Parish,022,00200
22,121,,West Baton Rouge Parish,022,01490
22,123,,West Carroll Parish,022,00500
22,125,,West Feliciana Parish,022,01300
22,127,,Winn Parish,022,00600
23,001,005,Auburn city,023,00700
23,001,010,Durham town,023,00700
23,001,015,Greene town,023,00700
23,001,020,Leeds town,023,00700
23,001,025,Lewiston city,023,00700
23,001,030,Lisbon town,023,00700
23,001,035,Livermore town,023,00700
23,001,040,Livermore Falls town,023,00700
23,001,045,Mechanic Falls town,023,00700
23,001,050,Minot town,023,00700
23,001,055,Poland town,023,00700
23,001,057,Sabattus town,023,00700
23,001,060,Turner town,023,00700
23,001,065,Wales town,023,00700
23,003,005,Allagash town,023,01000
23,003,010,Amity town,023,01000
23,003,015,Ashland town,023,01000
23,003,020,Bancroft town,023,01000
23,003,030,Blaine town,023,01000
23,003,035,Bridgewater town,023,01000
23,003,040,Caribou city,023,01000
23,003,045,Cary plantation,023,01000
23,003,050,Castle Hill town,023,01000
23,003,055,Caswell town,023,01000
23,003,057,Central Aroostook UT,023,01000
23,003,060,Chapman town,023,01000
23,003,063,Connor UT,023,01000
23,003,065,Crystal town,023,01000
23,003,070,Cyr plantation,023,01000
23,003,075,Dyer Brook town,023,01000
23,003,085,Eagle Lake town,023,01000
23,003,090,Easton town,023,01000
23,003,095,Fort Fairfield town,023,01000
23,003,100,Fort Kent town,023,01000
23,003,105,Frenchville town,023,01000
23,003,110,Garfield plantation,023,01000
23,003,115,Glenwood plantation,023,01000
23,003,120,Grand Isle town,023,01000
23,003,125,Hamlin town,023,01000
23,003,130,Hammond town,023,01000
23,003,135,Haynesville town,023,01000
23,003,140,Hersey town,023,01000
23,003,145,Hodgdon town,023,01000
23,003,150,Houlton town,023,01000
23,003,155,Island Falls town,023,01000
23,003,160,Limestone town,023,01000
23,003,165,Linneus town,023,01000
23,003,170,Littleton town,023,01000
23,003,175,Ludlow town,023,01000
23,003,180,Macwahoc plantation,023,01000
23,003,185,Madawaska town,023,01000
23,003,190,Mapleton town,023,01000
23,003,195,Mars Hill town,023,01000
23,003,200,Masardis town,023,01000
23,003,205,Merrill town,023,01000
23,003,210,Monticello town,023,01000
23,003,215,Moro plantation,023,01000
23,003,220,Nashville plantation,023,01000
23,003,225,New Canada town,023,01000
23,003,230,New Limerick town,023,01000
23,003,235,New Sweden town,023,01000
23,003,237,Northwest Aroostook UT,023,01000
23,003,240,Oakfield town,023,01000
23,003,245,Orient town,023,01000
23,003,250,Oxbow plantation,023,01000
23,003,253,Penobscot Indian Island Reservation,023,01000
23,003,255,Perham town,023,01000
23,003,260,Portage Lake town,023,01000
23,003,265,Presque Isle city,023,01000
23,003,270,Reed plantation,023,01000
23,003,275,St. Agatha town,023,01000
23,003,280,St. Francis town,023,01000
23,003,285,St. John plantation,023,01000
23,003,290,Sherman town,023,01000
23,003,295,Smyrna town,023,01000
23,003,297,South Aroostook UT,023,01000
23,003,298,Square Lake UT,023,01000
23,003,300,Stockholm town,023,01000
23,003,305,Van Buren town,023,01000
23,003,310,Wade town,023,01000
23,003,315,Wallagrass town,023,01000
23,003,320,Washburn town,023,01000
23,003,325,Westfield town,023,01000
23,003,330,Westmanland town,023,01000
23,003,335,Weston town,023,01000
23,003,340,Winterville plantation,023,01000
23,003,345,Woodland town,023,01000
23,005,005,Baldwin town,023,00100
23,005,010,Bridgton town,023,00100
23,005,015,Brunswick town,023,00400
23,005,020,Cape Elizabeth town,023,00300
23,005,025,Casco town,023,00100
23,005,030,Cumberland town,023,00300
23,005,035,Falmouth town,023,00300
23,005,040,Freeport town,023,00300
23,005,043,Frye Island town,023,00300
23,005,045,Gorham town,023,00300
23,005,050,Gray town,023,00300
23,005,055,Harpswell town,023,00400
23,005,060,Harrison town,023,00100
23,005,063,Long Island town,023,00300
23,005,065,Naples town,023,00100
23,005,070,New Gloucester town,023,00400
23,005,075,North Yarmouth town,023,00300
23,005,085,Portland city,023,00200
23,005,090,Pownal town,023,00400
23,005,095,Raymond town,023,00300
23,005,100,Scarborough town,023,00300
23,005,105,Sebago town,023,00100
23,005,110,South Portland city,023,00200
23,005,115,Standish town,023,00300
23,005,120,Westbrook city,023,00200
23,005,125,Windham town,023,00300
23,005,130,Yarmouth town,023,00300
23,007,005,Avon town,023,00800
23,007,008,Carrabassett Valley town,023,00800
23,007,010,Carthage town,023,00800
23,007,015,Chesterville town,023,00800
23,007,020,Coplin plantation,023,00800
23,007,025,Dallas plantation,023,00800
23,007,027,East Central Franklin UT,023,00800
23,007,030,Eustis town,023,00800
23,007,035,Farmington town,023,00800
23,007,040,Industry town,023,00800
23,007,045,Jay town,023,00800
23,007,050,Kingfield town,023,00800
23,007,060,New Sharon town,023,00800
23,007,065,New Vineyard town,023,00800
23,007,067,North Franklin UT,023,00800
23,007,070,Phillips town,023,00800
23,007,075,Rangeley plantation,023,00800
23,007,080,Rangeley town,023,00800
23,007,085,Sandy River plantation,023,00800
23,007,087,South Franklin UT,023,00800
23,007,090,Strong town,023,00800
23,007,095,Temple town,023,00800
23,007,100,Weld town,023,00800
23,007,102,West Central Franklin UT,023,00800
23,007,105,Wilton town,023,00800
23,007,111,Wyman UT,023,00800
23,009,005,Amherst town,023,00500
23,009,010,Aurora town,023,00500
23,009,015,Bar Harbor town,023,00500
23,009,020,Blue Hill town,023,00500
23,009,025,Brooklin town,023,00500
23,009,030,Brooksville town,023,00500
23,009,035,Bucksport town,023,00500
23,009,040,Castine town,023,00500
23,009,042,Central Hancock UT,023,00500
23,009,045,Cranberry Isles town,023,00500
23,009,050,Dedham town,023,00500
23,009,055,Deer Isle town,023,00500
23,009,060,Eastbrook town,023,00500
23,009,062,East Hancock UT,023,00500
23,009,065,Ellsworth city,023,00500
23,009,070,Franklin town,023,00500
23,009,073,Frenchboro town,023,00500
23,009,075,Gouldsboro town,023,00500
23,009,077,Great Pond town,023,00500
23,009,080,Hancock town,023,00500
23,009,085,Lamoine town,023,00500
23,009,095,Mariaville town,023,00500
23,009,100,Mount Desert town,023,00500
23,009,102,Northwest Hancock UT,023,00500
23,009,105,Orland town,023,00500
23,009,110,Osborn town,023,00500
23,009,115,Otis town,023,00500
23,009,120,Penobscot town,023,00500
23,009,130,Sedgwick town,023,00500
23,009,135,Sorrento town,023,00500
23,009,140,Southwest Harbor town,023,00500
23,009,145,Stonington town,023,00500
23,009,150,Sullivan town,023,00500
23,009,155,Surry town,023,00500
23,009,160,Swans Island town,023,00500
23,009,165,Tremont town,023,00500
23,009,170,Trenton town,023,00500
23,009,175,Verona town,023,00500
23,009,180,Waltham town,023,00500
23,009,185,Winter Harbor town,023,00500
23,011,005,Albion town,023,00600
23,011,010,Augusta city,023,00600
23,011,015,Belgrade town,023,00600
23,011,020,Benton town,023,00600
23,011,025,Chelsea town,023,00600
23,011,030,China town,023,00600
23,011,035,Clinton town,023,00600
23,011,040,Farmingdale town,023,00600
23,011,045,Fayette town,023,00600
23,011,050,Gardiner city,023,00600
23,011,055,Hallowell city,023,00600
23,011,060,Litchfield town,023,00600
23,011,065,Manchester town,023,00600
23,011,070,Monmouth town,023,00600
23,011,075,Mount Vernon town,023,00600
23,011,080,Oakland town,023,00600
23,011,085,Pittston town,023,00600
23,011,090,Randolph town,023,00600
23,011,095,Readfield town,023,00600
23,011,100,Rome town,023,00600
23,011,105,Sidney town,023,00600
23,011,107,Unity UT,023,00600
23,011,110,Vassalboro town,023,00600
23,011,115,Vienna town,023,00600
23,011,120,Waterville city,023,00600
23,011,125,Wayne town,023,00600
23,011,130,West Gardiner town,023,00600
23,011,135,Windsor town,023,00600
23,011,140,Winslow town,023,00600
23,011,145,Winthrop town,023,00600
23,013,005,Appleton town,023,00500
23,013,010,Camden town,023,00500
23,013,013,Criehaven UT,023,00500
23,013,015,Cushing town,023,00500
23,013,020,Friendship town,023,00500
23,013,025,Hope town,023,00500
23,013,030,Isle au Haut town,023,00500
23,013,035,Matinicus Isle plantation,023,00500
23,013,040,North Haven town,023,00500
23,013,045,Owls Head town,023,00500
23,013,050,Rockland city,023,00500
23,013,055,Rockport town,023,00500
23,013,060,St. George town,023,00500
23,013,065,South Thomaston town,023,00500
23,013,070,Thomaston town,023,00500
23,013,075,Union town,023,00500
23,013,080,Vinalhaven town,023,00500
23,013,085,Warren town,023,00500
23,013,090,Washington town,023,00500
23,015,005,Alna town,023,00400
23,015,010,Boothbay town,023,00400
23,015,015,Boothbay Harbor town,023,00400
23,015,020,Bremen town,023,00400
23,015,025,Bristol town,023,00400
23,015,030,Damariscotta town,023,00400
23,015,035,Dresden town,023,00400
23,015,040,Edgecomb town,023,00400
23,015,045,Hibberts gore,023,00400
23,015,050,Jefferson town,023,00400
23,015,055,Monhegan plantation,023,00400
23,015,060,Newcastle town,023,00400
23,015,062,Nobleboro town,023,00400
23,015,070,Somerville town,023,00400
23,015,075,South Bristol town,023,00400
23,015,080,Southport town,023,00400
23,015,085,Waldoboro town,023,00400
23,015,092,Westport town,023,00400
23,015,095,Whitefield town,023,00400
23,015,100,Wiscasset town,023,00400
23,017,005,Andover town,023,00800
23,017,010,Bethel town,023,00800
23,017,015,Brownfield town,023,00800
23,017,020,Buckfield town,023,00800
23,017,025,Byron town,023,00800
23,017,030,Canton town,023,00800
23,017,035,Denmark town,023,00800
23,017,040,Dixfield town,023,00800
23,017,045,Fryeburg town,023,00800
23,017,050,Gilead town,023,00800
23,017,055,Greenwood town,023,00800
23,017,060,Hanover town,023,00800
23,017,065,Hartford town,023,00800
23,017,070,Hebron town,023,00800
23,017,075,Hiram town,023,00800
23,017,080,Lincoln plantation,023,00800
23,017,085,Lovell town,023,00800
23,017,090,Magalloway plantation,023,00800
23,017,095,Mexico town,023,00800
23,017,097,Milton UT,023,00800
23,017,100,Newry town,023,00800
23,017,102,North Oxford UT,023,00800
23,017,105,Norway town,023,00800
23,017,108,Otisfield town,023,00800
23,017,110,Oxford town,023,00800
23,017,115,Paris town,023,00800
23,017,120,Peru town,023,00800
23,017,125,Porter town,023,00800
23,017,130,Roxbury town,023,00800
23,017,135,Rumford town,023,00800
23,017,138,South Oxford UT,023,00800
23,017,140,Stoneham town,023,00800
23,017,145,Stow town,023,00800
23,017,150,Sumner town,023,00800
23,017,155,Sweden town,023,00800
23,017,160,Upton town,023,00800
23,017,165,Waterford town,023,00800
23,017,170,West Paris town,023,00800
23,017,175,Woodstock town,023,00800
23,019,005,Alton town,023,00900
23,019,007,Argyle UT,023,00900
23,019,010,Bangor city,023,00900
23,019,015,Bradford town,023,00900
23,019,020,Bradley town,023,00900
23,019,025,Brewer city,023,00900
23,019,030,Burlington town,023,00900
23,019,035,Carmel town,023,00900
23,019,040,Carroll plantation,023,00900
23,019,045,Charleston town,023,00900
23,019,050,Chester town,023,00900
23,019,055,Clifton town,023,00900
23,019,060,Corinna town,023,00900
23,019,065,Corinth town,023,00900
23,019,070,Dexter town,023,00900
23,019,075,Dixmont town,023,00900
23,019,080,Drew plantation,023,00900
23,019,083,East Central Penobscot UT,023,00900
23,019,085,East Millinocket town,023,00900
23,019,090,Eddington town,023,00900
23,019,095,Edinburg town,023,00900
23,019,100,Enfield town,023,00900
23,019,105,Etna town,023,00900
23,019,110,Exeter town,023,00900
23,019,115,Garland town,023,00900
23,019,120,Glenburn town,023,00900
23,019,130,Greenbush town,023,00900
23,019,140,Hampden town,023,00900
23,019,145,Hermon town,023,00900
23,019,150,Holden town,023,00900
23,019,155,Howland town,023,00900
23,019,160,Hudson town,023,00900
23,019,165,Kenduskeag town,023,00900
23,019,167,Kingman UT,023,00900
23,019,170,Lagrange town,023,00900
23,019,175,Lakeville town,023,00900
23,019,180,Lee town,023,00900
23,019,185,Levant town,023,00900
23,019,190,Lincoln town,023,00900
23,019,195,Lowell town,023,00900
23,019,200,Mattawamkeag town,023,00900
23,019,205,Maxfield town,023,00900
23,019,210,Medway town,023,00900
23,019,215,Milford town,023,00900
23,019,220,Millinocket town,023,00900
23,019,225,Mount Chase town,023,00900
23,019,230,Newburgh town,023,00900
