CONTROL,SMSA,RAS,RAH,RAD,JRAS
'000000000557','8280','37','2',6700,'-9'
'000000000558','5120','61','2',1000,'-9'
'000000000558','8840','01','1',13000,'-9'
'000000000558','8840','37','2',5000,'-9'
'000000000558','8840','38','2',8000,'-9'
'000000000560','0720','45','2',600,'-9'
'000000000560','0720','47','1',200,'-9'
'000000000560','0720','53','2',2900,'-9'
'000000000561','8840','45','2',-7,'-9'
'000000000561','8840','63','2',100,'-9'
'000000000563','3360','65','1',1000,'-9'
'000000000563','5120','42','1',120,'-9'
'000000000564','5120','38','2',16000,'-9'
'000000000564','5120','45','2',3500,'-9'
'000000000564','5120','71','1',500,'-9'
'000000000564','5120','72','2',5000,'-9'
'000000000568','5000','53','2',600,'-9'
'000000000568','5120','01','2',15000,'-9'
'000000000568','5120','47','2',2000,'-9'
'000000000568','5120','53','2',6000,'-9'
'000000000568','5120','61','2',2240,'-9'
'000000000568','5120','62','2',400,'-9'
'000000000568','5120','63','1',50,'-9'
'000000000570','5000','01','1',500,'-9'
'000000000570','5000','53','2',1900,'-9'
'000000000573','5000','01','2',6000,'-9'
'000000000574','8840','53','2',5000,'-9'
'000000000575','5120','72','2',-7,'-9'
'000000000576','5120','45','2',26000,'-9'
'000000000576','5120','62','2',1000,'-9'
'000000000576','5120','65','2',-7,'-9'
'000000000576','5120','52','2',6000,'-9'
'000000000579','3360','69','1',350,'-9'
'000000000579','5000','57','2',-7,'-9'
'000000000581','5120','61','2',500,'-9'
'000000000582','5120','62','2',365,'-9'
'000000000582','5120','63','1',80,'-9'
'000000000582','5120','52','2',1900,'-9'
'000000000582','8840','47','1',400,'-9'
'000000000582','8840','62','1',0,'-9'
'000000000582','8840','63','2',1,'-9'
'000000000582','8840','72','2',12000,'-9'
'000000000582','8840','64','2',1,'-9'
'000000000582','8840','64','2',1,'-9'
'000000000582','8840','64','2',12400,'-9'
'000000000583','5120','53','1',500,'-9'
'000000000583','5120','61','2',300,'-9'
'000000000583','5120','52','2',1900,'-9'
'000000000584','0720','37','2',3500,'-9'
'000000000584','0720','38','2',3500,'-9'
'000000000584','0720','45','2',1000,'-9'
'000000000584','0720','58','2',-7,'-9'
'000000000584','0720','65','2',1000,'-9'
'000000000584','3360','06','1',1000,'-9'
'000000000584','3360','15','2',1500,'-9'
'000000000584','3360','38','2',1000,'-9'
'000000000584','3360','63','1',300,'-9'
'000000000584','3360','67','2',100,'-9'
'000000000584','8280','36','1',500,'-9'
'000000000584','8280','61','1',400,'-9'
'000000000585','5000','45','1',80,'-9'
'000000000585','5000','47','1',100,'-9'
'000000000585','5000','65','1',100,'-9'
'000000000585','5000','71','1',1500,'-9'
'000000000585','5000','55','1',60,'-9'
'000000000586','0720','07','2',22000,'-9'
'000000000586','0720','36','2',-7,'-9'
'000000000586','0720','53','2',55333,'-9'
'000000000586','0720','57','2',-7,'-9'
'000000000586','0720','62','1',600,'-9'
'000000000586','0720','65','1',1200,'-9'
'000000000586','0720','66','2',-7,'-9'
'000000000586','0720','72','2',3000,'-9'
'000000000588','5120','13','2',16000,'-9'
'000000000588','5120','52','2',6000,'-9'
'000000000589','5120','62','2',400,'-9'
'000000000589','8280','57','2',5000,'-9'
'000000000589','8280','58','2',1000,'-9'
'000000000590','0720','67','2',500,'-9'
'000000000590','5120','01','2',10000,'-9'
'000000000590','5120','53','2',1500,'-9'
'000000000590','5120','61','1',300,'-9'
'000000000590','5120','64','1',300,'-9'
'000000000593','8280','37','2',5000,'-9'
'000000000593','8280','61','1',300,'-9'
'000000000593','8280','62','2',700,'-9'
'000000000593','8280','72','2',1800,'-9'
'000000000593','8840','53','2',16000,'-9'
'000000000593','8840','58','2',3000,'-9'
'000000000593','8840','62','2',500,'-9'
'000000000593','8840','52','2',3500,'-9'
'000000000593','8840','64','2',500,'-9'
'000000000593','8840','64','2',500,'-9'
'000000000593','8840','64','2',700,'-9'
'000000000595','0720','53','1',300,'-9'
'000000000596','8280','47','1',500,'-9'
'000000000596','8280','61','1',500,'-9'
'000000000596','8280','71','1',3500,'-9'
'000000000598','5120','10','2',45000,'-9'
'000000000598','5120','47','1',300,'-9'
'000000000598','5120','53','1',3000,'-9'
'000000000598','5120','69','1',3000,'-9'
'000000000598','8840','53','2',3000,'-9'
'000000000598','8840','52','2',13333,'-9'
'000000000599','0720','45','2',2600,'-9'
'000000000599','0720','47','1',450,'-9'
'000000000599','0720','62','1',550,'-9'
'000000000602','8280','49','1',900,'-9'
'000000000602','8280','68','1',2300,'-9'
'000000000604','8840','45','2',500,'-9'
'000000000604','8840','47','2',200,'-9'
'000000000604','8840','62','1',500,'-9'
'000000000606','5120','37','2',0,'-9'
'000000000606','5120','53','1',700,'-9'
'000000000606','5120','52','2',1500,'-9'
'000000000606','8840','45','2',400,'-9'
'000000000606','8840','47','2',600,'-9'
'000000000606','8840','61','2',1100,'-9'
'000000000607','8280','37','2',6100,'-9'
'000000000607','8280','38','2',0,'-9'
'000000000607','8280','49','2',0,'-9'
'000000000607','8280','62','2',550,'-9'
'000000000607','8280','52','2',4000,'-9'
'000000000608','8280','37','2',1,'-9'
'000000000608','8840','53','2',3500,'-9'
'000000000608','8840','62','2',-7,'-9'
'000000000608','8840','63','1',-7,'-9'
'000000000608','8840','71','1',1500,'-9'
'000000000608','8840','72','2',7000,'-9'
'000000000609','0720','61','2',300,'-9'
'000000000609','0720','62','2',300,'-9'
'000000000609','0720','63','1',90,'-9'
'000000000609','0720','64','2',350,'-9'
'000000000609','0720','64','2',2767,'-9'
'000000000610','1120','45','2',1500,'-9'
'000000000610','1120','65','2',2000,'-9'
'000000000610','1120','66','2',1800,'-9'
'000000000610','3360','74','2',280,'-9'
'000000000611','8840','62','2',200,'-9'
'000000000611','8840','63','1',140,'-9'
'000000000611','8840','64','2',1200,'-9'
'000000000611','8840','64','2',14667,'-9'
'000000000611','8840','64','2',-7,'-9'
'000000000613','8280','47','2',100,'-9'
'000000000613','8280','57','2',3000,'-9'
'000000000615','8280','47','2',750,'-9'
'000000000615','8280','57','2',2000,'-9'
'000000000615','8280','58','1',-7,'-9'
'000000000615','8280','71','2',750,'-9'
'000000000617','8840','65','2',150,'-9'
'000000000619','1120','37','2',6000,'-9'
'000000000619','1120','62','2',400,'-9'
'000000000619','5120','42','1',15,'-9'
'000000000619','5120','67','1',7000,'-9'
'000000000619','5120','74','2',0,'-9'
'000000000619','5120','64','2',2200,'-9'
'000000000619','8280','53','1',400,'-9'
'000000000619','8280','61','1',300,'-9'
'000000000622','5120','37','2',-7,'-9'
'000000000623','3360','57','1',6000,'-9'
'000000000623','3360','58','1',7833,'-9'
'000000000623','3360','66','1',1400,'-9'
'000000000623','5120','42','1',200,'-9'
'000000000623','5120','69','1',1500,'-9'
'000000000623','5120','52','1',100,'-9'
'000000000624','3360','63','1',185,'-9'
'000000000627','3360','47','2',500,'-9'
'000000000628','5120','02','1',-7,'-9'
'000000000628','5120','03','2',-7,'-9'
'000000000628','5120','05','1',-7,'-9'
'000000000628','5120','57','1',1000,'-9'
'000000000628','5120','61','1',-7,'-9'
'000000000631','5000','66','2',1200,'-9'
'000000000633','8280','36','2',0,'-9'
'000000000633','8280','42','2',1200,'-9'
'000000000633','8280','72','2',15000,'-9'
'000000000635','5120','01','1',20000,'-9'
'000000000635','5120','37','2',20000,'-9'
'000000000635','5120','38','2',20000,'-9'
'000000000635','5120','45','1',500,'-9'
'000000000635','5120','66','2',2000,'-9'
'000000000638','5000','01','2',-7,'-9'
'000000000640','5120','45','2',12000,'-9'
'000000000640','5120','53','2',5000,'-9'
'000000000640','5120','57','2',-7,'-9'
'000000000640','5120','58','2',-7,'-9'
'000000000640','5120','62','2',1000,'-9'
'000000000640','5120','74','2',4167,'-9'
'000000000640','5120','52','2',12000,'-9'
'000000000641','5120','47','2',1975,'-9'
'000000000642','8280','11','2',30000,'-9'
'000000000642','8280','65','2',4000,'-9'
'000000000642','8280','66','2',24750,'-9'
'000000000645','8280','61','1',260,'-9'
'000000000649','1120','40','2',2000,'-9'
'000000000649','1120','42','2',2000,'-9'
'000000000649','1120','47','2',3000,'-9'
'000000000649','1120','53','2',-7,'-9'
'000000000649','1120','62','2',1900,'-9'
'000000000649','1120','66','2',2500,'-9'
'000000000649','1120','71','2',15000,'-9'
'000000000649','1120','74','2',8333,'-9'
'000000000650','8280','38','1',500,'-9'
'000000000650','8280','65','2',9000,'-9'
'000000000650','8280','66','1',500,'-9'
'000000000652','5000','61','1',-7,'-9'
'000000000652','8280','37','2',7000,'-9'
'000000000654','5000','57','1',500,'-9'
'000000000654','5000','61','1',400,'-9'
'000000000658','8280','57','2',2500,'-9'
'000000000658','8280','66','2',1500,'-9'
'000000000658','8840','35','1',3000,'-9'
'000000000658','8840','37','1',200,'-9'
'000000000658','8840','40','1',200,'-9'
'000000000658','8840','42','1',500,'-9'
'000000000658','8840','47','1',100,'-9'
'000000000658','8840','49','1',500,'-9'
'000000000658','8840','58','1',1500,'-9'
'000000000658','8840','61','1',200,'-9'
'000000000658','8840','62','1',500,'-9'
'000000000658','8840','63','1',50,'-9'
'000000000658','8840','67','1',3000,'-9'
'000000000658','8840','68','1',200,'-9'
'000000000658','8840','69','1',7000,'-9'
'000000000658','8840','71','1',1000,'-9'
'000000000658','8840','72','1',3000,'-9'
'000000000658','8840','52','1',300,'-9'
'000000000658','8840','70','1',1000,'-9'
'000000000661','0720','38','2',-7,'-9'
'000000000661','0720','57','2',-7,'-9'
'000000000661','0720','65','2',-7,'-9'
'000000000661','0720','67','2',-7,'-9'
'000000000662','0720','45','2',7500,'-9'
'000000000662','0720','63','1',300,'-9'
'000000000665','8280','65','2',2000,'-9'
'000000000665','8840','45','1',300,'-9'
'000000000665','8840','47','2',0,'-9'
'000000000665','8840','53','1',1000,'-9'
'000000000665','8840','65','2',1000,'-9'
'000000000665','8840','71','2',6500,'-9'
'000000000665','8840','70','2',2500,'-9'
'000000000665','8840','70','1',3000,'-9'
'000000000666','5000','45','2',1200,'-9'
'000000000666','5000','53','2',2500,'-9'
'000000000666','5000','71','1',3000,'-9'
'000000000668','0720','42','2',1500,'-9'
'000000000668','0720','45','2',-7,'-9'
'000000000668','0720','47','2',-7,'-9'
'000000000668','0720','53','2',-7,'-9'
'000000000668','0720','58','2',3600,'-9'
'000000000668','0720','61','2',-7,'-9'
'000000000668','0720','62','2',-7,'-9'
'000000000668','0720','65','2',-7,'-9'
'000000000668','0720','67','2',4200,'-9'
'000000000668','0720','72','2',18000,'-9'
'000000000668','0720','55','2',-7,'-9'
'000000000668','5000','01','1',0,'-9'
'000000000669','0720','57','2',800,'-9'
'000000000669','0720','61','2',200,'-9'
'000000000670','8280','47','2',5833,'-9'
'000000000670','8280','53','2',7500,'-9'
'000000000670','8280','62','2',400,'-9'
'000000000670','8280','71','2',7500,'-9'
'000000000670','8280','72','2',10000,'-9'
'000000000672','0720','37','2',3500,'-9'
'000000000672','0720','52','2',2500,'-9'
'000000000674','0720','37','1',1400,'-9'
'000000000674','0720','45','1',-7,'-9'
'000000000674','0720','49','1',-7,'-9'
'000000000674','0720','52','1',700,'-9'
'000000000674','3360','68','2',7000,'-9'
'000000000677','3360','57','2',2200,'-9'
'000000000677','5000','53','2',4000,'-9'
'000000000681','3360','61','2',-7,'-9'
'000000000681','3360','70','2',2100,'-9'
'000000000683','5000','37','2',4000,'-9'
'000000000683','5000','42','2',0,'-9'
'000000000683','5000','45','2',8000,'-9'
'000000000683','5000','47','2',0,'-9'
'000000000683','5000','57','2',6500,'-9'
'000000000683','5000','62','2',0,'-9'
'000000000683','8280','52','2',1000,'-9'
'000000000684','5120','45','2',350,'-9'
'000000000684','5120','47','2',35000,'-9'
'000000000684','5120','53','2',5000,'-9'
'000000000684','5120','52','2',1100,'-9'
'000000000685','0720','53','1',1500,'-9'
'000000000685','8840','37','2',2400,'-9'
'000000000685','8840','38','2',3800,'-9'
'000000000685','8840','45','1',1200,'-9'
'000000000685','8840','47','1',500,'-9'
'000000000685','8840','49','2',2500,'-9'
'000000000686','1120','58','2',250,'-9'
'000000000686','1120','63','2',250,'-9'
'000000000687','5120','37','2',3700,'-9'
'000000000687','5120','53','2',3250,'-9'
'000000000688','0720','69','1',300,'-9'
'000000000692','3360','57','2',4000,'-9'
'000000000692','5120','45','2',1855,'-9'
'000000000693','5120','37','2',7500,'-9'
'000000000693','5120','40','2',1,'-9'
'000000000693','5120','42','1',1,'-9'
'000000000693','5120','45','2',150,'-9'
'000000000693','5120','47','2',1,'-9'
'000000000693','5120','58','2',10000,'-9'
'000000000693','5120','61','1',2240,'-9'
'000000000693','5120','73','1',1500,'-9'
'000000000693','5120','55','1',1,'-9'
'000000000696','8840','74','1',0,'-9'
'000000000698','8280','45','2',1000,'-9'
'000000000698','8280','47','1',200,'-9'
'000000000698','8280','53','2',5000,'-9'
'000000000698','8280','61','2',300,'-9'
'000000000698','8280','65','2',400,'-9'
'000000000698','8280','69','2',4000,'-9'
'000000000698','8280','71','1',1000,'-9'
'000000000698','8280','72','2',8000,'-9'
'000000000699','5120','06','2',30000,'-9'
'000000000699','5120','08','2',50000,'-9'
'000000000699','5120','10','2',20000,'-9'
'000000000699','5120','72','2',1,'-9'
'000000000699','5120','52','2',6500,'-9'
'000000000699','8840','38','1',2600,'-9'
'000000000699','8840','45','1',1000,'-9'
'000000000699','8840','47','1',350,'-9'
'000000000699','8840','61','1',350,'-9'
'000000000699','8840','62','1',300,'-9'
'000000000699','8840','65','1',100,'-9'
'000000000699','8840','72','1',4000,'-9'
'000000000700','3360','63','2',-7,'-9'
'000000000701','8840','45','2',10000,'-9'
'000000000701','8840','52','2',1500,'-9'
'000000000703','0720','57','1',10000,'-9'
'000000000703','0720','67','1',4000,'-9'
'000000000703','5000','45','2',5000,'-9'
'000000000703','5000','53','2',2000,'-9'
'000000000703','5000','57','1',1500,'-9'
'000000000704','5120','01','2',22000,'-9'
'000000000704','5120','07','2',-8,'-9'
'000000000704','5120','08','2',-8,'-9'
'000000000704','5120','09','2',-8,'-9'
'000000000704','5120','10','2',-8,'-9'
'000000000704','5120','36','2',-8,'-9'
'000000000704','5120','60','2',-8,'-9'
'000000000704','5120','65','2',-8,'-9'
'000000000704','5120','66','2',-8,'-9'
'000000000704','5120','67','2',-8,'-9'
'000000000705','5120','47','2',1,'-9'
'000000000705','5120','53','2',1,'-9'
'000000000705','5120','61','2',700,'-9'
'000000000705','5120','71','2',5500,'-9'
'000000000706','8840','40','2',1400,'-9'
'000000000706','8840','45','1',2000,'-9'
'000000000708','5120','45','1',325,'-9'
'000000000708','5120','47','1',125,'-9'
'000000000709','5000','01','2',60000,'-9'
'000000000709','5000','45','2',308047,'-9'
'000000000709','5120','05','2',30000,'-9'
'000000000709','5120','10','2',30000,'-9'
'000000000709','5120','45','2',2400,'-9'
'000000000709','5120','61','2',900,'-9'
'000000000710','3360','37','1',900,'-9'
'000000000710','3360','57','2',800,'-9'
'000000000710','3360','62','1',600,'-9'
'000000000710','5120','37','2',0,'-9'
'000000000710','5120','45','2',2000,'-9'
'000000000710','5120','62','1',300,'-9'
'000000000710','5120','65','2',2400,'-9'
'000000000713','5120','67','1',1000,'-9'
'000000000713','5120','69','1',10000,'-9'
'000000000713','5120','52','2',350,'-9'
'000000000713','8280','45','2',5600,'-9'
'000000000713','8280','47','1',500,'-9'
'000000000713','8280','49','2',4250,'-9'
'000000000713','8280','53','2',4000,'-9'
'000000000713','8280','60','2',2800,'-9'
'000000000713','8280','63','1',200,'-9'
'000000000713','8280','65','2',800,'-9'
'000000000713','8280','66','1',505,'-9'
'000000000713','8280','71','1',2300,'-9'
'000000000714','8280','53','2',2000,'-9'
'000000000715','8840','02','2',-7,'-9'
'000000000715','8840','03','2',-7,'-9'
'000000000715','8840','05','2',-7,'-9'
'000000000715','8840','69','1',300,'-9'
'000000000716','3360','38','1',500,'-9'
'000000000716','3360','63','1',150,'-9'
'000000000717','3360','66','2',3000,'-9'
'000000000717','5120','53','2',-7,'-9'
'000000000717','5120','57','2',-7,'-9'
'000000000717','8280','74','1',50,'-9'
'000000000718','5000','47','2',0,'-9'
'000000000718','8840','42','1',300,'-9'
'000000000718','8840','47','1',200,'-9'
'000000000718','8840','53','1',1500,'-9'
'000000000718','8840','57','1',3000,'-9'
'000000000718','8840','58','1',1000,'-9'
'000000000718','8840','62','1',600,'-9'
'000000000718','8840','63','1',70,'-9'
'000000000718','8840','52','2',2500,'-9'
'000000000719','8280','37','2',1600,'-9'
'000000000719','8280','45','2',700,'-9'
'000000000719','8840','74','1',1500,'-9'
'000000000720','8840','12','2',8500,'-9'
'000000000720','8840','47','2',-7,'-9'
'000000000720','8840','53','2',3000,'-9'
'000000000720','8840','61','2',2000,'-9'
'000000000720','8840','65','2',15000,'-9'
'000000000720','8840','66','2',7000,'-9'
'000000000720','8840','67','2',-7,'-9'
'000000000720','8840','68','2',-7,'-9'
'000000000720','8840','71','2',60000,'-9'
'000000000720','8840','74','2',4500,'-9'
'000000000720','8840','55','2',-7,'-9'
'000000000723','5120','03','1',500,'-9'
'000000000723','5120','38','1',-7,'-9'
'000000000723','5120','45','1',1200,'-9'
'000000000723','5120','53','1',-7,'-9'
'000000000723','5120','63','1',-7,'-9'
'000000000723','5120','69','1',800,'-9'
'000000000723','5120','52','2',900,'-9'
'000000000723','5120','55','1',50,'-9'
'000000000725','1120','35','2',-7,'-9'
'000000000725','1120','37','2',32667,'-9'
'000000000725','1120','40','2',-7,'-9'
'000000000725','1120','42','2',-7,'-9'
'000000000725','1120','45','2',-7,'-9'
'000000000725','1120','47','2',-7,'-9'
'000000000725','1120','49','2',-7,'-9'
'000000000725','1120','53','2',-7,'-9'
'000000000725','1120','62','2',-7,'-9'
'000000000725','1120','52','2',-7,'-9'
'000000000725','1120','55','2',-7,'-9'
'000000000726','5120','37','2',-8,'-9'
'000000000726','5120','45','2',-8,'-9'
'000000000728','8840','37','2',7000,'-9'
'000000000728','8840','61','2',800,'-9'
'000000000730','8840','40','2',1000,'-9'
'000000000730','8840','45','2',2500,'-9'
'000000000730','8840','62','2',-7,'-9'
'000000000730','8840','63','2',300,'-9'
'000000000730','8840','52','2',2000,'-9'
'000000000730','8840','64','2',600,'-9'
'000000000732','8280','37','2',10000,'-9'
'000000000732','8280','53','1',50,'-9'
'000000000732','8280','52','1',180,'-9'
'000000000732','8840','37','2',6000,'-9'
'000000000735','0720','06','1',5000,'-9'
'000000000735','0720','37','1',4000,'-9'
'000000000735','0720','40','1',0,'-9'
'000000000735','0720','42','2',500,'-9'
'000000000735','0720','47','1',0,'-9'
'000000000735','0720','49','2',2000,'-9'
'000000000735','0720','57','2',2000,'-9'
'000000000735','0720','65','2',1000,'-9'
'000000000735','0720','69','1',300,'-9'
'000000000735','0720','71','1',2000,'-9'
'000000000735','0720','74','2',800,'-9'
'000000000735','0720','55','1',0,'-9'
'000000000735','1120','58','2',12000,'-9'
'000000000735','5000','01','2',-7,'-9'
'000000000735','5000','45','2',-7,'-9'
'000000000735','5000','57','2',-7,'-9'
'000000000735','5000','58','2',-7,'-9'
'000000000735','8280','53','1',1200,'-9'
'000000000735','8280','70','1',2200,'-9'
'000000000735','8280','70','2',2000,'-9'
'000000000736','3360','47','1',1200,'-9'
'000000000736','3360','62','1',700,'-9'
'000000000736','3360','63','1',180,'-9'
'000000000737','8280','05','2',-8,'-9'
'000000000737','8280','57','2',-7,'-9'
'000000000737','8280','52','2',-7,'-9'
'000000000739','1120','38','1',3000,'-9'
'000000000739','1120','45','1',3000,'-9'
'000000000739','1120','71','1',5000,'-9'
'000000000739','3360','57','2',5000,'-9'
'000000000739','3360','67','2',200,'-9'
'000000000739','8280','47','1',400,'-9'
'000000000739','8280','53','2',5000,'-9'
'000000000739','8280','57','2',1400,'-9'
'000000000739','8280','61','1',380,'-9'
'000000000740','5120','70','1',1300,'-9'
'000000000743','8280','09','1',35000,'-9'
'000000000743','8280','12','1',1,'-9'
'000000000743','8280','37','1',1,'-9'
'000000000743','8280','38','1',1,'-9'
'000000000743','8280','40','1',1,'-9'
'000000000743','8280','42','1',1,'-9'
'000000000743','8280','45','1',1,'-9'
'000000000743','8280','47','1',1,'-9'
'000000000743','8280','49','1',1,'-9'
'000000000743','8280','53','1',1,'-9'
'000000000743','8280','57','1',1,'-9'
'000000000743','8280','61','1',1,'-9'
'000000000743','8280','63','1',1,'-9'
'000000000743','8280','66','1',1,'-9'
'000000000743','8280','55','1',1,'-9'
'000000000744','1120','53','2',200,'-9'
'000000000745','0720','45','2',3000,'-9'
'000000000745','0720','47','2',-7,'-9'
'000000000745','1120','40','2',43333,'-9'
'000000000745','1120','42','2',28800,'-9'
'000000000745','1120','47','2',50333,'-9'
'000000000745','1120','49','2',38000,'-9'
'000000000745','1120','53','2',40000,'-9'
'000000000745','1120','58','2',53333,'-9'
'000000000745','1120','61','2',37667,'-9'
'000000000745','1120','63','2',33667,'-9'
'000000000745','1120','71','2',106250,'-9'
'000000000745','1120','52','2',32000,'-9'
'000000000748','0720','45','2',2000,'-9'
'000000000748','0720','49','2',350,'-9'
'000000000748','0720','58','2',200,'-9'
'000000000748','0720','61','1',300,'-9'
'000000000748','8280','47','1',-7,'-9'
'000000000748','8280','71','1',-7,'-9'
'000000000750','5120','45','1',400,'-9'
'000000000750','5120','47','1',1,'-9'
'000000000750','5120','49','1',300,'-9'
'000000000750','5120','53','1',400,'-9'
'000000000750','5120','61','1',300,'-9'
'000000000750','5120','71','1',1000,'-9'
'000000000750','5120','72','1',800,'-9'
'000000000750','5120','52','1',2000,'-9'
'000000000751','0720','37','2',4000,'-9'
'000000000751','0720','62','2',300,'-9'
'000000000752','0720','45','2',8000,'-9'
'000000000752','0720','62','2',600,'-9'
'000000000752','0720','63','2',800,'-9'
'000000000754','0720','13','2',4200,'-9'
'000000000754','0720','37','2',3000,'-9'
'000000000754','0720','45','2',2800,'-9'
'000000000754','0720','47','2',0,'-9'
'000000000754','0720','53','2',2000,'-9'
'000000000754','0720','57','2',2600,'-9'
'000000000754','0720','58','2',0,'-9'
'000000000754','0720','65','2',3800,'-9'
'000000000754','0720','67','2',700,'-9'
'000000000754','0720','71','2',2500,'-9'
'000000000755','0720','45','1',400,'-9'
'000000000755','0720','47','1',200,'-9'
'000000000755','0720','53','2',-7,'-9'
'000000000755','0720','62','2',-7,'-9'
'000000000755','0720','63','2',-7,'-9'
'000000000755','0720','65','1',200,'-9'
'000000000755','0720','71','1',500,'-9'
'000000000755','0720','52','2',1000,'-9'
'000000000755','1120','45','2',1000,'-9'
'000000000755','8840','47','2',-7,'-9'
'000000000755','8840','53','2',-7,'-9'
'000000000755','8840','71','2',-7,'-9'
'000000000755','8840','52','2',-7,'-9'
'000000000758','5000','37','2',9000,'-9'
'000000000758','8280','45','2',250,'-9'
'000000000758','8280','47','2',800,'-9'
'000000000758','8280','61','2',800,'-9'
'000000000760','5000','47','1',-7,'-9'
'000000000760','5000','61','1',432,'-9'
'000000000761','1120','49','1',500,'-9'
'000000000761','1120','53','1',1500,'-9'
'000000000761','8840','58','2',1500,'-9'
'000000000761','8840','52','2',700,'-9'
'000000000762','8840','45','2',-7,'-9'
'000000000762','8840','47','2',-7,'-9'
'000000000762','8840','49','2',-7,'-9'
'000000000762','8840','53','2',-7,'-9'
'000000000763','1120','37','2',5000,'-9'
'000000000764','5120','37','2',2000,'-9'
'000000000765','5120','47','1',250,'-9'
'000000000765','5120','62','1',200,'-9'
'000000000767','5120','42','2',1500,'-9'
'000000000767','5120','45','2',6600,'-9'
'000000000767','5120','47','2',1500,'-9'
'000000000767','5120','53','2',1500,'-9'
'000000000767','5120','71','1',9000,'-9'
'000000000767','5120','72','1',2000,'-9'
'000000000767','5120','55','2',1000,'-9'
'000000000769','5000','37','2',4500,'-9'
'000000000769','5000','45','2',740,'-9'
'000000000769','5000','66','1',300,'-9'
'000000000769','5120','53','1',400,'-9'
'000000000770','1120','37','2',3000,'-9'
'000000000770','1120','45','2',15000,'-9'
'000000000770','1120','55','2',200,'-9'
'000000000770','1120','70','2',2000,'-9'
'000000000770','1120','70','2',-8,'-9'
'000000000770','8280','53','1',400,'-9'
'000000000770','8840','01','2',80000,'-9'
'000000000770','8840','45','1',0,'-9'
'000000000770','8840','47','2',860,'-9'
'000000000770','8840','58','2',6000,'-9'
'000000000770','8840','62','1',0,'-9'
'000000000770','8840','63','1',0,'-9'
'000000000770','8840','72','2',25000,'-9'
'000000000770','8840','70','2',0,'-9'
'000000000771','5120','45','1',250,'-9'
'000000000771','5120','53','1',600,'-9'
'000000000771','5120','52','1',200,'-9'
'000000000773','1120','37','2',7000,'-9'
'000000000773','1120','49','2',1400,'-9'
'000000000773','5000','37','1',4200,'-9'
'000000000774','5000','65','2',7000,'-9'
'000000000774','5000','74','2',2000,'-9'
'000000000777','5120','37','2',10000,'-9'
'000000000777','5120','38','2',18000,'-9'
'000000000777','5120','45','2',2100,'-9'
'000000000777','5120','49','2',-7,'-9'
'000000000777','5120','53','2',250,'-9'
'000000000777','5120','52','2',750,'-9'
'000000000777','5120','55','2',6167,'-9'
'000000000779','1120','37','2',7000,'-9'
'000000000779','1120','38','2',0,'-9'
'000000000781','5120','01','1',500,'-9'
'000000000781','5120','52','2',2500,'-9'
'000000000781','5120','55','1',500,'-9'
'000000000782','5120','37','2',7000,'-9'
'000000000782','5120','38','2',-7,'-9'
'000000000782','5120','45','2',-7,'-9'
'000000000783','8280','13','1',1200,'-9'
'000000000783','8280','36','1',100,'-9'
'000000000783','8280','37','2',4000,'-9'
'000000000783','8280','38','1',200,'-9'
'000000000783','8280','40','2',1000,'-9'
'000000000783','8280','42','2',1200,'-9'
'000000000783','8280','45','2',6000,'-9'
'000000000783','8280','47','1',1000,'-9'
'000000000783','8280','53','1',500,'-9'
'000000000783','8280','58','2',4000,'-9'
'000000000783','8280','62','1',120,'-9'
'000000000783','8280','63','1',150,'-9'
'000000000783','8280','65','1',200,'-9'
'000000000783','8280','66','1',100,'-9'
'000000000783','8280','67','1',1200,'-9'
'000000000783','8280','71','2',4000,'-9'
'000000000783','8280','72','1',3000,'-9'
'000000000783','8280','74','2',200,'-9'
'000000000783','8280','55','1',300,'-9'
'000000000784','1120','47','1',800,'-9'
'000000000784','1120','53','1',5000,'-9'
'000000000784','1120','58','1',1900,'-9'
'000000000784','1120','61','1',800,'-9'
'000000000784','1120','71','1',8000,'-9'
'000000000784','1120','72','1',700,'-9'
'000000000784','1120','73','1',1000,'-9'
'000000000784','1120','52','1',4500,'-9'
'000000000784','1120','55','1',3000,'-9'
'000000000784','5120','42','1',10,'-9'
'000000000784','5120','58','2',1200,'-9'
'000000000786','5000','57','2',3500,'-9'
'000000000787','5000','01','1',500,'-9'
'000000000787','5000','13','2',-7,'-9'
'000000000787','5000','42','2',1000,'-9'
'000000000787','5000','47','2',1000,'-9'
'000000000787','5000','53','1',3000,'-9'
'000000000787','5000','62','1',300,'-9'
'000000000787','5000','67','2',1500,'-9'
'000000000787','5000','72','1',5000,'-9'
'000000000787','5000','64','2',12600,'-9'
'000000000787','8840','37','2',10000,'-9'
'000000000787','8840','40','2',1500,'-9'
'000000000787','8840','52','2',5500,'-9'
'000000000790','5120','57','2',2000,'-9'
'000000000790','5120','58','2',2500,'-9'
'000000000791','8840','37','1',6200,'-9'
'000000000792','8280','64','1',5000,'-9'
'000000000792','8280','64','1',2867,'-9'
'000000000792','8280','64','2',2200,'-9'
'000000000795','5000','37','2',3500,'-9'
'000000000795','5000','61','1',70,'-9'
'000000000796','5000','37','1',150,'-9'
'000000000796','8280','45','2',9500,'-9'
'000000000796','8280','72','2',10000,'-9'
'000000000799','3360','53','2',1600,'-9'
'000000000799','3360','62','1',2175,'-9'
'000000000799','3360','69','2',1200,'-9'
'000000000800','5000','37','1',1000,'-9'
