CONTROL,SMSA,RAS,RAH,RAD,JRAS
'000000000004','0720','57','2',4500,'-9'
'000000000004','0720','65','2',5000,'-9'
'000000000004','8840','01','2',-7,'-9'
'000000000004','8840','65','2',85,'-9'
'000000000004','8840','70','2',85,'-9'
'000000000007','5120','02','1',-7,'-9'
'000000000007','5120','03','1',-7,'-9'
'000000000007','5120','05','1',-7,'-9'
'000000000007','5120','40','1',-7,'-9'
'000000000007','5120','42','1',-7,'-9'
'000000000007','5120','47','1',-7,'-9'
'000000000007','5120','53','1',-7,'-9'
'000000000007','5120','62','1',-7,'-9'
'000000000007','5120','65','1',-7,'-9'
'000000000007','5120','69','1',-7,'-9'
'000000000007','5120','52','1',-7,'-9'
'000000000007','5120','55','1',-7,'-9'
'000000000009','5120','62','1',375,'-9'
'000000000009','5120','52','2',2500,'-9'
'000000000009','8840','53','1',-7,'-9'
'000000000010','1120','58','2',2000,'-9'
'000000000010','1120','62','2',1100,'-9'
'000000000010','1120','66','2',5000,'-9'
'000000000010','1120','70','2',8000,'-9'
'000000000011','0720','62','1',350,'-9'
'000000000011','0720','52','2',5000,'-9'
'000000000011','5000','01','1',2500,'-9'
'000000000011','5000','53','2',1500,'-9'
'000000000011','5000','61','2',600,'-9'
'000000000012','0720','53','2',3000,'-9'
'000000000012','0720','62','2',500,'-9'
'000000000012','0720','63','2',250,'-9'
'000000000012','0720','52','2',700,'-9'
'000000000013','8840','37','2',100,'-9'
'000000000013','8840','57','2',3500,'-9'
'000000000013','8840','58','2',0,'-9'
'000000000014','8840','47','2',380,'-9'
'000000000014','8840','66','1',130,'-9'
'000000000016','5120','58','1',1500,'-9'
'000000000017','0720','53','1',6000,'-9'
'000000000017','0720','62','2',800,'-9'
'000000000017','5120','37','1',1700,'-9'
'000000000017','5120','58','2',1000,'-9'
'000000000017','5120','62','2',600,'-9'
'000000000018','5000','52','2',358,'-9'
'000000000020','5000','62','2',450,'-9'
'000000000021','0720','57','2',6000,'-9'
'000000000021','0720','58','2',2000,'-9'
'000000000021','0720','61','2',500,'-9'
'000000000021','0720','62','1',600,'-9'
'000000000021','0720','63','1',100,'-9'
'000000000021','0720','66','1',500,'-9'
'000000000021','5120','52','2',2700,'-9'
'000000000021','8840','63','1',500,'-9'
'000000000023','1120','62','2',800,'-9'
'000000000023','1120','63','2',300,'-9'
'000000000023','1120','74','2',500,'-9'
'000000000024','1120','63','2',0,'-9'
'000000000024','1120','65','2',6800,'-9'
'000000000024','1120','67','2',0,'-9'
'000000000024','5120','13','1',3000,'-9'
'000000000024','5120','45','2',10000,'-9'
'000000000024','5120','57','2',4000,'-9'
'000000000024','5120','58','2',4000,'-9'
'000000000024','5120','72','1',500,'-9'
'000000000025','1120','05','2',5000,'-9'
'000000000025','1120','67','2',11875,'-9'
'000000000025','1120','69','2',2000,'-9'
'000000000025','1120','52','2',1200,'-9'
'000000000025','1120','55','2',200,'-9'
'000000000025','8840','12','1',5000,'-9'
'000000000026','3360','57','2',2400,'-9'
'000000000026','5120','01','2',6000,'-9'
'000000000026','5120','38','2',12000,'-9'
'000000000026','5120','57','2',2000,'-9'
'000000000027','0720','12','2',-7,'-9'
'000000000027','0720','13','1',-7,'-9'
'000000000027','0720','35','2',-7,'-9'
'000000000027','0720','37','2',-7,'-9'
'000000000027','0720','38','2',3000,'-9'
'000000000027','0720','47','1',-7,'-9'
'000000000027','0720','53','2',-7,'-9'
'000000000027','0720','57','2',-7,'-9'
'000000000027','0720','65','1',-7,'-9'
'000000000027','0720','66','2',-7,'-9'
'000000000027','0720','55','1',-7,'-9'
'000000000027','1120','53','2',1000,'-9'
'000000000027','8840','37','2',3000,'-9'
'000000000027','8840','74','2',200,'-9'
'000000000028','1120','61','2',-7,'-9'
'000000000028','5120','06','1',-7,'-9'
'000000000028','5120','47','1',-7,'-9'
'000000000028','5120','49','1',-7,'-9'
'000000000028','5120','53','2',-7,'-9'
'000000000028','5120','63','1',-7,'-9'
'000000000028','5120','71','1',-7,'-9'
'000000000028','5120','72','1',-7,'-9'
'000000000028','5120','52','2',-7,'-9'
'000000000028','5120','55','1',-7,'-9'
'000000000028','8280','47','1',2000,'-9'
'000000000028','8280','53','2',5000,'-9'
'000000000028','8280','74','1',0,'-9'
'000000000029','8280','53','1',3500,'-9'
'000000000029','8280','52','1',3500,'-9'
'000000000029','8280','55','1',250,'-9'
'000000000031','5000','01','2',5000,'-9'
'000000000031','5000','45','2',5000,'-9'
'000000000031','5000','57','2',-7,'-9'
'000000000031','5000','66','2',2000,'-9'
'000000000032','8280','01','1',8000,'-9'
'000000000035','5120','37','2',3700,'-9'
'000000000035','5120','61','2',1200,'-9'
'000000000036','3360','57','2',3500,'-9'
'000000000036','8280','57','2',3575,'-9'
'000000000036','8280','58','2',0,'-9'
'000000000038','8840','53','-8',-8,'-9'
'000000000038','8840','63','-8',-8,'-9'
'000000000038','8840','52','2',-7,'-9'
'000000000039','0720','45','2',0,'-9'
'000000000039','0720','52','2',3000,'-9'
'000000000039','8840','61','2',800,'-9'
'000000000039','8840','63','2',150,'-9'
'000000000040','5120','01','2',8170,'-9'
'000000000041','5120','35','1',500,'-9'
'000000000042','0720','53','1',3400,'-9'
'000000000042','0720','61','1',0,'-9'
'000000000043','8840','47','1',-7,'-9'
'000000000043','8840','72','1',2500,'-9'
'000000000044','0720','57','2',600,'-9'
'000000000044','0720','58','2',600,'-9'
'000000000044','5000','01','2',16000,'-9'
'000000000044','5000','53','2',6500,'-9'
'000000000044','5000','61','2',380,'-9'
'000000000044','8840','58','2',-7,'-9'
'000000000044','8840','61','2',2000,'-9'
'000000000045','8840','47','1',700,'-9'
'000000000045','8840','53','1',0,'-9'
'000000000045','8840','57','2',3000,'-9'
'000000000045','8840','58','2',3000,'-9'
'000000000045','8840','61','2',400,'-9'
'000000000045','8840','66','2',12333,'-9'
'000000000045','8840','72','1',3000,'-9'
'000000000045','8840','52','2',1900,'-9'
'000000000046','8280','05','1',1000,'-9'
'000000000046','8280','42','1',100,'-9'
'000000000046','8280','47','1',1000,'-9'
'000000000046','8280','53','1',1500,'-9'
'000000000046','8280','62','1',200,'-9'
'000000000046','8280','63','1',90,'-9'
'000000000046','8280','65','2',3000,'-9'
'000000000046','8280','71','1',2000,'-9'
'000000000046','8280','74','1',1300,'-9'
'000000000048','3360','01','1',600,'-9'
'000000000048','3360','61','1',-7,'-9'
'000000000048','5120','13','2',900,'-9'
'000000000048','5120','70','2',1800,'-9'
'000000000048','8280','01','2',4000,'-9'
'000000000048','8280','37','2',4000,'-9'
'000000000048','8280','53','2',300,'-9'
'000000000048','8280','52','2',3000,'-9'
'000000000049','5000','01','2',12000,'-9'
'000000000049','5000','37','2',12000,'-9'
'000000000049','5000','47','1',1000,'-9'
'000000000049','5000','65','2',2200,'-9'
'000000000049','5000','66','2',1000,'-9'
'000000000049','5000','67','2',4000,'-9'
'000000000049','5000','68','2',30000,'-9'
'000000000049','5000','71','1',1700,'-9'
'000000000051','8280','57','2',4000,'-9'
'000000000052','5000','01','1',2500,'-9'
'000000000052','5000','37','2',500,'-9'
'000000000052','5000','42','2',450,'-9'
'000000000052','5000','63','2',300,'-9'
'000000000052','5000','64','2',2500,'-9'
'000000000052','5120','01','2',14000,'-9'
'000000000052','5120','62','2',400,'-9'
'000000000053','8280','37','2',2800,'-9'
'000000000053','8280','63','2',1,'-9'
'000000000053','8280','65','1',250,'-9'
'000000000053','8280','70','2',1,'-9'
'000000000054','3360','05','1',-7,'-9'
'000000000054','3360','15','1',1600,'-9'
'000000000054','3360','58','1',1200,'-9'
'000000000054','3360','62','1',200,'-9'
'000000000054','3360','72','1',2000,'-9'
'000000000054','5120','01','2',10000,'-9'
'000000000054','5120','47','2',200,'-9'
'000000000055','5120','01','2',4080,'-9'
'000000000057','0720','53','2',1500,'-9'
'000000000057','0720','62','1',600,'-9'
'000000000057','5120','65','2',8000,'-9'
'000000000057','5120','66','1',5000,'-9'
'000000000057','8280','53','2',2500,'-9'
'000000000057','8280','57','2',10000,'-9'
'000000000057','8280','62','2',800,'-9'
'000000000057','8280','63','2',340,'-9'
'000000000057','8280','67','2',8000,'-9'
'000000000057','8280','68','1',3000,'-9'
'000000000058','8280','57','2',10000,'-9'
'000000000058','8280','58','2',339666,'-9'
'000000000058','8280','66','1',3000,'-9'
'000000000058','8840','02','2',10000,'-9'
'000000000058','8840','03','2',15000,'-9'
'000000000058','8840','05','2',10000,'-9'
'000000000058','8840','61','2',400,'-9'
'000000000059','5120','53','1',100,'-9'
'000000000059','5120','62','1',300,'-9'
'000000000059','5120','63','1',100,'-9'
'000000000059','5120','67','2',800,'-9'
'000000000059','5120','74','2',200,'-9'
'000000000060','0720','53','2',3000,'-9'
'000000000060','0720','52','2',41000,'-9'
'000000000060','0720','55','1',5000,'-9'
'000000000061','5120','45','2',4500,'-9'
'000000000061','5120','61','2',736,'-9'
'000000000061','5120','62','2',150,'-9'
'000000000061','5120','52','2',6800,'-9'
'000000000062','3360','53','2',4500,'-9'
'000000000062','3360','66','2',1100,'-9'
'000000000063','8280','66','2',3000,'-9'
'000000000064','0720','37','2',5000,'-9'
'000000000064','0720','53','1',1000,'-9'
'000000000064','0720','62','1',400,'-9'
'000000000064','0720','67','1',350,'-9'
'000000000064','0720','72','1',1000,'-9'
'000000000064','5120','01','2',6000,'-9'
'000000000065','5120','35','2',0,'-9'
'000000000065','5120','47','2',0,'-9'
'000000000065','5120','61','2',0,'-9'
'000000000066','3360','68','1',150,'-9'
'000000000066','3360','69','1',0,'-9'
'000000000066','3360','71','1',800,'-9'
'000000000066','8280','15','1',250,'-9'
'000000000066','8280','67','1',200,'-9'
'000000000067','5000','53','2',600,'-9'
'000000000067','5000','61','2',350,'-9'
'000000000067','5000','69','1',200,'-9'
'000000000067','8840','47','1',300,'-9'
'000000000068','8280','01','2',17000,'-9'
'000000000068','8280','58','2',339666,'-9'
'000000000068','8280','61','1',200,'-9'
'000000000069','3360','53','1',40,'-9'
'000000000069','8280','53','2',2000,'-9'
'000000000070','5120','37','1',1500,'-9'
'000000000070','5120','62','1',350,'-9'
'000000000070','5120','66','1',200,'-9'
'000000000072','0720','01','2',0,'-9'
'000000000072','0720','47','1',500,'-9'
'000000000072','0720','53','2',1,'-9'
'000000000072','0720','57','2',6000,'-9'
'000000000072','0720','58','2',4000,'-9'
'000000000072','0720','62','2',500,'-9'
'000000000072','0720','63','2',180,'-9'
'000000000072','0720','72','1',15000,'-9'
'000000000072','8280','66','2',1200,'-9'
'000000000077','0720','40','2',600,'-9'
'000000000077','0720','53','1',1200,'-9'
'000000000077','0720','57','2',5000,'-9'
'000000000077','0720','58','2',0,'-9'
'000000000077','0720','62','2',400,'-9'
'000000000077','0720','71','2',1300,'-9'
'000000000077','0720','52','1',800,'-9'
'000000000078','0720','15','2',7000,'-9'
'000000000078','0720','37','2',5100,'-9'
'000000000078','0720','42','2',0,'-9'
'000000000078','0720','47','2',400,'-9'
'000000000078','0720','53','2',-7,'-9'
'000000000078','0720','57','2',6800,'-9'
'000000000078','0720','58','2',1,'-9'
'000000000078','0720','61','2',700,'-9'
'000000000078','0720','65','2',1,'-9'
'000000000078','0720','67','2',1,'-9'
'000000000079','8280','38','2',10833,'-9'
'000000000079','8280','61','1',200,'-9'
'000000000080','0720','63','2',150,'-9'
'000000000080','3360','47','1',250,'-9'
'000000000080','3360','53','1',1500,'-9'
'000000000080','3360','61','2',350,'-9'
'000000000080','3360','71','1',3000,'-9'
'000000000080','5120','62','2',350,'-9'
'000000000080','5120','67','2',1000,'-9'
'000000000080','8280','01','2',6000,'-9'
'000000000080','8280','45','2',1200,'-9'
'000000000080','8280','63','2',200,'-9'
'000000000081','0720','53','2',3000,'-9'
'000000000082','0720','61','1',400,'-9'
'000000000082','0720','52','2',2000,'-9'
'000000000082','8840','53','2',10000,'-9'
'000000000082','8840','66','2',500,'-9'
'000000000083','0720','57','2',4000,'-9'
'000000000083','0720','61','1',300,'-9'
'000000000083','0720','62','1',800,'-9'
'000000000083','0720','63','1',60,'-9'
'000000000087','8280','47','1',-7,'-9'
'000000000087','8280','53','2',-7,'-9'
'000000000087','8280','52','2',-7,'-9'
'000000000088','8280','57','2',7000,'-9'
'000000000088','8280','58','2',0,'-9'
'000000000088','8280','63','2',0,'-9'
'000000000089','0720','36','1',15000,'-9'
'000000000089','0720','40','2',2000,'-9'
'000000000089','0720','42','2',1200,'-9'
'000000000089','0720','45','2',1,'-9'
'000000000089','0720','47','1',1,'-9'
'000000000089','0720','53','2',1700,'-9'
'000000000089','0720','62','2',1,'-9'
'000000000089','0720','63','2',1,'-9'
'000000000089','0720','71','1',1000,'-9'
'000000000089','0720','72','2',15000,'-9'
'000000000089','0720','52','2',1800,'-9'
'000000000089','0720','55','2',1,'-9'
'000000000090','5000','57','2',3500,'-9'
'000000000090','8280','42','2',250,'-9'
'000000000090','8280','53','2',1300,'-9'
'000000000090','8280','70','2',300,'-9'
'000000000093','0720','13','2',9000,'-9'
'000000000093','0720','53','1',6000,'-9'
'000000000093','0720','58','1',10000,'-9'
'000000000093','0720','66','1',4500,'-9'
'000000000093','0720','67','1',3200,'-9'
'000000000094','5120','03','1',-7,'-9'
'000000000094','5120','37','1',-7,'-9'
'000000000094','5120','47','1',-7,'-9'
'000000000094','5120','53','2',-7,'-9'
'000000000094','5120','58','1',-7,'-9'
'000000000094','5120','61','2',-7,'-9'
'000000000094','5120','68','1',-7,'-9'
'000000000094','5120','69','2',-7,'-9'
'000000000094','5120','52','2',-7,'-9'
'000000000094','8280','45','1',500,'-9'
'000000000096','5000','01','2',7500,'-9'
'000000000098','8280','57','2',-7,'-9'
'000000000098','8280','61','2',-7,'-9'
'000000000099','8840','53','2',13000,'-9'
'000000000099','8840','57','2',3000,'-9'
'000000000099','8840','65','1',1500,'-9'
'000000000100','3360','53','1',4000,'-9'
'000000000100','3360','57','1',2500,'-9'
'000000000100','3360','62','1',600,'-9'
'000000000101','0720','45','2',1000,'-9'
'000000000102','8840','37','2',71667,'-9'
'000000000102','8840','57','2',6000,'-9'
'000000000102','8840','58','2',-7,'-9'
'000000000103','5120','62','1',650,'-9'
'000000000103','5120','64','1',500,'-9'
'000000000105','0720','12','1',4500,'-9'
'000000000105','0720','47','1',1,'-9'
'000000000105','0720','53','1',4000,'-9'
'000000000105','0720','62','1',900,'-9'
'000000000105','0720','63','1',100,'-9'
'000000000105','0720','66','1',5600,'-9'
'000000000105','0720','69','2',2200,'-9'
'000000000105','0720','71','1',5000,'-9'
'000000000105','0720','74','2',1800,'-9'
'000000000106','5120','58','2',2000,'-9'
'000000000106','8280','40','1',10,'-9'
'000000000106','8280','47','1',100,'-9'
'000000000106','8280','53','1',100,'-9'
'000000000106','8280','72','1',3000,'-9'
'000000000106','8280','52','2',200,'-9'
'000000000106','8280','64','1',100,'-9'
'000000000106','8840','36','1',1,'-9'
'000000000106','8840','37','1',1,'-9'
'000000000106','8840','38','1',1,'-9'
'000000000106','8840','40','1',1,'-9'
'000000000106','8840','42','1',1,'-9'
'000000000106','8840','45','1',1,'-9'
'000000000106','8840','47','1',1,'-9'
'000000000106','8840','49','1',1,'-9'
'000000000106','8840','53','1',1,'-9'
'000000000106','8840','57','1',1,'-9'
'000000000106','8840','58','1',1,'-9'
'000000000106','8840','61','1',1,'-9'
'000000000106','8840','62','1',1,'-9'
'000000000106','8840','67','2',2000,'-9'
'000000000106','8840','71','1',110000,'-9'
'000000000106','8840','72','1',1,'-9'
'000000000106','8840','52','1',1,'-9'
'000000000106','8840','55','1',1,'-9'
'000000000109','5120','42','2',-7,'-9'
'000000000109','5120','68','2',4000,'-9'
'000000000110','0720','13','1',2500,'-9'
'000000000110','0720','42','1',50,'-9'
'000000000110','0720','65','2',1950,'-9'
'000000000110','0720','72','1',2500,'-9'
'000000000111','0720','63','2',-7,'-9'
'000000000111','0720','52','2',1800,'-9'
'000000000111','5000','06','2',16833,'-9'
'000000000111','5000','37','2',10000,'-9'
'000000000111','5000','45','1',70,'-9'
'000000000111','5000','53','2',0,'-9'
'000000000111','5000','63','1',100,'-9'
'000000000111','5000','66','1',500,'-9'
'000000000111','5000','71','1',2000,'-9'
'000000000111','5000','74','2',0,'-9'
'000000000111','5000','52','2',600,'-9'
'000000000112','0720','05','1',10000,'-9'
'000000000112','0720','45','2',1500,'-9'
'000000000112','0720','62','2',600,'-9'
'000000000112','0720','70','1',5000,'-9'
'000000000112','3360','61','2',800,'-9'
'000000000112','3360','70','2',2200,'-9'
'000000000112','5000','45','1',350,'-9'
'000000000112','5000','53','1',350,'-9'
'000000000112','5120','53','2',600,'-9'
'000000000112','5120','63','1',200,'-9'
'000000000112','5120','66','1',150,'-9'
'000000000112','5120','71','1',1500,'-9'
'000000000112','5120','72','2',1200,'-9'
'000000000112','5120','73','1',1,'-9'
'000000000112','5120','52','2',1200,'-9'
'000000000112','5120','55','1',300,'-9'
'000000000112','5120','64','1',800,'-9'
'000000000112','8840','02','2',8000,'-9'
'000000000112','8840','03','2',60000,'-9'
'000000000112','8840','35','2',92667,'-9'
'000000000112','8840','47','2',0,'-9'
'000000000112','8840','73','2',72667,'-9'
'000000000113','0720','74','2',1500,'-9'
'000000000113','5120','37','2',6000,'-9'
'000000000113','5120','42','2',100,'-9'
'000000000113','5120','47','2',300,'-9'
'000000000113','5120','61','2',1000,'-9'
'000000000113','5120','63','2',130,'-9'
'000000000113','8840','37','2',11000,'-9'
'000000000113','8840','47','1',200,'-9'
'000000000113','8840','61','2',1000,'-9'
'000000000113','8840','63','1',120,'-9'
'000000000113','8840','74','2',2000,'-9'
'000000000114','5000','01','1',25000,'-9'
'000000000114','5000','37','1',20000,'-9'
'000000000114','5000','53','1',5000,'-9'
'000000000115','0720','65','2',5000,'-9'
'000000000115','0720','67','2',5000,'-9'
'000000000115','0720','64','2',5800,'-9'
'000000000117','5000','53','2',3200,'-9'
'000000000117','5000','57','2',3600,'-9'
'000000000117','5000','62','1',300,'-9'
'000000000117','5000','63','1',100,'-9'
'000000000117','5000','74','2',300,'-9'
'000000000117','5000','64','1',1100,'-9'
'000000000117','5000','64','1',1300,'-9'
'000000000118','5120','45','1',500,'-9'
'000000000118','8840','42','1',200,'-9'
'000000000118','8840','47','1',325,'-9'
'000000000118','8840','57','2',3250,'-9'
'000000000118','8840','58','2',3250,'-9'
'000000000118','8840','60','2',11000,'-9'
'000000000118','8840','62','1',600,'-9'
'000000000119','3360','37','2',9000,'-9'
'000000000119','3360','42','2',0,'-9'
'000000000119','3360','71','2',2000,'-9'
'000000000119','8280','62','1',250,'-9'
'000000000119','8280','52','2',4000,'-9'
'000000000120','0720','38','1',4000,'-9'
'000000000120','0720','45','1',6700,'-9'
'000000000120','0720','47','1',1,'-9'
'000000000120','0720','49','1',2000,'-9'
'000000000120','0720','53','1',4400,'-9'
'000000000120','0720','61','1',500,'-9'
'000000000120','0720','62','1',1000,'-9'
'000000000120','0720','67','1',3500,'-9'
'000000000120','0720','71','1',20000,'-9'
'000000000120','0720','52','2',3000,'-9'
'000000000120','8280','62','1',400,'-9'
'000000000120','8280','63','1',100,'-9'
'000000000121','3360','57','2',1500,'-9'
'000000000121','3360','66','1',400,'-9'
'000000000122','5120','47','1',147,'-9'
'000000000122','5120','65','1',10000,'-9'
'000000000122','8280','47','2',125,'-9'
'000000000123','5000','01','2',20000,'-9'
'000000000123','5000','57','2',3000,'-9'
'000000000123','5000','61','2',500,'-9'
'000000000123','5000','62','1',400,'-9'
'000000000123','5000','63','2',-7,'-9'
'000000000123','5000','66','2',-7,'-9'
'000000000123','5000','71','2',-7,'-9'
'000000000123','5000','72','2',11000,'-9'
'000000000124','5120','37','1',2800,'-9'
'000000000124','8280','63','1',150,'-9'
'000000000126','1120','42','1',1500,'-9'
'000000000126','1120','47','1',400,'-9'
'000000000126','1120','53','1',5000,'-9'
'000000000126','1120','72','1',2000,'-9'
'000000000126','3360','57','2',-7,'-9'
'000000000126','3360','65','2',-7,'-9'
'000000000127','8840','52','2',400,'-9'
'000000000128','1120','62','2',-7,'-9'
'000000000128','1120','63','2',-7,'-9'
'000000000129','8280','72','2',17000,'-9'
'000000000130','3360','72','2',7750,'-9'
'000000000130','5120','06','2',-8,'-9'
'000000000130','5120','47','1',-8,'-9'
'000000000130','5120','61','1',-8,'-9'
'000000000130','5120','62','1',-8,'-9'
'000000000130','5120','63','1',-8,'-9'
'000000000130','5120','71','2',-8,'-9'
'000000000130','5120','72','1',-8,'-9'
'000000000132','1120','66','1',500,'-9'
'000000000132','1120','67','2',6000,'-9'
'000000000132','1120','68','2',2000,'-9'
'000000000132','1120','64','2',4000,'-9'
'000000000132','1120','70','2',15000,'-9'
'000000000132','8280','37','2',14000,'-9'
'000000000133','5120','13','2',4000,'-9'
'000000000133','5120','65','2',1000,'-9'
'000000000133','5120','66','2',1000,'-9'
'000000000134','8840','74','1',400,'-9'
'000000000136','8280','15','2',1100,'-9'
'000000000136','8280','47','2',200,'-9'
'000000000136','8280','53','2',10000,'-9'
'000000000136','8280','57','2',2000,'-9'
'000000000136','8280','58','2',2000,'-9'
'000000000136','8280','62','2',200,'-9'
'000000000136','8280','63','2',100,'-9'
'000000000136','8280','66','2',3000,'-9'
'000000000136','8280','67','2',1800,'-9'
'000000000136','8280','52','2',6467,'-9'
'000000000138','1120','69','1',2000,'-9'
'000000000139','5120','01','2',30000,'-9'
'000000000139','5120','45','1',-7,'-9'
'000000000139','5120','53','2',450,'-9'
'000000000140','8280','37','2',5000,'-9'
'000000000141','0720','45','2',800,'-9'
'000000000141','0720','57','2',1150,'-9'
'000000000141','0720','58','2',1165,'-9'
'000000000141','3360','53','1',18000,'-9'
'000000000142','5120','52','2',2000,'-9'
'000000000143','8840','53','2',1200,'-9'
'000000000143','8840','71','2',20000,'-9'
'000000000143','8840','72','2',7000,'-9'
'000000000143','8840','52','2',7000,'-9'
'000000000144','0720','13','2',18750,'-9'
'000000000144','0720','53','2',1000,'-9'
'000000000144','3360','57','2',200,'-9'
'000000000144','5000','37','1',800,'-9'
'000000000144','5000','53','1',4000,'-9'
'000000000144','5000','57','2',1000,'-9'
'000000000144','5000','61','2',800,'-9'
'000000000145','5120','45','2',-7,'-9'
'000000000145','5120','53','2',-7,'-9'
'000000000145','5120','72','2',-7,'-9'
'000000000145','5120','52','2',-7,'-9'
'000000000146','8280','42','1',-8,'-9'
'000000000146','8280','45','1',-8,'-9'
'000000000146','8280','47','1',-8,'-9'
'000000000146','8280','53','1',-8,'-9'
'000000000146','8280','62','1',-8,'-9'
'000000000146','8280','63','1',-8,'-9'
'000000000146','8280','65','1',-8,'-9'
'000000000146','8280','66','1',-8,'-9'
'000000000146','8280','71','1',-8,'-9'
'000000000146','8280','55','1',-8,'-9'
'000000000147','0720','57','2',6000,'-9'
'000000000147','0720','63','1',100,'-9'
'000000000147','0720','72','2',2000,'-9'
'000000000147','0720','52','2',3000,'-9'
'000000000147','5120','63','1',85,'-9'
'000000000147','8840','37','2',150,'-9'
'000000000149','8840','57','2',1300,'-9'
'000000000149','8840','58','2',0,'-9'
'000000000150','5120','52','2',2000,'-9'
'000000000151','5120','47','1',400,'-9'
'000000000151','5120','53','2',1800,'-9'
'000000000151','5120','63','1',150,'-9'
'000000000152','0720','53','1',3000,'-9'
'000000000152','0720','62','1',700,'-9'
'000000000152','0720','63','1',75,'-9'
'000000000153','8280','06','2',7000,'-9'
'000000000153','8280','37','2',8000,'-9'
'000000000154','1120','53','2',2500,'-9'
'000000000154','1120','62','2',650,'-9'
'000000000154','1120','72','1',24000,'-9'
'000000000154','8280','05','2',8000,'-9'
'000000000154','8280','49','2',-7,'-9'
'000000000154','8280','53','1',5500,'-9'
'000000000154','8280','57','2',3500,'-9'
'000000000154','8280','58','2',5500,'-9'
'000000000154','8280','61','2',500,'-9'
'000000000154','8280','62','2',400,'-9'
'000000000154','8280','66','2',1500,'-9'
'000000000154','8280','69','1',200,'-9'
'000000000154','8280','52','2',1000,'-9'
'000000000154','8280','70','2',700,'-9'
'000000000156','5120','37','2',1600,'-9'
'000000000156','8280','13','1',200,'-9'
'000000000156','8280','65','1',50,'-9'
'000000000156','8280','64','1',1,'-9'
'000000000157','8840','45','2',11000,'-9'
'000000000157','8840','47','1',60,'-9'
'000000000158','5120','36','1',1000,'-9'
'000000000159','8280','53','2',8000,'-9'
'000000000159','8280','57','2',1000,'-9'
'000000000160','5120','13','1',1200,'-9'
'000000000160','5120','52','2',1100,'-9'
'000000000160','8280','53','2',9000,'-9'
'000000000160','8280','61','2',500,'-9'
'000000000160','8280','62','2',0,'-9'
'000000000160','8280','72','2',5000,'-9'
'000000000160','8280','52','2',15,'-9'
'000000000160','8280','64','2',29833,'-9'
'000000000160','8280','64','2',-7,'-9'
'000000000161','5120','47','1',800,'-9'
'000000000161','5120','62','1',600,'-9'
'000000000161','5120','63','1',85,'-9'
'000000000161','5120','71','1',500,'-9'
'000000000161','8840','57','2',5000,'-9'
'000000000161','8840','58','2',2500,'-9'
'000000000161','8840','61','2',300,'-9'
'000000000161','8840','74','2',2500,'-9'
'000000000162','5120','38','2',5000,'-9'
'000000000162','5120','62','2',300,'-9'
'000000000162','8840','57','2',-7,'-9'
'000000000162','8840','58','2',4000,'-9'
'000000000164','8280','61','2',580,'-9'
'000000000165','5000','62','1',0,'-9'
'000000000165','8280','37','2',8500,'-9'
'000000000165','8280','53','2',9800,'-9'
'000000000166','0720','45','2',150,'-9'
'000000000166','0720','49','1',200,'-9'
'000000000166','0720','57','2',2500,'-9'
'000000000166','0720','65','2',500,'-9'
'000000000166','0720','55','2',44000,'-9'
'000000000166','5000','01','2',970,'-9'
'000000000169','5120','61','1',900,'-9'
'000000000169','8280','47','2',0,'-9'
'000000000169','8280','71','2',300,'-9'
'000000000170','8280','70','2',150,'-9'
'000000000170','8280','70','-6',-6,'-9'
'000000000170','8840','57','2',2500,'-9'
'000000000170','8840','58','2',2500,'-9'
'000000000170','8840','66','2',3000,'-9'
'000000000170','8840','69','1',500,'-9'
'000000000171','0720','57','2',44333,'-9'
'000000000171','0720','58','2',13667,'-9'
'000000000171','5120','53','2',-7,'-9'
'000000000171','5120','52','2',-7,'-9'
'000000000171','8280','53','1',600,'-9'
'000000000171','8280','57','2',2000,'-9'
'000000000171','8280','58','2',800,'-9'
'000000000171','8280','62','1',400,'-9'
'000000000171','8280','52','2',2000,'-9'
'000000000171','8840','38','2',1500,'-9'
'000000000171','8840','45','2',10000,'-9'
'000000000171','8840','47','2',1,'-9'
'000000000171','8840','53','2',4500,'-9'
'000000000171','8840','61','2',-7,'-9'
'000000000171','8840','62','2',1,'-9'
'000000000171','8840','63','2',1,'-9'
'000000000171','8840','67','2',2000,'-9'
'000000000171','8840','71','2',8000,'-9'
'000000000171','8840','72','2',15000,'-9'
'000000000171','8840','52','2',4500,'-9'
'000000000172','0720','05','1',10000,'-9'
'000000000172','0720','06','1',1000,'-9'
'000000000172','0720','42','2',1200,'-9'
'000000000172','0720','47','2',800,'-9'
'000000000172','0720','61','2',1200,'-9'
'000000000172','0720','62','2',500,'-9'
'000000000172','0720','65','2',4000,'-9'
'000000000172','0720','66','2',5500,'-9'
'000000000172','0720','67','2',5000,'-9'
'000000000172','0720','68','2',43333,'-9'
'000000000172','0720','69','2',2200,'-9'
'000000000172','0720','52','2',2200,'-9'
'000000000172','0720','55','1',1000,'-9'
'000000000172','0720','64','2',1000,'-9'
'000000000172','5000','45','2',1100,'-9'
'000000000172','5000','63','1',80,'-9'
'000000000172','5000','71','2',600,'-9'
'000000000173','1120','66','2',11000,'-9'
'000000000173','1120','70','1',28333,'-9'
'000000000173','5120','49','1',200,'-9'
'000000000173','5120','61','2',300,'-9'
'000000000175','5120','45','2',350,'-9'
'000000000175','5120','53','1',450,'-9'
