CONTROL,SMSA,PERSON,PASS,TRAN,TIMEJ,DISTJ,WHHRW,WHHRB,AMPM,HJOB,VEHCL,WHDY,WHOME,WINUS,WTIME,JTRAN,JVEHCL,JPASS,JTIMEJ,JDISTJ,JWTIME,JWHHRW,JWHHRB,JWHDY
'000000000027','5120',1,-6,1,12,2,-6,0,'1','1','1','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000027','8840',1,-6,1,30,12,2,0,'1','1','1','0','1','-9','0715','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000028','1120',1,-6,1,40,30,2,0,'1','2','1','0','1','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000028','1120',2,-6,1,30,10,1,0,'1','2','1','0','1','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000028','5120',2,-6,3,15,10,-6,2,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000029','0720',1,-6,1,20,10,-6,2,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000029','0720',2,-6,1,45,30,-6,2,'2','1','1','-6','2','-9','1000','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000029','8280',5,-6,1,2,0,-6,0,'2','1','1','-6','2','-9','1030','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000029','8840',1,-6,1,45,45,-6,60,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000031','5000',2,-6,1,10,4,-6,0,'1','1','1','-6','2','-9','1000','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000032','8280',1,-6,1,18,7,45,45,'1','1','1','2','1','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000034','5120',1,-6,2,40,36,-6,0,'1','2','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000034','5120',2,-6,1,30,26,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000035','3360',1,-6,1,20,15,-6,2,'2','1','1','-6','2','-9','0430','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000035','5120',1,2,1,45,32,-6,2,'2','1','2','-6','2','-9','0200','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000035','5120',2,2,1,45,32,-6,2,'2','1','2','-6','2','-9','0200','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000035','5120',3,-6,1,75,53,-6,2,'2','1','1','-6','2','-9','-7','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000036','3360',1,-6,1,20,10,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000036','3360',2,-6,1,20,12,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000038','5000',1,-6,1,35,25,-6,2,'-7','1','1','-6','2','-9','-7','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000038','8840',1,-6,1,20,20,-6,-8,'-8','-8','1','-6','-8','-9','-8','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000040','5120',1,-6,3,45,31,-6,2,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000040','5120',2,-6,1,30,28,-6,2,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000040','5120',3,-6,1,2,1,-6,2,'1','1','1','-6','2','-9','0658','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000040','5120',4,-6,1,20,15,-6,2,'2','2','1','-6','2','-9','0330','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000041','5120',1,-6,1,20,15,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000041','5120',2,-6,3,2,2,1,0,'1','1','1','5','1','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000042','0720',1,-6,1,30,15,-6,2,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000042','0720',2,-6,1,60,43,-6,2,'1','1','1','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000043','5120',1,-6,12,996,996,-6,0,'-6','1','-6','-6','2','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000000043','5120',2,-6,1,45,30,-6,0,'1','1','1','-6','2','-9','0615','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000043','8840',2,-6,4,60,30,-6,0,'1','1','-6','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000044','0720',1,-6,1,25,12,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000044','5000',1,-6,3,7,6,-6,2,'2','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000044','5000',2,-6,1,10,6,-6,2,'1','1','1','-6','2','-9','0715','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000044','5000',3,-6,1,2,1,-6,2,'-7','1','1','-6','2','-9','-7','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000044','8840',2,-6,1,30,10,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000045','5120',1,-6,1,30,20,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000045','8840',1,-6,2,30,30,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000045','8840',2,-6,1,15,15,-6,5,'1','2','1','-6','2','-9','0800','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000046','8280',2,-6,1,5,3,-6,0,'1','1','1','-6','2','-9','0430','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000046','8840',1,-6,9,60,13,-6,0,'1','1','-6','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000046','8840',2,-6,1,45,30,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000047','5120',2,-6,1,45,32,-6,12,'1','1','1','-6','2','-9','0610','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000048','3360',2,-6,2,20,16,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000048','5120',1,-6,1,60,53,-6,0,'1','1','1','-6','2','-9','0430','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000048','5120',2,-6,1,40,40,-6,1,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000048','5120',4,2,1,10,5,-6,1,'1','1','2','-6','2','-9','0645','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000049','5000',1,-6,1,15,10,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000049','5000',2,-6,2,45,45,15,0,'1','2','1','0','1','-9','-7','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000049','5000',3,-6,1,10,5,-6,0,'2','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000050','5120',1,-6,1,35,15,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000051','8280',1,-6,1,8,6,-6,2,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000052','5000',1,-6,1,45,30,8,0,'1','1','1','1','1','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000052','5000',2,-6,1,25,17,10,0,'1','1','1','1','1','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000052','5120',1,-6,1,12,8,-6,2,'1','1','1','-6','2','-9','0715','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000052','5120',3,-6,9,20,5,-6,2,'1','1','-6','-6','2','-9','0800','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000000053','5120',1,-6,1,40,22,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000053','8280',2,-6,1,5,4,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000054','5120',1,-6,1,3,2,-6,0,'1','1','1','-6','2','-9','0920','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000055','0720',1,-6,1,10,8,-6,2,'1','2','1','-6','2','-9','0730','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000055','5120',1,-6,2,12,8,-6,0,'1','1','1','-6','2','-9','0845','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000055','5120',3,-6,1,25,17,-6,0,'-7','1','1','-6','2','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000055','8840',1,-6,1,15,5,-6,0,'1','1','1','-6','2','-9','0815','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000057','0720',1,-6,1,25,20,4,0,'1','1','1','0','1','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000057','5120',2,-6,2,15,12,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000057','8280',1,-6,2,5,3,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000057','8280',2,-6,1,5,3,15,0,'1','1','1','1','1','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000057','8280',4,-6,2,8,5,-6,0,'1','2','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000057','8840',1,-6,2,20,13,-6,2,'1','1','1','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000058','5120',1,-6,1,25,25,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000058','8280',4,-6,1,20,10,-6,0,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000058','8840',1,-6,4,45,22,-6,0,'1','1','-6','-6','2','-9','0730','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000000059','5120',1,-6,1,40,30,-6,0,'1','2','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000059','5120',2,-6,2,60,40,-6,0,'1','2','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000060','0720',2,-6,2,45,40,-6,0,'1','1','1','-6','2','-9','0130','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000060','5000',1,-6,1,60,18,40,0,'1','1','1','0','1','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000061','5120',1,-6,1,20,9,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000062','3360',1,-6,1,50,35,8,40,'1','2','1','1','1','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000062','3360',2,-6,1,70,42,-6,0,'1','2','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000064','0720',1,-6,1,25,15,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000064','0720',2,-6,1,15,15,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000064','5120',1,-6,10,90,22,-6,5,'1','2','-6','-6','2','-9','0700','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000000064','5120',2,-6,1,40,22,-6,0,'1','1','1','-6','2','-9','0715','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000065','5120',1,-6,2,15,15,-6,0,'1','1','1','-6','2','-9','0430','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000065','5120',2,-6,2,10,5,-6,0,'1','2','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000065','8280',1,-6,1,15,3,-6,0,'1','2','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000066','3360',1,-6,2,60,45,-6,0,'1','1','1','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000066','3360',2,-6,1,45,43,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000066','5000',3,-6,1,60,18,-6,2,'1','1','1','-6','2','-9','0430','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000066','8280',2,-6,1,90,45,-6,0,'1','1','1','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000067','5000',1,-6,2,45,21,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000067','8840',1,-6,2,25,16,-6,0,'1','1','1','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000067','8840',2,-6,1,15,14,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000067','8840',4,-6,1,50,40,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000068','5000',1,-6,2,20,10,-6,0,'1','1','1','-6','2','-9','0100','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000068','5000',3,-6,1,15,8,-6,0,'1','1','1','-6','2','-9','0100','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000068','5120',1,-6,1,30,30,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000068','5120',2,-6,3,45,15,-6,0,'1','2','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000068','5120',3,-6,1,20,15,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000068','8280',1,-6,2,30,15,-6,0,'1','2','1','-6','2','-9','0645','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000069','3360',1,-6,2,30,19,-6,0,'1','1','1','-6','2','-9','0300','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000069','3360',2,-6,2,45,26,-6,0,'1','1','1','-6','2','-9','0930','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000069','8280',2,-6,1,15,10,-6,0,'2','1','1','-6','2','-9','0400','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000070','5000',1,-6,1,30,15,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000070','5000',3,-6,2,10,5,-6,0,'1','1','1','-6','2','-9','1015','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000070','5120',1,-6,2,10,7,-6,0,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000071','5120',1,-6,1,25,23,-6,0,'2','1','1','-6','2','-9','0420','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000071','5120',2,-6,2,23,23,-6,2,'1','1','1','-6','2','-9','0625','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000072','0720',1,-6,1,45,18,5,0,'1','1','1','5','1','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000072','0720',2,-6,1,40,22,5,0,'1','1','1','5','1','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000072','0720',3,-6,1,15,10,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000072','0720',4,-6,1,2,1,-6,0,'2','1','1','-6','2','-9','0430','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000072','8280',2,-6,1,40,12,-6,50,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000074','5000',1,-6,2,25,13,-6,0,'1','2','1','-6','2','-9','0800','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000074','5000',2,-6,1,35,20,-6,0,'1','2','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000076','5000',2,2,1,10,3,-6,0,'1','1','2','-6','2','-9','0445','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000076','5000',3,-6,1,45,25,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000076','5000',4,-6,1,40,25,-6,0,'1','1','1','-6','2','-9','1100','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000077','0720',1,-6,1,10,8,-6,0,'1','1','1','-6','2','-9','1030','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000077','0720',2,-6,1,40,26,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000077','5120',1,-6,1,45,32,-6,0,'1','1','1','-6','2','-9','0915','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000077','5120',2,-6,1,10,6,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000077','8840',1,-6,1,10,5,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000077','8840',2,-6,2,75,30,-6,2,'1','1','1','-6','2','-9','0100','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000077','8840',3,-6,1,30,25,-6,2,'1','2','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000077','8840',4,-6,1,90,45,-6,2,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000079','8280',1,-6,1,45,28,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000080','0720',1,-6,1,40,40,-6,0,'1','1','1','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000080','0720',2,-6,1,4,4,-6,0,'1','1','1','-6','2','-9','0915','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000080','3360',1,-6,1,45,15,-6,2,'1','2','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000080','3360',2,-6,1,5,1,50,2,'1','2','1','5','1','-9','0809','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000080','3360',3,-6,1,15,5,-6,2,'2','1','1','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000080','5120',1,-6,1,15,10,-6,0,'1','1','1','-6','2','-9','0645','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000080','5120',3,-6,1,5,5,-6,0,'2','1','1','-6','2','-9','0500','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000000080','8840',1,-6,1,20,10,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000080','8840',2,-6,1,20,10,-6,0,'1','1','1','-6','2','-9','-7','-9','-9','-9','2','-9','-9','-9','-9','-9'
'000000000081','0720',1,-6,2,30,28,-6,0,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000081','0720',2,-6,1,45,40,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000081','0720',3,-6,1,30,30,-6,0,'1','2','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000082','0720',1,-6,1,5,2,-6,0,'1','1','1','-6','2','-9','0815','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000082','0720',2,-6,2,50,40,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000082','8840',1,-6,1,20,11,10,0,'1','1','1','0','1','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000083','0720',1,-6,3,30,20,-6,20,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000083','0720',2,-6,2,40,35,-6,0,'1','1','1','-6','2','-9','0430','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000084','5000',1,-6,1,30,10,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000084','8280',1,-6,2,20,10,5,10,'1','2','1','1','1','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000084','8280',2,-6,1,15,10,-6,2,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000085','8280',1,-6,1,15,10,3,0,'1','2','1','0','1','-9','0600','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000085','8280',2,-6,2,20,18,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000088','0720',1,-6,1,6,5,-6,0,'-8','2','1','-6','2','-9','-8','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000088','8280',1,-6,1,10,6,10,0,'1','1','1','0','1','-9','0701','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000088','8280',2,-6,1,40,25,5,0,'1','1','1','0','1','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000088','8280',3,-6,9,30,7,1,0,'1','1','-6','0','1','-9','-7','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000000088','8280',5,-6,1,4,4,-6,0,'1','1','1','-6','2','-9','-7','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000089','0720',1,-6,1,17,12,-6,0,'1','1','1','-6','2','-9','0815','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000089','5120',2,-6,1,22,15,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000090','5000',1,-6,1,45,18,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000090','5000',2,-6,1,60,13,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000090','8280',1,2,1,20,15,-6,0,'1','1','2','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000090','8280',2,-6,1,90,50,-6,20,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000092','5120',1,-6,1,40,30,-6,2,'1','1','1','-6','2','-9','0701','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000093','0720',1,-6,1,10,10,-6,2,'1','1','1','-6','2','-9','0750','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000093','0720',5,-6,1,10,10,-6,2,'1','1','1','-6','2','-9','0645','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000000093','0720',6,-6,1,20,20,-6,2,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000094','3360',2,-6,1,30,26,-6,2,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000094','5000',1,-6,1,25,20,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000094','5000',2,-6,3,20,11,-6,0,'1','1','1','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000094','5120',1,-6,3,20,15,-6,-7,'-7','2','1','-6','2','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000094','5120',2,-6,2,40,30,-6,0,'-7','1','1','-6','2','-9','-7','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000094','5120',3,-6,2,10,8,-6,0,'1','1','1','-6','2','-9','0810','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000094','8840',1,-6,2,35,20,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000094','8840',2,-6,2,15,10,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000097','5120',1,-6,12,996,996,-6,60,'-6','1','-6','-6','2','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000000097','5120',3,2,3,45,30,-6,2,'1','1','2','-6','2','-9','0730','-9','-9','2','-9','-9','-9','-9','-9','-9'
'000000000099','0720',2,-6,1,10,4,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000099','8840',1,-6,12,996,996,-6,0,'-6','1','-6','-6','2','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000000099','8840',2,-6,12,996,996,30,30,'-6','1','-6','5','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000000099','8840',3,-6,1,15,12,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000101','0720',1,-6,2,15,5,-6,2,'1','1','1','-6','2','-9','0645','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000101','0720',2,-6,1,30,12,-6,2,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000102','8280',2,2,1,15,8,-6,0,'1','1','2','-6','2','-9','0600','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000102','8840',1,-6,1,30,15,20,20,'1','1','1','2','1','-9','0930','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000103','1120',1,-6,1,15,10,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000103','1120',2,-6,1,30,20,-6,2,'1','2','1','-6','2','-9','0700','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000103','5120',1,-6,1,15,7,3,0,'1','1','1','2','1','-9','-8','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000103','5120',2,-6,1,15,7,3,0,'1','1','1','3','1','-9','-8','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000103','8840',1,-6,1,40,30,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000103','8840',2,-6,1,15,10,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000104','0720',1,-6,1,7,4,-6,0,'1','1','1','-6','2','-9','0930','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000104','0720',2,-6,1,35,20,32,0,'1','1','1','3','1','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000104','5120',1,-6,1,20,15,-6,1,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000104','5120',2,-6,1,15,10,1,0,'1','1','1','0','1','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000105','0720',1,-6,2,10,5,-6,2,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000105','0720',2,-6,2,10,5,-6,0,'1','2','1','-6','2','-9','0700','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000105','8840',1,-6,11,5,0,-6,0,'1','1','-6','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
