CONTROL,SMSA,OWNHERE,JWNHER
'000000003111','1120','2','-9'
'000000003111','8840','2','-9'
'000000003116','8280','-6','-9'
'000000003117','1120','1','-9'
'000000003119','8840','1','-9'
'000000003122','8840','-6','-9'
'000000003124','0720','2','-9'
'000000003128','8840','1','-9'
'000000003129','8840','2','2'
'000000003133','5000','-6','-9'
'000000003134','0720','2','-9'
'000000003135','1120','2','-9'
'000000003137','8840','2','-9'
'000000003139','0720','2','-9'
'000000003143','0720','2','-9'
'000000003144','0720','2','-9'
'000000003144','8840','2','-9'
'000000003145','8840','-6','-9'
'000000003147','1120','2','-9'
'000000003147','8840','-6','-9'
'000000003149','0720','-6','-9'
'000000003150','8840','-6','-9'
'000000003152','8840','-6','-9'
'000000003154','0720','2','2'
'000000003161','5000','2','-9'
'000000003161','8840','2','-9'
'000000003164','3360','-6','-9'
'000000003166','8280','-6','-9'
'000000003171','8840','2','-9'
'000000003174','1120','1','-9'
'000000003182','5000','-6','-9'
'000000003182','8840','2','-9'
'000000003184','0720','-6','-9'
'000000003185','5000','-6','-9'
'000000003185','5120','-6','-9'
'000000003187','5000','-6','-9'
'000000003189','0720','2','-9'
'000000003191','0720','-6','-9'
'000000003191','8840','1','-9'
'000000003194','0720','2','-9'
'000000003194','8840','2','-9'
'000000003195','1120','1','-9'
'000000003197','0720','-6','-9'
'000000003199','0720','2','-9'
'000000003199','5000','-6','-9'
'000000003200','8840','1','-9'
'000000003201','0720','-6','-9'
'000000003203','3360','2','-9'
'000000003203','8840','2','-9'
'000000003206','0720','2','-9'
'000000003207','0720','-6','-9'
'000000003207','1120','1','-9'
'000000003208','3360','-6','-9'
'000000003211','8280','-6','-9'
'000000003216','0720','2','-9'
'000000003217','1120','-6','-9'
'000000003217','8280','2','-9'
'000000003220','8280','-6','-9'
'000000003221','0720','2','-9'
'000000003225','1120','-6','-9'
'000000003231','1120','2','-9'
'000000003231','5120','-6','-9'
'000000003234','1120','2','-9'
'000000003235','5120','-6','-9'
'000000003238','1120','-6','-9'
'000000003238','5120','-6','-9'
'000000003239','0720','2','-9'
'000000003244','0720','2','-9'
'000000003249','0720','2','-9'
'000000003249','8840','2','-9'
'000000003253','0720','-6','-9'
'000000003254','0720','2','-9'
'000000003254','8840','2','-9'
'000000003255','5120','-6','-9'
'000000003259','0720','2','-9'
'000000003261','1120','2','-9'
'000000003265','5000','-6','-9'
'000000003267','8840','1','-9'
'000000003269','8840','1','-9'
'000000003272','8840','2','-9'
'000000003273','8840','2','-9'
'000000003276','1120','2','-9'
'000000003278','8840','2','-9'
'000000003281','8840','1','-9'
'000000003283','0720','-6','-9'
'000000003284','0720','2','-9'
'000000003285','1120','2','-9'
'000000003285','5120','2','-9'
'000000003285','8840','1','-9'
'000000003287','5120','-6','-9'
'000000003288','1120','1','-9'
'000000003289','0720','-6','-9'
'000000003289','8280','-6','-9'
'000000003291','5120','-6','-9'
'000000003296','8280','-6','-9'
'000000003298','8280','1','-9'
'000000003302','8840','2','-9'
'000000003304','0720','-6','-9'
'000000003305','3360','-6','-9'
'000000003306','1120','1','-9'
'000000003307','8840','-6','-9'
'000000003309','0720','-6','-9'
'000000003311','0720','2','-9'
'000000003314','8840','2','-9'
'000000003315','8840','1','-9'
'000000003317','8280','-6','-9'
'000000003319','0720','2','2'
'000000003319','5120','2','-9'
'000000003323','5120','-6','-9'
'000000003325','8840','-6','-9'
'000000003327','5120','-6','-9'
'000000003333','1120','2','-9'
'000000003333','8840','2','-9'
'000000003335','8840','2','-9'
'000000003336','0720','2','-9'
'000000003336','1120','2','-9'
'000000003339','8840','2','2'
'000000003344','0720','2','2'
'000000003349','0720','1','-9'
'000000003350','8840','1','-9'
'000000003352','0720','-6','-9'
'000000003353','1120','1','-9'
'000000003355','8840','2','-9'
'000000003356','0720','2','-9'
'000000003358','8280','-6','-9'
'000000003359','0720','2','-9'
'000000003359','1120','-6','-9'
'000000003359','5120','2','-9'
'000000003359','8840','1','-9'
'000000003363','1120','2','-9'
'000000003363','5120','2','-9'
'000000003363','8840','2','-9'
'000000003369','0720','2','-9'
'000000003375','1120','1','-9'
'000000003375','5120','1','-9'
'000000003379','0720','1','-9'
'000000003381','1120','2','-9'
'000000003383','5120','-6','-9'
'000000003384','0720','2','-9'
'000000003384','1120','2','2'
'000000003384','3360','-6','-9'
'000000003386','8840','2','-9'
'000000003387','5120','-6','-9'
'000000003388','0720','-6','-9'
'000000003389','0720','2','-9'
'000000003389','5120','-6','-9'
'000000003390','8840','-6','-9'
'000000003392','1120','2','-9'
'000000003392','5000','-6','-9'
'000000003392','8840','2','-9'
'000000003393','1120','2','-9'
'000000003395','0720','-6','-9'
'000000003395','5120','2','-9'
'000000003395','8840','2','-9'
'000000003398','5000','-6','-9'
'000000003399','0720','-6','-9'
'000000003399','5120','2','-9'
'000000003399','8840','2','-9'
'000000003403','5120','2','-9'
'000000003405','8840','1','2'
'000000003410','8840','1','-9'
'000000003411','1120','2','-9'
'000000003414','1120','1','-9'
'000000003415','8840','1','-9'
'000000003416','0720','2','-9'
'000000003421','8840','-6','-9'
'000000003427','8840','2','-9'
'000000003428','1120','1','-9'
'000000003430','8840','-6','-9'
'000000003431','5120','1','-9'
'000000003431','8840','1','-9'
'000000003432','3360','-6','-9'
'000000003433','8840','-6','-9'
'000000003434','0720','-6','-9'
'000000003434','8840','1','2'
'000000003435','1120','2','-9'
'000000003439','0720','2','-9'
'000000003439','8840','-6','-9'
'000000003442','1120','2','-9'
'000000003443','5120','1','-9'
'000000003443','8840','1','-9'
'000000003444','5000','2','-9'
'000000003446','1120','2','-9'
'000000003447','8840','2','-9'
'000000003449','8840','2','-9'
'000000003451','1120','-6','-9'
'000000003453','8280','-6','-9'
'000000003454','3360','-6','-9'
'000000003455','5120','2','-9'
'000000003458','5000','-6','-9'
'000000003461','8840','1','-9'
'000000003463','5120','2','2'
'000000003464','8840','2','-9'
'000000003465','5120','-6','-9'
'000000003465','8840','-6','-9'
'000000003466','1120','1','-9'
'000000003467','5120','1','-9'
'000000003474','8280','-6','-9'
'000000003475','5120','1','-9'
'000000003476','8840','1','-9'
'000000003479','5120','-6','-9'
'000000003481','8840','1','-9'
'000000003482','8840','2','-9'
'000000003483','8280','-6','-9'
'000000003484','0720','-6','-9'
'000000003486','0720','2','2'
'000000003486','5120','1','-9'
'000000003489','8840','1','-9'
'000000003491','8840','2','-9'
'000000003493','5000','2','-9'
'000000003494','8840','1','-9'
'000000003498','5120','1','-9'
'000000003504','0720','-6','-9'
'000000003506','1120','1','-9'
'000000003507','5120','-6','-9'
'000000003508','5120','1','-9'
'000000003509','0720','1','-9'
'000000003514','1120','2','-9'
'000000003514','5000','-6','-9'
'000000003514','8840','-6','-9'
'000000003516','0720','2','-9'
'000000003516','5000','1','-9'
'000000003518','1120','2','-9'
'000000003519','0720','1','2'
'000000003520','8840','1','2'
'000000003524','0720','-6','-9'
'000000003528','1120','1','-9'
'000000003528','5120','1','-9'
'000000003528','8840','1','-9'
'000000003530','1120','2','-9'
'000000003533','8840','2','-9'
'000000003536','0720','1','-9'
'000000003536','5000','2','-9'
'000000003536','8840','2','-9'
'000000003537','0720','-6','-9'
'000000003537','8840','1','-9'
'000000003540','5120','-6','-9'
'000000003541','5120','-6','-9'
'000000003542','1120','2','-9'
'000000003543','5120','2','-9'
'000000003543','8840','-6','-9'
'000000003544','8840','1','-9'
'000000003546','8840','1','-9'
'000000003547','8280','-6','-9'
'000000003550','1120','1','-9'
'000000003552','8840','-6','-9'
'000000003553','5120','1','-9'
'000000003553','8280','-6','-9'
'000000003553','8840','2','-9'
'000000003554','8840','1','-9'
'000000003557','8840','2','2'
'000000003558','1120','2','-9'
'000000003561','8840','2','-9'
'000000003563','0720','-6','-9'
'000000003564','0720','-6','-9'
'000000003564','1120','1','-9'
'000000003566','5000','-6','-9'
'000000003566','8840','-6','-9'
'000000003568','8840','-6','-9'
'000000003571','8280','-6','-9'
'000000003571','8840','-6','-9'
'000000003572','1120','-6','-9'
'000000003572','5000','-6','-9'
'000000003574','0720','1','2'
'000000003574','5000','-6','-9'
'000000003574','8840','2','-9'
'000000003576','8280','-6','-9'
'000000003576','8840','1','-9'
'000000003580','3360','2','2'
'000000003581','5120','1','-9'
'000000003581','8840','2','2'
'000000003582','1120','2','2'
'000000003585','8840','2','-9'
'000000003586','1120','-6','-9'
'000000003587','0720','-6','-9'
'000000003588','5120','1','-9'
'000000003589','8840','1','-9'
'000000003592','1120','2','-9'
'000000003592','5000','-6','-9'
'000000003592','8840','1','-9'
'000000003594','8840','-6','-9'
'000000003596','1120','2','-9'
'000000003597','5000','2','-9'
'000000003598','1120','2','-9'
'000000003601','8840','2','-9'
'000000003603','1120','2','-9'
'000000003603','5120','2','-9'
'000000003604','5120','-6','-9'
'000000003606','8840','2','-9'
'000000003610','8840','2','-9'
'000000003613','5000','-6','-9'
'000000003614','0720','2','-9'
'000000003618','1120','2','-9'
'000000003618','5000','2','-9'
'000000003618','8840','2','-9'
'000000003620','5000','-6','-9'
'000000003624','5000','-6','-9'
'000000003626','5000','-6','-9'
'000000003626','8840','2','-9'
'000000003628','5120','2','-9'
'000000003629','0720','1','-9'
'000000003630','5120','-6','-9'
'000000003633','5120','-6','-9'
'000000003634','1120','-6','-9'
'000000003636','1120','2','-9'
'000000003636','5120','-6','-9'
'000000003637','8840','1','-9'
'000000003638','1120','1','-9'
'000000003638','8840','1','-9'
'000000003640','1120','2','-9'
'000000003640','5000','-6','-9'
'000000003640','8840','2','-9'
'000000003643','5120','1','-9'
'000000003644','5000','2','-9'
'000000003645','8840','1','-9'
'000000003646','5000','-6','-9'
'000000003648','5120','2','-9'
'000000003649','8840','2','-9'
'000000003651','5000','2','-9'
'000000003657','8840','2','-9'
'000000003666','1120','2','-9'
'000000003666','8840','1','-9'
'000000003667','5000','1','-9'
'000000003668','0720','-6','-9'
'000000003668','8840','-6','-9'
'000000003669','8840','1','-9'
'000000003670','0720','-6','-9'
'000000003670','5120','-6','-9'
'000000003672','0720','2','-9'
'000000003672','5000','-6','-9'
'000000003673','8840','2','-9'
'000000003674','1120','2','-9'
'000000003675','3360','-6','-9'
'000000003675','5000','-6','-9'
'000000003676','5000','2','-9'
'000000003678','0720','2','-9'
'000000003678','5000','2','2'
'000000003678','5120','1','-9'
'000000003679','5000','-6','-9'
'000000003680','8840','2','-9'
'000000003681','0720','-6','-9'
'000000003681','5000','2','-9'
'000000003681','8840','2','2'
'000000003682','0720','2','-9'
'000000003683','5120','2','-9'
'000000003688','0720','2','-9'
'000000003688','1120','2','2'
'000000003688','3360','-6','-9'
'000000003688','5120','2','-9'
'000000003688','8840','-6','-9'
'000000003690','0720','2','-9'
'000000003692','1120','1','-9'
'000000003693','8840','1','-9'
'000000003696','5000','2','-9'
'000000003697','0720','-6','-9'
'000000003698','5000','2','-9'
'000000003702','5000','-6','-9'
'000000003703','5120','2','-9'
'000000003706','5000','-6','-9'
'000000003707','8840','2','-9'
'000000003708','1120','2','-9'
'000000003708','8840','-6','-9'
'000000003710','1120','2','-9'
'000000003711','0720','-6','-9'
'000000003713','5120','2','-9'
'000000003713','8840','2','-9'
'000000003714','1120','1','-9'
'000000003717','8840','1','-9'
'000000003718','1120','2','-9'
'000000003718','5120','1','-9'
'000000003721','5000','2','-9'
'000000003721','8840','2','-9'
'000000003722','8840','2','-9'
'000000003723','1120','-6','-9'
'000000003723','5120','2','-9'
'000000003723','8840','2','-9'
'000000003724','0720','-6','-9'
'000000003725','8840','-6','-9'
'000000003726','1120','2','-9'
'000000003727','8280','-6','-9'
'000000003728','5000','1','-9'
'000000003728','8840','-6','-9'
'000000003729','8840','2','-9'
'000000003730','0720','2','-9'
'000000003731','5000','-6','-9'
'000000003732','0720','2','-9'
'000000003732','1120','1','-9'
'000000003736','0720','-6','-9'
'000000003736','1120','2','-9'
'000000003738','0720','2','-9'
'000000003740','8280','-6','-9'
'000000003741','8840','1','-9'
'000000003746','5000','1','-9'
'000000003746','8840','1','-9'
'000000003748','5000','1','-9'
'000000003748','8280','-6','-9'
'000000003752','5000','2','-9'
'000000003752','8840','-6','-9'
'000000003753','5120','1','2'
'000000003754','5000','2','-9'
'000000003754','8840','1','-9'
'000000003756','1120','1','-9'
'000000003758','5000','1','-9'
'000000003762','0720','2','-9'
'000000003763','5120','1','-9'
'000000003765','3360','-6','-9'
'000000003767','8840','-6','-9'
'000000003768','0720','2','-9'
'000000003768','5120','2','-9'
'000000003772','1120','-6','-9'
'000000003772','5000','2','-9'
'000000003773','5120','-6','-9'
'000000003774','0720','2','2'
'000000003777','5000','-6','-9'
'000000003777','8840','1','-9'
'000000003780','5000','2','-9'
'000000003780','8840','1','-9'
'000000003783','5000','2','-9'
'000000003784','0720','2','-9'
'000000003784','8840','1','-9'
'000000003785','8840','1','-9'
'000000003787','8840','2','-9'
'000000003788','8840','2','-9'
'000000003789','5000','1','-9'
'000000003789','8840','1','-9'
'000000003791','5000','2','-9'
'000000003793','0720','2','-9'
'000000003793','8840','2','-9'
'000000003794','1120','2','-9'
'000000003795','8280','-6','-9'
'000000003795','8840','2','-9'
'000000003800','3360','-6','-9'
'000000003800','5000','2','-9'
'000000003800','8840','2','-9'
'000000003801','8840','2','-9'
'000000003803','8840','2','-9'
'000000003805','8840','1','-9'
'000000003806','8280','-6','-9'
'000000003808','5120','2','-9'
'000000003808','8840','-6','-9'
'000000003809','5000','1','-9'
'000000003810','5000','1','-9'
'000000003812','1120','2','-9'
'000000003813','5120','1','-9'
'000000003814','0720','2','-9'
'000000003814','1120','1','2'
'000000003815','5000','2','-9'
'000000003816','8280','2','-9'
'000000003817','5000','2','-9'
'000000003817','8840','2','-9'
'000000003818','0720','-6','-9'
'000000003818','5120','1','-9'
'000000003820','3360','-6','-9'
'000000003820','8280','-6','-9'
'000000003821','8840','2','-9'
'000000003822','1120','1','2'
'000000003824','8840','2','-9'
'000000003825','8840','2','-9'
'000000003826','3360','2','-9'
'000000003826','5000','1','-9'
'000000003829','3360','-6','-9'
'000000003829','8840','2','-9'
'000000003831','8280','-6','-9'
'000000003836','8280','2','-9'
'000000003836','8840','1','-9'
'000000003840','8280','-6','-9'
'000000003840','8840','1','-9'
'000000003841','5000','2','-9'
'000000003842','8840','1','2'
'000000003843','5000','1','-9'
'000000003848','1120','2','-9'
'000000003849','5000','1','-9'
'000000003849','8280','-6','-9'
'000000003850','0720','2','-9'
'000000003850','1120','2','-9'
'000000003852','5000','-6','-9'
'000000003852','8840','-6','-9'
'000000003856','0720','2','-9'
'000000003856','5000','-6','-9'
'000000003856','8840','2','-9'
'000000003857','5000','2','-9'
'000000003858','5000','2','-9'
'000000003860','8840','1','-9'
'000000003861','3360','2','-9'
'000000003861','8280','2','2'
'000000003862','0720','2','-9'
'000000003863','5000','2','-9'
'000000003864','1120','-6','-9'
'000000003866','1120','2','-9'
'000000003868','0720','2','-9'
'000000003868','1120','-6','-9'
'000000003868','5000','2','-9'
'000000003869','8280','2','-9'
'000000003872','1120','2','-9'
'000000003872','8280','1','-9'
'000000003876','5000','-6','-9'
'000000003876','8280','1','-9'
'000000003880','8280','-6','-9'
'000000003881','0720','-6','-9'
'000000003886','1120','2','-9'
'000000003886','5000','2','-9'
'000000003888','5000','2','-9'
'000000003889','5000','2','-9'
'000000003890','8280','2','-9'
'000000003893','5000','2','-9'
'000000003893','8280','1','-9'
'000000003894','1120','2','-9'
'000000003896','1120','2','-9'
'000000003896','8280','1','-9'
'000000003897','3360','1','2'
'000000003898','5120','2','-9'
'000000003898','8840','2','-9'
'000000003904','8840','1','-9'
'000000003905','8840','-6','-9'
'000000003908','5000','-6','-9'
'000000003911','0720','-6','-9'
'000000003911','5000','2','-9'
'000000003911','8280','2','-9'
'000000003912','8280','2','-9'
'000000003913','5000','2','2'
'000000003913','8840','2','-9'
'000000003914','8840','2','-9'
'000000003916','1120','2','-9'
'000000003916','8840','2','-9'
'000000003917','5000','2','-9'
'000000003917','8280','2','-9'
'000000003918','0720','2','-9'
'000000003918','5120','2','2'
'000000003918','8280','2','-9'
'000000003920','5000','2','-9'
'000000003922','0720','2','-9'
'000000003922','5000','2','-9'
'000000003922','8840','-6','-9'
'000000003924','0720','-6','-9'
'000000003924','1120','-6','-9'
'000000003924','8280','2','2'
'000000003926','1120','2','-9'
'000000003926','8840','2','-9'
'000000003928','0720','2','-9'
'000000003928','1120','-6','-9'
'000000003928','5000','-6','-9'
'000000003928','5120','2','-9'
'000000003930','0720','2','-9'
'000000003930','1120','1','-9'
'000000003932','3360','2','2'
'000000003932','8840','2','2'
'000000003933','5120','2','-9'
'000000003933','8840','1','-9'
'000000003934','0720','2','-9'
'000000003934','5000','-6','-9'
'000000003935','8280','2','-9'
'000000003936','5000','2','-9'
'000000003937','8840','2','-9'
'000000003938','8280','2','-9'
'000000003940','8840','1','-9'
'000000003941','0720','-6','-9'
'000000003941','8280','2','-9'
'000000003942','0720','2','-9'
'000000003942','8840','-6','-9'
'000000003945','5000','-6','-9'
'000000003945','8280','2','-9'
'000000003945','8840','2','-9'
'000000003948','8840','2','2'
'000000003949','3360','-6','-9'
'000000003950','3360','2','-9'
'000000003950','8840','-6','-9'
'000000003952','0720','2','-9'
'000000003952','8840','1','-9'
'000000003954','3360','2','-9'
'000000003954','5000','2','-9'
'000000003954','5120','-6','-9'
'000000003956','8840','2','-9'
'000000003958','5120','2','-9'
'000000003958','8840','-6','-9'
'000000003959','3360','-6','-9'
'000000003960','5000','2','-9'
'000000003960','8840','1','-9'
'000000003961','8840','1','-9'
'000000003963','5120','1','-9'
'000000003965','5000','2','-9'
'000000003965','8840','2','-9'
'000000003966','5000','-6','-9'
'000000003968','5120','2','-9'
'000000003968','8280','2','-9'
'000000003968','8840','2','-9'
'000000003969','8840','2','-9'
'000000003970','1120','2','-9'
'000000003971','0720','-6','-9'
'000000003971','8280','2','-9'
'000000003972','8280','2','-9'
'000000003973','5120','2','-9'
'000000003974','0720','-6','-9'
'000000003974','1120','2','-9'
'000000003974','3360','2','2'
'000000003974','5120','-6','-9'
'000000003974','8840','1','-9'
'000000003975','0720','-6','-9'
'000000003976','3360','-6','-9'
'000000003976','5000','2','-9'
'000000003976','8840','1','-9'
'000000003977','8840','2','-9'
'000000003978','0720','2','-9'
'000000003978','1120','2','-9'
'000000003978','8840','2','-9'
'000000003980','5000','2','-9'
'000000003980','8280','2','-9'
'000000003982','0720','2','-9'
'000000003984','5000','2','-9'
'000000003984','8840','-6','-9'
'000000003985','8840','2','-9'
'000000003986','5000','2','2'
'000000003989','0720','-6','-9'
'000000003989','5000','2','-9'
'000000003990','5000','1','-9'
'000000003992','5000','-6','-9'
'000000003993','5120','1','-9'
'000000003993','8280','1','-9'
'000000003994','0720','2','-9'
'000000003994','5120','-6','-9'
'000000003996','1120','2','-9'
'000000003996','8280','2','-9'
'000000003998','5120','1','-9'
'000000003998','8840','2','2'
'000000003999','3360','-6','-9'
'000000003999','8280','1','-9'
'000000004000','0720','2','-9'
'000000004000','1120','2','-9'
'000000004001','5000','2','-9'
'000000004002','8280','-6','-9'
'000000004003','3360','-6','-9'
'000000004004','3360','-6','-9'
'000000004004','8840','2','-9'
'000000004006','8840','-6','-9'
'000000004007','8280','2','-9'
'000000004008','8280','-6','-9'
'000000004008','8840','1','-9'
'000000004010','3360','2','-9'
'000000004011','5000','-6','-9'
'000000004012','0720','2','-9'
'000000004013','8280','2','-9'
'000000004014','1120','2','-9'
'000000004015','8280','-6','-9'
'000000004016','5000','2','-9'
'000000004016','8280','1','-9'
'000000004016','8840','1','-9'
'000000004017','5000','-6','-9'
'000000004019','3360','1','-9'
'000000004019','8280','-6','-9'
'000000004020','8280','2','-9'
'000000004020','8840','1','-9'
'000000004021','3360','2','-9'
'000000004021','5000','2','-9'
'000000004022','8840','1','-9'
'000000004023','5000','1','2'
'000000004023','5120','1','-9'
'000000004024','1120','-6','-9'
'000000004024','8280','-6','-9'
'000000004025','0720','-6','-9'
'000000004026','0720','2','-9'
'000000004028','5000','2','-9'
'000000004028','5120','1','-9'
'000000004028','8840','1','2'
'000000004029','0720','2','-9'
'000000004030','8840','1','-9'
'000000004032','5000','2','-9'
'000000004033','5120','2','-9'
'000000004034','8840','2','-9'
'000000004036','5000','1','-9'
'000000004037','0720','2','2'
'000000004038','5120','2','-9'
'000000004039','3360','2','2'
'000000004039','5120','-6','-9'
'000000004040','1120','2','-9'
'000000004041','5000','-6','-9'
'000000004042','0720','2','2'
'000000004042','5000','2','-9'
'000000004043','1120','2','-9'
'000000004044','5000','-6','-9'
'000000004044','8280','2','-9'
'000000004044','8840','2','-9'
'000000004046','8280','2','-9'
'000000004048','0720','2','-9'
'000000004048','3360','2','-9'
'000000004048','8280','1','-9'
'000000004049','5000','1','2'
'000000004050','0720','2','-9'
'000000004050','8840','2','-9'
'000000004053','5000','2','-9'
'000000004053','5120','2','2'
'000000004054','0720','2','-9'
'000000004054','5120','2','-9'
'000000004055','8280','-6','-9'
'000000004056','1120','2','-9'
'000000004056','8280','2','2'
'000000004058','1120','2','-9'
'000000004060','3360','-6','-9'
'000000004062','5000','-6','-9'
'000000004062','5120','-6','-9'
'000000004063','5000','-6','-9'
'000000004064','3360','1','-9'
'000000004064','5120','2','-9'
'000000004064','8840','2','-9'
'000000004065','8840','2','-9'
'000000004066','0720','2','2'
'000000004067','3360','2','-9'
'000000004068','5000','2','-9'
'000000004068','5120','2','-9'
'000000004069','3360','-6','-9'
'000000004069','5120','2','-9'
'000000004070','5000','2','-9'
'000000004070','8840','-6','-9'
'000000004071','3360','-6','-9'
'000000004072','0720','1','-9'
'000000004072','5120','2','-9'
'000000004072','8840','1','-9'
'000000004073','5120','1','-9'
'000000004073','8840','2','-9'
'000000004075','5000','2','-9'
'000000004077','5120','1','-9'
'000000004078','0720','2','-9'
'000000004078','1120','2','-9'
'000000004078','8840','2','-9'
'000000004079','5000','1','-9'
'000000004080','5120','2','-9'
'000000004081','8840','1','-9'
'000000004082','8840','2','-9'
'000000004083','5000','1','-9'
'000000004084','8280','2','-9'
'000000004085','0720','2','2'
'000000004085','8840','1','-9'
'000000004086','5120','1','-9'
'000000004088','5000','1','-9'
'000000004088','8280','2','-9'
'000000004090','0720','2','-9'
'000000004090','5000','1','-9'
'000000004090','8840','1','-9'
'000000004091','0720','2','2'
'000000004091','8840','1','-9'
'000000004092','8840','1','-9'
'000000004093','3360','1','-9'
'000000004094','5000','2','-9'
'000000004095','5000','1','-9'
'000000004095','8840','2','-9'
'000000004096','0720','2','-9'
'000000004096','8840','2','2'
'000000004097','0720','-6','-9'
'000000004098','0720','2','-9'
'000000004098','8280','2','-9'
'000000004099','1120','-6','-9'
'000000004099','8840','1','-9'
'000000004100','3360','2','-9'
'000000004100','5000','2','-9'
'000000004100','8840','1','2'
'000000004101','8840','2','-9'
'000000004102','5000','2','-9'
'000000004103','1120','1','-9'
'000000004103','8840','1','2'
'000000004104','8840','1','-9'
'000000004108','0720','-6','-9'
'000000004108','1120','2','-9'
'000000004109','5120','1','-9'
'000000004109','8840','2','-9'
'000000004112','5000','1','-9'
'000000004112','8280','2','-9'
'000000004114','0720','2','-9'
'000000004114','5000','-6','-9'
'000000004114','8280','2','-9'
'000000004115','0720','-6','-9'
'000000004116','5000','1','-9'
'000000004117','1120','2','-9'
'000000004118','3360','2','-9'
'000000004119','5000','2','-9'
'000000004120','5000','1','-9'
'000000004121','5120','1','2'
'000000004121','8840','1','2'
'000000004122','5000','-6','-9'
'000000004122','5120','1','-9'
'000000004123','8840','2','2'
'000000004124','8280','1','-9'
'000000004125','3360','-6','-9'
'000000004126','0720','2','2'
'000000004127','3360','2','-9'
'000000004127','5000','1','2'
'000000004127','5120','2','-9'
'000000004128','0720','-6','-9'
'000000004128','8280','2','-9'
'000000004130','8840','1','2'
'000000004131','5000','2','-9'
'000000004131','8280','2','-9'
'000000004134','0720','2','-9'
'000000004134','5120','-6','-9'
'000000004137','5000','-6','-9'
'000000004138','8280','-6','-9'
'000000004138','8840','-6','-9'
'000000004139','3360','-6','-9'
'000000004140','5000','2','2'
'000000004142','8840','-6','-9'
'000000004144','0720','2','-9'
'000000004144','1120','1','-9'
'000000004144','5120','1','-9'
'000000004144','8840','2','-9'
'000000004145','3360','1','-9'
'000000004146','0720','2','-9'
'000000004146','5000','2','-9'
'000000004146','8280','2','-9'
'000000004147','1120','-6','-9'
'000000004148','3360','2','-9'
'000000004148','5000','1','-9'
'000000004150','0720','2','-9'
'000000004152','8280','-6','-9'
'000000004154','8280','2','-9'
'000000004155','8840','2','-9'
'000000004156','8280','2','-9'
'000000004157','5000','2','-9'
'000000004158','8280','2','-9'
'000000004160','5120','-6','-9'
'000000004160','8280','1','-9'
'000000004161','8280','-6','-9'
'000000004162','8840','2','-9'
'000000004163','5120','1','2'
'000000004163','8840','2','2'
'000000004164','5000','-6','-9'
'000000004164','8840','2','-9'
'000000004165','3360','-6','-9'
'000000004166','5000','2','-9'
'000000004168','0720','1','-9'
'000000004168','5120','2','-9'
'000000004168','8280','2','-9'
'000000004170','1120','2','-9'
'000000004170','8840','-6','-9'
'000000004171','5000','2','-9'
'000000004172','1120','2','-9'
'000000004172','5000','2','-9'
'000000004172','8280','1','-9'
'000000004172','8840','1','-9'
'000000004173','5000','-6','-9'
'000000004173','8840','2','-9'
'000000004174','0720','2','-9'
'000000004174','5120','1','-9'
'000000004174','8840','1','-9'
'000000004175','5000','2','-9'
'000000004175','5120','2','-9'
'000000004177','5000','2','-9'
'000000004178','1120','2','-9'
'000000004180','5120','1','2'
'000000004181','5000','2','-9'
'000000004182','8280','2','-9'
'000000004183','5000','2','-9'
'000000004184','1120','2','-9'
'000000004184','5120','-6','-9'
'000000004186','1120','2','-9'
'000000004186','8840','2','-9'
'000000004187','0720','2','-9'
'000000004187','8840','2','2'
'000000004188','5120','1','2'
'000000004188','8840','2','-9'
'000000004189','5000','-6','-9'
'000000004190','8840','-6','-9'
'000000004191','3360','2','-9'
'000000004192','8840','2','-9'
'000000004193','0720','2','-9'
'000000004193','8840','2','-9'
'000000004194','3360','2','2'
'000000004194','5120','2','-9'
'000000004194','8280','2','-9'
'000000004195','5120','2','-9'
'000000004196','1120','1','-9'
'000000004196','5000','1','-9'
'000000004196','8280','2','-9'
'000000004196','8840','2','-9'
'000000004197','8840','1','-9'
'000000004198','8280','2','-9'
'000000004198','8840','2','2'
'000000004199','0720','-6','-9'
'000000004200','8280','2','-9'
'000000004202','1120','2','-9'
'000000004202','5120','2','-9'
'000000004202','8280','2','-9'
'000000004202','8840','2','-9'
'000000004203','8840','2','2'
'000000004204','0720','2','-9'
'000000004204','8280','2','-9'
'000000004205','0720','2','2'
'000000004205','8280','2','-9'
'000000004206','1120','-6','-9'
'000000004207','8840','1','-9'
'000000004208','5120','1','-9'
'000000004210','5000','2','-9'
'000000004211','0720','2','-9'
'000000004212','5120','1','-9'
'000000004212','8280','1','-9'
'000000004214','3360','2','-9'
'000000004215','5120','2','-9'
'000000004216','0720','2','-9'
'000000004216','8280','2','-9'
'000000004216','8840','-6','-9'
'000000004218','1120','2','-9'
'000000004218','8840','1','-9'
'000000004219','3360','2','2'
'000000004219','8280','-6','-9'
'000000004219','8840','1','2'
'000000004220','1120','2','-9'
'000000004222','5120','1','-9'
'000000004223','5000','2','-9'
'000000004226','8280','2','-9'
'000000004227','5120','-6','-9'
'000000004228','5120','-6','-9'
'000000004229','0720','-6','-9'
'000000004229','5000','2','-9'
'000000004229','5120','2','-9'
'000000004230','0720','2','-9'
'000000004230','3360','1','-9'
'000000004230','8840','1','-9'
'000000004232','5120','-6','-9'
'000000004233','5000','2','-9'
'000000004234','0720','1','-9'
'000000004234','8280','2','-9'
'000000004235','5000','-6','-9'
'000000004236','8280','2','-9'
