CONTROL,SMSA,OWNHERE,JWNHER
'000000001566','8280','-6','-9'
'000000001567','5120','2','-9'
'000000001568','5120','1','-9'
'000000001569','5120','1','-9'
'000000001572','8280','-6','-9'
'000000001574','1120','2','-9'
'000000001575','5120','2','-9'
'000000001575','8280','2','-9'
'000000001577','8280','2','-9'
'000000001578','5000','2','-9'
'000000001578','5120','-6','-9'
'000000001579','5000','2','-9'
'000000001581','5120','2','-9'
'000000001581','8280','2','-9'
'000000001582','5120','1','-9'
'000000001583','5120','2','-9'
'000000001587','5120','2','2'
'000000001588','5120','-6','-9'
'000000001589','5120','2','-9'
'000000001590','5000','1','-9'
'000000001591','3360','-6','-9'
'000000001594','5120','2','2'
'000000001595','5000','-6','-9'
'000000001595','5120','1','-9'
'000000001595','8840','2','-9'
'000000001596','5120','2','-9'
'000000001597','5120','2','2'
'000000001598','5000','-6','-9'
'000000001599','1120','-6','-9'
'000000001602','3360','1','-9'
'000000001602','5120','-6','-9'
'000000001603','8280','2','2'
'000000001604','5000','2','-9'
'000000001605','5120','2','2'
'000000001606','5000','2','-9'
'000000001608','1120','2','2'
'000000001608','5120','1','-9'
'000000001610','5000','2','-9'
'000000001610','5120','1','2'
'000000001611','5000','1','-9'
'000000001611','5120','1','-9'
'000000001612','0720','-6','-9'
'000000001612','5000','-6','-9'
'000000001615','5000','1','-9'
'000000001616','5000','2','-9'
'000000001617','5120','1','-9'
'000000001617','8280','-6','-9'
'000000001618','0720','-6','-9'
'000000001618','5120','-6','-9'
'000000001620','5120','2','-9'
'000000001623','5000','-6','-9'
'000000001623','8280','2','-9'
'000000001624','5120','2','-9'
'000000001625','5120','2','2'
'000000001626','5120','2','-9'
'000000001626','8280','-6','-9'
'000000001627','8280','2','2'
'000000001630','0720','-6','-9'
'000000001630','5000','1','-9'
'000000001631','5120','2','2'
'000000001632','5000','2','-9'
'000000001632','5120','1','-9'
'000000001633','5120','1','-9'
'000000001635','5000','2','-9'
'000000001637','5000','2','-9'
'000000001638','5000','2','-9'
'000000001639','5120','2','-9'
'000000001640','3360','1','-9'
'000000001641','0720','-6','-9'
'000000001641','3360','-6','-9'
'000000001641','5120','2','-9'
'000000001642','5000','2','-9'
'000000001643','8280','2','-9'
'000000001645','8280','2','-9'
'000000001646','8280','-6','-9'
'000000001647','5000','1','-9'
'000000001647','8280','2','-9'
'000000001648','5120','2','2'
'000000001649','0720','-6','-9'
'000000001649','5000','2','-9'
'000000001649','5120','1','-9'
'000000001650','1120','1','-9'
'000000001652','5120','2','-9'
'000000001653','3360','1','-9'
'000000001656','5000','2','2'
'000000001656','8280','-6','-9'
'000000001658','3360','1','-9'
'000000001658','5000','2','-9'
'000000001658','5120','1','-9'
'000000001659','8280','2','-9'
'000000001660','5120','2','-9'
'000000001661','5120','1','2'
'000000001661','8280','1','-9'
'000000001662','5000','-6','-9'
'000000001662','8280','-6','-9'
'000000001663','5120','2','2'
'000000001663','8280','2','-9'
'000000001664','0720','-6','-9'
'000000001664','1120','2','-9'
'000000001665','5000','2','-9'
'000000001666','1120','2','-9'
'000000001667','5000','2','-9'
'000000001667','8280','1','-9'
'000000001670','1120','2','-9'
'000000001670','5000','1','-9'
'000000001672','5120','1','-9'
'000000001673','3360','1','-9'
'000000001673','5000','2','-9'
'000000001673','5120','2','-9'
'000000001674','5120','2','-9'
'000000001675','5000','1','-9'
'000000001675','5120','1','-9'
'000000001677','8280','-6','-9'
'000000001679','8840','-6','-9'
'000000001680','1120','1','-9'
'000000001681','5120','2','-9'
'000000001682','5120','1','-9'
'000000001683','5120','1','-9'
'000000001683','8280','2','-9'
'000000001684','1120','2','-9'
'000000001684','5000','2','-9'
'000000001685','8840','-6','-9'
'000000001686','1120','1','-9'
'000000001686','5120','1','-9'
'000000001687','0720','-6','-9'
'000000001687','8280','2','-9'
'000000001687','8840','1','-9'
'000000001690','0720','-6','-9'
'000000001691','3360','2','-9'
'000000001691','5000','2','-9'
'000000001691','5120','2','-9'
'000000001692','5120','2','-9'
'000000001694','5120','2','2'
'000000001694','8840','-6','-9'
'000000001695','5120','2','-9'
'000000001696','1120','1','-9'
'000000001696','5120','2','-9'
'000000001700','8840','-6','-9'
'000000001701','5000','2','-9'
'000000001701','5120','2','-9'
'000000001703','8280','2','-9'
'000000001704','1120','2','-9'
'000000001706','5120','1','2'
'000000001707','1120','2','2'
'000000001707','5000','2','-9'
'000000001707','8280','-6','-9'
'000000001709','1120','1','-9'
'000000001711','0720','-6','-9'
'000000001711','8280','2','-9'
'000000001712','5000','2','-9'
'000000001712','5120','1','-9'
'000000001713','8280','2','-9'
'000000001714','5120','1','-9'
'000000001715','5120','2','-9'
'000000001716','5120','2','2'
'000000001717','5000','2','-9'
'000000001718','3360','-6','-9'
'000000001720','5000','-6','-9'
'000000001722','5120','1','-9'
'000000001723','0720','-6','-9'
'000000001723','5120','2','-9'
'000000001724','1120','2','-9'
'000000001725','5120','2','-9'
'000000001725','8840','-6','-9'
'000000001726','1120','2','-9'
'000000001726','5120','-6','-9'
'000000001727','8280','2','-9'
'000000001729','8280','2','-9'
'000000001731','3360','2','-9'
'000000001731','8280','2','-9'
'000000001733','5120','2','-9'
'000000001734','0720','-6','-9'
'000000001734','5120','2','-9'
'000000001735','3360','2','2'
'000000001736','3360','2','-9'
'000000001736','5120','2','-9'
'000000001738','3360','2','-9'
'000000001739','5120','2','-9'
'000000001739','8280','2','-9'
'000000001740','3360','-6','-9'
'000000001740','5000','2','-9'
'000000001740','5120','1','-9'
'000000001743','8280','2','-9'
'000000001744','3360','2','-9'
'000000001745','3360','2','-9'
'000000001745','8280','2','-9'
'000000001746','5000','2','-9'
'000000001747','8280','2','-9'
'000000001748','5120','1','-9'
'000000001749','5000','1','2'
'000000001749','5120','2','-9'
'000000001750','5120','1','-9'
'000000001751','5000','2','-9'
'000000001751','5120','2','-9'
'000000001752','8840','-6','-9'
'000000001753','0720','-6','-9'
'000000001756','8280','-6','-9'
'000000001757','5120','2','2'
'000000001757','8280','-6','-9'
'000000001758','3360','2','-9'
'000000001758','5120','2','-9'
'000000001759','5000','2','-9'
'000000001759','5120','2','-9'
'000000001760','1120','1','-9'
'000000001761','5120','2','-9'
'000000001762','5120','2','-9'
'000000001763','3360','1','2'
'000000001764','5120','1','-9'
'000000001765','3360','2','-9'
'000000001767','3360','2','-9'
'000000001769','5120','1','2'
'000000001770','5120','1','2'
'000000001771','5000','2','-9'
'000000001772','5000','2','-9'
'000000001773','5120','1','-9'
'000000001775','5120','1','2'
'000000001776','5120','2','-9'
'000000001778','1120','2','-9'
'000000001778','5000','1','-9'
'000000001778','5120','2','-9'
'000000001781','3360','2','-9'
'000000001783','3360','-6','-9'
'000000001783','5120','2','-9'
'000000001785','8280','-6','-9'
'000000001787','3360','2','-9'
'000000001789','5120','2','2'
'000000001792','5120','1','-9'
'000000001792','8280','-6','-9'
'000000001793','5120','1','2'
'000000001795','0720','-6','-9'
'000000001796','5000','1','-9'
'000000001796','5120','1','-9'
'000000001797','0720','-6','-9'
'000000001797','5120','2','-9'
'000000001798','1120','2','-9'
'000000001798','5000','1','-9'
'000000001800','8280','-6','-9'
'000000001801','8280','1','-9'
'000000001802','5120','2','-9'
'000000001805','5120','1','-9'
'000000001807','5000','2','-9'
'000000001808','8280','-6','-9'
'000000001810','5120','2','-9'
'000000001810','8280','-6','-9'
'000000001813','5120','2','-9'
'000000001814','1120','1','-9'
'000000001816','0720','-6','-9'
'000000001824','5000','-6','-9'
'000000001827','0720','-6','-9'
'000000001827','5000','2','-9'
'000000001827','8280','1','2'
'000000001829','5000','2','-9'
'000000001834','5000','2','-9'
'000000001836','8280','-6','-9'
'000000001838','8280','-6','-9'
'000000001840','8280','-6','-9'
'000000001843','5120','-6','-9'
'000000001847','5000','2','-9'
'000000001848','0720','-6','-9'
'000000001848','8280','-6','-9'
'000000001849','3360','1','2'
'000000001850','5000','2','-9'
'000000001850','8280','2','-9'
'000000001853','5000','2','-9'
'000000001856','8840','-6','-9'
'000000001858','8280','2','2'
'000000001860','8280','2','-9'
'000000001862','8280','-6','-9'
'000000001867','5120','-6','-9'
'000000001869','5000','-6','-9'
'000000001871','5120','1','-9'
'000000001872','1120','1','-9'
'000000001874','8280','-6','-9'
'000000001874','8840','-6','-9'
'000000001875','5000','-6','-9'
'000000001876','1120','2','-9'
'000000001877','1120','2','-9'
'000000001881','5000','1','-9'
'000000001884','5120','-6','-9'
'000000001886','5000','-6','-9'
'000000001886','8280','-6','-9'
'000000001888','1120','2','-9'
'000000001888','8280','-6','-9'
'000000001888','8840','-6','-9'
'000000001893','8280','-6','-9'
'000000001896','8840','-6','-9'
'000000001898','1120','2','-9'
'000000001900','3360','1','-9'
'000000001903','0720','-6','-9'
'000000001905','3360','1','-9'
'000000001907','5000','2','-9'
'000000001911','5000','2','-9'
'000000001914','8280','2','-9'
'000000001916','1120','1','-9'
'000000001916','8280','-6','-9'
'000000001917','0720','1','-9'
'000000001918','8280','2','-9'
'000000001919','8840','-6','-9'
'000000001920','8280','-6','-9'
'000000001926','5000','2','-9'
'000000001928','8280','1','-9'
'000000001929','5000','-6','-9'
'000000001929','5120','-6','-9'
'000000001931','5000','1','-9'
'000000001938','0720','-6','-9'
'000000001938','3360','2','-9'
'000000001942','1120','-6','-9'
'000000001943','1120','-6','-9'
'000000001944','8280','2','-9'
'000000001950','0720','-6','-9'
'000000001960','1120','2','-9'
'000000001960','8280','2','-9'
'000000001962','8280','2','-9'
'000000001962','8840','-6','-9'
'000000001964','1120','2','-9'
'000000001966','1120','2','-9'
'000000001966','8280','2','-9'
'000000001972','0720','2','-9'
'000000001975','1120','2','-9'
'000000001975','5000','2','-9'
'000000001978','8280','1','-9'
'000000001984','5120','-6','-9'
'000000001986','3360','2','-9'
'000000001987','3360','1','-9'
'000000001987','5000','2','-9'
'000000001989','5000','1','-9'
'000000001990','8280','2','-9'
'000000001992','8280','-6','-9'
'000000001994','8280','2','-9'
'000000001996','0720','-6','-9'
'000000001999','1120','2','-9'
'000000002000','8280','2','-9'
'000000002002','5000','2','-9'
'000000002002','5120','2','-9'
'000000002005','8280','2','-9'
'000000002006','8840','-6','-9'
'000000002008','8840','-6','-9'
'000000002012','8840','-6','-9'
'000000002014','5120','2','-9'
'000000002014','8280','2','-9'
'000000002014','8840','-6','-9'
'000000002016','8280','2','2'
'000000002018','3360','1','-9'
'000000002020','8280','2','-9'
'000000002022','5120','1','-9'
'000000002022','8280','2','-9'
'000000002025','1120','2','-9'
'000000002025','8840','-6','-9'
'000000002026','8280','2','-9'
'000000002026','8840','-6','-9'
'000000002029','3360','1','-9'
'000000002030','8280','1','-9'
'000000002033','8840','-6','-9'
'000000002034','3360','1','-9'
'000000002034','8280','1','-9'
'000000002044','8280','1','-9'
'000000002046','8280','2','-9'
'000000002051','8840','-6','-9'
'000000002053','8280','2','-9'
'000000002054','5120','1','-9'
'000000002056','5000','2','-9'
'000000002059','8280','2','-9'
'000000002061','5000','-6','-9'
'000000002062','8280','2','-9'
'000000002064','8280','1','-9'
'000000002065','3360','2','-9'
'000000002066','1120','-6','-9'
'000000002066','8280','2','-9'
'000000002074','1120','-6','-9'
'000000002075','0720','2','-9'
'000000002075','5120','-6','-9'
'000000002077','0720','-6','-9'
'000000002078','8280','1','-9'
'000000002078','8840','-6','-9'
'000000002080','0720','2','-9'
'000000002080','5000','-6','-9'
'000000002080','8280','2','-9'
'000000002082','8280','2','-9'
'000000002084','8280','2','-9'
'000000002086','5000','1','-9'
'000000002086','8280','2','-9'
'000000002092','0720','-6','-9'
'000000002093','0720','-6','-9'
'000000002093','5000','1','-9'
'000000002095','0720','2','-9'
'000000002098','8280','2','-9'
'000000002100','8280','2','-9'
'000000002102','8280','-6','-9'
'000000002104','8280','2','-9'
'000000002105','0720','-6','-9'
'000000002106','5000','-6','-9'
'000000002106','8280','2','-9'
'000000002107','0720','-6','-9'
'000000002109','5000','1','2'
'000000002109','8280','2','-9'
'000000002110','0720','-6','-9'
'000000002111','8280','2','-9'
'000000002113','0720','2','2'
'000000002116','0720','2','-9'
'000000002118','8280','2','-9'
'000000002119','0720','-6','-9'
'000000002120','1120','-6','-9'
'000000002120','8280','2','-9'
'000000002122','0720','2','-9'
'000000002123','1120','-6','-9'
'000000002124','8280','2','-9'
'000000002125','0720','-6','-9'
'000000002126','8280','2','-9'
'000000002128','0720','2','-9'
'000000002134','8280','2','-9'
'000000002137','0720','-6','-9'
'000000002142','8280','-6','-9'
'000000002142','8840','-6','-9'
'000000002145','8280','2','-9'
'000000002152','0720','2','2'
'000000002155','0720','-6','-9'
'000000002156','8280','2','-9'
'000000002157','5000','2','-9'
'000000002158','0720','1','-9'
'000000002158','8280','1','-9'
'000000002159','0720','-6','-9'
'000000002160','5000','2','-9'
'000000002160','8280','2','-9'
'000000002160','8840','-6','-9'
'000000002161','5000','2','-9'
'000000002163','8280','2','-9'
'000000002166','8280','2','-9'
'000000002167','0720','2','-9'
'000000002171','5000','-6','-9'
'000000002173','0720','2','-9'
'000000002175','1120','2','-9'
'000000002175','5120','-6','-9'
'000000002178','5000','2','-9'
'000000002180','8280','2','-9'
'000000002181','1120','2','-9'
'000000002182','5000','-6','-9'
'000000002184','8280','-6','-9'
'000000002185','0720','2','-9'
'000000002186','0720','2','-9'
'000000002186','8280','2','-9'
'000000002187','1120','2','-9'
'000000002190','5000','2','-9'
'000000002197','0720','-6','-9'
'000000002198','8280','2','-9'
'000000002200','8280','-6','-9'
'000000002204','5120','-6','-9'
'000000002206','8280','-6','-9'
'000000002207','8280','1','-9'
'000000002208','8280','2','-9'
'000000002210','0720','-6','-9'
'000000002221','0720','2','-9'
'000000002222','0720','-6','-9'
'000000002226','5120','-6','-9'
'000000002226','8280','2','2'
'000000002227','0720','-6','-9'
'000000002228','8280','2','-9'
'000000002231','0720','-6','-9'
'000000002233','0720','-6','-9'
'000000002234','8280','2','-9'
'000000002236','5000','-6','-9'
'000000002241','1120','1','-9'
'000000002242','8280','2','-9'
'000000002250','8280','1','-9'
'000000002251','5000','-6','-9'
'000000002253','3360','-6','-9'
'000000002254','8280','2','-9'
'000000002255','0720','-6','-9'
'000000002255','3360','2','-9'
'000000002256','5000','-6','-9'
'000000002258','1120','-6','-9'
'000000002258','5120','-6','-9'
'000000002264','3360','-6','-9'
'000000002267','0720','-6','-9'
'000000002267','5000','2','-9'
'000000002270','8280','2','-9'
'000000002281','8280','1','2'
'000000002287','8840','-6','-9'
'000000002288','0720','2','-9'
'000000002288','5000','1','-9'
'000000002289','3360','-6','-9'
'000000002292','5000','-6','-9'
'000000002292','8840','-6','-9'
'000000002300','5120','-6','-9'
'000000002302','8280','2','-9'
'000000002308','8280','-6','-9'
'000000002310','8280','2','-9'
'000000002312','0720','-6','-9'
'000000002312','3360','2','-9'
'000000002315','3360','2','-9'
'000000002317','3360','1','-9'
'000000002318','5000','2','2'
'000000002319','1120','2','-9'
'000000002319','3360','1','2'
'000000002320','1120','1','-9'
'000000002320','5000','2','-9'
'000000002333','0720','2','-9'
'000000002333','5120','-6','-9'
'000000002337','3360','2','-9'
'000000002341','3360','1','-9'
'000000002343','5000','-6','-9'
'000000002346','3360','2','2'
'000000002348','0720','-6','-9'
'000000002358','8280','-6','-9'
'000000002364','5000','-6','-9'
'000000002370','8280','-6','-9'
'000000002371','5000','-6','-9'
'000000002372','8280','-6','-9'
'000000002374','8840','-6','-9'
'000000002375','0720','-6','-9'
'000000002377','5000','2','-9'
'000000002383','8280','-6','-9'
'000000002384','0720','-6','-9'
'000000002385','0720','-6','-9'
'000000002387','5120','-6','-9'
'000000002388','1120','2','-9'
'000000002389','1120','-6','-9'
'000000002389','3360','-6','-9'
'000000002392','8840','2','-9'
'000000002394','1120','-6','-9'
'000000002396','0720','-6','-9'
'000000002396','8840','-6','-9'
'000000002399','0720','-6','-9'
'000000002403','1120','-6','-9'
'000000002405','3360','1','-9'
'000000002408','8280','2','-9'
'000000002408','8840','2','-9'
'000000002414','5120','1','-9'
'000000002415','1120','2','-9'
'000000002419','8280','2','-9'
'000000002422','5000','-6','-9'
'000000002425','8280','2','2'
'000000002426','5000','2','-9'
'000000002431','0720','-6','-9'
'000000002434','1120','-6','-9'
'000000002436','1120','2','2'
'000000002438','5120','2','-9'
'000000002440','3360','2','-9'
'000000002440','5120','2','-9'
'000000002442','5120','-6','-9'
'000000002444','3360','2','2'
'000000002445','1120','2','-9'
'000000002448','1120','1','-9'
'000000002452','5120','-6','-9'
'000000002453','5000','2','-9'
'000000002454','5120','2','-9'
'000000002460','8840','-6','-9'
'000000002462','5120','1','-9'
'000000002464','0720','-6','-9'
'000000002464','5120','1','-9'
'000000002465','1120','1','-9'
'000000002466','5000','-6','-9'
'000000002469','1120','1','-9'
'000000002472','5120','2','-9'
'000000002472','8840','2','-9'
'000000002478','8280','-6','-9'
'000000002480','0720','-6','-9'
'000000002483','5000','2','2'
'000000002484','5120','2','-9'
'000000002485','5120','-6','-9'
'000000002487','8840','-6','-9'
'000000002488','8840','-6','-9'
'000000002489','0720','-6','-9'
'000000002492','1120','1','-9'
'000000002496','1120','1','-9'
'000000002498','5120','2','-9'
'000000002502','3360','-6','-9'
'000000002502','5120','2','-9'
'000000002504','8840','2','-9'
'000000002505','5000','2','-9'
'000000002506','5120','2','-9'
'000000002508','1120','2','-9'
'000000002508','5120','2','-9'
'000000002509','8840','-6','-9'
'000000002510','0720','-6','-9'
'000000002512','5120','1','-9'
'000000002513','0720','-6','-9'
'000000002516','5120','2','-9'
'000000002520','5120','2','-9'
'000000002526','1120','1','2'
'000000002529','3360','-6','-9'
'000000002532','5120','2','-9'
'000000002533','3360','-6','-9'
'000000002535','1120','1','-9'
'000000002540','5120','-6','-9'
'000000002542','5120','2','-9'
'000000002549','8280','-6','-9'
'000000002552','5120','2','-9'
'000000002554','5000','2','-9'
'000000002556','8840','1','-9'
'000000002559','1120','2','-9'
'000000002560','5120','1','-9'
'000000002560','8840','2','-9'
'000000002562','1120','1','-9'
'000000002562','5120','1','-9'
'000000002564','0720','2','2'
'000000002564','5120','2','-9'
'000000002564','8280','-6','-9'
'000000002572','8840','2','-9'
'000000002576','5120','2','-9'
'000000002578','5000','-6','-9'
'000000002580','5120','2','2'
'000000002582','5120','1','-9'
'000000002583','1120','1','-9'
'000000002584','5120','2','-9'
'000000002584','8840','1','-9'
'000000002588','0720','1','-9'
'000000002588','8840','2','-9'
'000000002591','8840','-6','-9'
'000000002592','8840','1','-9'
'000000002596','5120','1','-9'
'000000002597','8840','-6','-9'
'000000002598','5120','2','-9'
'000000002600','5120','1','-9'
'000000002604','8840','2','-9'
'000000002605','0720','-6','-9'
'000000002605','1120','1','-9'
'000000002609','3360','-6','-9'
'000000002610','5120','1','-9'
'000000002610','8280','-6','-9'
'000000002611','0720','-6','-9'
'000000002612','5120','1','-9'
'000000002613','1120','2','-9'
'000000002614','5120','1','-9'
'000000002616','5120','2','-9'
'000000002618','8280','-6','-9'
'000000002619','1120','2','-9'
'000000002622','1120','1','-9'
'000000002624','5120','-6','-9'
'000000002625','1120','2','-9'
'000000002626','5120','1','-9'
'000000002632','5120','-6','-9'
'000000002637','5120','-6','-9'
'000000002639','0720','-6','-9'
'000000002642','0720','2','-9'
'000000002642','5120','2','-9'
'000000002643','1120','1','-9'
'000000002643','3360','-6','-9'
'000000002646','1120','2','-9'
'000000002647','1120','1','-9'
'000000002648','5120','1','-9'
'000000002649','8840','-6','-9'
'000000002650','1120','-6','-9'
'000000002652','1120','1','-9'
'000000002652','5120','2','-9'
'000000002652','8840','-6','-9'
'000000002653','8840','-6','-9'
'000000002654','5000','-6','-9'
'000000002654','5120','2','-9'
'000000002654','8840','-6','-9'
'000000002655','1120','2','-9'
'000000002657','5000','2','-9'
'000000002660','5120','2','-9'
'000000002660','8840','-6','-9'
'000000002663','0720','2','-9'
'000000002664','8840','2','-9'
'000000002668','3360','2','-9'
'000000002670','5120','2','-9'
'000000002672','5120','1','-9'
'000000002676','1120','1','2'
'000000002676','5120','1','-9'
'000000002678','5120','1','-9'
'000000002680','8840','1','-9'
'000000002681','8280','-6','-9'
'000000002684','0720','2','-9'
'000000002685','1120','-6','-9'
'000000002686','3360','-6','-9'
'000000002686','5120','1','-9'
'000000002690','0720','-6','-9'
'000000002692','5120','1','2'
'000000002693','0720','-6','-9'
'000000002694','5120','1','-9'
'000000002694','8280','2','-9'
'000000002697','3360','-6','-9'
'000000002698','8280','-6','-9'
'000000002700','8840','-6','-9'
'000000002703','8280','2','-9'
'000000002706','1120','2','-9'
'000000002708','5120','2','-9'
'000000002711','5000','2','-9'
'000000002712','1120','2','-9'
'000000002712','3360','-6','-9'
'000000002712','5120','2','-9'
'000000002714','5120','2','-9'
'000000002716','5120','2','-9'
'000000002718','3360','-6','-9'
'000000002719','8840','-6','-9'
'000000002728','5120','1','-9'
'000000002728','8840','-6','-9'
'000000002729','8840','-6','-9'
'000000002730','1120','2','-9'
'000000002730','5120','2','-9'
'000000002732','0720','-6','-9'
'000000002732','5120','1','-9'
'000000002733','1120','2','-9'
'000000002734','5120','1','-9'
'000000002735','0720','2','-9'
'000000002736','1120','2','-9'
'000000002736','5120','1','-9'
'000000002737','5120','1','-9'
'000000002742','0720','2','2'
'000000002742','5120','2','-9'
'000000002744','8840','2','-9'
'000000002747','1120','2','-9'
'000000002752','5120','1','-9'
'000000002755','5120','2','-9'
'000000002756','0720','-6','-9'
'000000002756','8840','1','-9'
'000000002757','1120','2','-9'
'000000002758','5120','2','-9'
'000000002759','0720','-6','-9'
'000000002760','8840','2','-9'
'000000002761','5120','2','-9'
'000000002762','0720','-6','-9'
'000000002762','5000','-6','-9'
'000000002763','0720','2','-9'
'000000002763','1120','1','-9'
'000000002763','5000','2','2'
'000000002764','5120','2','-9'
'000000002766','5120','-6','-9'
'000000002768','0720','-6','-9'
'000000002769','1120','1','-9'
'000000002770','5000','-6','-9'
'000000002771','8280','-6','-9'
'000000002772','0720','2','-9'
'000000002772','5120','-6','-9'
'000000002774','5120','-6','-9'
'000000002774','8280','-6','-9'
'000000002775','0720','-6','-9'
'000000002776','8840','-6','-9'
'000000002786','8840','-6','-9'
'000000002787','1120','-6','-9'
'000000002793','8280','-6','-9'
'000000002795','0720','-6','-9'
'000000002804','0720','-6','-9'
'000000002804','8840','2','-9'
'000000002806','5120','2','-9'
'000000002809','0720','-6','-9'
'000000002811','1120','1','-9'
'000000002812','8840','2','-9'
'000000002816','5120','-6','-9'
'000000002817','0720','2','-9'
'000000002817','1120','2','-9'
'000000002817','8280','1','-9'
'000000002820','0720','-6','-9'
'000000002820','8280','2','-9'
'000000002822','0720','2','-9'
'000000002823','1120','2','-9'
'000000002823','5120','-6','-9'
'000000002825','0720','-6','-9'
'000000002827','5120','1','-9'
'000000002828','8280','2','-9'
'000000002829','8280','-6','-9'
'000000002830','5120','1','-9'
'000000002833','5120','2','-9'
'000000002836','8840','1','-9'
'000000002838','0720','-6','-9'
'000000002838','5000','-6','-9'
'000000002839','5000','-6','-9'
'000000002839','8280','-6','-9'
'000000002845','0720','-6','-9'
'000000002847','1120','-6','-9'
'000000002848','3360','-6','-9'
'000000002849','0720','-6','-9'
'000000002853','0720','-6','-9'
'000000002854','5120','-6','-9'
'000000002857','5120','1','-9'
'000000002859','0720','2','-9'
'000000002859','5000','-6','-9'
'000000002861','8280','-6','-9'
'000000002866','5000','-6','-9'
'000000002868','0720','2','-9'
'000000002868','1120','2','-9'
'000000002868','8840','2','-9'
'000000002871','0720','1','-9'
'000000002874','1120','-6','-9'
'000000002875','3360','-6','-9'
'000000002875','5120','2','-9'
'000000002876','5000','2','2'
'000000002876','8840','-6','-9'
'000000002877','0720','2','-9'
'000000002880','1120','2','-9'
'000000002883','1120','2','-9'
'000000002884','0720','-6','-9'
'000000002884','5120','2','-9'
'000000002886','1120','2','2'
'000000002888','8840','2','-9'
'000000002891','0720','2','-9'
'000000002892','8840','1','-9'
'000000002894','0720','2','-9'
'000000002895','0720','2','-9'
'000000002897','0720','2','-9'
'000000002898','0720','-6','-9'
'000000002899','5120','2','-9'
'000000002902','0720','-6','-9'
'000000002902','5120','2','-9'
'000000002902','8840','-6','-9'
'000000002903','8280','2','-9'
'000000002904','8840','2','2'
'000000002908','3360','-6','-9'
'000000002908','5120','2','-9'
'000000002910','0720','-6','-9'
'000000002910','1120','2','-9'
'000000002913','0720','2','-9'
'000000002916','0720','1','-9'
'000000002916','1120','2','-9'
'000000002917','8280','-6','-9'
'000000002918','0720','-6','-9'
'000000002918','5000','-6','-9'
'000000002919','0720','-6','-9'
'000000002919','8280','2','-9'
'000000002924','1120','-6','-9'
'000000002924','8840','2','2'
'000000002925','0720','-6','-9'
'000000002926','5120','1','-9'
'000000002927','3360','-6','-9'
'000000002928','0720','-6','-9'
'000000002928','8840','1','-9'
'000000002930','0720','1','-9'
'000000002930','5120','2','-9'
'000000002931','1120','1','-9'
'000000002934','1120','2','-9'
'000000002937','1120','-6','-9'
'000000002938','8280','2','-9'
'000000002940','0720','-6','-9'
'000000002940','5120','-6','-9'
'000000002943','0720','2','-9'
'000000002944','5000','-6','-9'
'000000002946','1120','1','-9'
'000000002949','0720','2','2'
'000000002950','8840','2','-9'
'000000002952','0720','2','-9'
'000000002955','0720','2','-9'
'000000002955','5000','-6','-9'
'000000002960','8840','2','-9'
'000000002964','0720','-6','-9'
'000000002966','0720','-6','-9'
'000000002966','8280','-6','-9'
'000000002968','8840','2','-9'
'000000002971','8840','-6','-9'
'000000002972','0720','-6','-9'
'000000002973','1120','2','-9'
'000000002982','0720','2','-9'
'000000002985','0720','2','-9'
'000000002988','0720','2','-9'
'000000002988','5000','-6','-9'
'000000002991','1120','2','-9'
'000000002993','8280','-6','-9'
'000000002994','1120','2','-9'
'000000002997','1120','2','-9'
'000000003002','3360','-6','-9'
'000000003002','8840','-6','-9'
'000000003003','0720','2','-9'
'000000003008','8840','2','2'
'000000003009','0720','1','-9'
'000000003012','0720','2','-9'
'000000003012','8840','2','2'
'000000003014','8840','2','-9'
'000000003015','0720','-6','-9'
'000000003017','8280','-6','-9'
'000000003018','0720','2','-9'
'000000003018','1120','2','-9'
'000000003018','5120','1','-9'
'000000003019','5000','-6','-9'
'000000003020','0720','-6','-9'
'000000003021','0720','2','-9'
'000000003022','8840','2','-9'
'000000003023','8840','-6','-9'
'000000003025','5000','-6','-9'
'000000003026','0720','2','-9'
'000000003027','3360','-6','-9'
'000000003028','8840','1','-9'
'000000003030','1120','1','-9'
'000000003032','0720','2','-9'
'000000003033','1120','-6','-9'
'000000003035','0720','2','-9'
'000000003036','0720','2','-9'
'000000003042','8840','-6','-9'
'000000003046','8840','2','-9'
'000000003048','8840','2','-9'
'000000003050','0720','1','-9'
'000000003054','8840','-6','-9'
'000000003055','8280','2','-9'
'000000003058','0720','2','2'
'000000003059','8840','2','-9'
'000000003062','0720','-6','-9'
'000000003064','8840','2','2'
'000000003066','0720','1','2'
'000000003069','0720','2','-9'
'000000003069','8280','-6','-9'
'000000003069','8840','1','-9'
'000000003070','0720','2','-9'
'000000003073','1120','2','-9'
'000000003074','0720','2','-9'
'000000003075','1120','1','-9'
'000000003076','8840','2','-9'
'000000003084','0720','2','-9'
'000000003084','1120','-6','-9'
'000000003087','8840','2','-9'
'000000003088','0720','2','2'
'000000003090','1120','-6','-9'
'000000003090','8840','-6','-9'
'000000003092','8840','-6','-9'
'000000003096','8840','-6','-9'
'000000003097','8840','-6','-9'
'000000003098','5000','-6','-9'
'000000003100','1120','-6','-9'
'000000003101','8840','2','-9'
'000000003102','0720','2','-9'
'000000003105','0720','2','-9'
'000000003106','0720','2','-9'
'000000003106','8280','-6','-9'
'000000003107','8840','-6','-9'
'000000003109','0720','1','-9'
'000000003110','0720','2','-9'
