CONTROL,SMSA,XINUS,XPER,XCOND,XCOOP,XCOST,XHEAD,XREL,XTEN,XUNIT,RMOV,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000001612','0720','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000001615','5000','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001617','5120','-9',3,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001617','5120','-9',2,'2','-6','1','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'000000001617','8280','-9',4,'3','-6','1','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'000000001620','0720','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001624','1120','-9',2,'3','-6','1','2','1','3','2',1,'1','-9','-9','-9','-9','-9'
'000000001625','5120','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000001626','8280','-9',1,'3','-6','3','1','-6','2','3',1,'1','-9','-9','-9','-9','1'
'000000001626','8280','-9',3,'3','-6','-7','2','1','2','3',2,'2','-9','-9','-9','-9','-9'
'000000001626','8840','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001627','8280','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001630','5000','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001631','5120','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001632','8280','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001633','5120','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001633','5120','-9',4,'3','-6','3','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000001638','8840','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001639','5120','-9',3,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001640','3360','-9',4,'3','-6','3','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000001640','5120','-9',2,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001641','0720','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001641','3360','-9',2,'3','-6','3','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'000000001641','5120','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001642','5000','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001643','8280','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001644','1120','-9',4,'2','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001647','8280','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001648','8280','-9',5,'4','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001649','0720','-9',3,'3','-6','3','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001649','5000','-9',1,'3','-6','1','1','-6','2','-8',1,'1','-9','1','-9','-9','1'
'000000001649','5000','-9',2,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000001649','5120','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001649','5120','-9',6,'3','-6','3','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000001652','5120','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001652','5120','-9',2,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000001656','5000','-9',-7,'4','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001656','8280','-9',-7,'1','1','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001656','8280','-9',3,'3','-6','1','2','2','1','1',2,'2','-9','-9','-9','-9','-9'
'000000001658','3360','-9',6,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001658','5120','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000001659','8280','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001661','5120','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000001662','5000','-9',4,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001662','8280','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001662','8840','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001664','0720','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001665','1120','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001666','1120','-9',3,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001666','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000001673','5120','-9',10,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001674','5120','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001675','5120','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001680','1120','-9',3,'3','-6','-7','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001682','5120','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001684','5000','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001684','5120','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001685','8840','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001686','1120','-9',2,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001687','0720','-9',4,'3','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001687','8840','-9',3,'2','-6','1','2','1','1','2',1,'1','-9','-9','-9','-9','-9'
'000000001690','8840','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001691','5000','-9',5,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'000000001691','5120','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001692','0720','-9',4,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001692','5120','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000001694','8840','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000001695','5000','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001696','5120','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000001700','8840','-9',3,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001700','8840','-9',1,'3','-6','3','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000001700','8840','-9',1,'4','-6','3','1','-6','2','2',3,'3','-9','-9','-9','-9','1'
'000000001701','5000','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001704','1120','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001704','1120','-9',3,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000001705','0720','-9',3,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001705','0720','-9',1,'3','-6','1','1','-6','1','1',2,'2','-9','-9','-9','-9','1'
'000000001707','1120','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000001707','8280','-9',1,'3','-6','-8','1','-6','2','-8',1,'1','-9','1','-9','-9','1'
'000000001709','1120','-9',1,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001711','0720','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001711','8280','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001712','5000','-9',4,'2','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'000000001712','5000','-9',-7,'4','-6','4','-7','-6','2','-7',2,'2','-9','1','-9','-9','-9'
'000000001714','5120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001715','5120','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001716','5000','-9',2,'3','-6','1','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'000000001717','5000','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001717','5000','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000001720','1120','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001722','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001722','5120','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001723','5120','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001724','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001724','1120','-9',2,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000001724','1120','-9',4,'3','-6','1','2','1','1','1',3,'3','-9','-9','-9','-9','-9'
'000000001724','5000','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001724','5000','-9',4,'3','-6','3','2','2','2','1',2,'2','-9','-9','-9','-9','-9'
'000000001724','8280','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001725','5120','-9',10,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001725','5120','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','-9'
'000000001726','1120','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000001726','5120','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001729','8280','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001731','0720','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000001731','8280','-9',8,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001733','5120','-9',6,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001735','3360','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001736','5120','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001739','0720','-9',-7,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','1','-9'
'000000001740','3360','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001745','3360','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001746','5000','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001747','8280','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001750','5120','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001752','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000001753','0720','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001757','5120','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000001759','5000','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000001759','5000','-9',2,'2','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000001760','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001763','3360','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001764','5120','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001766','5000','-9',3,'3','-6','3','2','1','1','3',1,'1','-9','-9','-9','-9','-9'
'000000001769','0720','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001769','5120','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001769','8840','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001770','5120','-9',-7,'-9','-6','-9','-9','-6','3','-9',-9,'1','1','1','-9','1','-9'
'000000001771','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001773','8840','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000001775','5000','-9',2,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000001775','5120','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000001776','5120','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001778','1120','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000001778','5000','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001781','3360','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001783','8840','-9',3,'4','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001785','8280','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001786','1120','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001787','3360','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001789','5120','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001791','8840','-9',6,'3','-6','4','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001793','5120','-9',5,'3','-6','2','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001795','0720','-9',-7,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'000000001796','5000','-9',3,'4','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001798','1120','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001801','5000','-9',-7,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'000000001805','5120','-9',3,'3','-6','2','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001808','8280','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001808','8280','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000001813','5120','-9',5,'2','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001818','8280','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001827','0720','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001827','5000','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001829','5000','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001834','5000','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001838','8280','-9',1,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000001838','8840','-9',3,'4','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001839','3360','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001840','8280','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001840','8280','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000001840','8280','-9',2,'3','-6','1','1','-6','2','2',3,'3','-9','-9','-9','-9','-9'
'000000001842','8280','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000001843','0720','-9',3,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001849','3360','-9',5,'2','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001849','3360','-9',1,'4','-6','3','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000001850','3360','-9',5,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001852','8280','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001853','5000','-9',-7,'3','-6','1','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000001857','5120','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001858','0720','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001859','0720','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001859','0720','-9',3,'-7','-6','1','1','-6','2','-7',2,'2','-9','1','-9','-9','-9'
'000000001859','3360','-9',-7,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'000000001863','0720','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000001864','5120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001865','0720','-9',5,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001866','0720','-9',-7,'3','-6','4','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001866','5120','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001867','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001868','5120','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001869','1120','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001869','1120','-9',3,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000001873','1120','-9',2,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001874','8280','-9',6,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001875','5000','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001875','5000','-9',2,'2','-6','1','2','1','1','2',2,'2','-9','-9','-9','-9','-9'
'000000001876','1120','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001879','5120','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001879','5120','-9',2,'3','-6','3','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000001879','8840','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001882','5120','-9',2,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001882','5120','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000001883','0720','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001884','3360','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000001884','5120','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000001885','0720','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001886','5000','-9',7,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001886','8280','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001887','5120','-9',2,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001888','3360','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001888','3360','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000001889','1120','-9',5,'3','-6','3','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001893','8280','-9',-7,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000001896','8840','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001900','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000001900','8280','-9',2,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001900','8280','-9',1,'3','-6','1','1','-6','1','1',2,'2','-9','-9','-9','-9','1'
'000000001902','5000','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001902','5000','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000001903','0720','-9',-7,'4','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001905','3360','-9',3,'3','-6','3','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001911','5000','-9',2,'-7','-6','4','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'000000001911','5000','-9',-7,'4','-6','1','2','1','1','1',2,'2','-9','1','1','-9','-9'
'000000001912','3360','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000001914','8280','-9',4,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001915','0720','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001915','8840','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001919','8840','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001921','8840','-9',4,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001926','5000','-9',3,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001926','8280','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001926','8840','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001929','5000','-9',1,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000001929','8840','-9',1,'2','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000001932','5120','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001933','0720','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001933','5000','-9',2,'4','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001937','8840','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001938','0720','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001938','0720','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','-9'
'000000001938','0720','-9',2,'3','-6','1','2','2','2','-7',3,'3','-9','-9','-9','-9','-9'
'000000001941','0720','-9',3,'3','-6','2','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001943','1120','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001946','8280','-9',-8,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001950','0720','-9',-7,'-7','-6','-7','-7','-6','3','-7',1,'1','-9','1','-9','-9','-9'
'000000001953','5120','-9',7,'4','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000001957','0720','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000001963','8840','-9',6,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000001964','1120','-9',3,'3','-6','3','2','2','3','2',1,'1','-9','-9','-9','-9','-9'
'000000001966','8280','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000001969','5120','-9',1,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000001972','0720','-9',2,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
