Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,277,30304082,109400,86200,3541,14.4
Feb,228,26211160,115000,92200,3375,13.5
Mar,295,30527304,103500,84600,3493,13.7
Apr,252,27957791,110900,90800,3548,13.8
May,255,26581113,104200,85700,3648,14.0
Jun,275,32878393,119600,92900,3639,14.0
Jul,333,38131153,114500,92100,3741,14.0
Aug,334,39110655,117100,90700,3698,13.7
Sep,254,29976373,118000,90500,3700,13.8
Oct,251,26374833,105100,86300,3654,13.6
Nov,277,30304082,109400,86200,3541,13.1
Dec,234,24804795,106000,87100,3307,12.2
1991-Jan,203,21970849,108200,83200,3467,13.0
Feb,227,25850888,113900,87300,3621,13.6
Mar,361,37643940,104300,83000,3698,13.6
Apr,352,36353172,103300,84500,3734,13.4
May,421,46749784,111000,82600,3801,13.0
Jun,359,37767767,105200,88600,3765,12.5
Jul,367,41186326,112200,88700,3837,12.6
Aug,374,43285736,115700,95000,3746,12.2
Sep,280,28980516,103500,86900,3614,11.7
Oct,287,31571116,110000,89000,3478,11.2
Nov,262,30307824,115700,91200,3320,10.7
Dec,235,29533259,125700,97900,3210,10.3
1992-Jan,184,19241493,104600,87800,3444,11.1
Feb,215,23722404,110300,92800,3542,11.5
Mar,268,35531805,132600,91600,3618,12.0
Apr,317,35775926,112900,94400,3620,12.2
May,325,38666573,119000,94000,3593,12.4
Jun,366,43230040,118100,97500,3572,12.3
Jul,327,37379641,114300,96600,3476,12.1
Aug,372,48988991,131700,101400,3294,11.5
Sep,304,35226016,115900,93900,3333,11.6
Oct,312,34313053,110000,94300,3217,11.1
Nov,275,31480180,114500,95400,3061,10.5
Dec,332,40742543,122700,97200,2866,9.6
1993-Jan,227,30609235,134800,111300,3023,10.0
Feb,215,23470927,109200,90200,3145,10.4
Mar,327,37217731,113800,94800,3328,10.8
Apr,348,41812150,120100,97800,3334,10.7
May,380,43790799,115200,95500,3362,10.7
Jun,463,68205212,147300,104100,3264,10.1
Jul,437,52589096,120300,99600,3239,9.7
Aug,482,57342898,119000,96100,3052,8.9
Sep,393,41659740,106000,92100,2951,8.4
Oct,334,38631072,115700,94000,2914,8.3
Nov,323,38616247,119600,102200,2827,8.0
Dec,337,40716413,120800,101000,2679,7.5
1994-Jan,217,25604866,118000,93000,2855,8.0
Feb,206,24881148,120800,93900,2763,7.8
Mar,291,35413245,121700,122900,2585,7.4
Apr,308,37171288,120700,96500,2540,7.3
May,317,38317375,120900,99800,2527,7.4
Jun,376,49326312,131200,101500,2543,7.6
Jul,411,53813463,130900,99900,2489,7.5
Aug,376,50153512,133400,108700,2367,7.3
Sep,291,37073982,127400,106600,2250,7.1
Oct,281,34367424,122300,94800,2243,7.2
Nov,294,37257738,126700,102800,2149,7.0
Dec,315,43120035,136900,108900,2065,6.7
1995-Jan,223,30684320,137600,104400,2241,7.3
Feb,278,37016785,133200,106400,2350,7.5
Mar,406,51799861,127600,97700,2165,6.7
Apr,357,43506066,121900,97500,2119,6.5
May,433,57571369,133000,106600,2142,6.4
Jun,526,72076974,137000,108800,2111,6.0
Jul,501,67437812,134600,108500,1983,5.6
Aug,581,79736405,137200,109900,2042,5.5
Sep,446,61237408,137300,111100,2040,5.3
Oct,379,51364966,135500,112000,2040,5.2
Nov,399,54630722,136900,113900,2021,5.0
Dec,353,50600730,143300,115300,1903,4.7
1996-Jan,365,57889504,158600,127300,1893,4.5
Feb,369,48080378,130300,107900,3832,9.0
Mar,499,70176974,140600,117800,2150,5.0
Apr,493,64449120,130700,103800,2150,4.8
May,568,77642675,136700,106700,2150,4.7
Jun,513,73273364,142800,116600,2150,4.7
Jul,522,76155312,145900,123800,2150,4.7
Aug,516,75510739,146300,119100,4172,9.2
Sep,446,59406868,133200,105100,4132,9.1
Oct,413,56637499,137100,111500,2496,5.5
Nov,382,51350785,134400,109100,2351,5.2
Dec,380,57368818,151000,115600,2240,4.9
1997-Jan,317,44750112,141200,117400,2399,5.3
Feb,370,51139815,138200,113000,2407,5.3
Mar,463,67234103,145200,118200,2563,5.7
Apr,430,60653640,141100,112100,2377,5.4
May,550,81997394,149100,120000,2420,5.5
Jun,570,86107458,151100,125300,2351,5.3
Jul,597,91333891,153000,121200,2240,4.9
Aug,606,91822036,151500,122300,2174,4.7
Sep,555,82749628,149100,117700,2142,4.6
Oct,500,73252373,146500,121200,2084,4.4
Nov,413,61483095,148900,123200,1937,4.0
Dec,483,77154307,159700,128000,1877,3.8
1998-Jan,329,48507870,147400,116500,1947,4.0
Feb,423,60228217,142400,118200,1988,4.0
Mar,568,90029016,158500,127800,2050,4.1
Apr,526,75007287,142600,118100,1978,3.9
