Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Sep,185,19315000,104400,81600,801,4.1
Oct,148,15340000,103600,87800,787,4.0
Nov,137,12295339,89700,73600,763,3.9
Dec,157,15420000,98200,76600,717,3.7
2001-Jan,156,14670000,94000,81700,767,3.9
Feb,166,16475000,99200,77400,782,4.0
Mar,260,26265000,101000,86200,810,4.1
Apr,200,19365000,96800,82700,822,4.2
May,253,26790000,105900,84300,833,4.2
Jun,274,28600000,104400,80600,862,4.3
Jul,280,30435000,108700,86300,836,4.1
Aug,260,26945000,103600,83600,860,4.2
Sep,188,18945000,100800,81100,850,4.1
Oct,210,21585000,102800,88500,832,3.9
Nov,169,18220000,107800,86900,769,3.6
Dec,215,22300000,103700,86500,711,3.2
2002-Jan,154,15760000,102300,81300,753,3.4
Feb,218,21065000,96600,80000,700,3.1
Mar,238,24215000,101700,80500,681,3.1
Apr,252,26790000,106300,88500,643,2.8
May,330,35645000,108000,88400,598,2.6
Jun,263,30800000,117100,91600,639,2.8
Jul,271,30305000,111800,89500,655,2.8
Aug,297,34355000,115700,92200,687,2.9
Sep,219,25090000,114600,92400,718,3.0
Oct,221,24685000,111700,88900,750,3.2
Nov,186,20615000,110800,85700,753,3.2
Dec,244,30370000,124500,92100,697,2.9
2003-Jan,172,20375000,118500,88700,727,3.0
Feb,186,20930000,112500,87200,723,3.0
Mar,216,23980000,111000,92600,711,3.0
Apr,291,33395000,114800,92800,733,3.0
May,301,34460000,114500,88900,757,3.2
Jun,267,31450000,117800,94500,798,3.3
Jul,301,35355000,117500,99300,853,3.5
Aug,362,42510000,117400,98700,921,3.7
Sep,247,34085000,138000,105700,990,4.0
Oct,241,28430000,118000,91500,1027,4.1
Nov,193,23695000,122800,100500,1030,4.1
Dec,238,28310000,118900,96100,966,3.8
2004-Jan,146,16215000,111100,89200,1012,4.1
Feb,170,20650000,121500,94400,1033,4.2
Mar,229,26830000,117200,94500,1040,4.2
Apr,247,28940000,117200,92800,1054,4.3
May,330,39250000,118900,93900,1065,4.3
Jun,339,41645000,122800,98800,1104,4.4
Jul,358,42755000,119400,100400,1162,4.5
Aug,300,36730000,122400,95800,1218,4.8
Sep,183,21140000,115500,96600,1246,5.0
Oct,183,25285000,138200,101700,1259,5.2
Nov,191,24400000,127700,101300,1226,5.0
Dec,222,27165000,122400,100600,1176,4.9
2005-Jan,154,16835000,109300,86500,1241,5.1
Feb,192,22210000,115700,95000,1255,5.1
Mar,260,30585000,117600,96700,1254,5.1
Apr,300,37660000,125500,98600,1243,5.0
May,318,38195000,120100,99500,1308,5.2
Jun,338,42710000,126400,105000,1309,5.2
Jul,371,45990000,124000,99900,1421,5.7
Aug,349,40000000,114600,93300,1459,5.7
Sep,261,32475000,124400,98300,1448,5.5
Oct,262,33195000,126700,101900,1435,5.4
Nov,224,30975000,138300,112600,1392,5.1
Dec,214,25875000,120900,98600,1441,5.3
2006-Jan,180,20580000,114300,85400,1360,5.0
Feb,227,29760000,131100,107000,1382,5.0
Mar,277,33470000,120800,94200,1446,5.2
Apr,289,34610000,119800,99000,1461,5.3
May,335,41035000,122500,97100,1483,5.3
Jun,349,42415000,121500,100200,1504,5.4
Jul,393,51165000,130200,108500,1548,5.5
Aug,341,45705000,134000,107400,1555,5.6
Sep,234,30460000,130200,101900,1624,5.9
Oct,238,28600000,120200,98500,1582,5.8
Nov,244,32095000,131500,104800,1608,5.8
Dec,228,29760000,130500,103800,1566,5.6
2007-Jan,193,23880000,123700,101000,1633,5.9
Feb,237,30730000,129700,103600,1661,5.9
Mar,327,43695000,133600,102400,1636,5.8
Apr,285,33760000,118500,100300,1681,5.9
May,380,46560000,122500,101800,1732,6.0
Jun,373,48930000,131200,107200,1833,6.3
Jul,385,52710000,136900,111900,1907,6.6
Aug,353,46235000,131000,104900,1894,6.5
Sep,214,26225000,122500,97900,1873,6.5
Oct,252,34970000,138800,109400,1813,6.3
Nov,258,32910000,127600,100000,1700,5.9
Dec,228,29050000,127400,101200,1558,5.4
2008-Jan,170,22580000,132800,107700,1565,5.4
Feb,222,28240000,127200,101300,1534,5.3
Mar,299,38500000,128800,104100,1539,5.4
Apr,322,43295000,134500,108400,1540,5.3
May,378,53910000,142600,113100,1586,5.5
Jun,376,49610000,131900,107100,1621,5.6
Jul,345,45255000,131200,110000,1619,5.7
Aug,342,48660000,142300,116800,1544,5.4
Sep,247,33360000,135100,113200,1495,5.2
Oct,192,27895000,145300,116400,1529,5.4
Nov,151,20120000,133200,103600,1503,5.5
Dec,201,28115000,139900,116700,1436,5.3
2009-Jan,134,17705000,132100,108200,1452,5.4
Feb,199,25575000,128500,112600,1510,5.7
Mar,258,34270000,132800,108600,1516,5.8
Apr,289,39285000,135900,115200,1459,5.6
