Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,119,9149450,76900,68800,2829,20.8
Feb,117,7959476,68000,62800,3111,22.7
Mar,168,11111754,66100,57400,3197,23.0
Apr,139,10180947,73200,62200,3103,22.3
May,156,10422757,66800,49600,3153,22.6
Jun,192,13913528,72500,66200,3180,22.7
Jul,165,11675005,70800,59000,3136,22.0
Aug,197,17706354,89900,66600,3106,21.4
Sep,156,10570699,67800,63700,2932,19.9
Oct,131,8655619,66100,57900,2905,19.8
Nov,119,9149450,76900,68800,2829,19.1
Dec,111,6771651,61000,57200,2760,18.7
1991-Jan,122,8780433,72000,65000,2699,18.3
Feb,115,7359628,64000,61200,2649,17.9
Mar,153,10913919,71300,64600,2657,18.2
Apr,155,9779894,63100,54200,2732,18.5
May,178,12428895,69800,62200,2719,18.2
Jun,214,15620280,73000,66200,2566,17.0
Jul,208,15354733,73800,66200,2705,17.5
Aug,180,12600000,70000,-,2650,17.3
Sep,140,9520000,68000,-,2550,16.8
Oct,140,9380000,67000,-,2550,16.7
Nov,150,9962668,66400,60000,2523,16.2
Dec,130,8320000,64000,-,2450,15.6
1992-Jan,153,11030782,72100,57600,2364,14.8
Feb,150,10725000,71500,-,2365,14.5
Mar,221,15709461,71100,63600,2369,14.1
Apr,220,15684168,71300,-,2436,14.0
May,248,17921690,72300,62900,2368,13.2
Jun,253,19455343,76900,64400,2375,13.0
Jul,240,17712000,73800,-,2400,12.9
Aug,210,15387284,73300,64800,2260,12.0
Sep,192,14654576,76300,65300,2243,11.7
Oct,170,12750000,75000,-,2200,11.3
Nov,155,11512836,74300,68800,2145,11.0
Dec,189,13934890,73700,69400,1967,9.8
1993-Jan,142,11429951,80500,67400,1983,10.0
Feb,152,11612443,76400,63300,2008,10.1
Mar,184,13528222,73500,66000,2053,10.5
Apr,201,15431810,76800,76200,2024,10.4
May,193,15847987,82100,69800,2072,10.9
Jun,259,20613171,79600,68400,2041,10.7
Jul,228,17703595,77600,68400,1980,10.4
Aug,221,17748752,80300,72100,1932,10.1
