Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,35,2402070,68600,67000,687,13.1
Feb,46,3497575,76000,65000,856,15.8
Mar,60,3926334,65400,54300,890,15.8
Apr,50,3252057,65000,56200,912,16.0
May,84,5795050,69000,61000,951,16.1
Jun,78,6218105,79700,69200,903,15.2
Jul,74,5402925,73000,63100,832,14.1
Aug,114,7237620,63500,56400,755,12.2
Sep,51,3661700,71800,67200,723,11.8
Oct,52,4309208,82900,72900,725,11.7
Nov,35,2402070,68600,67000,687,11.1
Dec,37,2767450,74800,65800,653,10.9
1991-Jan,34,2399550,70600,62000,666,11.2
Feb,41,3205666,78200,72500,713,12.1
Mar,36,2473825,68700,60000,763,13.3
Apr,47,3552422,75600,75000,809,14.2
May,130,7478665,57500,49200,777,12.8
Jun,72,5857550,81400,68300,753,12.5
Jul,95,7220157,76000,69600,717,11.6
Aug,100,7573750,75700,66300,602,9.9
Sep,75,5389267,71900,68100,607,9.7
Oct,61,3795000,62200,58300,525,8.3
Nov,58,4481494,77300,61700,461,7.0
Dec,44,2594350,59000,47300,478,7.2
1992-Jan,51,3869105,75900,66400,534,7.9
Feb,43,2959630,68800,59400,560,8.3
Mar,66,5505019,83400,76000,585,8.3
Apr,76,5856535,77100,67700,628,8.7
May,114,8643372,75800,68500,636,8.9
Jun,109,8267402,75800,67400,626,8.4
Jul,118,9760300,82700,68900,540,7.1
Aug,121,8833245,73000,65500,480,6.2
Sep,80,5661124,70800,60000,442,5.6
Oct,77,6244367,81100,71200,423,5.3
Nov,79,7115045,90100,76100,414,5.1
Dec,89,7257025,81500,68900,378,4.4
1993-Jan,72,4274144,59400,45800,410,4.7
Feb,61,4875500,79900,69400,434,4.9
Mar,74,6581240,88900,77800,452,5.1
Apr,71,5871626,82700,80500,454,5.1
May,111,9575450,86300,76200,473,5.3
Jun,134,11226358,83800,74300,471,5.2
Jul,143,10633780,74400,68500,443,4.8
Aug,173,15249000,88100,75000,462,4.8
Sep,94,7437645,79100,70700,448,4.6
Oct,90,7626831,84700,74200,468,4.7
Nov,76,7448275,98000,85000,456,4.6
Dec,87,7289955,83800,79400,435,4.4
1994-Jan,63,5247411,83300,72500,468,4.8
Feb,67,5405113,80700,72900,506,5.1
Mar,100,9152057,91500,75800,558,5.5
Apr,70,6616955,94500,78000,565,5.6
May,130,11437138,88000,77800,594,5.8
Jun,128,11205301,87500,81400,588,5.8
Jul,121,12240329,101200,81400,578,5.8
Aug,143,12063309,84400,72100,544,5.6
Sep,65,5761791,88600,83100,554,5.8
Oct,65,6184121,95100,87500,540,5.8
Nov,54,4542213,84100,80000,527,5.8
Dec,74,6185755,83600,75400,488,5.4
1995-Jan,52,4211417,81000,72500,504,5.7
Feb,63,5417658,86000,79200,539,6.1
Mar,72,6426565,89300,79200,593,6.9
Apr,81,7334393,90500,78800,584,6.7
May,122,11050516,90600,75000,626,7.2
Jun,128,12391600,96800,84000,583,6.7
Jul,121,11019745,91100,79200,563,6.5
Aug,163,14363132,88100,76200,528,6.0
Sep,85,7335475,86300,76300,510,5.7
Oct,86,7887750,91700,87900,471,5.1
Nov,73,8149305,111600,98800,489,5.2
Dec,90,8718217,96900,85000,492,5.2
1996-Jan,73,7555000,103500,89500,553,5.7
Feb,48,4800000,100000,94000,638,6.7
Mar,77,7210000,93600,78300,670,7.0
Apr,101,9335000,92400,83800,659,6.8
May,142,14150000,99600,86800,697,7.0
Jun,142,14315000,100800,83600,645,6.4
Jul,165,15495000,93900,83200,609,5.9
Aug,160,14720000,92000,80000,556,5.4
Sep,76,6495000,85500,76900,556,5.4
Oct,51,5970000,117100,101700,553,5.5
Nov,67,7265000,108400,91200,565,5.7
Dec,81,8235000,101700,86900,531,5.4
1997-Jan,44,4075000,92600,73300,567,5.9
Feb,70,6695000,95600,86200,611,6.2
Mar,74,7345000,99300,85800,663,6.8
Apr,111,9735000,87700,74200,724,7.3
May,135,12995000,96300,80200,710,7.2
Jun,133,13425000,100900,84100,657,6.8
Jul,172,16435000,95600,87800,602,6.2
Aug,171,17875000,104500,88100,607,6.1
Sep,83,8720000,105100,83000,620,6.2
Oct,78,6905000,88500,77000,594,5.8
Nov,72,7185000,99800,86700,561,5.5
Dec,89,9950000,111800,92800,560,5.5
1998-Jan,66,7290000,110500,92900,599,5.7
Feb,69,6840000,99100,90800,631,6.0
Mar,97,10180000,104900,93100,636,6.0
Apr,120,12170000,101400,85400,636,5.9
May,172,16455000,95700,85900,669,6.1
Jun,163,16080000,98700,82800,634,5.6
Jul,206,20140000,97800,88300,631,5.5
Aug,161,15430000,95800,85600,594,5.2
Sep,95,9460000,99600,91900,576,5.0
Oct,91,9900000,108800,95000,555,4.8
Nov,89,9970000,112000,91500,511,4.3
Dec,119,13285000,111600,102500,504,4.2
1999-Jan,59,6180000,104700,95000,525,4.4
Feb,87,9970000,114600,89300,525,4.3
Mar,120,13020000,108500,96200,581,4.7
Apr,119,12170000,102300,87900,552,4.5
May,161,16880000,104800,89700,580,4.7
Jun,175,19425000,111000,95400,534,4.3
Jul,222,24415000,110000,95400,498,4.0
Aug,146,15690000,107500,92700,513,4.2
Sep,75,8065000,107500,93100,527,4.3
Oct,63,8305000,131800,104300,518,4.3
Nov,81,10055000,124100,112700,503,4.2
Dec,113,13595000,120300,110700,483,4.1
2000-Jan,61,5615000,92000,77900,498,4.2
Feb,69,7300000,105800,89500,534,4.6
Mar,108,13600000,125900,113300,561,4.8
Apr,107,12555000,117300,102800,573,5.0
May,165,19195000,116300,102800,585,5.1
Jun,186,20270000,109000,95600,585,5.0
Jul,160,20680000,129200,110800,588,5.3
Aug,176,20515000,116600,94100,568,5.0
Sep,93,12130000,130400,113200,598,5.2
Oct,64,8375000,130900,108600,572,5.0
Nov,77,9920000,128800,119000,571,5.0
Dec,90,10670000,118600,106200,486,4.3
2001-Jan,55,7195000,130800,121000,611,5.4
Feb,80,10875000,135900,120000,644,5.7
Mar,108,13870000,128400,115800,704,6.2
Apr,133,15800000,118800,112600,801,6.9
May,168,22305000,132800,120600,689,5.9
Jun,159,18920000,119000,109600,826,7.3
Jul,223,29890000,134000,118100,761,6.4
Aug,206,28130000,136600,119000,716,5.9
Sep,64,9480000,148100,126700,710,6.0
Oct,76,9570000,125900,116700,708,5.9
Nov,103,13865000,134600,113500,677,5.5
Dec,83,10670000,128600,111000,670,5.5
2002-Jan,86,11340000,131900,118600,707,5.7
Feb,82,10925000,133200,112900,739,5.9
Mar,109,14745000,135300,119600,826,6.6
Apr,132,15950000,120800,108600,811,6.5
May,222,26935000,121300,111100,805,6.3
Jun,180,25265000,140400,115200,747,5.7
Jul,201,26070000,129700,116800,768,6.0
Aug,224,28995000,129400,115600,741,5.7
Sep,108,13460000,124600,117300,800,6.0
Oct,74,10795000,145900,129500,774,5.8
Nov,77,10420000,135300,126900,764,5.8
Dec,106,13860000,130800,114100,733,5.5
2003-Jan,77,10545000,136900,126500,771,5.8
Feb,99,14090000,142300,125000,856,6.4
Mar,109,14300000,131200,126500,974,7.3
Apr,133,17815000,133900,123900,1005,7.5
May,201,27040000,134500,124100,1034,7.8
Jun,228,31760000,139300,121800,1024,7.5
Jul,253,34705000,137200,118100,1035,7.4
Aug,259,35295000,136300,124600,1011,7.0
Sep,145,19575000,135000,122100,1030,7.0
Oct,111,15125000,136300,126800,1185,7.9
Nov,125,17575000,140600,121900,993,6.5
Dec,136,17405000,128000,121800,990,6.3
2004-Jan,101,13205000,130700,115300,1076,6.8
Feb,104,13920000,133800,122500,1177,7.4
Mar,135,18720000,138700,122700,1252,7.8
Apr,178,23055000,129500,116600,1212,7.4
May,245,35255000,143900,129300,1190,7.1
Jun,261,36455000,139700,121300,1209,7.1
Jul,292,40540000,138800,121800,1150,6.6
Aug,252,38990000,154700,130000,1140,6.6
Sep,140,18945000,135300,122400,1128,6.5
Oct,126,18070000,143400,131100,1193,6.8
Nov,134,18605000,138800,126400,1109,6.3
Dec,149,19185000,128800,119500,1048,5.9
2005-Jan,107,15050000,140700,126400,1096,6.2
Feb,114,18070000,158500,136400,1173,6.6
Mar,144,18595000,129100,120000,1271,7.1
Apr,216,27715000,128300,121000,1281,7.1
May,240,33690000,140400,125900,1255,6.9
Jun,296,44235000,149400,130900,1252,6.8
Jul,301,43995000,146200,125900,1172,6.3
Aug,269,40260000,149700,134400,1126,6.0
Sep,148,22610000,152800,134600,1072,5.7
Oct,119,17075000,143500,134200,1106,5.9
Nov,118,17260000,146300,133300,1115,6.0
Dec,149,22875000,153500,139500,1064,5.7
2006-Jan,104,15880000,152700,132700,1178,6.4
Feb,115,16290000,141700,133800,1213,6.6
Mar,206,29730000,144300,125600,1327,7.0
Apr,239,33725000,141100,133100,1300,6.8
May,328,47440000,144600,129300,1326,6.7
Jun,324,52200000,161100,138300,1308,6.5
Jul,282,41845000,148400,136100,1262,6.3
Aug,319,52095000,163300,140200,1254,6.1
Sep,161,25610000,159100,136300,1182,5.8
Oct,197,31175000,158200,134200,1169,5.5
Nov,143,23570000,164800,139500,1191,5.6
Dec,162,24665000,152300,140000,1121,5.2
2007-Jan,124,18170000,146500,130800,1116,5.2
Feb,142,23120000,162800,133100,1190,5.4
Mar,182,29200000,160400,137100,1346,6.2
Apr,230,37980000,165100,147900,1356,6.3
May,305,48480000,159000,138800,1344,6.3
Jun,332,53430000,160900,140400,1297,6.0
Jul,303,49425000,163100,137200,1161,5.4
Aug,318,52110000,163900,144800,1217,5.6
Sep,135,20925000,155000,137100,1165,5.4
Oct,126,20700000,164300,137500,1243,6.0
Nov,137,21640000,158000,132500,1221,5.9
Dec,180,29360000,163100,138700,1085,5.2
2008-Jan,115,17200000,149600,134500,1165,5.6
Feb,122,19875000,162900,129600,1351,6.5
Mar,177,28845000,163000,139700,1407,6.8
Apr,253,42535000,168100,143200,1355,6.5
May,333,52315000,157100,139200,1333,6.3
Jun,308,51760000,168100,144400,1181,5.7
Jul,358,61625000,172100,154500,1218,5.7
Aug,293,52620000,179600,150700,1139,5.4
Sep,145,23850000,164500,141300,1135,5.3
Oct,126,20650000,163900,148000,1057,5.0
Nov,105,16575000,157900,139200,1051,5.0
Dec,136,24305000,178700,148000,1031,5.0
2009-Jan,87,15145000,174100,155500,1111,5.5
Feb,91,15405000,169300,139500,1188,5.9
Mar,151,24400000,161600,151200,1265,6.4
Apr,183,28425000,155300,142800,362,1.9
