Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,488,35391224,72500,63300,8167,15.9
Feb,377,28210533,74800,59700,9232,17.9
Mar,560,45214960,80700,61000,9287,17.9
Apr,440,39236560,89200,58500,9496,18.4
May,545,48730630,89400,61600,9539,18.5
Jun,685,50489980,73700,62000,9173,17.9
Jul,643,51530020,80100,61400,9040,17.2
Aug,776,61062664,78700,65500,8705,16.1
Sep,499,37950946,76100,64700,8685,15.9
Oct,478,32888790,68800,58900,8535,15.7
Nov,488,35391224,72500,63300,8167,15.0
Dec,441,32307472,73300,60300,7940,14.8
1991-Jan,367,24998572,68100,56000,7832,14.9
Feb,417,31754967,76200,58600,7638,14.5
Mar,593,42454056,71600,59800,7742,14.6
Apr,505,37263445,73800,60700,7438,13.9
May,632,53172056,84100,61200,7010,12.9
Jun,585,46415655,79300,63800,6875,12.8
Jul,627,52670508,84000,69900,6751,12.6
Aug,746,66942310,89700,67800,6613,12.4
Sep,503,43275605,86000,65600,6269,11.8
Oct,515,38245445,74300,57500,6146,11.5
Nov,546,42784014,78400,66200,5940,11.0
Dec,490,39746350,81100,66500,5773,10.6
1992-Jan,414,32103630,77500,64400,5869,10.7
Feb,435,35782230,82300,69600,6004,10.9
Mar,644,52322424,81200,67700,6150,11.1
Apr,512,40999424,80100,66500,6261,11.3
May,499,42028774,84200,64900,6228,11.5
Jun,737,62289029,84500,72300,6194,11.1
Jul,704,58923392,83700,72400,6086,10.8
Aug,627,54177816,86400,74400,5961,10.8
Sep,634,53941354,85100,71800,5786,10.3
Oct,485,39915015,82300,67100,5820,10.4
Nov,622,52161542,83900,69000,5749,10.1
Dec,662,64685344,97700,70900,5568,9.6
1993-Jan,449,41102358,91500,71500,5557,9.5
Feb,569,47458014,83400,67600,5517,9.3
Mar,486,42863256,88200,72800,5570,9.6
Apr,530,48979520,92400,76000,5434,9.3
May,721,75139490,104200,75400,5472,9.1
Jun,862,85439618,99100,77300,5353,8.7
Jul,642,71983190,112100,80200,5347,8.8
Aug,687,63394407,92300,77400,5349,8.7
Sep,660,58932296,89300,76100,5246,8.5
Oct,606,55090992,90900,73100,5194,8.3
Nov,595,56268025,94600,74800,5042,8.1
Dec,705,62451656,88600,73800,4919,7.9
1994-Jan,483,44178216,91500,74200,4976,7.9
Feb,466,43875810,94200,72400,5014,8.1
Mar,760,74209350,97600,75600,5131,8.0
Apr,614,55681818,90700,74800,5245,8.1
May,599,58585819,97800,78000,5422,8.5
Jun,943,89080495,94500,78200,5413,8.4
Jul,573,56543640,98700,77500,5461,8.5
Aug,717,79316691,110600,78600,5512,8.6
Sep,674,62723788,93100,76700,5485,8.5
Oct,518,46843776,90400,73500,5544,8.7
Nov,494,44615116,90300,77800,5440,8.7
Dec,600,60770400,101300,75200,5244,8.5
1995-Jan,438,52527588,119900,75200,5290,8.6
Feb,456,42050952,92200,74900,5420,8.8
Mar,700,63853300,91200,74000,5731,9.4
Apr,437,41031678,93900,75100,6041,10.1
May,513,48428739,94400,77500,6229,10.6
Jun,729,72165897,99000,82100,6284,11.0
Jul,660,66238920,100400,85600,6404,11.1
Aug,814,82594138,101500,81600,6358,10.8
Sep,664,64641064,97400,82900,6359,10.9
Oct,573,56504103,98600,81000,6437,10.9
Nov,590,61105710,103600,79200,6354,10.6
Dec,617,61237250,99200,79900,6239,10.4
1996-Jan,552,55373328,100300,82100,7000,11.5
Feb,675,63686925,94400,80300,7078,11.3
Mar,884,88561445,100200,82800,7142,11.1
Apr,984,94639695,96200,81200,7550,11.0
May,1063,106200707,99900,82400,7702,10.5
Jun,1114,118290759,106200,86900,7702,10.1
Jul,1137,119009790,104700,84300,7719,9.6
Aug,1092,112835178,103300,85200,7798,9.4
Sep,910,90696846,99700,83200,7738,9.1
Oct,854,89331547,104600,82900,7680,8.8
Nov,724,76068176,105100,85400,7492,8.5
Dec,833,85309148,102400,83800,7128,7.9
1997-Jan,648,72927648,112500,88100,7439,8.2
Feb,670,67817720,101200,81100,7652,8.4
Mar,891,90557027,101600,82900,8060,8.9
Apr,904,89133808,98600,81200,8266,9.2
May,1010,108285850,107200,88500,8271,9.2
Jun,1113,121048089,108800,87100,8317,9.3
Jul,1176,124614939,106000,88200,8356,9.3
Aug,1174,124922288,106400,85700,8060,8.9
Sep,945,101061936,106900,86000,7903,8.7
Oct,1017,106350525,104600,83600,7700,8.3
Nov,808,86782448,107400,88600,7500,8.0
Dec,966,107885702,111700,89300,7419,7.9
1998-Jan,683,74354882,108900,85500,7585,8.0
Feb,848,87060402,102700,82400,7673,8.0
Mar,1134,116832794,103000,81800,7984,8.1
Apr,1095,117162240,107000,86300,7938,8.0
May,1189,131214773,110400,89200,7777,7.7
Jun,1375,162111709,117900,91700,7467,7.2
Jul,1432,162438921,113400,92500,7277,6.9
Aug,1268,143232224,113000,93000,7097,6.7
Sep,1178,124638139,105800,84000,6926,6.4
Oct,1019,108896371,106900,85100,6680,6.2
Nov,1050,110883189,105600,84400,6492,5.9
Dec,1155,125432065,108600,88000,6224,5.6
1999-Jan,821,86402190,105200,85400,6364,5.6
Feb,991,102351198,103300,82500,6451,5.6
Mar,1324,144054774,108800,86300,6563,5.7
Apr,1315,146859275,111700,87900,6667,5.7
May,1359,153506763,113000,91500,6643,5.6
Jun,1644,193385065,117600,94800,6586,5.4
Jul,1484,169113640,114000,89400,6449,5.3
