Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Aug,5245,875626270,166900,130900,26281,5.7
Sep,4517,760325539,168300,131100,26508,5.7
Oct,4498,737965003,164100,127100,26838,5.7
Nov,3867,638104662,165000,130400,26519,5.7
Dec,4726,849532065,179800,136600,25537,5.4
2003-Jan,3440,541782996,157500,126800,27004,5.7
Feb,3846,608855630,158300,127900,27447,5.8
Mar,4720,783543888,166000,129400,28199,6.0
Apr,4905,820501550,167300,131900,28823,6.1
May,5797,983538555,169700,131700,29670,6.3
Jun,5986,1056245238,176500,138300,30818,6.5
Jul,6127,1119016580,182600,141500,31412,6.5
Aug,5950,1028829788,172900,136900,31247,6.4
Sep,5334,908966745,170400,132600,31660,6.4
Oct,5141,878362276,170900,128400,31489,6.3
Nov,4003,694419416,173500,130100,30956,6.2
Dec,5483,993712106,181200,134800,28845,5.7
2004-Jan,3442,550559098,160000,124500,30487,6.0
Feb,4321,728216739,168500,130500,31021,6.1
Mar,5724,965503448,168700,130500,32625,6.3
Apr,5901,1041248728,176500,134300,33720,6.4
May,6048,1103057472,182400,136900,34589,6.5
Jun,7033,1303781778,185400,141400,35039,6.5
Jul,6530,1154131493,176700,135900,35565,6.6
Aug,6428,1119568769,174200,135900,35509,6.5
Sep,5537,983442963,177600,134000,35499,6.5
Oct,5241,898185035,171400,131900,35390,6.5
Nov,4847,844153374,174200,131800,34338,6.2
Dec,5927,1084532175,183000,137800,32291,5.8
2005-Jan,3605,614406790,170400,131800,33758,6.0
Feb,4555,800622824,175800,136000,34426,6.1
Mar,5995,1064201491,177500,136200,35353,6.3
Apr,6176,1133186288,183500,136700,36439,6.4
May,7162,1329864173,185700,142200,37109,6.5
Jun,7466,1420009610,190200,144800,37470,6.5
Jul,7190,1360003590,189200,144300,37481,6.4
Aug,7424,1386229065,186700,143400,37099,6.3
Sep,5597,1046392311,187000,144100,35905,6.1
Oct,5837,1083277633,185600,141500,35393,5.9
Nov,5299,1007611239,190200,144400,34296,5.7
Dec,6494,1258397591,193800,147700,32147,5.3
2006-Jan,4122,727754470,176600,137600,33203,5.4
Feb,5313,1006142279,189400,142600,33373,5.4
Mar,7348,1393190762,189600,142300,34364,5.5
Apr,6498,1244307093,191500,145300,34786,5.5
May,8040,1602621368,199300,151200,35398,5.5
Jun,8628,1795898108,208100,155200,36281,5.6
Jul,7479,1502690226,200900,154900,37263,5.7
Aug,7811,1535797377,196600,151400,37588,5.7
Sep,6648,1299808129,195500,149400,37683,5.7
Oct,6301,1175035976,186500,144900,37670,5.7
Nov,5953,1137231248,191000,146800,36990,5.5
Dec,6853,1395627554,203700,152500,34941,5.2
2007-Jan,4645,829875082,178700,141500,35809,5.3
Feb,5525,1069620954,193600,147200,36443,5.4
Mar,6775,1371736948,202500,151500,38552,5.7
Apr,6809,1374714520,201900,149300,40486,6.0
May,7925,1662459290,209800,154200,41864,6.2
Jun,7947,1704841459,214500,158900,42766,6.4
Jul,7551,1559002866,206500,154800,42919,6.4
Aug,7856,1651039958,210200,157300,43107,6.4
Sep,5581,1116470024,200000,149900,43038,6.5
Oct,5848,1143651372,195600,146500,42332,6.4
Nov,5515,1098384062,199200,148900,41069,6.3
Dec,5691,1207940109,212300,154700,39100,6.0
2008-Jan,4061,766263358,188700,139500,39790,6.2
Feb,5036,1013275596,201200,151000,40104,6.3
Mar,5802,1174693656,202500,151800,40896,6.5
Apr,6049,1230287377,203400,150300,41214,6.6
May,6781,1429360550,210800,155800,41318,6.7
Jun,6981,1560580137,223500,160100,41474,6.8
Jul,6717,1474811357,219600,159900,41038,6.8
Aug,6249,1374559898,220000,158900,39203,6.7
Sep,4067,837923743,206000,155300,37623,6.6
Oct,4710,900515782,191200,141900,36308,6.4
Nov,3731,690392686,185000,137500,34493,6.3
Dec,4974,941235650,189200,145100,31637,5.8
2009-Jan,3102,511157229,164800,130800,31654,5.9
Feb,3763,672557342,178700,137700,31999,6.1
Mar,4699,896667311,190800,145100,32462,6.3
Apr,4621,888745498,192300,148800,31772,6.3
