Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,48,2334007,48600,37100,344,8.0
Feb,46,2475220,53800,44300,419,9.5
Mar,61,2600634,42600,35400,426,9.5
Apr,46,2493518,54200,45000,413,9.1
May,56,2722934,48600,46200,393,8.5
Jun,48,2827162,58900,56200,400,8.6
Jul,58,3151421,54300,45000,414,8.6
Aug,45,2448815,54400,40000,442,9.2
Sep,56,2581820,46100,37100,444,9.0
Oct,46,2185141,47500,38000,424,8.6
Nov,48,2334007,48600,37100,344,6.9
Dec,37,1779451,48100,40800,356,7.2
1991-Jan,36,2243010,62300,50000,349,7.2
Feb,32,1403233,43900,42000,346,7.3
Mar,47,2979312,63400,51000,343,7.4
Apr,48,2024350,42200,38300,337,7.3
May,69,4004208,58000,40700,358,7.5
Jun,77,4139676,53800,46200,355,7.1
Jul,74,3806771,51400,44200,328,6.4
Aug,71,4086653,57600,49400,326,6.1
Sep,44,2397729,54500,45700,323,6.2
Oct,59,3459870,58600,48800,325,6.1
Nov,34,2032846,59800,48000,312,6.0
Dec,38,1955551,51500,40000,278,5.3
1992-Jan,47,2776531,59100,44200,294,5.5
Feb,41,2095325,51100,47500,278,5.1
Mar,37,1792595,48400,42500,278,5.2
Apr,53,3050140,57500,48900,251,4.7
May,52,3801210,73100,62500,269,5.1
Jun,59,3221660,54600,41000,268,5.3
Jul,57,3045175,53400,46100,271,5.5
Aug,67,3986188,59500,52800,267,5.4
Sep,51,3050723,59800,49400,270,5.4
Oct,46,3239300,70400,60000,298,6.1
Nov,26,1578127,60700,60000,278,5.8
Dec,47,2996778,63800,51700,250,5.1
1993-Jan,38,1976499,52000,43600,251,5.2
Feb,38,2078871,54700,47500,269,5.7
Mar,43,2643225,61500,60700,273,5.7
Apr,51,2985966,58500,51200,278,5.8
May,61,4087070,67000,56400,303,6.2
Jun,53,3934467,74200,63000,320,6.6
Jul,68,4476100,65800,55000,322,6.6
Aug,60,4158750,69300,53300,316,6.5
Sep,57,3084941,54100,46500,319,6.5
Oct,44,3059558,69500,60000,318,6.5
