Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Nov,41,2734400,66700,54200,304,6.1
Dec,40,2181075,54500,46700,291,5.9
1994-Jan,42,2754750,65600,56000,295,5.9
Feb,50,3035988,60700,51200,317,6.2
Mar,62,4566625,73700,63000,298,5.7
Apr,58,3846246,66300,57300,315,5.9
May,47,3052050,64900,49000,311,6.0
Jun,58,3749900,64700,56200,316,6.0
Jul,56,3748550,66900,57300,312,6.1
Aug,51,4099575,80400,63900,325,6.4
Sep,47,3187750,67800,51200,323,6.5
Oct,55,3366700,61200,47300,327,6.5
Nov,39,2277835,58400,-,311,6.2
Dec,45,2680072,59600,49500,288,5.7
1995-Jan,31,1650300,53200,47500,300,6.0
Feb,37,2266300,61300,47900,309,6.3
Mar,50,2926050,58500,49000,279,5.8
Apr,43,2663478,61900,51900,303,6.5
May,60,3674700,61200,53300,318,6.7
Jun,58,3519000,60700,52500,309,6.5
Jul,51,3200681,62800,49500,307,6.5
Aug,69,4350850,63100,54100,309,6.3
Sep,54,3492000,64700,51400,332,6.7
Oct,47,2803800,59700,50600,344,7.1
Nov,40,3176750,79400,64000,316,6.5
Dec,38,2188100,57600,58300,323,6.7
1996-Jan,31,1675900,54100,47500,319,6.6
Feb,37,2487000,67200,61700,322,6.7
Mar,52,3626680,69700,60000,344,7.1
Apr,53,3311128,62500,51200,369,7.5
May,69,4387062,63600,55000,361,7.2
Jun,47,3103475,66000,55000,373,7.6
Jul,41,2953250,72000,63000,364,7.6
Aug,50,3517130,70300,58000,374,8.0
Sep,47,2906450,61800,61000,351,7.6
Oct,42,2280000,54300,48600,322,7.1
Nov,51,2702050,53000,49400,335,7.2
Dec,57,3632440,63700,57500,337,7.0
1997-Jan,25,1535000,61400,58800,368,7.7
Feb,31,2170000,70000,57500,368,7.8
Mar,52,3220000,61900,61700,385,8.2
Apr,63,4160000,66000,56900,379,7.9
May,59,3720000,63100,55800,385,8.2
Jun,60,4280000,71300,60000,402,8.3
Jul,75,4990000,66500,56900,390,7.6
Aug,70,3810000,54400,47500,397,7.5
Sep,49,3070000,62700,40800,376,7.1
Oct,61,4000000,65600,56400,357,6.6
Nov,50,3305000,66100,56700,334,6.1
Dec,46,2570000,55900,52500,317,5.9
1998-Jan,42,2675000,63700,55600,340,6.2
Feb,48,3090000,64400,60000,342,6.1
Mar,51,3210000,62900,52100,350,6.2
Apr,56,3970000,70900,53300,351,6.3
May,69,5335000,77300,59300,327,5.8
Jun,73,5570000,76300,65800,324,5.6
Jul,66,3970000,60200,55700,316,5.6
Aug,69,4345000,63000,47500,287,5.1
Sep,50,3780000,75600,60000,299,5.3
Oct,58,4100000,70700,63800,292,5.2
Nov,54,3450000,63900,61200,301,5.3
Dec,62,4100000,66100,57800,275,4.7
1999-Jan,33,2705000,82000,72500,290,5.1
Feb,45,3185000,70800,71200,296,5.2
Mar,53,3425000,64600,48600,313,5.5
Apr,74,5760000,77800,59200,293,5.0
May,60,4095000,68200,65000,285,4.9
Jun,68,5415000,79600,64000,303,5.3
Jul,69,5435000,78800,65600,308,5.3
Aug,60,4250000,70800,62200,299,5.2
Sep,61,4235000,69400,57500,325,5.6
Oct,48,3435000,71600,66700,322,5.6
Nov,48,2935000,61100,56700,320,5.6
Dec,47,3130000,66600,58800,291,5.2
2000-Jan,40,3090000,77200,68300,314,5.6
Feb,53,4295000,81000,67500,303,5.3
Mar,68,4795000,70500,63800,329,5.7
Apr,46,3405000,74000,66700,327,5.9
May,82,5360000,65400,60000,344,6.0
Jun,65,5225000,80400,63800,358,6.3
Jul,60,4530000,75500,56200,354,6.3
Aug,68,5350000,78700,68200,373,6.5
Sep,55,4390000,79800,72500,384,6.8
Oct,38,2685000,70700,58800,372,6.7
Nov,53,4685000,88400,72500,384,6.8
Dec,61,5085000,83400,65000,351,6.1
2001-Jan,56,4845000,86500,77500,403,6.9
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,58,4280000,73800,65500,403,6.8
May,55,4660000,84700,69400,425,7.5
Jun,55,5150000,93600,71700,416,7.4
Jul,62,4835000,78000,67500,412,7.3
Aug,79,6495000,82200,70800,387,6.8
Sep,45,4230000,94000,81000,399,7.1
Oct,73,5770000,79000,65400,385,6.5
Nov,55,4060000,73800,67000,389,6.5
Dec,52,4445000,85500,80000,369,6.3
2002-Jan,44,3585000,81500,70000,386,6.7
Feb,61,5160000,84600,65500,355,6.1
Mar,63,4195000,66600,55000,365,6.2
Apr,77,6435000,83600,66500,378,6.3
May,75,5605000,74700,65900,410,6.6
Jun,65,5200000,80000,65800,415,6.6
Jul,68,6100000,89700,78000,396,6.3
Aug,66,5175000,78400,68600,379,6.1
Sep,66,6055000,91700,78600,355,5.6
Oct,64,5495000,85900,75500,380,6.0
Nov,53,3850000,72600,61200,362,5.8
Dec,58,5095000,87800,70000,346,5.5
2003-Jan,61,5120000,83900,77200,367,5.7
Feb,71,5990000,84400,71700,380,5.8
Mar,59,4335000,73500,67500,415,6.4
Apr,74,5955000,80500,68300,432,6.6
May,64,5435000,84900,76700,454,7.1
Jun,73,6965000,95400,69600,441,6.8
Jul,79,6845000,86600,76900,415,6.3
Aug,68,6210000,91300,74300,418,6.3
Sep,77,6145000,79800,75000,428,6.4
Oct,59,4770000,80800,67900,454,6.8
Nov,51,6145000,120500,88800,458,6.9
Dec,63,5200000,82500,77000,433,6.5
2004-Jan,36,3610000,100300,82500,414,6.4
Feb,74,6660000,90000,73300,412,6.4
Mar,62,6080000,98100,80000,424,6.5
Apr,71,5545000,78100,72100,427,6.6
May,74,7270000,98200,82000,450,6.9
Jun,82,8040000,98000,86200,504,7.6
Jul,60,5675000,94600,68800,534,8.2
Aug,88,8790000,99900,84000,525,7.9
Sep,84,7215000,85900,78600,484,7.2
Oct,82,7125000,86900,81400,476,6.9
Nov,68,6555000,96400,86000,467,6.6
Dec,62,5105000,82300,75000,465,6.6
2005-Jan,45,3330000,74000,61000,487,6.9
Feb,66,6730000,102000,86700,442,6.3
Mar,102,10045000,98500,83300,473,6.4
Apr,98,8455000,86300,82500,468,6.2
May,76,6635000,87300,70000,481,6.3
Jun,86,9130000,106200,90000,510,6.7
Jul,59,6985000,118400,91200,-,-
Aug,76,7625000,100300,86000,543,7.2
Sep,50,5455000,109100,100000,487,6.7
Oct,20,2410000,120500,80000,460,6.8
Nov,87,9720000,111700,97900,392,5.7
Dec,85,8205000,96500,87100,372,5.3
2006-Jan,61,6265000,102700,84200,333,4.6
Feb,80,6625000,82800,74000,327,4.5
Mar,92,8605000,93500,80000,307,4.2
Apr,70,8085000,115500,90000,315,4.5
May,97,10080000,103900,89600,-,-
Jun,87,9760000,112200,99300,340,4.7
Jul,74,9320000,125900,100000,378,5.2
Aug,93,10195000,109600,90800,375,5.0
Sep,102,11680000,114500,99100,384,4.9
Oct,91,9855000,108300,95800,360,4.2
Nov,63,6545000,103900,96400,345,4.2
Dec,87,11050000,127000,99300,309,3.7
2007-Jan,56,6400000,114300,86700,327,4.0
Feb,76,8395000,110500,100000,353,4.3
Mar,83,9020000,108700,87200,385,4.7
Apr,97,10540000,108700,101100,411,4.9
May,97,12495000,128800,111200,411,4.9
Jun,106,15220000,143600,109100,442,5.2
Jul,94,11635000,123800,122500,495,5.7
Aug,96,13065000,136100,112700,520,6.0
Sep,71,8630000,121500,99400,551,6.5
Oct,96,11305000,117800,94000,516,6.1
Nov,76,10955000,144100,127500,511,5.9
Dec,72,10275000,142700,117800,523,6.2
2008-Jan,52,6055000,116400,98800,566,6.7
Feb,72,9095000,126300,112000,556,6.6
Mar,80,10325000,129100,108900,576,6.9
Apr,99,12045000,121700,104300,577,6.8
May,80,10065000,125800,108000,544,6.6
Jun,98,13445000,137200,122200,-,-
Jul,99,12255000,123800,110000,655,7.9
Aug,85,11290000,132800,112500,583,7.1
Sep,28,3990000,142500,136000,552,7.1
Oct,84,12025000,143200,131400,559,7.3
Nov,66,8175000,123900,111400,511,6.7
Dec,81,11230000,138600,127800,482,6.3
2009-Jan,50,7715000,154300,120000,532,6.9
Feb,57,7500000,131600,116700,570,7.5
Mar,71,9480000,133500,130000,639,8.5
Apr,87,11465000,131800,130000,673,9.1
