Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Sep,5086,1013634502,199300,154500,27562,5.6
Oct,4696,943709896,201000,155100,27113,5.5
Nov,4413,911211915,206500,158500,26468,5.3
Dec,4521,952447451,210700,157100,24860,5.0
2006-Jan,3457,681032359,197000,149600,26232,5.2
Feb,4311,860515451,199600,154100,26793,5.3
Mar,5883,1199917590,204000,154900,27795,5.4
Apr,5332,1079456628,202400,154800,29147,5.7
May,6410,1407381438,219600,164500,29775,5.7
Jun,7117,1546598624,217300,163400,30323,5.8
Jul,5965,1283170506,215100,164000,31191,5.9
Aug,6344,1336466287,210700,158300,30770,5.8
Sep,5052,982886817,194600,150200,31030,5.9
Oct,5033,1010810885,200800,152300,30258,5.7
Nov,4585,940142663,205000,154900,29060,5.4
Dec,4737,993052385,209600,156300,27369,5.1
2007-Jan,3626,731573846,201800,149300,28328,5.3
Feb,4248,861440268,202800,153500,29121,5.4
Mar,5726,1235307617,215700,158200,31281,5.8
Apr,5252,1165180158,221900,164100,32787,6.1
May,6092,1370682102,225000,163000,33283,6.3
Jun,6207,1432055051,230700,169100,33624,6.4
Jul,6111,1330935156,217800,163700,33414,6.4
Aug,6041,1353660825,224100,165700,32915,6.3
Sep,4069,847151558,208200,157500,32907,6.4
Oct,4396,903923726,205600,153500,32079,6.3
Nov,4124,888702214,215500,155400,30563,6.0
Dec,3803,814393850,214100,153700,27649,5.6
2008-Jan,3210,630240854,196300,146100,28933,5.9
Feb,3869,773134573,199800,147400,29206,6.0
Mar,4495,962729451,214200,159600,30124,6.3
Apr,4764,1028613369,215900,157600,30471,6.4
May,5194,1143859792,220200,162000,30340,6.5
Jun,5172,1132152105,218900,164400,30340,6.6
Jul,5121,1129563915,220600,163500,29724,6.6
Aug,4904,1060285690,216200,159300,28367,6.4
Sep,4269,871951388,204300,150300,27406,6.2
Oct,3608,751634280,208300,154100,26563,6.1
Nov,2800,557437021,199100,144100,26573,6.2
Dec,3262,659587415,202200,147900,24321,5.8
2009-Jan,2313,411373502,177900,138100,25070,6.0
Feb,2925,554195788,189500,147200,25641,6.3
Mar,3501,670867516,191600,148000,26346,6.6
Apr,3613,708013970,196000,150000,26782,6.9
