Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,400,30681201,76700,65200,2727,7.6
Feb,268,19568718,73000,62600,2124,5.9
Mar,318,23384759,73500,63900,2233,6.2
Apr,346,26193476,75700,63300,2416,6.7
May,414,30240814,73000,61500,125,0.3
Jun,378,30930489,81800,66800,2505,6.8
Jul,378,27676771,73200,64800,2567,7.0
Aug,388,30876832,79600,67600,2574,7.1
Sep,320,26232437,82000,59500,2787,7.8
Oct,394,30460075,77300,64500,2745,7.6
Nov,614,30681201,50000,65200,2727,7.1
Dec,444,35940596,80900,66000,3011,7.8
1991-Jan,334,27193652,81400,55700,2801,7.3
Feb,226,16309895,72200,73200,2821,7.4
Mar,363,26543678,73100,66400,3038,7.9
Apr,356,25636045,72000,60400,3011,7.8
May,370,29263779,79100,63700,3106,8.2
Jun,344,29076689,84500,67900,3117,8.3
Jul,455,32123279,70600,65200,3108,8.1
Aug,394,31787180,80700,67700,3036,7.9
Sep,361,28986336,80300,66600,3006,7.7
Oct,434,34273635,79000,64500,2929,7.5
Nov,363,29565963,81400,69100,2956,8.0
Dec,455,36470189,80200,65800,2841,7.7
1992-Jan,370,26414544,71400,62500,2806,7.5
Feb,264,20017284,75800,66700,2914,7.7
Mar,437,34441951,78800,67800,2917,7.6
Apr,394,31783707,80700,67800,2961,7.7
May,445,34005579,76400,66400,2847,7.2
Jun,410,33488195,81700,70500,2769,6.9
Jul,455,35694985,78500,66600,2686,6.7
Aug,416,36280403,87200,71100,2775,6.9
Sep,471,39867360,84600,71500,2783,6.8
Oct,472,37391571,79200,68000,2655,6.4
Nov,435,34971898,80400,69000,2613,6.2
Dec,576,50415683,87500,71000,2518,5.9
1993-Jan,377,29020006,77000,68300,2389,5.6
Feb,359,28413770,79100,66000,2496,5.7
Mar,429,33283460,77600,68500,2574,5.9
Apr,356,29902289,84000,71100,2644,6.1
May,400,35227757,88100,71900,2713,6.3
Jun,516,44244107,85700,74900,2759,6.3
Jul,515,41094505,79800,70700,2902,6.5
Aug,539,47698296,88500,74100,2838,6.3
Sep,505,43646772,86400,72000,2855,6.3
Oct,468,40300912,86100,74500,2769,6.1
Nov,455,39676000,87200,74600,2750,6.0
Dec,599,51844783,86600,74600,2717,5.9
1994-Jan,448,33744653,75300,65900,2658,5.7
Feb,337,28699346,85200,74500,2718,5.9
Mar,508,45163564,88900,76000,2680,5.7
Apr,484,42953659,88700,74900,2750,5.7
May,540,48349037,89500,72200,2706,5.5
Jun,570,51000000,89500,-,2700,5.4
Jul,570,51000000,89500,-,3000,6.0
Aug,566,52957452,93600,73600,3183,6.3
