Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,35,2181000,62300,54200,687,17.4
Feb,36,2235000,62100,51700,782,19.2
Mar,34,2440000,71800,62200,805,20.2
Apr,41,2770000,67600,59000,782,19.3
May,28,2140000,76400,66400,825,20.6
Jun,50,3580000,71600,60000,807,20.3
Jul,47,3666111,78000,63100,804,20.4
Aug,50,3150000,63000,62000,203,5.2
Sep,37,2615000,70700,62500,730,18.8
Oct,36,2365000,65700,58300,720,18.4
Nov,35,2181000,62300,54200,687,17.8
Dec,36,2345000,65100,58300,720,18.6
1991-Jan,25,2110000,84400,67500,663,17.5
Feb,40,2660000,66500,56200,673,17.6
Mar,41,2300000,56100,60600,708,18.2
Apr,45,3065000,68100,61900,709,18.1
May,50,2625000,52500,60000,718,17.5
Jun,57,3870000,67900,59500,706,17.0
Jul,40,2880000,72000,67800,716,17.5
Aug,55,4155000,75500,65600,704,17.0
Sep,42,2420000,57600,53300,683,16.3
Oct,50,3222000,64400,60500,662,15.4
Nov,42,2570000,61200,60000,630,14.5
Dec,42,3075000,73200,66700,585,13.3
1992-Jan,30,2130000,71000,-,-,-
Feb,31,2257971,72800,62100,649,14.8
Mar,42,2999958,71400,58300,643,14.7
Apr,46,3589954,78000,61200,622,14.2
May,63,5319937,84400,65000,642,14.3
Jun,71,5279927,74400,61800,589,12.8
Jul,82,5709918,69600,60900,582,11.7
Aug,72,5909926,82100,69000,603,11.8
Sep,48,3639952,75800,60000,625,12.1
Oct,61,4474400,73400,66100,590,11.2
Nov,55,3712612,67500,58100,572,10.7
Dec,73,4924750,67500,65000,498,8.9
1993-Jan,51,3597648,70500,64500,498,8.6
Feb,50,4118550,82400,68200,513,8.6
Mar,68,5158912,75900,71700,526,8.5
Apr,64,5136708,80300,66400,547,8.7
May,73,5759143,78900,68600,541,8.5
Jun,92,6778260,73700,69300,510,7.8
Jul,99,8195150,82800,68800,481,7.2
Aug,85,6280763,73900,65900,456,6.7
Sep,70,5428145,77500,69100,248,3.5
Oct,60,4529600,75500,68300,263,3.8
Nov,66,5323795,80700,73600,211,3.0
Dec,68,5325100,78300,62200,214,3.0
1994-Jan,55,3968930,72200,72100,249,3.5
Feb,59,4864180,82400,75600,427,6.0
Mar,80,5642182,70500,67000,440,6.1
Apr,83,6242450,75200,67100,435,5.9
May,66,5100575,77300,67700,447,6.1
Jun,117,10863938,92900,75400,324,4.3
Jul,92,6397550,69500,65000,415,5.5
Aug,70,5917574,84500,73300,434,5.9
Sep,62,5109066,82400,72000,432,5.9
Oct,72,5017371,69700,65900,436,5.9
Nov,56,4696300,83900,76200,436,5.9
Dec,42,2897550,69000,66000,400,5.6
1995-Jan,53,3964921,74800,62500,409,5.8
Feb,62,5493723,88600,78600,434,6.1
Mar,75,5348857,71300,66200,469,6.6
Apr,59,6498496,110100,92300,512,7.4
May,78,6376856,81800,76000,502,7.2
Jun,100,9405044,94100,78700,498,7.3
Jul,97,10053451,103600,83100,487,7.1
Aug,99,8983419,90700,77100,502,7.0
Sep,54,5297016,98100,74400,505,7.2
Oct,69,5825304,84400,74500,512,7.3
Nov,73,6653881,91100,81200,474,6.6
Dec,72,6684731,92800,82900,446,6.0
1996-Jan,49,3815980,77900,75000,465,6.3
Feb,73,6015125,82400,68100,495,6.6
Mar,81,6973761,86100,77000,536,7.1
Apr,86,7857734,91400,78900,528,6.8
May,103,8925796,86700,79100,550,6.9
Jun,88,7664624,87100,87000,603,7.7
Jul,85,7400000,87100,-,600,7.7
Aug,83,7221000,87000,74100,599,7.8
Sep,60,5200000,86700,-,600,7.8
Oct,60,5200000,86700,-,600,7.9
Nov,58,5223596,90100,78900,630,8.4
Dec,66,5700000,86400,76200,614,8.3
1997-Jan,55,5305000,96500,76500,594,7.9
Feb,58,4575000,78900,65500,639,8.7
Mar,75,7025000,93700,80500,663,9.1
Apr,79,7180000,90900,83900,686,9.5
May,107,9830000,91900,75800,698,9.6
Jun,99,9330000,94200,79700,716,9.7
Jul,94,9795000,104200,85800,724,9.7
Aug,98,8355000,85300,79200,644,8.5
Sep,75,7435000,99100,80700,626,8.1
Oct,64,6355000,99300,76000,621,8.0
Nov,51,4815000,94400,85500,620,8.1
Dec,70,7185000,102600,76700,577,7.5
1998-Jan,42,3630000,86400,75000,592,7.8
Feb,71,7340000,103400,87500,586,7.6
Mar,73,6320000,86600,74100,573,7.4
Apr,80,7790000,97400,78600,629,8.2
May,91,9000000,98900,83000,648,8.6
Jun,104,10285000,98900,83100,659,8.7
Jul,121,11490000,95000,84200,684,8.7
Aug,72,6915000,96000,83300,681,8.9
Sep,72,6820000,94700,76000,638,8.4
Oct,87,7955000,91400,77100,623,8.0
Nov,80,8325000,104100,91400,619,7.7
Dec,67,5705000,85100,75500,581,7.3
1999-Jan,61,5670000,93000,72500,608,7.5
Feb,71,6275000,88400,80400,639,7.8
Mar,86,8640000,100500,79200,658,8.0
Apr,-,-,-,-,-,-
May,106,9875000,93200,80000,693,8.2
Jun,123,13240000,107600,85400,683,7.9
Jul,90,9755000,108400,83300,685,8.2
Aug,111,10320000,93000,75300,675,7.8
Sep,71,7680000,108200,82700,649,7.5
Oct,76,7375000,97000,78800,617,7.2
Nov,77,7635000,99200,85400,617,7.2
Dec,-,-,-,-,-,-
2000-Jan,56,5775000,103100,82900,582,6.7
Feb,73,8220000,112600,91700,617,7.1
Mar,82,8900000,108500,83800,634,7.3
Apr,90,9775000,108600,83600,647,7.5
May,122,11685000,95800,88900,637,7.2
Jun,124,15605000,125800,100000,627,7.1
Jul,88,8880000,100900,84200,595,6.7
Aug,115,12188815,106000,86200,578,6.5
Sep,89,8965000,100700,88300,560,6.2
Oct,91,9995000,109800,90600,536,5.9
Nov,96,11185000,116500,99100,523,5.6
Dec,79,7635000,96600,80400,501,5.4
2001-Jan,67,7010000,104600,83100,592,6.4
Feb,75,7250000,96700,83200,592,6.4
Mar,80,8920000,111500,91700,572,6.2
Apr,96,10710000,111600,94400,565,6.0
May,116,13375000,115300,89200,557,6.0
Jun,107,13050000,122000,101400,631,6.9
Jul,121,15175000,125400,88700,627,6.6
Aug,124,13075000,105400,89400,591,6.2
Sep,85,9215000,108400,94200,598,6.3
Oct,105,10935000,104100,84700,606,6.3
Nov,92,11050000,120100,89400,590,6.2
Dec,83,8275000,99700,86900,572,6.0
2002-Jan,74,8925000,120600,95000,584,6.1
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
2003-Jan,82,8440000,102900,91100,530,-
Feb,66,7780000,117900,104400,504,-
Mar,77,7845000,101900,88100,550,-
Apr,100,11830000,118300,95600,-,-
May,126,14980000,118900,100000,-,-
Jun,136,15310000,112600,99300,583,-
Jul,110,12155000,110500,92200,-,-
Aug,124,13335000,107500,93800,-,-
Sep,102,12100000,118600,93800,603,5.9
Oct,99,10455000,105600,93100,589,5.8
Nov,93,10225000,109900,96500,550,5.4
Dec,93,11055000,118900,101100,534,5.3
2004-Jan,58,7425000,128000,98300,611,6.2
Feb,80,9200000,115000,95000,615,6.2
Mar,95,10300000,108400,96100,651,6.4
Apr,83,9770000,117700,103600,654,6.5
May,127,14440000,113700,96800,679,6.8
Jun,125,15560000,124500,108500,707,7.1
Jul,144,17935000,124500,99400,692,6.8
Aug,132,15925000,120600,98200,690,6.7
Sep,122,14965000,122700,101000,730,7.0
Oct,106,12295000,116000,101700,711,6.8
Nov,118,14670000,124300,96700,663,6.2
Dec,105,11730000,111700,95400,682,6.3
2005-Jan,89,10070000,113100,96200,718,6.5
Feb,112,12560000,112100,94400,723,6.4
Mar,108,12395000,114800,102700,715,6.3
Apr,132,16215000,122800,104000,715,6.0
May,147,20485000,139400,112100,-,-
Jun,200,25465000,127300,108600,-,-
Jul,167,21355000,127900,122000,733,5.7
Aug,183,22445000,122700,105900,-,-
Sep,132,17195000,130300,112300,-,-
Oct,116,15270000,131600,116400,704,5.3
