Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Apr,32,2106242,65800,60700,382,10.1
May,45,3578400,79500,61000,384,10.0
Jun,46,3558149,77400,65000,498,12.8
Jul,27,2240000,83000,66200,546,14.4
Aug,43,3981850,92600,72500,472,12.6
Sep,23,1623832,70600,61700,-,-
Oct,42,2632677,62700,58300,-,-
Nov,25,2065342,82600,73800,506,14.6
Dec,32,2367051,74000,68000,397,11.3
1996-Jan,38,2185250,57500,50000,-,-
Feb,23,1287923,56000,53300,-,-
Mar,16,1110500,69400,-,333,10.2
Apr,27,2477500,91800,-,402,12.5
May,59,4586900,77700,75000,470,14.1
Jun,37,2961552,80000,70800,556,17.0
Jul,49,3478850,71000,66900,634,18.4
Aug,19,1764600,92900,79000,731,22.5
Sep,28,2229050,79600,60000,909,27.6
Oct,34,2783750,81900,75600,441,13.7
Nov,28,2448900,87500,80000,441,13.6
Dec,25,1780040,71200,58800,427,13.4
1997-Jan,35,2640000,75400,65800,429,13.5
Feb,25,1965000,78600,63000,-,-
Mar,33,2345000,71100,58500,386,11.6
Apr,33,2845000,86200,58100,399,11.8
May,61,5155000,84500,69400,400,11.8
Jun,40,3305000,82600,61400,407,11.9
Jul,89,6950000,78100,63500,419,11.2
Aug,38,3320000,87400,75000,427,10.9
Sep,44,3605000,81900,74000,652,16.1
Oct,32,2250000,70300,65000,434,10.8
Nov,48,3220000,67100,55000,780,18.6
Dec,40,3410000,85200,75000,376,8.7
1998-Jan,36,2585000,71800,65000,394,9.1
Feb,35,2675000,76400,66200,401,9.1
Mar,46,3310000,72000,60000,390,8.6
Apr,34,2690000,79100,75000,376,8.3
May,34,2935000,86300,70000,375,8.7
Jun,37,2740000,74100,67000,387,9.1
Jul,39,3440000,88200,75000,424,11.0
Aug,46,3570000,77600,64000,432,11.0
Sep,46,3930000,85400,68900,426,10.8
Oct,35,2835000,81000,75000,457,11.5
Nov,37,3355000,90700,78300,452,11.7
Dec,36,2875000,79900,70000,463,12.1
1999-Jan,46,3825000,83200,67100,423,10.8
Feb,23,1845000,80200,62500,447,11.7
Mar,51,4495000,88100,72500,429,11.1
Apr,43,3535000,82200,69300,445,11.3
May,53,4380000,82600,62500,457,11.1
Jun,47,3570000,76000,69300,447,10.7
Jul,52,4995000,96100,75700,440,10.3
Aug,40,3215000,80400,65000,442,10.4
Sep,53,4220000,79600,66500,368,8.6
Oct,47,3435000,73100,73900,367,8.3
Nov,34,2480000,72900,63300,532,12.2
Dec,39,3455000,88600,70800,415,9.4
2000-Jan,-,-,-,-,400,9.1
Feb,40,3390000,84800,66700,368,8.1
Mar,41,3530000,86100,67500,431,9.7
Apr,23,1260000,54800,55800,425,10.0
May,53,4725000,89200,80500,423,9.9
Jun,64,6020000,94100,84400,400,9.1
Jul,39,3440000,88200,63800,375,8.7
Aug,62,6125000,98800,83300,332,7.4
Sep,50,4180000,83600,70000,363,8.1
Oct,38,3980000,104700,76000,450,10.2
Nov,41,3695000,90100,83900,381,8.5
Dec,35,3355000,95900,77500,417,9.4
2001-Jan,34,3032200,89200,73800,410,9.5
Feb,40,3730000,93200,72900,318,7.3
Mar,54,5080000,94100,70000,350,7.9
Apr,33,3720000,112700,75000,321,7.1
May,39,3570000,91500,77000,392,8.9
Jun,60,5795000,96600,73800,404,9.2
Jul,43,4395000,102200,88300,504,11.4
Aug,54,6255000,115800,80000,355,8.2
Sep,43,4510000,104900,89000,371,8.7
Oct,49,4445000,90700,87500,416,9.5
Nov,33,3315000,100500,69400,377,8.8
Dec,29,2970000,102400,91200,382,9.0
2002-Jan,40,3270000,81800,77500,-,-
Feb,50,4965000,99300,80000,412,9.4
Mar,57,5255000,92200,81000,438,9.9
Apr,54,5725000,106000,87500,-,-
May,73,7540000,103300,91200,-,-
Jun,62,5510000,88900,74000,-,-
Jul,62,6280000,101300,85000,-,-
Aug,56,6400000,114300,98300,-,-
Sep,56,5990000,107000,92500,-,-
Oct,70,6895000,98500,78000,-,-
Nov,43,4365000,101500,85000,-,-
Dec,42,4410000,105000,82000,-,-
2003-Jan,43,5060000,117700,92500,-,-
Feb,39,4495000,115300,85000,-,-
Mar,67,6705000,100100,90700,-,-
Apr,55,5840000,106200,81200,-,-
May,57,5975000,104800,88800,-,-
Jun,53,5370000,101300,75800,-,-
Jul,77,9570000,124300,98300,-,-
Aug,67,6640000,99100,77500,497,8.9
Sep,68,7075000,104000,87100,-,-
Oct,64,6380000,99700,82500,523,9.3
Nov,38,4325000,113800,86700,-,-
Dec,43,4930000,114700,95000,-,-
2004-Jan,47,5230000,111300,81700,-,-
Feb,48,5065000,105500,74000,-,-
Mar,67,6885000,102800,87500,-,-
Apr,67,9295000,138700,103300,-,-
May,75,9455000,126100,98100,-,-
Jun,92,8985000,97700,86700,-,-
Jul,68,7490000,110100,90000,-,-
Aug,87,11915000,137000,106000,-,-
Sep,58,6550000,112900,100000,-,-
Oct,58,6095000,105100,93000,-,-
Nov,61,7175000,117600,86200,-,-
Dec,56,5905000,105400,76700,-,-
2005-Jan,59,6815000,115500,91700,-,-
Feb,52,6775000,130300,87500,-,-
Mar,78,8980000,115100,88800,-,-
Apr,70,8100000,115700,89100,-,-
May,81,9640000,119000,95000,-,-
Jun,80,11770000,147100,127300,-,-
Jul,76,9260000,121800,96000,-,-
Aug,90,12105000,134500,106700,-,-
Sep,84,13035000,155200,120000,-,-
Oct,74,10090000,136400,107300,-,-
Nov,90,14460000,160700,133300,-,-
Dec,84,12445000,148200,112000,-,-
2006-Jan,81,10355000,127800,110600,-,-
Feb,99,14645000,147900,121400,-,-
Mar,130,15610000,120100,105000,-,-
Apr,108,13515000,125100,100000,-,-
May,117,19095000,163200,126400,-,-
Jun,94,14510000,154400,112500,-,-
Jul,103,12425000,120600,96400,-,-
Aug,120,18245000,152000,102900,-,-
Sep,83,11005000,132600,95800,-,-
Oct,96,12030000,125300,88600,-,-
Nov,69,9875000,143100,118300,-,-
Dec,77,8850000,114900,94500,-,-
2007-Jan,81,10445000,129000,98300,-,-
Feb,67,7170000,107000,87700,-,-
Mar,102,15080000,147800,115000,-,-
Apr,76,10940000,143900,110000,-,-
May,93,14465000,155500,117500,-,-
Jun,127,23515000,185200,161700,-,-
Jul,93,14785000,159000,133000,-,-
Aug,112,19450000,173700,131400,-,-
Sep,87,12440000,143000,114600,-,-
Oct,88,12035000,136800,90000,-,-
Nov,93,15795000,169800,118800,-,-
Dec,65,7640000,117500,88300,-,-
2008-Jan,56,7020000,125400,101800,-,-
Feb,82,11130000,135700,90000,-,-
Mar,96,11645000,121300,90000,-,-
Apr,100,12390000,123900,88800,-,-
May,72,9910000,137600,96000,-,-
Jun,75,10490000,139900,105000,-,-
Jul,75,10170000,135600,96400,-,-
Aug,92,12255000,133200,102500,-,-
Sep,71,9700000,136600,87900,-,-
Oct,69,8255000,119600,103300,-,-
Nov,56,5675000,101300,88000,-,-
Dec,64,6620000,103400,75000,-,-
2009-Jan,48,5700000,118800,83300,-,-
Feb,55,5795000,105400,85000,-,-
Mar,62,5900000,95200,83300,-,-
Apr,-,-,-,-,-,-
