Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,178,14163409,79600,70000,953,7.8
Feb,94,7500146,79800,66900,1049,8.5
Mar,130,10409390,80100,66700,1069,8.5
Apr,165,11276155,68300,59700,1118,8.5
May,133,10279788,77300,64800,1141,8.6
Jun,150,11404400,76000,71700,1190,9.0
Jul,154,11939298,77500,67600,1168,8.5
Aug,191,14570929,76300,69800,1119,8.0
Sep,168,14106613,84000,77800,1046,7.3
Oct,138,10970647,79500,66700,1036,7.2
Nov,178,14163409,79600,70000,953,6.5
Dec,82,5595840,68200,56400,886,6.0
1991-Jan,108,6226942,57700,50700,831,5.9
Feb,106,7826331,73800,62000,829,5.8
Mar,109,8585315,78800,66100,894,6.4
Apr,128,10501404,82000,65000,918,6.7
May,168,13038609,77600,67700,919,6.6
Jun,178,14597279,82000,70000,871,6.1
Jul,158,12757475,80700,71000,881,6.2
Aug,117,8327025,71200,63000,884,6.5
Sep,128,10398973,81200,65300,867,6.5
Oct,127,10717097,84400,67500,819,6.2
Nov,122,10289628,84300,75300,794,6.2
Dec,106,8403501,79300,64300,745,5.7
1992-Jan,92,7297569,79300,65600,775,6.0
Feb,77,6261180,81300,69100,769,6.1
Mar,121,8425930,69600,69500,775,6.1
Apr,113,8197167,72500,61600,792,6.3
May,109,8436056,77400,72500,830,6.9
Jun,145,12312894,84900,73200,834,7.1
Jul,130,11912184,91600,80000,873,7.6
Aug,137,11508828,84000,66900,858,7.3
Sep,128,10583098,82700,72900,833,7.1
Oct,129,10447136,81000,71600,753,6.4
Nov,126,10925747,86700,75300,726,6.2
Dec,103,7858536,76300,67200,673,5.7
1993-Jan,91,7154245,78600,58800,679,5.8
Feb,98,6903554,70400,61000,707,5.9
Mar,110,8923284,81100,69100,775,6.6
Apr,124,9239584,74500,61300,734,6.2
May,100,7778481,77800,64300,735,6.2
Jun,202,15311802,75800,79600,735,6.0
Jul,158,14353070,90800,75000,737,5.9
Aug,172,14096962,82000,75200,698,5.4
Sep,112,9596878,85700,68600,683,5.4
Oct,108,10001048,92600,73800,645,5.1
Nov,160,13206966,82500,70000,661,5.2
Dec,100,9056722,90600,75700,637,5.0
1994-Jan,94,7521571,80000,66400,618,4.8
Feb,62,5372742,86700,65000,866,6.9
Mar,130,10565360,81300,66900,645,5.1
Apr,143,11566465,80900,72800,628,4.9
May,125,10785782,86300,76300,698,5.3
